ind,attr,val
499,HospitalOwner,voluntary non-profit - private
499,EmergencyService,yes
499,condition,heart failure
499,Measurecode,hf-1
499,MeasureName,heart failure patients given discharge instructions
499,Score,83%
499,Sample,35 patients
499,Stateavg,al_hf-1
500,ProviderNumber,10022
500,HospitalName,cherokee medical center
500,Address1,400 northwood dr
500,Address2,empty
500,Address3,empty
500,city,centre
500,State,al
500,Zipcode,35960
500,countyName,cherokee
500,PhoneNumber,2569275531
500,HospitalType,acute care hospitals
500,HospitalOwner,voluntary non-profit - private
500,EmergencyService,yes
500,condition,heart failure
500,Measurecode,hf-2
500,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
500,Score,94%
500,Sample,48 patients
500,Stateavg,al_hf-2
501,ProviderNumber,10022
501,HospitalName,cherokee medical center
501,Address1,400 northwood dr
501,Address2,empty
501,Address3,empty
501,city,centre
501,State,al
501,Zipcode,35960
501,countyName,cherokee
501,PhoneNumber,2569275531
501,HospitalType,acute care hospitals
501,HospitalOwner,voluntary non-profit - private
501,EmergencyService,yes
501,condition,heart failure
501,Measurecode,hf-3
501,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
501,Score,90%
501,Sample,10 patients
501,Stateavg,al_hf-3
502,ProviderNumber,10022
502,HospitalName,cherokee medical center
502,Address1,400 northwood dr
502,Address2,empty
502,Address3,empty
502,city,centre
502,State,al
502,Zipcode,35960
502,countyName,cherokee
502,PhoneNumber,2569275531
502,HospitalType,acute care hospitals
502,HospitalOwner,voluntary non-profit - private
502,EmergencyService,yes
502,condition,heart failure
502,Measurecode,hf-4
502,MeasureName,heart failure patients given smoking cessation advice/counseling
502,Score,100%
502,Sample,15 patients
502,Stateavg,al_hf-4
503,ProviderNumber,10022
503,HospitalName,cherokee medical center
503,Address1,400 northwood dr
503,Address2,empty
503,Address3,empty
503,city,centre
503,State,al
503,Zipcode,35960
503,countyName,cherokee
503,PhoneNumber,2569275531
503,HospitalType,acute care hospitals
503,HospitalOwner,voluntary non-profit - private
503,EmergencyService,yes
503,condition,pneumonia
503,Measurecode,pn-2
503,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
503,Score,93%
503,Sample,44 patients
503,Stateavg,al_pn-2
504,ProviderNumber,10022
504,HospitalName,cherokee medical center
504,Address1,400 northwood dr
504,Address2,empty
504,Address3,empty
504,city,centre
504,State,al
504,Zipcode,35960
504,countyName,cherokee
504,PhoneNumber,2569275531
504,HospitalType,acute care hospitals
504,HospitalOwner,voluntary non-profit - private
504,EmergencyService,yes
504,condition,pneumonia
504,Measurecode,pn-3b
504,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
504,Score,97%
504,Sample,33 patients
504,Stateavg,al_pn-3b
505,ProviderNumber,10022
505,HospitalName,cherokee medical center
505,Address1,400 northwood dr
505,Address2,empty
505,Address3,empty
505,city,centre
505,State,al
505,Zipcode,35960
505,countyName,cherokee
505,PhoneNumber,2569275531
505,HospitalType,acute care hospitals
505,HospitalOwner,voluntary non-profit - private
505,EmergencyService,yes
505,condition,pneumonia
505,Measurecode,pn-4
505,MeasureName,pneumonia patients given smoking cessation advice/counseling
505,Score,100%
505,Sample,20 patients
505,Stateavg,al_pn-4
506,ProviderNumber,10022
506,HospitalName,cherokee medical center
506,Address1,400 northwood dr
506,Address2,empty
506,Address3,empty
506,city,centre
506,State,al
506,Zipcode,35960
506,countyName,cherokee
506,PhoneNumber,2569275531
506,HospitalType,acute care hospitals
506,HospitalOwner,voluntary non-profit - private
506,EmergencyService,yes
506,condition,pneumonia
506,Measurecode,pn-5c
506,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
506,Score,89%
506,Sample,56 patients
506,Stateavg,al_pn-5c
507,ProviderNumber,10022
507,HospitalName,cherokee medical center
507,Address1,400 northwood dr
507,Address2,empty
507,Address3,empty
507,city,centre
507,State,al
507,Zipcode,35960
507,countyName,cherokee
507,PhoneNumber,2569275531
507,HospitalType,acute care hospitals
507,HospitalOwner,voluntary non-profit - private
507,EmergencyService,yes
507,condition,pneumonia
507,Measurecode,pn-6
507,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
507,Score,93%
507,Sample,44 patients
507,Stateavg,al_pn-6
508,ProviderNumber,10022
508,HospitalName,cherokee medical center
508,Address1,400 northwood dr
508,Address2,empty
508,Address3,empty
508,city,centre
508,State,al
508,Zipcode,35960
508,countyName,cherokee
508,PhoneNumber,2569275531
508,HospitalType,acute care hospitals
508,HospitalOwner,voluntary non-profit - private
508,EmergencyService,yes
508,condition,pneumonia
508,Measurecode,pn-7
508,MeasureName,pneumonia patients assessed and given influenza vaccination
508,Score,81%
508,Sample,31 patients
508,Stateavg,al_pn-7
509,ProviderNumber,10022
509,HospitalName,cherokee medical center
509,Address1,400 northwood dr
509,Address2,empty
509,Address3,empty
509,city,centre
509,State,al
509,Zipcode,35960
509,countyName,cherokee
509,PhoneNumber,2569275531
509,HospitalType,acute care hospitals
509,HospitalOwner,voluntary non-profit - private
509,EmergencyService,yes
509,condition,surgical infection prevention
509,Measurecode,scip-card-2
509,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
509,Score,empty
509,Sample,empty
509,Stateavg,al_scip-card-2
510,ProviderNumber,10022
510,HospitalName,cherokee medical center
510,Address1,400 northwood dr
510,Address2,empty
510,Address3,empty
510,city,centre
510,State,al
510,Zipcode,35960
510,countyName,cherokee
510,PhoneNumber,2569275531
510,HospitalType,acute care hospitals
510,HospitalOwner,voluntary non-profit - private
510,EmergencyService,yes
510,condition,surgical infection prevention
510,Measurecode,scip-inf-1
510,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
510,Score,0%
510,Sample,2 patients
510,Stateavg,al_scip-inf-1
511,ProviderNumber,10022
511,HospitalName,cherokee medical center
511,Address1,400 northwood dr
511,Address2,empty
511,Address3,empty
511,city,centre
511,State,al
511,Zipcode,35960
511,countyName,cherokee
511,PhoneNumber,2569275531
511,HospitalType,acute care hospitals
511,HospitalOwner,voluntary non-profit - private
511,EmergencyService,yes
511,condition,surgical infection prevention
511,Measurecode,scip-inf-2
511,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
511,Score,100%
511,Sample,2 patients
511,Stateavg,al_scip-inf-2
512,ProviderNumber,10022
512,HospitalName,cherokee medical center
512,Address1,400 northwood dr
512,Address2,empty
512,Address3,empty
512,city,centre
512,State,al
512,Zipcode,35960
512,countyName,cherokee
512,PhoneNumber,2569275531
512,HospitalType,acute care hospitals
512,HospitalOwner,voluntary non-profit - private
512,EmergencyService,yes
512,condition,surgical infection prevention
512,Measurecode,scip-inf-3
512,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
512,Score,0%
512,Sample,1 patients
512,Stateavg,al_scip-inf-3
513,ProviderNumber,10022
513,HospitalName,cherokee medical center
513,Address1,400 northwood dr
513,Address2,empty
513,Address3,empty
513,city,centre
513,State,al
513,Zipcode,35960
513,countyName,cherokee
513,PhoneNumber,2569275531
513,HospitalType,acute care hospitals
513,HospitalOwner,voluntary non-profit - private
513,EmergencyService,yes
513,condition,surgical infection prevention
513,Measurecode,scip-inf-4
513,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
513,Score,empty
513,Sample,0 patients
513,Stateavg,al_scip-inf-4
514,ProviderNumber,10022
514,HospitalName,cherokee medical center
514,Address1,400 northwood dr
514,Address2,empty
514,Address3,empty
514,city,centre
514,State,al
514,Zipcode,35960
514,countyName,cherokee
514,PhoneNumber,2569275531
514,HospitalType,acute care hospitals
514,HospitalOwner,voluntary non-profit - private
514,EmergencyService,yes
514,condition,surgical infection prevention
514,Measurecode,scip-inf-6
514,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
514,Score,100%
514,Sample,6 patients
514,Stateavg,al_scip-inf-6
515,ProviderNumber,10022
515,HospitalName,cherokee medical center
515,Address1,400 northwood dr
515,Address2,empty
515,Address3,empty
515,city,centre
515,State,al
515,Zipcode,35960
515,countyName,cherokee
515,PhoneNumber,2569275531
515,HospitalType,acute care hospitals
515,HospitalOwner,voluntary non-profit - private
515,EmergencyService,yes
515,condition,surgical infection prevention
515,Measurecode,scip-vte-1
515,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
515,Score,100%
515,Sample,5 patients
515,Stateavg,al_scip-vte-1
516,ProviderNumber,10022
516,HospitalName,cherokee medical center
516,Address1,400 northwood dr
516,Address2,empty
516,Address3,empty
516,city,centre
516,State,al
516,Zipcode,35960
516,countyName,cherokee
516,PhoneNumber,2569275531
516,HospitalType,acute care hospitals
516,HospitalOwner,voluntary non-profit - private
516,EmergencyService,yes
516,condition,surgical infection prevention
516,Measurecode,scip-vte-2
516,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
516,Score,100%
516,Sample,5 patients
516,Stateavg,al_scip-vte-2
517,ProviderNumber,10023
517,HospitalName,baptist medical center south
517,Address1,2105 east south boulevard
517,Address2,empty
517,Address3,empty
517,city,montgomery
517,State,al
517,Zipcode,36116
517,countyName,montgomery
517,PhoneNumber,3342882100
517,HospitalType,acute care hospitals
517,HospitalOwner,voluntary non-profit - church
517,EmergencyService,yes
517,condition,heart attack
517,Measurecode,ami-1
517,MeasureName,heart attack patients given aspirin at arrival
517,Score,100%
517,Sample,134 patients
517,Stateavg,al_ami-1
518,ProviderNumber,10023
518,HospitalName,baptist medical center south
518,Address1,2105 east south boulevard
518,Address2,empty
518,Address3,empty
518,city,montgomery
518,State,al
518,Zipcode,36116
518,countyName,montgomery
518,PhoneNumber,3342882100
518,HospitalType,acute care hospitals
518,HospitalOwner,voluntary non-profit - church
518,EmergencyService,yes
518,condition,heart attack
518,Measurecode,ami-2
518,MeasureName,heart attack patients given aspirin at discharge
518,Score,100%
518,Sample,282 patients
518,Stateavg,al_ami-2
519,ProviderNumber,10023
519,HospitalName,baptist medical center south
519,Address1,2105 east south boulevard
519,Address2,empty
519,Address3,empty
519,city,montgomery
519,State,al
519,Zipcode,36116
519,countyName,montgomery
519,PhoneNumber,3342882100
519,HospitalType,acute care hospitals
519,HospitalOwner,voluntary non-profit - church
519,EmergencyService,yes
519,condition,heart attack
519,Measurecode,ami-3
519,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
519,Score,100%
519,Sample,53 patients
519,Stateavg,al_ami-3
520,ProviderNumber,10023
520,HospitalName,baptist medical center south
520,Address1,2105 east south boulevard
520,Address2,empty
520,Address3,empty
520,city,montgomery
520,State,al
520,Zipcode,36116
520,countyName,montgomery
520,PhoneNumber,3342882100
520,HospitalType,acute care hospitals
520,HospitalOwner,voluntary non-profit - church
520,EmergencyService,yes
520,condition,heart attack
520,Measurecode,ami-4
520,MeasureName,heart attack patients given smoking cessation advice/counseling
520,Score,100%
520,Sample,119 patients
520,Stateavg,al_ami-4
521,ProviderNumber,10023
521,HospitalName,baptist medical center south
521,Address1,2105 east south boulevard
521,Address2,empty
521,Address3,empty
521,city,montgomery
521,State,al
521,Zipcode,36116
521,countyName,montgomery
521,PhoneNumber,3342882100
521,HospitalType,acute care hospitals
521,HospitalOwner,voluntary non-profit - church
521,EmergencyService,yes
521,condition,heart attack
521,Measurecode,ami-5
521,MeasureName,heart attack patients given beta blocker at discharge
521,Score,100%
521,Sample,254 patients
521,Stateavg,al_ami-5
522,ProviderNumber,10023
522,HospitalName,baptist medical center south
522,Address1,2105 east south boulevard
522,Address2,empty
522,Address3,empty
522,city,montgomery
522,State,al
522,Zipcode,36116
522,countyName,montgomery
522,PhoneNumber,3342882100
522,HospitalType,acute care hospitals
522,HospitalOwner,voluntary non-profit - church
522,EmergencyService,yes
522,condition,heart attack
522,Measurecode,ami-7a
522,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
522,Score,empty
522,Sample,0 patients
522,Stateavg,al_ami-7a
523,ProviderNumber,10023
523,HospitalName,baptist medical center south
523,Address1,2105 east south boulevard
523,Address2,empty
523,Address3,empty
523,city,montgomery
523,State,al
523,Zipcode,36116
523,countyName,montgomery
523,PhoneNumber,3342882100
523,HospitalType,acute care hospitals
523,HospitalOwner,voluntary non-profit - church
523,EmergencyService,yes
523,condition,heart attack
523,Measurecode,ami-8a
523,MeasureName,heart attack patients given pci within 90 minutes of arrival
523,Score,96%
523,Sample,27 patients
523,Stateavg,al_ami-8a
524,ProviderNumber,10023
524,HospitalName,baptist medical center south
524,Address1,2105 east south boulevard
524,Address2,empty
524,Address3,empty
524,city,montgomery
524,State,al
524,Zipcode,36116
524,countyName,montgomery
524,PhoneNumber,3342882100
524,HospitalType,acute care hospitals
524,HospitalOwner,voluntary non-profit - church
524,EmergencyService,yes
524,condition,heart failure
524,Measurecode,hf-1
524,MeasureName,heart failure patients given discharge instructions
524,Score,100%
524,Sample,257 patients
524,Stateavg,al_hf-1
525,ProviderNumber,10023
525,HospitalName,baptist medical center south
525,Address1,2105 east south boulevard
525,Address2,empty
525,Address3,empty
525,city,montgomery
525,State,al
525,Zipcode,36116
525,countyName,montgomery
525,PhoneNumber,3342882100
525,HospitalType,acute care hospitals
525,HospitalOwner,voluntary non-profit - church
525,EmergencyService,yes
525,condition,heart failure
525,Measurecode,hf-2
525,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
525,Score,100%
525,Sample,292 patients
525,Stateavg,al_hf-2
526,ProviderNumber,10023
526,HospitalName,baptist medical center south
526,Address1,2105 east south boulevard
526,Address2,empty
526,Address3,empty
526,city,montgomery
526,State,al
526,Zipcode,36116
526,countyName,montgomery
526,PhoneNumber,3342882100
526,HospitalType,acute care hospitals
526,HospitalOwner,voluntary non-profit - church
526,EmergencyService,yes
526,condition,heart failure
526,Measurecode,hf-3
526,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
526,Score,100%
526,Sample,98 patients
526,Stateavg,al_hf-3
527,ProviderNumber,10023
527,HospitalName,baptist medical center south
527,Address1,2105 east south boulevard
527,Address2,empty
527,Address3,empty
527,city,montgomery
527,State,al
527,Zipcode,36116
527,countyName,montgomery
527,PhoneNumber,3342882100
527,HospitalType,acute care hospitals
527,HospitalOwner,voluntary non-profit - church
527,EmergencyService,yes
527,condition,heart failure
527,Measurecode,hf-4
527,MeasureName,heart failure patients given smoking cessation advice/counseling
527,Score,100%
527,Sample,77 patients
527,Stateavg,al_hf-4
528,ProviderNumber,10023
528,HospitalName,baptist medical center south
528,Address1,2105 east south boulevard
528,Address2,empty
528,Address3,empty
528,city,montgomery
528,State,al
528,Zipcode,36116
528,countyName,montgomery
528,PhoneNumber,3342882100
528,HospitalType,acute care hospitals
528,HospitalOwner,voluntary non-profit - church
528,EmergencyService,yes
528,condition,pneumonia
528,Measurecode,pn-2
528,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
528,Score,94%
528,Sample,99 patients
528,Stateavg,al_pn-2
529,ProviderNumber,10023
529,HospitalName,baptist medical center south
529,Address1,2105 east south boulevard
529,Address2,empty
529,Address3,empty
529,city,montgomery
529,State,al
529,Zipcode,36116
529,countyName,montgomery
529,PhoneNumber,3342882100
529,HospitalType,acute care hospitals
529,HospitalOwner,voluntary non-profit - church
529,EmergencyService,yes
529,condition,pneumonia
529,Measurecode,pn-3b
529,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
529,Score,96%
529,Sample,103 patients
529,Stateavg,al_pn-3b
530,ProviderNumber,10023
530,HospitalName,baptist medical center south
530,Address1,2105 east south boulevard
530,Address2,empty
530,Address3,empty
530,city,montgomery
530,State,al
530,Zipcode,36116
530,countyName,montgomery
530,PhoneNumber,3342882100
530,HospitalType,acute care hospitals
530,HospitalOwner,voluntary non-profit - church
530,EmergencyService,yes
530,condition,pneumonia
530,Measurecode,pn-4
530,MeasureName,pneumonia patients given smoking cessation advice/counseling
530,Score,94%
530,Sample,80 patients
530,Stateavg,al_pn-4
531,ProviderNumber,10023
531,HospitalName,baptist medical center south
531,Address1,2105 east south boulevard
531,Address2,empty
531,Address3,empty
531,city,montgomery
531,State,al
531,Zipcode,36116
531,countyName,montgomery
531,PhoneNumber,3342882100
531,HospitalType,acute care hospitals
531,HospitalOwner,voluntary non-profit - church
531,EmergencyService,yes
531,condition,pneumonia
531,Measurecode,pn-5c
531,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
531,Score,95%
531,Sample,101 patients
531,Stateavg,al_pn-5c
532,ProviderNumber,10023
532,HospitalName,baptist medical center south
532,Address1,2105 east south boulevard
532,Address2,empty
532,Address3,empty
532,city,montgomery
532,State,al
532,Zipcode,36116
532,countyName,montgomery
532,PhoneNumber,3342882100
532,HospitalType,acute care hospitals
532,HospitalOwner,voluntary non-profit - church
532,EmergencyService,yes
532,condition,pneumonia
532,Measurecode,pn-6
532,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
532,Score,90%
532,Sample,71 patients
532,Stateavg,al_pn-6
533,ProviderNumber,10023
533,HospitalName,baptist medical center south
533,Address1,2105 east south boulevard
533,Address2,empty
533,Address3,empty
533,city,montgomery
533,State,al
533,Zipcode,36116
533,countyName,montgomery
533,PhoneNumber,3342882100
533,HospitalType,acute care hospitals
533,HospitalOwner,voluntary non-profit - church
533,EmergencyService,yes
533,condition,pneumonia
533,Measurecode,pn-7
533,MeasureName,pneumonia patients assessed and given influenza vaccination
533,Score,92%
533,Sample,87 patients
533,Stateavg,al_pn-7
534,ProviderNumber,10023
534,HospitalName,baptist medical center south
534,Address1,2105 east south boulevard
534,Address2,empty
534,Address3,empty
534,city,montgomery
534,State,al
534,Zipcode,36116
534,countyName,montgomery
534,PhoneNumber,3342882100
534,HospitalType,acute care hospitals
534,HospitalOwner,voluntary non-profit - church
534,EmergencyService,yes
534,condition,surgical infection prevention
534,Measurecode,scip-card-2
534,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
534,Score,97%
534,Sample,89 patients
534,Stateavg,al_scip-card-2
535,ProviderNumber,10023
535,HospitalName,baptist medical center south
535,Address1,2105 east south boulevard
535,Address2,empty
535,Address3,empty
535,city,montgomery
535,State,al
535,Zipcode,36116
535,countyName,montgomery
535,PhoneNumber,3342882100
535,HospitalType,acute care hospitals
535,HospitalOwner,voluntary non-profit - church
535,EmergencyService,yes
535,condition,surgical infection prevention
535,Measurecode,scip-inf-1
535,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
535,Score,97%
535,Sample,412 patients
535,Stateavg,al_scip-inf-1
536,ProviderNumber,10023
536,HospitalName,baptist medical center south
536,Address1,2105 east south boulevard
536,Address2,empty
536,Address3,empty
536,city,montgomery
536,State,al
536,Zipcode,36116
536,countyName,montgomery
536,PhoneNumber,3342882100
536,HospitalType,acute care hospitals
536,HospitalOwner,voluntary non-profit - church
536,EmergencyService,yes
536,condition,surgical infection prevention
536,Measurecode,scip-inf-2
536,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
536,Score,97%
536,Sample,423 patients
536,Stateavg,al_scip-inf-2
537,ProviderNumber,10023
537,HospitalName,baptist medical center south
537,Address1,2105 east south boulevard
537,Address2,empty
537,Address3,empty
537,city,montgomery
537,State,al
537,Zipcode,36116
537,countyName,montgomery
537,PhoneNumber,3342882100
537,HospitalType,acute care hospitals
537,HospitalOwner,voluntary non-profit - church
537,EmergencyService,yes
537,condition,surgical infection prevention
537,Measurecode,scip-inf-3
537,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
537,Score,94%
537,Sample,392 patients
537,Stateavg,al_scip-inf-3
538,ProviderNumber,10023
538,HospitalName,baptist medical center south
538,Address1,2105 east south boulevard
538,Address2,empty
538,Address3,empty
538,city,montgomery
538,State,al
538,Zipcode,36116
538,countyName,montgomery
538,PhoneNumber,3342882100
538,HospitalType,acute care hospitals
538,HospitalOwner,voluntary non-profit - church
538,EmergencyService,yes
538,condition,surgical infection prevention
538,Measurecode,scip-inf-4
538,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
538,Score,95%
538,Sample,125 patients
538,Stateavg,al_scip-inf-4
539,ProviderNumber,10023
539,HospitalName,baptist medical center south
539,Address1,2105 east south boulevard
539,Address2,empty
539,Address3,empty
539,city,montgomery
539,State,al
539,Zipcode,36116
539,countyName,montgomery
539,PhoneNumber,3342882100
539,HospitalType,acute care hospitals
539,HospitalOwner,voluntary non-profit - church
539,EmergencyService,yes
539,condition,surgical infection prevention
539,Measurecode,scip-inf-6
539,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
539,Score,100%
539,Sample,575 patients
539,Stateavg,al_scip-inf-6
540,ProviderNumber,10023
540,HospitalName,baptist medical center south
540,Address1,2105 east south boulevard
540,Address2,empty
540,Address3,empty
540,city,montgomery
540,State,al
540,Zipcode,36116
540,countyName,montgomery
540,PhoneNumber,3342882100
540,HospitalType,acute care hospitals
540,HospitalOwner,voluntary non-profit - church
540,EmergencyService,yes
540,condition,surgical infection prevention
540,Measurecode,scip-vte-1
540,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
540,Score,98%
540,Sample,179 patients
540,Stateavg,al_scip-vte-1
541,ProviderNumber,10023
541,HospitalName,baptist medical center south
541,Address1,2105 east south boulevard
541,Address2,empty
541,Address3,empty
541,city,montgomery
541,State,al
541,Zipcode,36116
541,countyName,montgomery
541,PhoneNumber,3342882100
541,HospitalType,acute care hospitals
541,HospitalOwner,voluntary non-profit - church
541,EmergencyService,yes
541,condition,surgical infection prevention
541,Measurecode,scip-vte-2
541,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
541,Score,94%
541,Sample,179 patients
541,Stateavg,al_scip-vte-2
542,ProviderNumber,10024
542,HospitalName,jackson hospital & clinic inc
542,Address1,1725 pine street
542,Address2,empty
542,Address3,empty
542,city,montgomery
542,State,al
542,Zipcode,36106
542,countyName,montgomery
542,PhoneNumber,3342938000
542,HospitalType,acute care hospitals
542,HospitalOwner,voluntary non-profit - private
542,EmergencyService,yes
542,condition,heart attack
542,Measurecode,ami-1
542,MeasureName,heart attack patients given aspirin at arrival
542,Score,95%
542,Sample,111 patients
542,Stateavg,al_ami-1
543,ProviderNumber,10024
543,HospitalName,jackson hospital & clinic inc
543,Address1,1725 pine street
543,Address2,empty
543,Address3,empty
543,city,montgomery
543,State,al
543,Zipcode,36106
543,countyName,montgomery
543,PhoneNumber,3342938000
543,HospitalType,acute care hospitals
543,HospitalOwner,voluntary non-profit - private
543,EmergencyService,yes
543,condition,heart attack
543,Measurecode,ami-2
543,MeasureName,heart attack patients given aspirin at discharge
543,Score,92%
543,Sample,165 patients
543,Stateavg,al_ami-2
544,ProviderNumber,10024
544,HospitalName,jackson hospital & clinic inc
544,Address1,1725 pine street
544,Address2,empty
544,Address3,empty
544,city,montgomery
544,State,al
544,Zipcode,36106
544,countyName,montgomery
544,PhoneNumber,3342938000
544,HospitalType,acute care hospitals
544,HospitalOwner,voluntary non-profit - private
544,EmergencyService,yes
544,condition,heart attack
544,Measurecode,ami-3
544,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
544,Score,79%
544,Sample,24 patients
544,Stateavg,al_ami-3
545,ProviderNumber,10024
545,HospitalName,jackson hospital & clinic inc
545,Address1,1725 pine street
545,Address2,empty
545,Address3,empty
545,city,montgomery
545,State,al
545,Zipcode,36106
545,countyName,montgomery
545,PhoneNumber,3342938000
545,HospitalType,acute care hospitals
545,HospitalOwner,voluntary non-profit - private
545,EmergencyService,yes
545,condition,heart attack
545,Measurecode,ami-4
545,MeasureName,heart attack patients given smoking cessation advice/counseling
545,Score,97%
545,Sample,65 patients
545,Stateavg,al_ami-4
546,ProviderNumber,10024
546,HospitalName,jackson hospital & clinic inc
546,Address1,1725 pine street
546,Address2,empty
546,Address3,empty
546,city,montgomery
546,State,al
546,Zipcode,36106
546,countyName,montgomery
546,PhoneNumber,3342938000
546,HospitalType,acute care hospitals
546,HospitalOwner,voluntary non-profit - private
546,EmergencyService,yes
546,condition,heart attack
546,Measurecode,ami-5
546,MeasureName,heart attack patients given beta blocker at discharge
546,Score,95%
546,Sample,173 patients
546,Stateavg,al_ami-5
547,ProviderNumber,10024
547,HospitalName,jackson hospital & clinic inc
547,Address1,1725 pine street
547,Address2,empty
547,Address3,empty
547,city,montgomery
547,State,al
547,Zipcode,36106
547,countyName,montgomery
547,PhoneNumber,3342938000
547,HospitalType,acute care hospitals
547,HospitalOwner,voluntary non-profit - private
547,EmergencyService,yes
547,condition,heart attack
547,Measurecode,ami-7a
547,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
547,Score,empty
547,Sample,0 patients
547,Stateavg,al_ami-7a
548,ProviderNumber,10024
548,HospitalName,jackson hospital & clinic inc
548,Address1,1725 pine street
548,Address2,empty
548,Address3,empty
548,city,montgomery
548,State,al
548,Zipcode,36106
548,countyName,montgomery
548,PhoneNumber,3342938000
548,HospitalType,acute care hospitals
548,HospitalOwner,voluntary non-profit - private
548,EmergencyService,yes
548,condition,heart attack
548,Measurecode,ami-8a
548,MeasureName,heart attack patients given pci within 90 minutes of arrival
548,Score,40%
548,Sample,15 patients
548,Stateavg,al_ami-8a
549,ProviderNumber,10024
549,HospitalName,jackson hospital & clinic inc
549,Address1,1725 pine street
549,Address2,empty
549,Address3,empty
549,city,montgomery
549,State,al
549,Zipcode,36106
549,countyName,montgomery
549,PhoneNumber,3342938000
549,HospitalType,acute care hospitals
549,HospitalOwner,voluntary non-profit - private
549,EmergencyService,yes
549,condition,heart failure
549,Measurecode,hf-1
549,MeasureName,heart failure patients given discharge instructions
549,Score,45%
549,Sample,430 patients
549,Stateavg,al_hf-1
550,ProviderNumber,10024
550,HospitalName,jackson hospital & clinic inc
550,Address1,1725 pine street
550,Address2,empty
550,Address3,empty
550,city,montgomery
550,State,al
550,Zipcode,36106
550,countyName,montgomery
550,PhoneNumber,3342938000
550,HospitalType,acute care hospitals
550,HospitalOwner,voluntary non-profit - private
550,EmergencyService,yes
550,condition,heart failure
550,Measurecode,hf-2
550,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
550,Score,90%
550,Sample,518 patients
550,Stateavg,al_hf-2
551,ProviderNumber,10024
551,HospitalName,jackson hospital & clinic inc
551,Address1,1725 pine street
551,Address2,empty
551,Address3,empty
551,city,montgomery
551,State,al
551,Zipcode,36106
551,countyName,montgomery
551,PhoneNumber,3342938000
551,HospitalType,acute care hospitals
551,HospitalOwner,voluntary non-profit - private
551,EmergencyService,yes
551,condition,heart failure
551,Measurecode,hf-3
551,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
551,Score,85%
551,Sample,146 patients
551,Stateavg,al_hf-3
552,ProviderNumber,10024
552,HospitalName,jackson hospital & clinic inc
552,Address1,1725 pine street
552,Address2,empty
552,Address3,empty
552,city,montgomery
552,State,al
552,Zipcode,36106
552,countyName,montgomery
552,PhoneNumber,3342938000
552,HospitalType,acute care hospitals
552,HospitalOwner,voluntary non-profit - private
552,EmergencyService,yes
552,condition,heart failure
552,Measurecode,hf-4
552,MeasureName,heart failure patients given smoking cessation advice/counseling
552,Score,99%
552,Sample,93 patients
552,Stateavg,al_hf-4
553,ProviderNumber,10024
553,HospitalName,jackson hospital & clinic inc
553,Address1,1725 pine street
