ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),95%,22 patients,AK_PN-6
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,90%,29 patients,AK_PN-7
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,87%,106 patients,AK_SCIP-CARD-2
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,513 patients,AK_SCIP-INF-1
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,521 patiexts,AK_SCIP-INF-2
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,499 patients,AK_SCIP-INF-3
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,94%,146 patients,AK_SCIP-INF-4
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamx�Cxnotxaxrazor),100%,690 patients,AK_SCIP-INF-6
20017,xLxSKx REGIONxL HOSPITxL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,94%,226 patients,AK_SCIP-VTE-1
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Empty,Empty,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proxrietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,223 patients,AK_SCIP-VTE-2
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,Empty,Empty,BETHEL,AK,99559,BETHEL,9075436300,Acute Care Hospitals,Government - Federal,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,Empty,Empty,AK_AMI-1
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,POxBOXx287,Empty,Empty,BETHEL,AK,99559,BETHEL,9075436300,Acute Care Hospitals,Government - Federal,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,Empty,Empty,AK_AMI-2
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,89%,150 patients,AL_PN-2
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitaxs,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,99%,149 patients,AL_PN-3B
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,97%,79 patients,AL_PN-4
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,98%,192 patients,AL_PN-5C
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JxFFxRSON,2563864556,Acute Care Hospitals,Gxvernment - Hxspital District xr Authxrity,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),86%,139 patients,AL_PN-6
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,xEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,82%,119 patients,AL_PN-7
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,81%,54 patients,AL_SCIP-CARD-2
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,92%,253 patients,AL_SCIP-INF-1
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,255 patients,AL_SCIP-INF-2
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),84%,245 patients,AL_SCIP-INF-3
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,Empty,x patients,AL_SCIP-INF-4
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream C not a razor),97%,369 patients,AL_SCIP-INF-6
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SxIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,85%,144 patients,AL_SCIP-VTE-1
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,Empty,Empty,SHEFFIELD,AL,35660,JExxERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,79%,142 patients,AL_SCIP-VTE-2
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,11 patients,AL_AMI-1
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Hexrt Attxck,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,5 patients,AL_AMI-2
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),Empty,0 patients,AL_AMI-3
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,3 patients,AL_AMI-4
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,83%,6 patients,AL_AMI-5
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,334774x601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0%,2 patients,AL_AMI-7A
10021,DALE MEDICAL CENTER,126xHOSPITALxAVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,Empty,0 patients,AL_AMI-8A
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-1,Heaxt Failuxe Patients Given Dischaxge Instxuctions,66%,79 patients,AL_HF-1
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARx,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,96%,94 patients,AL_HF-2
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),94%,18 patients,AL_HF-3
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,94%,32 patients,AL_HF-4
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,xL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,85%,80 patients,Ax_PN-2
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,94%,67 patients,AL_PN-3B
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,87%,39 patients,AL_PN-4
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,74 patients,AL_PN-5C
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),64%,59 patients,AL_PN-6
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,90%,62 patientx,AL_PN-7
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,xL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,12 patients,AL_SCIP-CARD-2
10021,DALE MEDICAL CENTER,1x6 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,52 patients,AL_SCIP-INF-1
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,xZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,96%,52 patients,AL_SCIP-INF-2
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),85%,48 patients,AL_SCIP-INF-3
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,Empty,0 patients,AL_SCIP-INF-4
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream C not a razor),1xx%,94 patients,AL_SCIP-INF-6
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,88%,50 patients,AL_SCIP-VTE-1
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,Empty,Empty,OZARK,AL,x6x60,DALE,3347742601,Acute Caxe Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,68%,50 patients,AL_SCIP-VTE-2
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,Empty,0 patients,AL_AMI-1
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yxs,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,1 patients,AL_AMI-2
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hxspitals,Voluntaryxnon-profitx-xPrivate,Yes,Heart Attack,AMI-3,Hxart Attack Patixnts Givxn ACE Inhibitor or ARB for Lxft Vxntricular Systolic Dysfunction (LVSD),Empty,0 patients,AL_AMI-3
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,Empty,0 patients,AL_AMI-4
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-x,Heart Attack Patients Given Beta Blocker at Discharge,Empty,0 patients,AL_AMI-5
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,Empty,0 patxents,AL_AMI-7A
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acutx Carx Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,Empty,0 patients,AL_AMI-8A
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,83%,35 patients,AL_HF-1
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,x5960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,94%,48 patients,AL_HF-2
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),90%,10 patients,AL_HF-3
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,15 patients,AL_HF-4
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHxROKxx,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,93%,44 paxienxs,AL_PN-2
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,97%,33 patients,AL_PN-3B
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,Ax,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,20 patients,AL_PN-4
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,89%,56 patients,AL_PN-5C
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonix,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),93x,44 patients,AL_PN-6
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonix Pxtients Assessed xnd Given Influenzx Vxccinxtion,81%,31 patients,AL_PN-7
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,Empty,Empty,AL_SCIP-CARD-2
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0%,2 patients,AL_SCIP-INF-1
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,2 patients,AL_SCIP-INF-2
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acuxe Care Hospixals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0%,1 patients,AL_SCIP-INF-3
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,Empty,0 patients,AL_SCIP-INF-4
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHxROKxx,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream C not a razor),100%,6 patients,AL_SCIP-INF-6
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,1xx%,5 patients,AL_SCIP-VTE-1
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,Empty,Empty,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,5 patients,AL_SCIP-VTE-2
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,Empty,Empty,MONTGOMERY,AL,36116,MONTGOMERY,3342xx2100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,134 patients,AL_AMI-1
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,Empty,Empty,MONTxOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,282 patients,AL_AMI-2
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,Empty,Empty,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,53 patients,AL_AMI-3
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,Empty,Empty,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,119 patients,AL_AMI-4
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,Empty,Empty,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,100%,254 patients,AL_AMI-5
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,Empty,Empty,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yxs,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,Empty,0 patients,AL_AMI-7A
