tid,attr_name,attr_val
529,Score,96%
529,Sample,103 patients
529,Stateavg,AL_PN-3B
530,ProviderNumber,10023
530,HospitalName,BAPTIST MEDICAL CENTER SOUTH
530,Address1,2105 EAST SOUTH BOULEVARD
530,Address2,Empty
530,Address3,Empty
530,City,MONTGOMERY
530,State,AL
530,ZipCode,36116
530,CountyName,MONTGOMERY
530,PhoneNumber,3342882100
530,HospitalType,Acute Care Hospitals
530,HospitalOwner,Voluntary non-profit - Church
530,EmergencyService,Yes
530,Condition,Pneumonia
530,MeasureCode,PN-4
530,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
530,Score,94%
530,Sample,80 patients
530,Stateavg,AL_PN-4
531,ProviderNumber,10023
531,HospitalName,BAPTIST MEDICAL CENTER SOUTH
531,Address1,2105 EAST SOUTH BOULEVARD
531,Address2,Empty
531,Address3,Empty
531,City,MONTGOMERY
531,State,AL
531,ZipCode,36116
531,CountyName,MONTGOMERY
531,PhoneNumber,3342882100
531,HospitalType,Acute Care Hospitals
531,HospitalOwner,Voluntary non-profit - Church
531,EmergencyService,Yes
531,Condition,Pneumonia
531,MeasureCode,PN-5C
531,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
531,Score,95%
531,Sample,101 patients
531,Stateavg,AL_PN-5C
532,ProviderNumber,10023
532,HospitalName,BAPTIST MEDICAL CENTER SOUTH
532,Address1,2105 EAST SOUTH BOULEVARD
532,Address2,Empty
532,Address3,Empty
532,City,MONTGOMERY
532,State,AL
532,ZipCode,36116
532,CountyName,MONTGOMERY
532,PhoneNumber,3342882100
532,HospitalType,Acute Care Hospitals
532,HospitalOwner,Voluntary non-profit - Church
532,EmergencyService,Yes
532,Condition,Pneumonia
532,MeasureCode,PN-6
532,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
532,Score,90%
532,Sample,71 patients
532,Stateavg,AL_PN-6
533,ProviderNumber,10023
533,HospitalName,BAPTIST MEDICAL CENTER SOUTH
533,Address1,2105 EAST SOUTH BOULEVARD
533,Address2,Empty
533,Address3,Empty
533,City,MONTGOMERY
533,State,AL
533,ZipCode,36116
533,CountyName,MONTGOMERY
533,PhoneNumber,3342882100
533,HospitalType,Acute Care Hospitals
533,HospitalOwner,Voluntary non-profit - Church
533,EmergencyService,Yes
533,Condition,Pneumonia
533,MeasureCode,PN-7
533,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
533,Score,92%
533,Sample,87 patients
533,Stateavg,AL_PN-7
534,ProviderNumber,10023
534,HospitalName,BAPTIST MEDICAL CENTER SOUTH
534,Address1,2105 EAST SOUTH BOULEVARD
534,Address2,Empty
534,Address3,Empty
534,City,MONTGOMERY
534,State,AL
534,ZipCode,36116
534,CountyName,MONTGOMERY
534,PhoneNumber,3342882100
534,HospitalType,Acute Care Hospitals
534,HospitalOwner,Voluntary non-profit - Church
534,EmergencyService,Yes
534,Condition,Surgical Infection Prevention
534,MeasureCode,SCIP-CARD-2
534,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
534,Score,97%
534,Sample,89 patients
534,Stateavg,AL_SCIP-CARD-2
535,ProviderNumber,10023
535,HospitalName,BAPTIST MEDICAL CENTER SOUTH
535,Address1,2105 EAST SOUTH BOULEVARD
535,Address2,Empty
535,Address3,Empty
535,City,MONTGOMERY
535,State,AL
535,ZipCode,36116
535,CountyName,MONTGOMERY
535,PhoneNumber,3342882100
535,HospitalType,Acute Care Hospitals
535,HospitalOwner,Voluntary non-profit - Church
535,EmergencyService,Yes
535,Condition,Surgical Infection Prevention
535,MeasureCode,SCIP-INF-1
535,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
535,Score,97%
535,Sample,412 patients
535,Stateavg,AL_SCIP-INF-1
536,ProviderNumber,10023
536,HospitalName,BAPTIST MEDICAL CENTER SOUTH
536,Address1,2105 EAST SOUTH BOULEVARD
536,Address2,Empty
536,Address3,Empty
536,City,MONTGOMERY
536,State,AL
536,ZipCode,36116
536,CountyName,MONTGOMERY
536,PhoneNumber,3342882100
536,HospitalType,Acute Care Hospitals
536,HospitalOwner,Voluntary non-profit - Church
536,EmergencyService,Yes
536,Condition,Surgical Infection Prevention
536,MeasureCode,SCIP-INF-2
536,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
536,Score,97%
536,Sample,423 patients
536,Stateavg,AL_SCIP-INF-2
537,ProviderNumber,10023
537,HospitalName,BAPTIST MEDICAL CENTER SOUTH
537,Address1,2105 EAST SOUTH BOULEVARD
537,Address2,Empty
537,Address3,Empty
537,City,MONTGOMERY
537,State,AL
537,ZipCode,36116
537,CountyName,MONTGOMERY
537,PhoneNumber,3342882100
537,HospitalType,Acute Care Hospitals
537,HospitalOwner,Voluntary non-profit - Church
537,EmergencyService,Yes
537,Condition,Surgical Infection Prevention
537,MeasureCode,SCIP-INF-3
537,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
537,Score,94%
537,Sample,392 patients
537,Stateavg,AL_SCIP-INF-3
538,ProviderNumber,10023
538,HospitalName,BAPTIST MEDICAL CENTER SOUTH
538,Address1,2105 EAST SOUTH BOULEVARD
538,Address2,Empty
538,Address3,Empty
538,City,MONTGOMERY
538,State,AL
538,ZipCode,36116
538,CountyName,MONTGOMERY
538,PhoneNumber,3342882100
538,HospitalType,Acute Care Hospitals
538,HospitalOwner,Voluntary non-profit - Church
538,EmergencyService,Yes
538,Condition,Surgical Infection Prevention
538,MeasureCode,SCIP-INF-4
538,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
538,Score,95%
538,Sample,125 patients
538,Stateavg,AL_SCIP-INF-4
539,ProviderNumber,10023
539,HospitalName,BAPTIST MEDICAL CENTER SOUTH
539,Address1,2105 EAST SOUTH BOULEVARD
539,Address2,Empty
539,Address3,Empty
539,City,MONTGOMERY
539,State,AL
539,ZipCode,36116
539,CountyName,MONTGOMERY
539,PhoneNumber,3342882100
539,HospitalType,Acute Care Hospitals
539,HospitalOwner,Voluntary non-profit - Church
539,EmergencyService,Yes
539,Condition,Surgical Infection Prevention
539,MeasureCode,SCIP-INF-6
539,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
539,Score,100%
539,Sample,575 patients
539,Stateavg,AL_SCIP-INF-6
540,ProviderNumber,10023
540,HospitalName,BAPTIST MEDICAL CENTER SOUTH
540,Address1,2105 EAST SOUTH BOULEVARD
540,Address2,Empty
540,Address3,Empty
540,City,MONTGOMERY
540,State,AL
540,ZipCode,36116
540,CountyName,MONTGOMERY
540,PhoneNumber,3342882100
540,HospitalType,Acute Care Hospitals
540,HospitalOwner,Voluntary non-profit - Church
540,EmergencyService,Yes
540,Condition,Surgical Infection Prevention
540,MeasureCode,SCIP-VTE-1
540,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
540,Score,98%
540,Sample,179 patients
540,Stateavg,AL_SCIP-VTE-1
541,ProviderNumber,10023
541,HospitalName,BAPTIST MEDICAL CENTER SOUTH
541,Address1,2105 EAST SOUTH BOULEVARD
541,Address2,Empty
541,Address3,Empty
541,City,MONTGOMERY
541,State,AL
541,ZipCode,36116
541,CountyName,MONTGOMERY
541,PhoneNumber,3342882100
541,HospitalType,Acute Care Hospitals
541,HospitalOwner,Voluntary non-profit - Church
541,EmergencyService,Yes
541,Condition,Surgical Infection Prevention
541,MeasureCode,SCIP-VTE-2
541,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
541,Score,94%
541,Sample,179 patients
541,Stateavg,AL_SCIP-VTE-2
542,ProviderNumber,10024
542,HospitalName,JACKSON HOSPITAL & CLINIC INC
542,Address1,1725 PINE STREET
542,Address2,Empty
542,Address3,Empty
542,City,MONTGOMERY
542,State,AL
542,ZipCode,36106
542,CountyName,MONTGOMERY
542,PhoneNumber,3342938000
542,HospitalType,Acute Care Hospitals
542,HospitalOwner,Voluntary non-profit - Private
542,EmergencyService,Yes
542,Condition,Heart Attack
542,MeasureCode,AMI-1
542,MeasureName,Heart Attack Patients Given Aspirin at Arrival
542,Score,95%
542,Sample,111 patients
542,Stateavg,AL_AMI-1
543,ProviderNumber,10024
543,HospitalName,JACKSON HOSPITAL & CLINIC INC
543,Address1,1725 PINE STREET
543,Address2,Empty
543,Address3,Empty
543,City,MONTGOMERY
543,State,AL
543,ZipCode,36106
543,CountyName,MONTGOMERY
543,PhoneNumber,3342938000
543,HospitalType,Acute Care Hospitals
543,HospitalOwner,Voluntary non-profit - Private
543,EmergencyService,Yes
543,Condition,Heart Attack
543,MeasureCode,AMI-2
543,MeasureName,Heart Attack Patients Given Aspirin at Discharge
543,Score,92%
543,Sample,165 patients
543,Stateavg,AL_AMI-2
544,ProviderNumber,10024
544,HospitalName,JACKSON HOSPITAL & CLINIC INC
544,Address1,1725 PINE STREET
544,Address2,Empty
544,Address3,Empty
544,City,MONTGOMERY
544,State,AL
544,ZipCode,36106
544,CountyName,MONTGOMERY
544,PhoneNumber,3342938000
544,HospitalType,Acute Care Hospitals
544,HospitalOwner,Voluntary non-profit - Private
544,EmergencyService,Yes
544,Condition,Heart Attack
544,MeasureCode,AMI-3
544,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
544,Score,79%
544,Sample,24 patients
544,Stateavg,AL_AMI-3
545,ProviderNumber,10024
545,HospitalName,JACKSON HOSPITAL & CLINIC INC
545,Address1,1725 PINE STREET
545,Address2,Empty
545,Address3,Empty
545,City,MONTGOMERY
545,State,AL
545,ZipCode,36106
545,CountyName,MONTGOMERY
545,PhoneNumber,3342938000
545,HospitalType,Acute Care Hospitals
545,HospitalOwner,Voluntary non-profit - Private
545,EmergencyService,Yes
545,Condition,Heart Attack
545,MeasureCode,AMI-4
545,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
545,Score,97%
545,Sample,65 patients
545,Stateavg,AL_AMI-4
546,ProviderNumber,10024
546,HospitalName,JACKSON HOSPITAL & CLINIC INC
546,Address1,1725 PINE STREET
546,Address2,Empty
546,Address3,Empty
546,City,MONTGOMERY
546,State,AL
546,ZipCode,36106
546,CountyName,MONTGOMERY
546,PhoneNumber,3342938000
546,HospitalType,Acute Care Hospitals
546,HospitalOwner,Voluntary non-profit - Private
546,EmergencyService,Yes
546,Condition,Heart Attack
546,MeasureCode,AMI-5
546,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
546,Score,95%
546,Sample,173 patients
546,Stateavg,AL_AMI-5
547,ProviderNumber,10024
547,HospitalName,JACKSON HOSPITAL & CLINIC INC
547,Address1,1725 PINE STREET
547,Address2,Empty
547,Address3,Empty
547,City,MONTGOMERY
547,State,AL
547,ZipCode,36106
547,CountyName,MONTGOMERY
547,PhoneNumber,3342938000
547,HospitalType,Acute Care Hospitals
547,HospitalOwner,Voluntary non-profit - Private
547,EmergencyService,Yes
547,Condition,Heart Attack
547,MeasureCode,AMI-7A
547,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
547,Score,Empty
547,Sample,0 patients
547,Stateavg,AL_AMI-7A
548,ProviderNumber,10024
548,HospitalName,JACKSON HOSPITAL & CLINIC INC
548,Address1,1725 PINE STREET
548,Address2,Empty
548,Address3,Empty
548,City,MONTGOMERY
548,State,AL
548,ZipCode,36106
548,CountyName,MONTGOMERY
548,PhoneNumber,3342938000
548,HospitalType,Acute Care Hospitals
548,HospitalOwner,Voluntary non-profit - Private
548,EmergencyService,Yes
548,Condition,Heart Attack
548,MeasureCode,AMI-8A
548,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
548,Score,40%
548,Sample,15 patients
548,Stateavg,AL_AMI-8A
549,ProviderNumber,10024
549,HospitalName,JACKSON HOSPITAL & CLINIC INC
549,Address1,1725 PINE STREET
549,Address2,Empty
549,Address3,Empty
549,City,MONTGOMERY
549,State,AL
549,ZipCode,36106
549,CountyName,MONTGOMERY
549,PhoneNumber,3342938000
549,HospitalType,Acute Care Hospitals
549,HospitalOwner,Voluntary non-profit - Private
549,EmergencyService,Yes
549,Condition,Heart Failure
549,MeasureCode,HF-1
549,MeasureName,Heart Failure Patients Given Discharge Instructions
549,Score,45%
549,Sample,430 patients
549,Stateavg,AL_HF-1
550,ProviderNumber,10024
550,HospitalName,JACKSON HOSPITAL & CLINIC INC
550,Address1,1725 PINE STREET
550,Address2,Empty
550,Address3,Empty
550,City,MONTGOMERY
550,State,AL
550,ZipCode,36106
550,CountyName,MONTGOMERY
550,PhoneNumber,3342938000
550,HospitalType,Acute Care Hospitals
550,HospitalOwner,Voluntary non-profit - Private
550,EmergencyService,Yes
550,Condition,Heart Failure
550,MeasureCode,HF-2
550,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
550,Score,90%
550,Sample,518 patients
550,Stateavg,AL_HF-2
551,ProviderNumber,10024
551,HospitalName,JACKSON HOSPITAL & CLINIC INC
551,Address1,1725 PINE STREET
551,Address2,Empty
551,Address3,Empty
551,City,MONTGOMERY
551,State,AL
551,ZipCode,36106
551,CountyName,MONTGOMERY
551,PhoneNumber,3342938000
551,HospitalType,Acute Care Hospitals
551,HospitalOwner,Voluntary non-profit - Private
551,EmergencyService,Yes
551,Condition,Heart Failure
551,MeasureCode,HF-3
551,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
551,Score,85%
551,Sample,146 patients
551,Stateavg,AL_HF-3
552,ProviderNumber,10024
552,HospitalName,JACKSON HOSPITAL & CLINIC INC
552,Address1,1725 PINE STREET
552,Address2,Empty
552,Address3,Empty
552,City,MONTGOMERY
552,State,AL
552,ZipCode,36106
552,CountyName,MONTGOMERY
552,PhoneNumber,3342938000
552,HospitalType,Acute Care Hospitals
552,HospitalOwner,Voluntary non-profit - Private
552,EmergencyService,Yes
552,Condition,Heart Failure
552,MeasureCode,HF-4
552,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
552,Score,99%
552,Sample,93 patients
552,Stateavg,AL_HF-4
553,ProviderNumber,10024
553,HospitalName,JACKSON HOSPITAL & CLINIC INC
553,Address1,1725 PINE STREET
553,Address2,Empty
553,Address3,Empty
553,City,MONTGOMERY
553,State,AL
553,ZipCode,36106
553,CountyName,MONTGOMERY
553,PhoneNumber,3342938000
553,HospitalType,Acute Care Hospitals
553,HospitalOwner,Voluntary non-profit - Private
553,EmergencyService,Yes
553,Condition,Pneumonia
553,MeasureCode,PN-2
553,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
553,Score,85%
553,Sample,243 patients
553,Stateavg,AL_PN-2
554,ProviderNumber,10024
554,HospitalName,JACKSON HOSPITAL & CLINIC INC
554,Address1,1725 PINE STREET
554,Address2,Empty
554,Address3,Empty
554,City,MONTGOMERY
554,State,AL
554,ZipCode,36106
554,CountyName,MONTGOMERY
554,PhoneNumber,3342938000
554,HospitalType,Acute Care Hospitals
554,HospitalOwner,Voluntary non-profit - Private
554,EmergencyService,Yes
554,Condition,Pneumonia
554,MeasureCode,PN-3B
554,MeasureName,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
554,Score,95%
554,Sample,230 patients
554,Stateavg,AL_PN-3B
555,ProviderNumber,10024
555,HospitalName,JACKSON HOSPITAL & CLINIC INC
555,Address1,1725 PINE STREET
555,Address2,Empty
555,Address3,Empty
555,City,MONTGOMERY
555,State,AL
555,ZipCode,36106
555,CountyName,MONTGOMERY
555,PhoneNumber,3342938000
555,HospitalType,Acute Care Hospitals
555,HospitalOwner,Voluntary non-profit - Private
555,EmergencyService,Yes
555,Condition,Pneumonia
555,MeasureCode,PN-4
555,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
555,Score,91%
555,Sample,74 patients
555,Stateavg,AL_PN-4
556,ProviderNumber,10024
556,HospitalName,JACKSON HOSPITAL & CLINIC INC
556,Address1,1725 PINE STREET
556,Address2,Empty
556,Address3,Empty
556,City,MONTGOMERY
556,State,AL
556,ZipCode,36106
556,CountyName,MONTGOMERY
556,PhoneNumber,3342938000
556,HospitalType,Acute Care Hospitals
556,HospitalOwner,Voluntary non-profit - Private
556,EmergencyService,Yes
556,Condition,Pneumonia
556,MeasureCode,PN-5C
556,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
556,Score,88%
556,Sample,233 patients
556,Stateavg,AL_PN-5C
557,ProviderNumber,10024
557,HospitalName,JACKSON HOSPITAL & CLINIC INC
557,Address1,1725 PINE STREET
557,Address2,Empty
557,Address3,Empty
557,City,MONTGOMERY
557,State,AL
557,ZipCode,36106
557,CountyName,MONTGOMERY
557,PhoneNumber,3342938000
557,HospitalType,Acute Care Hospitals
557,HospitalOwner,Voluntary non-profit - Private
557,EmergencyService,Yes
557,Condition,Pneumonia
557,MeasureCode,PN-6
557,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
557,Score,82%
557,Sample,97 patients
557,Stateavg,AL_PN-6
558,ProviderNumber,10024
558,HospitalName,JACKSON HOSPITAL & CLINIC INC
558,Address1,1725 PINE STREET
558,Address2,Empty
558,Address3,Empty
558,City,MONTGOMERY
558,State,AL
558,ZipCode,36106
558,CountyName,MONTGOMERY
558,PhoneNumber,3342938000
558,HospitalType,Acute Care Hospitals
558,HospitalOwner,Voluntary non-profit - Private
558,EmergencyService,Yes
558,Condition,Pneumonia
558,MeasureCode,PN-7
558,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
558,Score,82%
558,Sample,184 patients
558,Stateavg,AL_PN-7
559,ProviderNumber,10024
559,HospitalName,JACKSON HOSPITAL & CLINIC INC
559,Address1,1725 PINE STREET
559,Address2,Empty
559,Address3,Empty
559,City,MONTGOMERY
559,State,AL
559,ZipCode,36106
559,CountyName,MONTGOMERY
559,PhoneNumber,3342938000
559,HospitalType,Acute Care Hospitals
559,HospitalOwner,Voluntary non-profit - Private
559,EmergencyService,Yes
559,Condition,Surgical Infection Prevention
559,MeasureCode,SCIP-CARD-2
559,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
559,Score,67%
559,Sample,180 patients
559,Stateavg,AL_SCIP-CARD-2
560,ProviderNumber,10024
560,HospitalName,JACKSON HOSPITAL & CLINIC INC
560,Address1,1725 PINE STREET
560,Address2,Empty
560,Address3,Empty
560,City,MONTGOMERY
560,State,AL
560,ZipCode,36106
560,CountyName,MONTGOMERY
560,PhoneNumber,3342938000
560,HospitalType,Acute Care Hospitals
560,HospitalOwner,Voluntary non-profit - Private
560,EmergencyService,Yes
560,Condition,Surgical Infection Prevention
560,MeasureCode,SCIP-INF-1
560,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
560,Score,78%
560,Sample,844 patients
560,Stateavg,AL_SCIP-INF-1
561,ProviderNumber,10024
561,HospitalName,JACKSON HOSPITAL & CLINIC INC
561,Address1,1725 PINE STREET
561,Address2,Empty
561,Address3,Empty
561,City,MONTGOMERY
561,State,AL
561,ZipCode,36106
561,CountyName,MONTGOMERY
561,PhoneNumber,3342938000
561,HospitalType,Acute Care Hospitals
561,HospitalOwner,Voluntary non-profit - Private
561,EmergencyService,Yes
561,Condition,Surgical Infection Prevention
561,MeasureCode,SCIP-INF-2
561,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
561,Score,98%
561,Sample,827 patients
561,Stateavg,AL_SCIP-INF-2
562,ProviderNumber,10024
562,HospitalName,JACKSON HOSPITAL & CLINIC INC
562,Address1,1725 PINE STREET
562,Address2,Empty
562,Address3,Empty
562,City,MONTGOMERY
562,State,AL
562,ZipCode,36106
562,CountyName,MONTGOMERY
562,PhoneNumber,3342938000
562,HospitalType,Acute Care Hospitals
562,HospitalOwner,Voluntary non-profit - Private
562,EmergencyService,Yes
562,Condition,Surgical Infection Prevention
562,MeasureCode,SCIP-INF-3
562,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
562,Score,83%
562,Sample,817 patients
562,Stateavg,AL_SCIP-INF-3
563,ProviderNumber,10024
563,HospitalName,JACKSON HOSPITAL & CLINIC INC
563,Address1,1725 PINE STREET
563,Address2,Empty
563,Address3,Empty
563,City,MONTGOMERY
563,State,AL
563,ZipCode,36106
563,CountyName,MONTGOMERY
563,PhoneNumber,3342938000
563,HospitalType,Acute Care Hospitals
563,HospitalOwner,Voluntary non-profit - Private
563,EmergencyService,Yes
563,Condition,Surgical Infection Prevention
563,MeasureCode,SCIP-INF-4
563,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
563,Score,72%
563,Sample,270 patients
563,Stateavg,AL_SCIP-INF-4
564,ProviderNumber,10024
564,HospitalName,JACKSON HOSPITAL & CLINIC INC
564,Address1,1725 PINE STREET
564,Address2,Empty
564,Address3,Empty
564,City,MONTGOMERY
564,State,AL
564,ZipCode,36106
564,CountyName,MONTGOMERY
564,PhoneNumber,3342938000
564,HospitalType,Acute Care Hospitals
564,HospitalOwner,Voluntary non-profit - Private
564,EmergencyService,Yes
564,Condition,Surgical Infection Prevention
564,MeasureCode,SCIP-INF-6
564,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
564,Score,97%
564,Sample,1062 patients
564,Stateavg,AL_SCIP-INF-6
565,ProviderNumber,10024
565,HospitalName,JACKSON HOSPITAL & CLINIC INC
565,Address1,1725 PINE STREET
565,Address2,Empty
565,Address3,Empty
565,City,MONTGOMERY
565,State,AL
565,ZipCode,36106
565,CountyName,MONTGOMERY
565,PhoneNumber,3342938000
565,HospitalType,Acute Care Hospitals
565,HospitalOwner,Voluntary non-profit - Private
565,EmergencyService,Yes
565,Condition,Surgical Infection Prevention
565,MeasureCode,SCIP-VTE-1
565,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
565,Score,92%
565,Sample,263 patients
565,Stateavg,AL_SCIP-VTE-1
566,ProviderNumber,10024
566,HospitalName,JACKSON HOSPITAL & CLINIC INC
566,Address1,1725 PINE STREET
566,Address2,Empty
566,Address3,Empty
566,City,MONTGOMERY
566,State,AL
566,ZipCode,36106
566,CountyName,MONTGOMERY
566,PhoneNumber,3342938000
566,HospitalType,Acute Care Hospitals
566,HospitalOwner,Voluntary non-profit - Private
566,EmergencyService,Yes
566,Condition,Surgical Infection Prevention
566,MeasureCode,SCIP-VTE-2
566,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
566,Score,87%
566,Sample,259 patients
566,Stateavg,AL_SCIP-VTE-2
567,ProviderNumber,10025
567,HospitalName,G H LANIER MEMORIAL HOSPITAL
567,Address1,4800 48TH ST
567,Address2,Empty
567,Address3,Empty
567,City,VALLEY
567,State,AL
567,ZipCode,36854
567,CountyName,CHAMBERS
567,PhoneNumber,3347561400
567,HospitalType,Acute Care Hospitals
567,HospitalOwner,Voluntary non-profit - Other
567,EmergencyService,Yes
567,Condition,Heart Attack
567,MeasureCode,AMI-1
567,MeasureName,Heart Attack Patients Given Aspirin at Arrival
567,Score,92%
567,Sample,24 patients
567,Stateavg,AL_AMI-1
568,ProviderNumber,10025
568,HospitalName,G H LANIER MEMORIAL HOSPITAL
568,Address1,4800 48TH ST
568,Address2,Empty
568,Address3,Empty
568,City,VALLEY
568,State,AL
568,ZipCode,36854
568,CountyName,CHAMBERS
568,PhoneNumber,3347561400
568,HospitalType,Acute Care Hospitals
568,HospitalOwner,Voluntary non-profit - Other
568,EmergencyService,Yes
568,Condition,Heart Attack
568,MeasureCode,AMI-2
568,MeasureName,Heart Attack Patients Given Aspirin at Discharge
568,Score,90%
568,Sample,10 patients
568,Stateavg,AL_AMI-2
569,ProviderNumber,10025
569,HospitalName,G H LANIER MEMORIAL HOSPITAL
569,Address1,4800 48TH ST
569,Address2,Empty
569,Address3,Empty
569,City,VALLEY
569,State,AL
569,ZipCode,36854
569,CountyName,CHAMBERS
569,PhoneNumber,3347561400
569,HospitalType,Acute Care Hospitals
569,HospitalOwner,Voluntary non-profit - Other
569,EmergencyService,Yes
569,Condition,Heart Attack
569,MeasureCode,AMI-3
569,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
569,Score,100%
569,Sample,1 patients
569,Stateavg,AL_AMI-3
570,ProviderNumber,10025
570,HospitalName,G H LANIER MEMORIAL HOSPITAL
570,Address1,4800 48TH ST
570,Address2,Empty
570,Address3,Empty
570,City,VALLEY
570,State,AL
570,ZipCode,36854
570,CountyName,CHAMBERS
570,PhoneNumber,3347561400
570,HospitalType,Acute Care Hospitals
570,HospitalOwner,Voluntary non-profit - Other
570,EmergencyService,Yes
570,Condition,Heart Attack
570,MeasureCode,AMI-4
570,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
570,Score,50%
570,Sample,4 patients
570,Stateavg,AL_AMI-4
571,ProviderNumber,10025
571,HospitalName,G H LANIER MEMORIAL HOSPITAL
571,Address1,4800 48TH ST
571,Address2,Empty
571,Address3,Empty
571,City,VALLEY
571,State,AL
571,ZipCode,36854
571,CountyName,CHAMBERS
571,PhoneNumber,3347561400
571,HospitalType,Acute Care Hospitals
571,HospitalOwner,Voluntary non-profit - Other
571,EmergencyService,Yes
571,Condition,Heart Attack
571,MeasureCode,AMI-5
571,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
571,Score,92%
571,Sample,13 patients
571,Stateavg,AL_AMI-5
572,ProviderNumber,10025
572,HospitalName,G H LANIER MEMORIAL HOSPITAL
572,Address1,4800 48TH ST
572,Address2,Empty
572,Address3,Empty
572,City,VALLEY
572,State,AL
572,ZipCode,36854
572,CountyName,CHAMBERS
572,PhoneNumber,3347561400
572,HospitalType,Acute Care Hospitals
572,HospitalOwner,Voluntary non-profit - Other
572,EmergencyService,Yes
572,Condition,Heart Attack
572,MeasureCode,AMI-7A
572,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
572,Score,0%
572,Sample,2 patients
572,Stateavg,AL_AMI-7A
573,ProviderNumber,10025
573,HospitalName,G H LANIER MEMORIAL HOSPITAL
573,Address1,4800 48TH ST
573,Address2,Empty
573,Address3,Empty
573,City,VALLEY
573,State,AL
573,ZipCode,36854
573,CountyName,CHAMBERS
573,PhoneNumber,3347561400
573,HospitalType,Acute Care Hospitals
573,HospitalOwner,Voluntary non-profit - Other
573,EmergencyService,Yes
573,Condition,Heart Attack
573,MeasureCode,AMI-8A
573,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
573,Score,Empty
573,Sample,0 patients
573,Stateavg,AL_AMI-8A
574,ProviderNumber,10025
574,HospitalName,G H LANIER MEMORIAL HOSPITAL
574,Address1,4800 48TH ST
574,Address2,Empty
574,Address3,Empty
574,City,VALLEY
574,State,AL
574,ZipCode,36854
574,CountyName,CHAMBERS
574,PhoneNumber,3347561400
574,HospitalType,Acute Care Hospitals
574,HospitalOwner,Voluntary non-profit - Other
574,EmergencyService,Yes
574,Condition,Heart Failure
574,MeasureCode,HF-1
574,MeasureName,Heart Failure Patients Given Discharge Instructions
574,Score,54%
574,Sample,137 patients
574,Stateavg,AL_HF-1
575,ProviderNumber,10025
575,HospitalName,G H LANIER MEMORIAL HOSPITAL
575,Address1,4800 48TH ST
575,Address2,Empty
575,Address3,Empty
575,City,VALLEY
575,State,AL
