aa	AA-1007-TPA-MIA	December 12, 2011               01:55 PM    	December 12, 2011               01:55 PM    	 F77	December 12, 2011               03:00 PM    	December 12, 2011               02:58 PM    	 D19    
wunderground	AA-1682-ORD-MIA	2011-12-12 02:00PM CST	2011-12-12 02:10PM CST	 K7 	2011-12-12 05:45PM EST	2011-12-12 05:55PM EST	 D22 
flights	AA-1682-ORD-MIA	02:00 PM  Mon 12-Dec-2011		K7	06:05 PM  Mon 12-Dec-2011		D22
businesstravellogue	AA-1682-ORD-MIA	02:00 PM  Mon 12-Dec-2011		K7	06:05 PM  Mon 12-Dec-2011		D22
flylouisville	AA-1682-ORD-MIA	02:00 PM  Mon 12-Dec-2011		K7	06:05 PM  Mon 12-Dec-2011		D22
world-flight-tracker	AA-1682-ORD-MIA	2011-12-12 2:00 PM	2011-12-12 2:00 PM (Estimated)		2011-12-12 6:05 PM	2011-12-12 6:05 PM (Estimated)	
flightview	AA-1682-ORD-MIA	2:00 PM, Dec 12		K7	6:05 PM, Dec 12		Terminal D - D22
panynj	AA-1682-ORD-MIA	2:00 PM, Dec 12		K7	6:05 PM, Dec 12		Terminal D - D22
gofox	AA-1682-ORD-MIA	2:00 PM, Dec 12			6:05 PM, Dec 12		
foxbusiness	AA-1682-ORD-MIA	2:00 PM, Dec 12		K7	6:05 PM, Dec 12		Terminal D - D22
allegiantair	AA-1682-ORD-MIA	2:00 PM, Dec 12		K7	6:05 PM, Dec 12		Terminal D - D22
boston	AA-1682-ORD-MIA	2:00 PM, Dec 12	Not Available		6:05 PM, Dec 12	Not Available	
orbitz	AA-1682-ORD-MIA	2:00pDec 12		 K7	6:05pDec 12		 D22
weather	AA-1682-ORD-MIA	2011-12-12 02:00 PM			2011-12-12 06:05 PM		
mia	AA-1682-ORD-MIA				6:05P 12-12-11	2011-12-12  5:56P	
mytripandmore	AA-1682-ORD-MIA	2:00pDec 12		 K7	6:05pDec 12		 D22
aa	AA-1011-MIA-GCM	December 12, 2011               07:15 PM    	December 12, 2011               07:26 PM    	 E5	December 12, 2011               08:40 PM    	December 12, 2011               08:54 PM    	    
airtravelcenter	AA-1011-MIA-GCM		12/12/11 7:43 PM (-05:00)			12/12/11 8:50 PM (-05:00)	
myrateplan	AA-1011-MIA-GCM		12/12/11 7:43 PM (-05:00)			12/12/11 8:50 PM (-05:00)	
helloflight	AA-1011-MIA-GCM		12/12/11 7:43 PM (-05:00)			12/12/11 8:50 PM (-05:00)	
flytecomm	AA-1011-MIA-GCM		12/12/11 7:43 PM (-05:00)			12/12/11 8:50 PM (-05:00)	
flights	AA-1011-MIA-GCM	07:15 PM  Mon 12-Dec-2011	07:26 PM  Mon 12-Dec-2011		08:40 PM  Mon 12-Dec-2011	08:54 PM  Mon 12-Dec-2011	
businesstravellogue	AA-1011-MIA-GCM	07:15 PM  Mon 12-Dec-2011	07:26 PM  Mon 12-Dec-2011		08:40 PM  Mon 12-Dec-2011	08:54 PM  Mon 12-Dec-2011	
flylouisville	AA-1011-MIA-GCM	07:15 PM  Mon 12-Dec-2011	07:26 PM  Mon 12-Dec-2011		08:40 PM  Mon 12-Dec-2011	08:54 PM  Mon 12-Dec-2011	
world-flight-tracker	AA-1011-MIA-GCM	2011-12-12 7:15 PM	2011-12-12 7:26 PM		2011-12-12 8:40 PM	2011-12-12 8:54 PM	
flightview	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
panynj	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
gofox	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
foxbusiness	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
allegiantair	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
boston	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
orbitz	AA-1011-MIA-GCM	7:15pDec 12	7:26pDec 12	 E5	8:40pDec 12	8:54pDec 12	 -
weather	AA-1011-MIA-GCM	2011-12-12 07:15 PM			2011-12-12 08:40 PM		
usatoday	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
flightarrival	AA-1011-MIA-GCM	7:15 PM, Dec 12	7:43 PM, Dec 12		8:40 PM, Dec 12	8:44 PM, Dec 12	
CO	CO-106-IAH-EWR	Mon., Dec.12, 2011 10:45 a.m.	Mon., Dec.12, 2011 10:45 a.m.		Mon., Dec.12, 2011 3:17 p.m.	Mon., Dec.12, 2011 3:03 p.m.	
airtravelcenter	CO-106-IAH-EWR	12/12/11 10:45 AM (-06:00)			12/12/11 3:17 PM (-05:00)		
myrateplan	CO-106-IAH-EWR	12/12/11 10:45 AM (-06:00)			12/12/11 3:17 PM (-05:00)		
helloflight	CO-106-IAH-EWR	12/12/11 10:45 AM (-06:00)			12/12/11 3:17 PM (-05:00)		
flytecomm	CO-106-IAH-EWR	12/12/11 10:45 AM (-06:00)			12/12/11 3:17 PM (-05:00)		
flights	CO-106-IAH-EWR		2011-12-12 10:45 AM	4		2011-12-12 03:03 PM	102
businesstravellogue	CO-106-IAH-EWR		2011-12-12 10:45 AM	4		2011-12-12 03:03 PM	102
flylouisville	CO-106-IAH-EWR		2011-12-12 10:45 AM	4		2011-12-12 03:03 PM	102
flightstats	CO-106-IAH-EWR	2011-12-12 10:45 AM	2011-12-12 10:45 AM		2011-12-12 3:17 PM	2011-12-12 3:03 PM	
quicktrip	CO-106-IAH-EWR	2011-12-12 10:45 AM	2011-12-12 10:45 AM		2011-12-12 3:17 PM	2011-12-12 3:03 PM	
flightview	CO-106-IAH-EWR		10:54 AMDec 12			3:03 PMDec 12	
panynj	CO-106-IAH-EWR		10:54 AMDec 12			3:03 PMDec 12	
gofox	CO-106-IAH-EWR		10:54 AMDec 12			3:03 PMDec 12	
foxbusiness	CO-106-IAH-EWR		10:54 AMDec 12			3:03 PMDec 12	
allegiantair	CO-106-IAH-EWR		10:54 AMDec 12			3:03 PMDec 12	
boston	CO-106-IAH-EWR		10:54 AMDec 12			2:52 PMDec 12	
orbitz	CO-106-IAH-EWR	10:45aDec 12	10:45aDec 12	 E4	3:17pDec 12	3:03pDec 12	 102
weather	CO-106-IAH-EWR	2011-12-12 10:45 AM			2011-12-12 03:17 PM		
usatoday	CO-106-IAH-EWR	2011-12-12 10:45 AM			2011-12-12 03:17 PM		
mytripandmore	CO-106-IAH-EWR	10:45aDec 12	10:45aDec 12	 E4	3:17pDec 12	3:03pDec 12	 102
aa	AA-2463-DFW-LAX	December 12, 2011               05:10 PM    	December 12, 2011     	 D16	December 12, 2011               06:35 PM    	December 12, 2011     	 42B    
flightexplorer	AA-2463-DFW-LAX	12/12/2011 5:10PM CST			12/12/2011 6:35PM PST		
airtravelcenter	AA-2463-DFW-LAX		12/12/11 5:14 PM (-06:00)			12/12/11 6:18 PM (-08:00)	
myrateplan	AA-2463-DFW-LAX		12/12/11 5:14 PM (-06:00)			12/12/11 6:18 PM (-08:00)	
helloflight	AA-2463-DFW-LAX		12/12/11 5:14 PM (-06:00)			12/12/11 6:18 PM (-08:00)	
flytecomm	AA-2463-DFW-LAX		12/12/11 5:14 PM (-06:00)			12/12/11 6:18 PM (-08:00)	
flights	AA-2463-DFW-LAX	2011-12-12 05:10 PM		D16	2011-12-12 06:35 PM		42B
businesstravellogue	AA-2463-DFW-LAX	2011-12-12 05:10 PM		D16	2011-12-12 06:35 PM		42B
flylouisville	AA-2463-DFW-LAX	2011-12-12 05:10 PM		D16	2011-12-12 06:35 PM		42B
flightview	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
panynj	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
gofox	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
foxbusiness	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
allegiantair	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
boston	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
orbitz	AA-2463-DFW-LAX	5:10pDec 12		 D16	6:35pDec 12		 42B
dfw	AA-2463-DFW-LAX	2011-12-12 5:10 pm		D16			
usatoday	AA-2463-DFW-LAX	5:10 PMDec 12			6:35 PMDec 12		
mytripandmore	AA-2463-DFW-LAX	5:10pDec 12		 D16	6:35pDec 12		 42B
ua	UA-770-SFO-BOS	Mon, Dec 12 10:40 PM	Mon, Dec 12 10:40 PM            On Time	80	Tue, Dec 13 7:22 AM	Tue, Dec 13 7:22 AM	C18
flightexplorer	UA-770-SFO-BOS		12/11/2011 10:55PM PST			12/12/2011 6:57AM EST	
flightexplorer	UA-770-SFO-BOS	12/12/2011 10:40PM PST			12/13/2011 7:22AM EST		
airtravelcenter	UA-770-SFO-BOS		12/12/11 10:54 PM (-08:00)			12/13/11 6:52 AM (-05:00)	
myrateplan	UA-770-SFO-BOS		12/12/11 10:54 PM (-08:00)			12/13/11 6:52 AM (-05:00)	
helloflight	UA-770-SFO-BOS		12/12/11 10:54 PM (-08:00)			12/13/11 6:52 AM (-05:00)	
flytecomm	UA-770-SFO-BOS		12/12/11 10:54 PM (-08:00)			12/13/11 6:52 AM (-05:00)	
flightaware	UA-770-SFO-BOS	2011-12-12 10:41PM PST	2011-12-12 10:56PM PST	 84 	2011-12-12 06:59AM EST	2011-12-12 06:58AM EST	 C17 
wunderground	UA-770-SFO-BOS	2011-12-12 10:41PM PST	2011-12-12 10:56PM PST	 84 	2011-12-12 06:59AM EST	2011-12-12 06:58AM EST	 C17 
flights	UA-770-SFO-BOS	2011-12-12 10:40 PM			2011-12-12 07:22 AM		
businesstravellogue	UA-770-SFO-BOS	2011-12-12 10:40 PM			2011-12-12 07:22 AM		
flylouisville	UA-770-SFO-BOS	2011-12-12 10:40 PM			2011-12-12 07:22 AM		
flightstats	UA-770-SFO-BOS	2011-12-12 10:40 PM	2011-12-12 10:54 PM (Estimated runway)		2011-12-12 7:22 AM	2011-12-12 6:52 AM (Estimated runway)	
quicktrip	UA-770-SFO-BOS	2011-12-12 10:40 PM	2011-12-12 10:54 PM (Estimated runway)		2011-12-12 7:22 AM	2011-12-12 6:52 AM (Estimated runway)	
flightview	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
panynj	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
gofox	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
foxbusiness	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
allegiantair	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
boston	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
orbitz	UA-770-SFO-BOS	10:40pDec 12		 80	7:22aDec 13		 C18
ifly	UA-770-SFO-BOS	2011-12-12 10:40 PM	2011-12-12 10:54 PM (Estimated runway)		2011-12-12 7:22 AM	2011-12-12 6:52 AM (Estimated runway)	
mytripandmore	UA-770-SFO-BOS	10:40pDec 12		 80	7:22aDec 13		 C18
flightwise	UA-770-SFO-BOS	2011-12-12 10:41PM PST	2011-12-12 10:56PM PST	 84 	2011-12-12 06:59AM EST	2011-12-12 06:58AM EST	 C17 
flightarrival	UA-770-SFO-BOS	10:40 PMDec 12			7:22 AMDec 13		
ua	UA-6273-SFO-SLC	Mon, Dec 12 1:39 PM	Mon, Dec 12 1:33 PM            On Time	77A	Mon, Dec 12 4:27 PM	Mon, Dec 12 4:23 PM	B9
airtravelcenter	UA-6273-SFO-SLC	12/12/11 1:39 PM (-08:00)			12/12/11 4:27 PM (-07:00)		
myrateplan	UA-6273-SFO-SLC	12/12/11 1:39 PM (-08:00)			12/12/11 4:27 PM (-07:00)		
helloflight	UA-6273-SFO-SLC	12/12/11 1:39 PM (-08:00)			12/12/11 4:27 PM (-07:00)		
flytecomm	UA-6273-SFO-SLC	12/12/11 1:39 PM (-08:00)			12/12/11 4:27 PM (-07:00)		
flightaware	UA-6273-SFO-SLC	2011-12-12 01:39PM PST	2011-12-12 01:54PM PST	 77A 	2011-12-12 04:19PM MST	2011-12-12 04:19PM MST	 B9 
wunderground	UA-6273-SFO-SLC	2011-12-12 01:39PM PST	2011-12-12 01:54PM PST	 77A 	2011-12-12 04:19PM MST	2011-12-12 04:19PM MST	 B9 
flights	UA-6273-SFO-SLC		2011-12-12 01:33 PM	77A		2011-12-12 04:23 PM	B9
businesstravellogue	UA-6273-SFO-SLC		2011-12-12 01:33 PM	77A		2011-12-12 04:23 PM	B9
flylouisville	UA-6273-SFO-SLC		2011-12-12 01:33 PM	77A		2011-12-12 04:23 PM	B9
flightstats	UA-6273-SFO-SLC	2011-12-12 1:39 PM	2011-12-12 1:33 PM		2011-12-12 4:27 PM	2011-12-12 4:23 PM	
quicktrip	UA-6273-SFO-SLC	2011-12-12 1:39 PM	2011-12-12 1:33 PM		2011-12-12 4:27 PM	2011-12-12 4:23 PM	
flightview	UA-6273-SFO-SLC		1:54 PMDec 12			4:23 PMDec 12	
panynj	UA-6273-SFO-SLC		1:54 PMDec 12			4:23 PMDec 12	
gofox	UA-6273-SFO-SLC		1:54 PMDec 12			4:23 PMDec 12	
foxbusiness	UA-6273-SFO-SLC		1:54 PMDec 12			4:23 PMDec 12	
allegiantair	UA-6273-SFO-SLC		1:54 PMDec 12			4:23 PMDec 12	
boston	UA-6273-SFO-SLC		1:54 PMDec 12			4:22 PMDec 12	
orbitz	UA-6273-SFO-SLC	1:59pDec 12	1:53pDec 12	 -	4:23pDec 12	4:23pDec 12	 -
ua	UA-2633-CLT-TPA	Mon, Dec 12 8:15 PM	Mon, Dec 12 8:15 PM            Delayed	C15	Mon, Dec 12 9:56 PM	Mon, Dec 12 9:42 PM	F89
airtravelcenter	UA-2633-CLT-TPA		12/12/11 8:18 PM (-05:00)			12/12/11 9:37 PM (-05:00)	
myrateplan	UA-2633-CLT-TPA		12/12/11 8:18 PM (-05:00)			12/12/11 9:37 PM (-05:00)	
helloflight	UA-2633-CLT-TPA		12/12/11 8:18 PM (-05:00)			12/12/11 9:37 PM (-05:00)	
flytecomm	UA-2633-CLT-TPA		12/12/11 8:18 PM (-05:00)			12/12/11 9:37 PM (-05:00)	
flightaware	UA-2633-CLT-TPA	2011-12-12 08:15PM EST	2011-12-12 08:29PM EST		2011-12-12 09:43PM EST	2011-12-12 09:37PM EST	
wunderground	UA-2633-CLT-TPA	2011-12-12 08:15PM EST	2011-12-12 08:29PM EST		2011-12-12 09:43PM EST	2011-12-12 09:37PM EST	
flights	UA-2633-CLT-TPA		2011-12-12 08:11 PM	C15		2011-12-12 09:42 PM	F89
businesstravellogue	UA-2633-CLT-TPA		2011-12-12 08:11 PM	C15		2011-12-12 09:42 PM	F89
flylouisville	UA-2633-CLT-TPA		2011-12-12 08:11 PM	C15		2011-12-12 09:42 PM	F89
flightview	UA-2633-CLT-TPA		8:30 PMDec 12			9:37 PMDec 12	
panynj	UA-2633-CLT-TPA		8:30 PMDec 12			9:37 PMDec 12	
gofox	UA-2633-CLT-TPA		8:30 PMDec 12			9:37 PMDec 12	
foxbusiness	UA-2633-CLT-TPA		8:30 PMDec 12			9:37 PMDec 12	
allegiantair	UA-2633-CLT-TPA		8:30 PMDec 12			9:37 PMDec 12	
boston	UA-2633-CLT-TPA		8:30 PMDec 12			9:37 PMDec 12	
orbitz	UA-2633-CLT-TPA	8:15pDec 12	8:11pDec 12	 C15	9:56pDec 12	9:42pDec 12	 F89
aa	AA-1445-ATL-DFW	December 12, 2011               10:55 AM    	December 12, 2011               10:48 AM    	 T11	December 12, 2011               12:30 PM    	December 12, 2011               12:03 PM    	 C26    
flightexplorer	AA-1445-ATL-DFW		12/12/2011 10:59AM EST			12/12/2011 11:50AM CST	
airtravelcenter	AA-1445-ATL-DFW		12/12/11 10:59 AM (-05:00)			12/12/11 11:50 AM (-06:00)	
myrateplan	AA-1445-ATL-DFW		12/12/11 10:59 AM (-05:00)			12/12/11 11:50 AM (-06:00)	
helloflight	AA-1445-ATL-DFW		12/12/11 10:59 AM (-05:00)			12/12/11 11:50 AM (-06:00)	
flytecomm	AA-1445-ATL-DFW		12/12/11 10:59 AM (-05:00)			12/12/11 11:50 AM (-06:00)	
flightaware	AA-1445-ATL-DFW	2011-12-12 10:55AM EST	2011-12-12 10:59AM EST	 T11 	2011-12-12 12:15PM CST	2011-12-12 11:59AM CST	 C26 
wunderground	AA-1445-ATL-DFW	2011-12-12 10:55AM EST	2011-12-12 10:59AM EST	 T11 	2011-12-12 12:15PM CST	2011-12-12 11:59AM CST	 C26 
flights	AA-1445-ATL-DFW	10:55 AM  Mon 12-Dec-2011	10:48 AM  Mon 12-Dec-2011	T11	12:30 PM  Mon 12-Dec-2011	12:03 PM  Mon 12-Dec-2011	C26
businesstravellogue	AA-1445-ATL-DFW	10:55 AM  Mon 12-Dec-2011	10:48 AM  Mon 12-Dec-2011	T11	12:30 PM  Mon 12-Dec-2011	12:03 PM  Mon 12-Dec-2011	C26
flylouisville	AA-1445-ATL-DFW	10:55 AM  Mon 12-Dec-2011	10:48 AM  Mon 12-Dec-2011	T11	12:30 PM  Mon 12-Dec-2011	12:03 PM  Mon 12-Dec-2011	C26
world-flight-tracker	AA-1445-ATL-DFW	2011-12-12 10:55 AM	2011-12-12 10:48 AM		2011-12-12 12:30 PM	2011-12-12 12:03 PM	
flightview	AA-1445-ATL-DFW	10:55 AM, Dec 12	10:59 AM, Dec 12	T11	12:30 PM, Dec 12	11:59 AM, Dec 12	C26
panynj	AA-1445-ATL-DFW	10:55 AM, Dec 12	10:59 AM, Dec 12	T11	12:30 PM, Dec 12	11:59 AM, Dec 12	C26
gofox	AA-1445-ATL-DFW	10:55 AM, Dec 12	10:59 AM, Dec 12		12:30 PM, Dec 12	11:59 AM, Dec 12	
foxbusiness	AA-1445-ATL-DFW	10:55 AM, Dec 12	10:59 AM, Dec 12	T11	12:30 PM, Dec 12	11:59 AM, Dec 12	C26
allegiantair	AA-1445-ATL-DFW	10:55 AM, Dec 12	10:59 AM, Dec 12	T11	12:30 PM, Dec 12	11:59 AM, Dec 12	C26
boston	AA-1445-ATL-DFW	10:55 AM, Dec 12	10:59 AM, Dec 12		12:30 PM, Dec 12	11:59 AM, Dec 12	
orbitz	AA-1445-ATL-DFW	10:55aDec 12	10:48aDec 12	 T11	12:30pDec 12	12:03pDec 12	 C26
weather	AA-1445-ATL-DFW	2011-12-12 10:55 AM			2011-12-12 12:30 PM		
dfw	AA-1445-ATL-DFW				2011-12-12 12:30 pm		C26
flightarrival	AA-1445-ATL-DFW	2011-12-12 10:55 AM			2011-12-12 12:30 PM		
aa	AA-3717-IAH-ORD	December 12, 2011               06:50 PM    	December 12, 2011               06:46 PM    	 A29	December 12, 2011               09:20 PM    	December 12, 2011               09:16 PM    	 H1A    
flightexplorer	AA-3717-IAH-ORD		12/12/2011 7:06PM CST			12/12/2011 9:03PM CST	
airtravelcenter	AA-3717-IAH-ORD		12/12/11 7:06 PM (-06:00)			12/12/11 9:03 PM (-06:00)	
myrateplan	AA-3717-IAH-ORD		12/12/11 7:06 PM (-06:00)			12/12/11 9:03 PM (-06:00)	
helloflight	AA-3717-IAH-ORD		12/12/11 7:06 PM (-06:00)			12/12/11 9:03 PM (-06:00)	
flytecomm	AA-3717-IAH-ORD		12/12/11 7:06 PM (-06:00)			12/12/11 9:03 PM (-06:00)	
flightaware	AA-3717-IAH-ORD	2011-12-12 06:50PM CST	2011-12-12 07:06PM CST	 A29 	2011-12-12 09:07PM CST	2011-12-12 09:01PM CST	 H1A 
wunderground	AA-3717-IAH-ORD	2011-12-12 06:50PM CST	2011-12-12 07:06PM CST	 A29 	2011-12-12 09:07PM CST	2011-12-12 09:01PM CST	 H1A 
flights	AA-3717-IAH-ORD	06:50 PM  Mon 12-Dec-2011	06:46 PM  Mon 12-Dec-2011	29	09:20 PM  Mon 12-Dec-2011	09:16 PM  Mon 12-Dec-2011	H1A
businesstravellogue	AA-3717-IAH-ORD	06:50 PM  Mon 12-Dec-2011	06:46 PM  Mon 12-Dec-2011	29	09:20 PM  Mon 12-Dec-2011	09:16 PM  Mon 12-Dec-2011	H1A
flylouisville	AA-3717-IAH-ORD	06:50 PM  Mon 12-Dec-2011	06:46 PM  Mon 12-Dec-2011	29	09:20 PM  Mon 12-Dec-2011	09:16 PM  Mon 12-Dec-2011	H1A
flightstats	AA-3717-IAH-ORD	2011-12-12 6:50 PM	2011-12-12 6:46 PM		2011-12-12 9:20 PM	2011-12-12 9:16 PM	
quicktrip	AA-3717-IAH-ORD	2011-12-12 6:50 PM	2011-12-12 6:46 PM		2011-12-12 9:20 PM	2011-12-12 9:16 PM	
world-flight-tracker	AA-3717-IAH-ORD	2011-12-12 6:50 PM	2011-12-12 6:46 PM		2011-12-12 9:20 PM	2011-12-12 9:16 PM	
flightview	AA-3717-IAH-ORD	6:50 PM, Dec 12	7:06 PM, Dec 12	A29	9:20 PM, Dec 12	9:06 PM, Dec 12	Terminal 3
panynj	AA-3717-IAH-ORD	6:50 PM, Dec 12	7:06 PM, Dec 12	A29	9:20 PM, Dec 12	9:06 PM, Dec 12	Terminal 3
gofox	AA-3717-IAH-ORD	6:50 PM, Dec 12	7:06 PM, Dec 12		9:20 PM, Dec 12	9:06 PM, Dec 12	
foxbusiness	AA-3717-IAH-ORD	6:50 PM, Dec 12	7:06 PM, Dec 12	A29	9:20 PM, Dec 12	9:06 PM, Dec 12	Terminal 3
allegiantair	AA-3717-IAH-ORD	6:50 PM, Dec 12	7:06 PM, Dec 12	A29	9:20 PM, Dec 12	9:06 PM, Dec 12	Terminal 3
boston	AA-3717-IAH-ORD	6:50 PM, Dec 12	7:06 PM, Dec 12		9:20 PM, Dec 12	9:06 PM, Dec 12	
orbitz	AA-3717-IAH-ORD	6:50pDec 12	6:46pDec 12	 A29	9:20pDec 12	9:16pDec 12	 H1A
weather	AA-3717-IAH-ORD	2011-12-12 06:50 PM			2011-12-12 09:20 PM		
ord	AA-3717-IAH-ORD	2011-12-12 6:50 PM		29	2011-12-12 9:20 PM		H1A
ifly	AA-3717-IAH-ORD	2011-12-12 6:50 PM	2011-12-12 6:46 PM		2011-12-12 9:20 PM	2011-12-12 9:16 PM	
flightarrival	AA-3717-IAH-ORD	2011-12-12 06:50 PM			2011-12-12 09:20 PM		
ua	UA-4367-CLE-PHL	Mon, Dec 12 11:25 AM	Mon, Dec 12 11:13 AM	D09	Mon, Dec 12 12:53 PM	Mon, Dec 12 12:29 PM	D-1
airtravelcenter	UA-4367-CLE-PHL	12/12/11 11:25 AM (-05:00)			12/12/11 12:53 PM (-05:00)		
myrateplan	UA-4367-CLE-PHL	12/12/11 11:25 AM (-05:00)			12/12/11 12:53 PM (-05:00)		
helloflight	UA-4367-CLE-PHL	12/12/11 11:25 AM (-05:00)			12/12/11 12:53 PM (-05:00)		
flytecomm	UA-4367-CLE-PHL	12/12/11 11:25 AM (-05:00)			12/12/11 12:53 PM (-05:00)		
flights	UA-4367-CLE-PHL		2011-12-12 11:13 AM	D9		2011-12-12 12:29 PM	D1
businesstravellogue	UA-4367-CLE-PHL		2011-12-12 11:13 AM	D9		2011-12-12 12:29 PM	D1
flylouisville	UA-4367-CLE-PHL		2011-12-12 11:13 AM	D9		2011-12-12 12:29 PM	D1
flightview	UA-4367-CLE-PHL		11:28 AMDec 12			12:29 PMDec 12	
panynj	UA-4367-CLE-PHL		11:28 AMDec 12			12:29 PMDec 12	
gofox	UA-4367-CLE-PHL		11:28 AMDec 12			12:29 PMDec 12	
foxbusiness	UA-4367-CLE-PHL		11:28 AMDec 12			12:29 PMDec 12	
allegiantair	UA-4367-CLE-PHL		11:28 AMDec 12			12:29 PMDec 12	
boston	UA-4367-CLE-PHL		11:28 AMDec 12			12:24 PMDec 12	
orbitz	UA-4367-CLE-PHL	11:25aDec 12	11:13aDec 12	 D09	12:53pDec 12	12:29pDec 12	 D-1
weather	UA-4367-CLE-PHL	2011-12-12 11:25 AM			2011-12-12 12:53 PM		
usatoday	UA-4367-CLE-PHL	2011-12-12 11:25 AM			2011-12-12 12:53 PM		
CO	CO-1054-IAH-EWR	Mon., Dec.12, 2011 9:05 p.m.	Mon., Dec.12, 2011 9:05 p.m.		Mon., Dec.12, 2011 1:18 a.m.	Mon., Dec.12, 2011 1:18 a.m.	
airtravelcenter	CO-1054-IAH-EWR	12/12/11 9:05 PM (-06:00)			12/13/11 1:18 AM (-05:00)		
myrateplan	CO-1054-IAH-EWR	12/12/11 9:05 PM (-06:00)			12/13/11 1:18 AM (-05:00)		
helloflight	CO-1054-IAH-EWR	12/12/11 9:05 PM (-06:00)			12/13/11 1:18 AM (-05:00)		
flytecomm	CO-1054-IAH-EWR	12/12/11 9:05 PM (-06:00)			12/13/11 1:18 AM (-05:00)		
flights	CO-1054-IAH-EWR	2011-12-12 09:05 PM		11	2011-12-12 01:18 AM		96
businesstravellogue	CO-1054-IAH-EWR	2011-12-12 09:05 PM		11	2011-12-12 01:18 AM		96
flylouisville	CO-1054-IAH-EWR	2011-12-12 09:05 PM		11	2011-12-12 01:18 AM		96
flightstats	CO-1054-IAH-EWR	2011-12-12 9:05 PM	2011-12-12 9:05 PM (Estimated)		2011-12-12 1:18 AM	2011-12-12 1:18 AM (Estimated)	
quicktrip	CO-1054-IAH-EWR	2011-12-12 9:05 PM	2011-12-12 9:05 PM (Estimated)		2011-12-12 1:18 AM	2011-12-12 1:18 AM (Estimated)	
flightview	CO-1054-IAH-EWR	9:05 PMDec 12			1:18 AMDec 13		
panynj	CO-1054-IAH-EWR	9:05 PMDec 12			1:18 AMDec 13		
gofox	CO-1054-IAH-EWR	9:05 PMDec 12			1:18 AMDec 13		
foxbusiness	CO-1054-IAH-EWR	9:05 PMDec 12			1:18 AMDec 13		
allegiantair	CO-1054-IAH-EWR	9:05 PMDec 12			1:18 AMDec 13		
boston	CO-1054-IAH-EWR	9:05 PMDec 12			1:18 AMDec 13		
orbitz	CO-1054-IAH-EWR	9:05pDec 12		 E11	1:18aDec 13		 C96
ifly	CO-1054-IAH-EWR	2011-12-12 9:05 PM	2011-12-12 9:05 PM (Estimated)		2011-12-12 1:18 AM	2011-12-12 1:18 AM (Estimated)	
mytripandmore	CO-1054-IAH-EWR	9:05pDec 12		 E11	1:18aDec 13		 C96
CO	CO-4798-EWR-MDT	Mon., Dec.12, 2011 12:25 p.m.	Mon., Dec.12, 2011 12:25 p.m.		Mon., Dec.12, 2011 1:33 p.m.	Mon., Dec.12, 2011 1:20 p.m.	
airtravelcenter	CO-4798-EWR-MDT		12/12/11 12:37 PM (-05:00)			12/12/11 1:18 PM (-05:00)	
myrateplan	CO-4798-EWR-MDT		12/12/11 12:37 PM (-05:00)			12/12/11 1:18 PM (-05:00)	
helloflight	CO-4798-EWR-MDT		12/12/11 12:37 PM (-05:00)			12/12/11 1:18 PM (-05:00)	
flytecomm	CO-4798-EWR-MDT		12/12/11 12:37 PM (-05:00)			12/12/11 1:18 PM (-05:00)	
flights	CO-4798-EWR-MDT		2011-12-12 12:25 PM	114		2011-12-12 01:20 PM	A2
businesstravellogue	CO-4798-EWR-MDT		2011-12-12 12:25 PM	114		2011-12-12 01:20 PM	A2
flylouisville	CO-4798-EWR-MDT		2011-12-12 12:25 PM	114		2011-12-12 01:20 PM	A2
