aa	AA-1007-TPA-MIA	12/05/2011 01:55 PM	12/05/2011 02:11 PM	F78	12/05/2011 03:00 PM	12/05/2011 03:01 PM	D5
flights	UA-330-SAN-ORD		2011-12-05 08:10 AM	14		2011-12-05 01:45 PM	B6
businesstravellogue	UA-330-SAN-ORD		2011-12-05 08:10 AM	14		2011-12-05 01:45 PM	B6
flylouisville	UA-330-SAN-ORD		2011-12-05 08:10 AM	14		2011-12-05 01:45 PM	B6
flightview	UA-330-SAN-ORD		8:22 AMDec 05			1:45 PMDec 05	
panynj	UA-330-SAN-ORD		8:22 AMDec 05			1:45 PMDec 05	
gofox	UA-330-SAN-ORD		8:22 AMDec 05			1:45 PMDec 05	
foxbusiness	UA-330-SAN-ORD		8:22 AMDec 05			1:45 PMDec 05	
allegiantair	UA-330-SAN-ORD		8:22 AMDec 05			1:45 PMDec 05	
boston	UA-330-SAN-ORD		8:22 AMDec 05			1:46 PMDec 05	
orbitz	UA-330-SAN-ORD	8:15aDec 5	8:10aDec 5	 14	2:20pDec 5	1:45pDec 5	 B6
ord	UA-330-SAN-ORD	2011-12-05 8:15 AM		14	2011-12-05 2:20 PM		B6
flightarrival	UA-330-SAN-ORD		8:22 AMDec 05			1:46 PMDec 05	
ua	UA-1467-SAL-IAH	Mon, Dec 5 7:30 AM	Mon, Dec 5 7:19 AM	8	Mon, Dec 5 10:43 AM	Mon, Dec 5 10:39 AM	E23
airtravelcenter	UA-1467-SAL-IAH	12/5/11 7:30 AM (-06:00)			12/5/11 10:43 AM (-06:00)		
myrateplan	UA-1467-SAL-IAH	12/5/11 7:30 AM (-06:00)			12/5/11 10:43 AM (-06:00)		
helloflight	UA-1467-SAL-IAH	12/5/11 7:30 AM (-06:00)			12/5/11 10:43 AM (-06:00)		
flytecomm	UA-1467-SAL-IAH	12/5/11 7:30 AM (-06:00)			12/5/11 10:43 AM (-06:00)		
flights	UA-1467-SAL-IAH	07:30 AM  Mon 05-Dec-2011	07:19 AM  Mon 05-Dec-2011	8	10:43 AM  Mon 05-Dec-2011	10:39 AM  Mon 05-Dec-2011	23
businesstravellogue	UA-1467-SAL-IAH	07:30 AM  Mon 05-Dec-2011	07:19 AM  Mon 05-Dec-2011	8	10:43 AM  Mon 05-Dec-2011	10:39 AM  Mon 05-Dec-2011	23
flylouisville	UA-1467-SAL-IAH	07:30 AM  Mon 05-Dec-2011	07:19 AM  Mon 05-Dec-2011	8	10:43 AM  Mon 05-Dec-2011	10:39 AM  Mon 05-Dec-2011	23
world-flight-tracker	UA-1467-SAL-IAH	2011-12-05 7:30 AM	2011-12-05 7:19 AM		2011-12-05 10:43 AM	2011-12-05 10:39 AM	
flightview	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05	Main Term - 8	10:43 AM, Dec 05	10:39 AM, Dec 05	Term E - E23
panynj	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05	Main Term - 8	10:43 AM, Dec 05	10:39 AM, Dec 05	Term E - E23
gofox	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05		10:43 AM, Dec 05	10:39 AM, Dec 05	
foxbusiness	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05	Main Term - 8	10:43 AM, Dec 05	10:39 AM, Dec 05	Term E - E23
allegiantair	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05	Main Term - 8	10:43 AM, Dec 05	10:39 AM, Dec 05	Term E - E23
boston	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05		10:43 AM, Dec 05	10:31 AM, Dec 05	
travelocity	UA-1467-SAL-IAH	Dec 05 - 7:30am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 10:43am	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-1467-SAL-IAH	7:30aDec 5	7:19aDec 5	 8	10:43aDec 5	10:39aDec 5	 E23
weather	UA-1467-SAL-IAH	2011-12-05 07:30 AM			2011-12-05 10:43 AM		
usatoday	UA-1467-SAL-IAH	7:30 AM, Dec 05	7:15 AM, Dec 05		10:43 AM, Dec 05	10:31 AM, Dec 05	
ua	UA-225-IAD-SFO	Mon, Dec 5 9:55 PM	Mon, Dec 5 9:55 PM	D5	Tue, Dec 6 1:00 AM	Tue, Dec 6 1:00 AM	73A
flightexplorer	UA-225-IAD-SFO		12/4/2011 10:05PM EST			12/5/2011 12:05AM PST	
flightexplorer	UA-225-IAD-SFO	12/5/2011 9:55PM EST			12/6/2011 1:00AM PST		
airtravelcenter	UA-225-IAD-SFO		12/5/11 9:57 PM (-05:00)			12/6/11 12:16 AM (-08:00)	
myrateplan	UA-225-IAD-SFO		12/5/11 9:57 PM (-05:00)			12/6/11 12:16 AM (-08:00)	
helloflight	UA-225-IAD-SFO		12/5/11 9:57 PM (-05:00)			12/6/11 12:16 AM (-08:00)	
flytecomm	UA-225-IAD-SFO		12/5/11 9:57 PM (-05:00)			12/6/11 12:16 AM (-08:00)	
flightaware	UA-225-IAD-SFO	2011-12-05 09:54PM EST	2011-12-05 10:06PM EST	 D7 	2011-12-05 12:22AM PST	2011-12-05 12:10AM PST	 72 
wunderground	UA-225-IAD-SFO	2011-12-05 09:54PM EST	2011-12-05 10:06PM EST	 D7 	2011-12-05 12:22AM PST	2011-12-05 12:10AM PST	 72 
flights	UA-225-IAD-SFO	09:55 PM  Mon 05-Dec-2011			01:00 AM  Tue 06-Dec-2011		
businesstravellogue	UA-225-IAD-SFO	09:55 PM  Mon 05-Dec-2011			01:00 AM  Tue 06-Dec-2011		
flylouisville	UA-225-IAD-SFO	09:55 PM  Mon 05-Dec-2011			01:00 AM  Tue 06-Dec-2011		
flightstats	UA-225-IAD-SFO	2011-12-05 9:55 PM	2011-12-05 9:57 PM (Estimated runway)		2011-12-05 1:00 AM	2011-12-05 12:16 AM (Estimated runway)	
quicktrip	UA-225-IAD-SFO	2011-12-05 9:55 PM	2011-12-05 9:57 PM (Estimated runway)		2011-12-05 1:00 AM	2011-12-05 12:16 AM (Estimated runway)	
world-flight-tracker	UA-225-IAD-SFO	2011-12-05 9:55 PM	2011-12-05 9:57 PM (Estimated runway)		2011-12-05 1:00 AM	2011-12-05 12:16 AM (Estimated runway)	
flightview	UA-225-IAD-SFO	9:55 PM, Dec 05		D5	1:00 AM, Dec 06		Terminal 3 - 73A
panynj	UA-225-IAD-SFO	9:55 PM, Dec 05		D5	1:00 AM, Dec 06		Terminal 3 - 73A
gofox	UA-225-IAD-SFO	9:55 PM, Dec 05			1:00 AM, Dec 06		
foxbusiness	UA-225-IAD-SFO	9:55 PM, Dec 05		D5	1:00 AM, Dec 06		Terminal 3 - 73A
allegiantair	UA-225-IAD-SFO	9:55 PM, Dec 05		D5	1:00 AM, Dec 06		Terminal 3 - 73A
boston	UA-225-IAD-SFO	9:55 PM, Dec 05	Not Available		1:00 AM, Dec 06	Not Available	
travelocity	UA-225-IAD-SFO	Dec 05 - 9:55pm	Dec 05 - Not Available	D5	Dec 05 - 1:00am	Dec 05 - Not Available	73A
orbitz	UA-225-IAD-SFO	9:55pDec 5		 D5	1:00aDec 6		 73A
weather	UA-225-IAD-SFO	2011-12-05 09:55 PM	2011-12-05 10:07 PM		2011-12-05 01:00 AM	2011-12-05 12:09 AM	
iad	UA-225-IAD-SFO	2011-12-05 21:55 	2011-12-05 21:56 				
mytripandmore	UA-225-IAD-SFO	Dec 05 - 9:55pm	Dec 05 - Not Available	D5	Dec 05 - 1:00am	Dec 05 - Not Available	73A
flightarrival	UA-225-IAD-SFO	9:55 PM, Dec 05	Not Available		1:00 AM, Dec 06	Not Available	
CO	CO-1588-IAH-RSW	Mon., Dec.05, 2011 7:20 p.m.	Mon., Dec.05, 2011 7:33 p.m.		Mon., Dec.05, 2011 10:30 p.m.	Mon., Dec.05, 2011 11:05 p.m.	
flightexplorer	CO-1588-IAH-RSW		12/5/2011 8:18PM CST			12/5/2011 11:04PM EST	
airtravelcenter	CO-1588-IAH-RSW	12/5/11 7:20 PM (-06:00)			12/5/11 10:30 PM (-05:00)		
myrateplan	CO-1588-IAH-RSW	12/5/11 7:20 PM (-06:00)			12/5/11 10:30 PM (-05:00)		
helloflight	CO-1588-IAH-RSW	12/5/11 7:20 PM (-06:00)			12/5/11 10:30 PM (-05:00)		
flytecomm	CO-1588-IAH-RSW	12/5/11 7:20 PM (-06:00)			12/5/11 10:30 PM (-05:00)		
flightaware	CO-1588-IAH-RSW	2011-12-05 07:20PM CST	2011-12-05 08:19PM CST	 37 	2011-12-05 09:59PM EST	2011-12-05 11:01PM EST	 C3 
wunderground	CO-1588-IAH-RSW	2011-12-05 07:20PM CST	2011-12-05 08:19PM CST	 37 	2011-12-05 09:59PM EST	2011-12-05 11:01PM EST	 C3 
flights	CO-1588-IAH-RSW		2011-12-05 07:33 PM	37		2011-12-05 11:05 PM	C3
businesstravellogue	CO-1588-IAH-RSW		2011-12-05 07:33 PM	37		2011-12-05 11:05 PM	C3
flylouisville	CO-1588-IAH-RSW		2011-12-05 07:33 PM	37		2011-12-05 11:05 PM	C3
flightstats	CO-1588-IAH-RSW	2011-12-05 7:20 PM	2011-12-05 7:33 PM		2011-12-05 10:30 PM	2011-12-05 11:05 PM	
quicktrip	CO-1588-IAH-RSW	2011-12-05 7:20 PM	2011-12-05 7:33 PM		2011-12-05 10:30 PM	2011-12-05 11:05 PM	
flightview	CO-1588-IAH-RSW		8:19 PMDec 05			11:05 PMDec 05	
panynj	CO-1588-IAH-RSW		8:19 PMDec 05			11:05 PMDec 05	
gofox	CO-1588-IAH-RSW		8:19 PMDec 05			11:05 PMDec 05	
foxbusiness	CO-1588-IAH-RSW		8:19 PMDec 05			11:05 PMDec 05	
allegiantair	CO-1588-IAH-RSW		8:19 PMDec 05			11:05 PMDec 05	
boston	CO-1588-IAH-RSW		8:19 PMDec 05			11:02 PMDec 05	
orbitz	CO-1588-IAH-RSW	7:20pDec 5	7:33pDec 5	 37	10:30pDec 5	11:05pDec 5	 C3
ifly	CO-1588-IAH-RSW	2011-12-05 7:20 PM	2011-12-05 7:33 PM		2011-12-05 10:30 PM	2011-12-05 11:05 PM	
flightarrival	CO-1588-IAH-RSW	2011-12-05 7:20 PM	2011-12-05 7:33 PM		2011-12-05 10:30 PM	2011-12-05 11:05 PM	
ua	UA-1547-PIT-IAH	Mon, Dec 5 7:59 AM	Mon, Dec 5 8:11 AM	D79	Mon, Dec 5 10:24 AM	Mon, Dec 5 10:38 AM	C-36
flightexplorer	UA-1547-PIT-IAH		12/5/2011 8:22AM EST			12/5/2011 10:27AM CST	
airtravelcenter	UA-1547-PIT-IAH		12/5/11 8:23 AM (-05:00)			12/5/11 10:27 AM (-06:00)	
airtravelcenter	UA-1547-PIT-IAH	12/5/11 7:59 AM (-05:00)			12/5/11 10:24 AM (-06:00)		
myrateplan	UA-1547-PIT-IAH		12/5/11 8:23 AM (-05:00)			12/5/11 10:27 AM (-06:00)	
myrateplan	UA-1547-PIT-IAH	12/5/11 7:59 AM (-05:00)			12/5/11 10:24 AM (-06:00)		
helloflight	UA-1547-PIT-IAH		12/5/11 8:23 AM (-05:00)			12/5/11 10:27 AM (-06:00)	
helloflight	UA-1547-PIT-IAH	12/5/11 7:59 AM (-05:00)			12/5/11 10:24 AM (-06:00)		
flytecomm	UA-1547-PIT-IAH		12/5/11 8:23 AM (-05:00)			12/5/11 10:27 AM (-06:00)	
flytecomm	UA-1547-PIT-IAH	12/5/11 7:59 AM (-05:00)			12/5/11 10:24 AM (-06:00)		
flights	UA-1547-PIT-IAH		2011-12-05 08:11 AM	D79		2011-12-05 10:38 AM	36
businesstravellogue	UA-1547-PIT-IAH		2011-12-05 08:11 AM	D79		2011-12-05 10:38 AM	36
flylouisville	UA-1547-PIT-IAH		2011-12-05 08:11 AM	D79		2011-12-05 10:38 AM	36
flightview	UA-1547-PIT-IAH		8:23 AMDec 05			10:38 AMDec 05	
panynj	UA-1547-PIT-IAH		8:23 AMDec 05			10:38 AMDec 05	
gofox	UA-1547-PIT-IAH		8:23 AMDec 05			10:38 AMDec 05	
foxbusiness	UA-1547-PIT-IAH		8:23 AMDec 05			10:38 AMDec 05	
allegiantair	UA-1547-PIT-IAH		8:23 AMDec 05			10:38 AMDec 05	
boston	UA-1547-PIT-IAH		8:23 AMDec 05			10:25 AMDec 05	
travelocity	UA-1547-PIT-IAH	Dec 05 - 7:59am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 10:24am	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-1547-PIT-IAH	7:59aDec 5	8:11aDec 5	 D79	10:24aDec 5	10:38aDec 5	 C-36
weather	UA-1547-PIT-IAH	2011-12-05 07:59 AM			2011-12-05 10:24 AM		
usatoday	UA-1547-PIT-IAH	2011-12-05 07:59 AM			2011-12-05 10:24 AM		
ua	UA-1083-IAH-MSY	Mon, Dec 5 2:40 PM	Mon, Dec 5 2:37 PM            On Time	E6	Mon, Dec 5 3:49 PM	Mon, Dec 5 3:51 PM	D5
flightexplorer	UA-1083-IAH-MSY		12/5/2011 3:02PM CST			12/5/2011 3:45PM CST	
airtravelcenter	UA-1083-IAH-MSY	12/5/11 2:40 PM (-06:00)			12/5/11 3:49 PM (-06:00)		
myrateplan	UA-1083-IAH-MSY	12/5/11 2:40 PM (-06:00)			12/5/11 3:49 PM (-06:00)		
helloflight	UA-1083-IAH-MSY	12/5/11 2:40 PM (-06:00)			12/5/11 3:49 PM (-06:00)		
flytecomm	UA-1083-IAH-MSY	12/5/11 2:40 PM (-06:00)			12/5/11 3:49 PM (-06:00)		
flightaware	UA-1083-IAH-MSY	2011-12-05 02:40PM CST	2011-12-05 03:03PM CST	 E6 	2011-12-05 03:30PM CST	2011-12-05 03:48PM CST	 D5 
wunderground	UA-1083-IAH-MSY	2011-12-05 02:40PM CST	2011-12-05 03:03PM CST	 E6 	2011-12-05 03:30PM CST	2011-12-05 03:48PM CST	 D5 
flights	UA-1083-IAH-MSY		2011-12-05 02:37 PM	6		2011-12-05 03:51 PM	D5
businesstravellogue	UA-1083-IAH-MSY		2011-12-05 02:37 PM	6		2011-12-05 03:51 PM	D5
flylouisville	UA-1083-IAH-MSY		2011-12-05 02:37 PM	6		2011-12-05 03:51 PM	D5
flightview	UA-1083-IAH-MSY		3:03 PMDec 05			3:51 PMDec 05	
panynj	UA-1083-IAH-MSY		3:03 PMDec 05			3:51 PMDec 05	
gofox	UA-1083-IAH-MSY		3:03 PMDec 05			3:51 PMDec 05	
foxbusiness	UA-1083-IAH-MSY		3:03 PMDec 05			3:51 PMDec 05	
allegiantair	UA-1083-IAH-MSY		3:03 PMDec 05			3:51 PMDec 05	
boston	UA-1083-IAH-MSY		3:03 PMDec 05			3:48 PMDec 05	
orbitz	UA-1083-IAH-MSY	2:40pDec 5	2:37pDec 5	 E6	3:49pDec 5	3:51pDec 5	 D5
flightwise	UA-1083-IAH-MSY	2011-12-05 02:40PM CST	2011-12-05 03:03PM CST	 E6 	2011-12-05 03:30PM CST	2011-12-05 03:48PM CST	 D5 
ua	UA-5192-IAH-MSP	Mon, Dec 5 3:45 PM	Mon, Dec 5 5:39 PM            Delayed	B85A	Mon, Dec 5 6:39 PM	Mon, Dec 5 8:01 PM	E7
airtravelcenter	UA-5192-IAH-MSP	12/5/11 3:45 PM (-06:00)			12/5/11 6:39 PM (-06:00)		
myrateplan	UA-5192-IAH-MSP	12/5/11 3:45 PM (-06:00)			12/5/11 6:39 PM (-06:00)		
helloflight	UA-5192-IAH-MSP	12/5/11 3:45 PM (-06:00)			12/5/11 6:39 PM (-06:00)		
flytecomm	UA-5192-IAH-MSP	12/5/11 3:45 PM (-06:00)			12/5/11 6:39 PM (-06:00)		
flights	UA-5192-IAH-MSP		2011-12-05 05:39 PM	85A		2011-12-05 06:39 PM	E7
businesstravellogue	UA-5192-IAH-MSP		2011-12-05 05:39 PM	85A		2011-12-05 06:39 PM	E7
flylouisville	UA-5192-IAH-MSP		2011-12-05 05:39 PM	85A		2011-12-05 06:39 PM	E7
flightview	UA-5192-IAH-MSP	5:32 PMDec 05			7:33 PMDec 05		
panynj	UA-5192-IAH-MSP	5:32 PMDec 05			7:33 PMDec 05		
gofox	UA-5192-IAH-MSP	5:32 PMDec 05			7:33 PMDec 05		
foxbusiness	UA-5192-IAH-MSP	5:32 PMDec 05			7:33 PMDec 05		
allegiantair	UA-5192-IAH-MSP	5:32 PMDec 05			7:33 PMDec 05		
boston	UA-5192-IAH-MSP	5:32 PMDec 05			7:33 PMDec 05		
orbitz	UA-5192-IAH-MSP	3:45pDec 5	5:39pDec 5	 -	9:23pDec 5		 -
mytripandmore	UA-5192-IAH-MSP	3:45pDec 5	5:39pDec 5	 -	9:23pDec 5		 -
ua	UA-5229-CLE-DCA	Mon, Dec 5 3:25 PM	Mon, Dec 5 3:22 PM	C29	Mon, Dec 5 4:46 PM	Mon, Dec 5 4:44 PM	10
flightexplorer	UA-5229-CLE-DCA		12/5/2011 3:40PM EST			12/5/2011 4:27PM EST	
airtravelcenter	UA-5229-CLE-DCA		12/5/11 3:40 PM (-05:00)			12/5/11 4:27 PM (-05:00)	
myrateplan	UA-5229-CLE-DCA		12/5/11 3:40 PM (-05:00)			12/5/11 4:27 PM (-05:00)	
helloflight	UA-5229-CLE-DCA		12/5/11 3:40 PM (-05:00)			12/5/11 4:27 PM (-05:00)	
flytecomm	UA-5229-CLE-DCA		12/5/11 3:40 PM (-05:00)			12/5/11 4:27 PM (-05:00)	
flights	UA-5229-CLE-DCA	03:25 PM  Mon 05-Dec-2011	03:22 PM  Mon 05-Dec-2011	C29	04:46 PM  Mon 05-Dec-2011	04:44 PM  Mon 05-Dec-2011	10
businesstravellogue	UA-5229-CLE-DCA	03:25 PM  Mon 05-Dec-2011	03:22 PM  Mon 05-Dec-2011	C29	04:46 PM  Mon 05-Dec-2011	04:44 PM  Mon 05-Dec-2011	10
flylouisville	UA-5229-CLE-DCA	03:25 PM  Mon 05-Dec-2011	03:22 PM  Mon 05-Dec-2011	C29	04:46 PM  Mon 05-Dec-2011	04:44 PM  Mon 05-Dec-2011	10
world-flight-tracker	UA-5229-CLE-DCA	2011-12-05 3:25 PM	2011-12-05 3:22 PM		2011-12-05 4:46 PM	2011-12-05 4:44 PM	
flightview	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
panynj	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
gofox	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
foxbusiness	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
allegiantair	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
boston	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
travelocity	UA-5229-CLE-DCA	Dec 05 - 3:25pm	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 4:46pm	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-5229-CLE-DCA	3:25pDec 5	3:22pDec 5	 C29	4:46pDec 5	4:44pDec 5	 10
weather	UA-5229-CLE-DCA	2011-12-05 03:25 PM			2011-12-05 04:46 PM		
usatoday	UA-5229-CLE-DCA	3:25 PM, Dec 05	3:40 PM, Dec 05		4:46 PM, Dec 05	4:37 PM, Dec 05	
mytripandmore	UA-5229-CLE-DCA	3:25pDec 5	3:22pDec 5	 C29	4:46pDec 5	4:44pDec 5	 10
ua	UA-1534-CLE-IAH	Mon, Dec 5 7:30 AM	Mon, Dec 5 7:28 AM	C11	Mon, Dec 5 9:44 AM	Mon, Dec 5 10:12 AM	C-43
airtravelcenter	UA-1534-CLE-IAH		12/5/11 7:42 AM (-05:00)			12/5/11 9:48 AM (-06:00)	
airtravelcenter	UA-1534-CLE-IAH	12/5/11 7:30 AM (-05:00)			12/5/11 9:44 AM (-06:00)		
myrateplan	UA-1534-CLE-IAH		12/5/11 7:42 AM (-05:00)			12/5/11 9:48 AM (-06:00)	
myrateplan	UA-1534-CLE-IAH	12/5/11 7:30 AM (-05:00)			12/5/11 9:44 AM (-06:00)		
helloflight	UA-1534-CLE-IAH		12/5/11 7:42 AM (-05:00)			12/5/11 9:48 AM (-06:00)	
helloflight	UA-1534-CLE-IAH	12/5/11 7:30 AM (-05:00)			12/5/11 9:44 AM (-06:00)		
flytecomm	UA-1534-CLE-IAH		12/5/11 7:42 AM (-05:00)			12/5/11 9:48 AM (-06:00)	
flytecomm	UA-1534-CLE-IAH	12/5/11 7:30 AM (-05:00)			12/5/11 9:44 AM (-06:00)		
flightaware	UA-1534-CLE-IAH	2011-12-05 07:30AM EST	2011-12-05 07:42AM EST	 C11 	2011-12-05 09:57AM CST	2011-12-05 09:42AM CST	 43 
wunderground	UA-1534-CLE-IAH	2011-12-05 07:30AM EST	2011-12-05 07:42AM EST	 C11 	2011-12-05 09:57AM CST	2011-12-05 09:42AM CST	 43 
flights	UA-1534-CLE-IAH	07:30 AM  Mon 05-Dec-2011	07:28 AM  Mon 05-Dec-2011	C11	09:44 AM  Mon 05-Dec-2011	10:12 AM  Mon 05-Dec-2011	43
businesstravellogue	UA-1534-CLE-IAH	07:30 AM  Mon 05-Dec-2011	07:28 AM  Mon 05-Dec-2011	C11	09:44 AM  Mon 05-Dec-2011	10:12 AM  Mon 05-Dec-2011	43
flylouisville	UA-1534-CLE-IAH	07:30 AM  Mon 05-Dec-2011	07:28 AM  Mon 05-Dec-2011	C11	09:44 AM  Mon 05-Dec-2011	10:12 AM  Mon 05-Dec-2011	43
world-flight-tracker	UA-1534-CLE-IAH	2011-12-05 7:30 AM	2011-12-05 7:28 AM		2011-12-05 9:44 AM	2011-12-05 10:12 AM	
flightview	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05	Main Term - C11	9:44 AM, Dec 05	10:12 AM, Dec 05	Term C - C43
panynj	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05	Main Term - C11	9:44 AM, Dec 05	10:12 AM, Dec 05	Term C - C43
gofox	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05		9:44 AM, Dec 05	10:12 AM, Dec 05	
foxbusiness	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05	Main Term - C11	9:44 AM, Dec 05	10:12 AM, Dec 05	Term C - C43
allegiantair	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05	Main Term - C11	9:44 AM, Dec 05	10:12 AM, Dec 05	Term C - C43
boston	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05		9:44 AM, Dec 05	10:00 AM, Dec 05	
travelocity	UA-1534-CLE-IAH	Dec 05 - 7:30am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 9:44am	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-1534-CLE-IAH	7:30aDec 5	7:28aDec 5	 C11	9:44aDec 5	10:12aDec 5	 43
weather	UA-1534-CLE-IAH	2011-12-05 07:30 AM	2011-12-05 07:42 AM		2011-12-05 09:44 AM	2011-12-05 09:49 AM	
flightarrival	UA-1534-CLE-IAH	7:30 AM, Dec 05	7:42 AM, Dec 05		9:44 AM, Dec 05	10:00 AM, Dec 05	
CO	CO-152-IAH-EWR	Mon., Dec.05, 2011 12:00 p.m.	Mon., Dec.05, 2011 11:58 a.m.		Mon., Dec.05, 2011 4:31 p.m.	Mon., Dec.05, 2011 4:37 p.m.	
flightexplorer	CO-152-IAH-EWR		12/5/2011 12:28PM CST			12/5/2011 4:23PM EST	
airtravelcenter	CO-152-IAH-EWR	12/5/11 12:00 PM (-06:00)			12/5/11 4:31 PM (-05:00)		
myrateplan	CO-152-IAH-EWR	12/5/11 12:00 PM (-06:00)			12/5/11 4:31 PM (-05:00)		
helloflight	CO-152-IAH-EWR	12/5/11 12:00 PM (-06:00)			12/5/11 4:31 PM (-05:00)		
flytecomm	CO-152-IAH-EWR	12/5/11 12:00 PM (-06:00)			12/5/11 4:31 PM (-05:00)		
flights	CO-152-IAH-EWR		2011-12-05 11:58 AM	4		2011-12-05 04:37 PM	121
businesstravellogue	CO-152-IAH-EWR		2011-12-05 11:58 AM	4		2011-12-05 04:37 PM	121
flylouisville	CO-152-IAH-EWR		2011-12-05 11:58 AM	4		2011-12-05 04:37 PM	121
flightstats	CO-152-IAH-EWR	2011-12-05 12:00 PM	2011-12-05 11:58 AM		2011-12-05 4:31 PM	2011-12-05 4:37 PM	
quicktrip	CO-152-IAH-EWR	2011-12-05 12:00 PM	2011-12-05 11:58 AM		2011-12-05 4:31 PM	2011-12-05 4:37 PM	
flightview	CO-152-IAH-EWR		12:30 PMDec 05			4:37 PMDec 05	
panynj	CO-152-IAH-EWR		12:30 PMDec 05			4:37 PMDec 05	
gofox	CO-152-IAH-EWR		12:30 PMDec 05			4:37 PMDec 05	
foxbusiness	CO-152-IAH-EWR		12:30 PMDec 05			4:37 PMDec 05	
allegiantair	CO-152-IAH-EWR		12:30 PMDec 05			4:37 PMDec 05	
boston	CO-152-IAH-EWR		12:30 PMDec 05			4:25 PMDec 05	
orbitz	CO-152-IAH-EWR	12:00pDec 5	11:58aDec 5	 E4	4:31pDec 5	4:37pDec 5	 C121
weather	CO-152-IAH-EWR	2011-12-05 12:00 PM			2011-12-05 04:31 PM		
usatoday	CO-152-IAH-EWR		12:30 PMDec 05			4:25 PMDec 05	
flightarrival	CO-152-IAH-EWR	2011-12-05 12:00 PM			2011-12-05 04:31 PM		
aa	AA-16-SFO-JFK	12/05/2011 12:30 PM	12/05/2011 12:47 PM	58B	12/05/2011 09:00 PM	12/05/2011 09:15 PM	40
flightexplorer	AA-16-SFO-JFK		12/5/2011 12:47PM PST			12/5/2011 8:58PM EST	
airtravelcenter	AA-16-SFO-JFK		12/5/11 12:47 PM (-08:00)			12/5/11 8:33 PM (-05:00)	
myrateplan	AA-16-SFO-JFK		12/5/11 12:47 PM (-08:00)			12/5/11 8:33 PM (-05:00)	
helloflight	AA-16-SFO-JFK		12/5/11 12:47 PM (-08:00)			12/5/11 8:33 PM (-05:00)	
flytecomm	AA-16-SFO-JFK		12/5/11 12:47 PM (-08:00)			12/5/11 8:33 PM (-05:00)	
flightaware	AA-16-SFO-JFK	2011-12-05 12:30PM PST	2011-12-05 12:47PM PST	 58B 	2011-12-05 08:24PM EST	2011-12-05 08:33PM EST	 40 
wunderground	AA-16-SFO-JFK	2011-12-05 12:30PM PST	2011-12-05 12:47PM PST	 58B 	2011-12-05 08:24PM EST	2011-12-05 08:33PM EST	 40 
flights	AA-16-SFO-JFK	12:30 PM  Mon 05-Dec-2011	12:47 PM  Mon 05-Dec-2011	58B	09:00 PM  Mon 05-Dec-2011	09:15 PM  Mon 05-Dec-2011	C40
businesstravellogue	AA-16-SFO-JFK	12:30 PM  Mon 05-Dec-2011	12:47 PM  Mon 05-Dec-2011	58B	09:00 PM  Mon 05-Dec-2011	09:15 PM  Mon 05-Dec-2011	C40
flylouisville	AA-16-SFO-JFK	12:30 PM  Mon 05-Dec-2011	12:47 PM  Mon 05-Dec-2011	58B	09:00 PM  Mon 05-Dec-2011	09:15 PM  Mon 05-Dec-2011	C40
flightstats	AA-16-SFO-JFK	2011-12-05 12:30 PM	2011-12-05 12:47 PM		2011-12-05 9:00 PM	2011-12-05 9:15 PM	
