CO	CO-4237-EWR-DTW	Sat., Dec.24, 2011 12:33 p.m.	Sat., Dec.24, 2011 12:40 p.m.		Sat., Dec.24, 2011 2:38 p.m.	Sat., Dec.24, 2011 2:33 p.m.	
airtravelcenter	AA-309-LGA-ORD		12/24/11 8:50 AM (-05:00)			12/24/11 9:53 AM (-06:00)	
myrateplan	AA-309-LGA-ORD		12/24/11 8:50 AM (-05:00)			12/24/11 9:53 AM (-06:00)	
helloflight	AA-309-LGA-ORD		12/24/11 8:50 AM (-05:00)			12/24/11 9:53 AM (-06:00)	
flytecomm	AA-309-LGA-ORD		12/24/11 8:50 AM (-05:00)			12/24/11 9:53 AM (-06:00)	
flights	AA-309-LGA-ORD		2011-12-24 08:30 AM	D7		2011-12-24 10:03 AM	H17
businesstravellogue	AA-309-LGA-ORD		2011-12-24 08:30 AM	D7		2011-12-24 10:03 AM	H17
flylouisville	AA-309-LGA-ORD		2011-12-24 08:30 AM	D7		2011-12-24 10:03 AM	H17
flightview	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
panynj	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
gofox	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
foxbusiness	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
allegiantair	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
boston	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
travelocity	AA-309-LGA-ORD	Dec 24 - 8:30am	Dec 24 - 8:30am	D7	Dec 24 - 10:20am	Dec 24 - 10:03am	H17/T3
orbitz	AA-309-LGA-ORD	8:30aDec 24	8:30aDec 24	 D7	10:20aDec 24	10:03aDec 24	 H17
weather	AA-309-LGA-ORD	2011-12-24 08:30 AM			2011-12-24 10:20 AM		
ord	AA-309-LGA-ORD	2011-12-24 8:30 AM		D7	2011-12-24 10:20 AM		H17
usatoday	AA-309-LGA-ORD	2011-12-24 08:30 AM			2011-12-24 10:20 AM		
mytripandmore	AA-309-LGA-ORD	Dec 24 - 8:30am	Dec 24 - 8:30am	D7	Dec 24 - 10:20am	Dec 24 - 10:03am	H17/T3
flightarrival	AA-309-LGA-ORD		8:50 AMDec 24			9:55 AMDec 24	
ua	UA-2891-PHL-MCO	Sat, Dec 24 8:40 PM	Sat, Dec 24 8:40 PM	A16	Sat, Dec 24 11:13 PM	Sat, Dec 24 10:57 PM	57
airtravelcenter	UA-2891-PHL-MCO		12/24/11 8:50 PM (-05:00)			12/24/11 10:46 PM (-05:00)	
myrateplan	UA-2891-PHL-MCO		12/24/11 8:50 PM (-05:00)			12/24/11 10:46 PM (-05:00)	
helloflight	UA-2891-PHL-MCO		12/24/11 8:50 PM (-05:00)			12/24/11 10:46 PM (-05:00)	
flytecomm	UA-2891-PHL-MCO		12/24/11 8:50 PM (-05:00)			12/24/11 10:46 PM (-05:00)	
flightaware	UA-2891-PHL-MCO	2011-12-24 08:40PM EST	2011-12-24 08:51PM EST		2011-12-24 10:46PM EST	2011-12-24 10:54PM EST	
wunderground	UA-2891-PHL-MCO	2011-12-24 08:40PM EST	2011-12-24 08:51PM EST		2011-12-24 10:46PM EST	2011-12-24 10:54PM EST	
flights	UA-2891-PHL-MCO	08:40 PM  Sat 24-Dec-2011	08:35 PM  Sat 24-Dec-2011	16	11:13 PM  Sat 24-Dec-2011	10:57 PM  Sat 24-Dec-2011	57
businesstravellogue	UA-2891-PHL-MCO	08:40 PM  Sat 24-Dec-2011	08:35 PM  Sat 24-Dec-2011	16	11:13 PM  Sat 24-Dec-2011	10:57 PM  Sat 24-Dec-2011	57
flylouisville	UA-2891-PHL-MCO	08:40 PM  Sat 24-Dec-2011	08:35 PM  Sat 24-Dec-2011	16	11:13 PM  Sat 24-Dec-2011	10:57 PM  Sat 24-Dec-2011	57
flightstats	UA-2891-PHL-MCO	2011-12-24 8:40 PM	2011-12-24 8:35 PM		2011-12-24 11:13 PM	2011-12-24 10:57 PM	
quicktrip	UA-2891-PHL-MCO	2011-12-24 8:40 PM	2011-12-24 8:35 PM		2011-12-24 11:13 PM	2011-12-24 10:57 PM	
world-flight-tracker	UA-2891-PHL-MCO	2011-12-24 8:40 PM	2011-12-24 8:35 PM		2011-12-24 11:13 PM	2011-12-24 10:57 PM	
flightview	UA-2891-PHL-MCO	8:40 PM, Dec 24	8:52 PM, Dec 24	A16	11:13 PM, Dec 24	10:55 PM, Dec 24	57
panynj	UA-2891-PHL-MCO	8:40 PM, Dec 24	8:52 PM, Dec 24	A16	11:13 PM, Dec 24	10:55 PM, Dec 24	57
gofox	UA-2891-PHL-MCO	8:40 PM, Dec 24	8:52 PM, Dec 24		11:13 PM, Dec 24	10:55 PM, Dec 24	
foxbusiness	UA-2891-PHL-MCO	8:40 PM, Dec 24	8:52 PM, Dec 24	A16	11:13 PM, Dec 24	10:55 PM, Dec 24	57
allegiantair	UA-2891-PHL-MCO	8:40 PM, Dec 24	8:52 PM, Dec 24	A16	11:13 PM, Dec 24	10:55 PM, Dec 24	57
boston	UA-2891-PHL-MCO	8:40 PM, Dec 24	8:52 PM, Dec 24		11:13 PM, Dec 24	10:55 PM, Dec 24	
travelocity	UA-2891-PHL-MCO	Dec 24 - 8:40pm	Dec 24 - Contact Airline	Not provided by airline	Dec 24 - 11:13pm	Dec 24 - Contact Airline	Not provided by airline
orbitz	UA-2891-PHL-MCO	8:40pDec 24	8:35pDec 24	 -	11:13pDec 24	10:57pDec 24	 -
weather	UA-2891-PHL-MCO	2011-12-24 08:40 PM			2011-12-24 11:13 PM		
usatoday	UA-2891-PHL-MCO	2011-12-24 8:40 PM	2011-12-24 8:35 PM		2011-12-24 11:13 PM	2011-12-24 10:57 PM	
flightwise	UA-2891-PHL-MCO	2011-12-24 08:40PM EST	2011-12-24 08:51PM EST		2011-12-24 10:46PM EST	2011-12-24 10:54PM EST	
flightarrival	UA-2891-PHL-MCO	2011-12-24 08:40 PM			2011-12-24 11:13 PM		
ua	UA-2467-LGA-CLT	Sat, Dec 24 5:05 PM	Sat, Dec 24 5:05 PM	15	Sat, Dec 24 7:13 PM	Sat, Dec 24 6:43 PM	B11
airtravelcenter	UA-2467-LGA-CLT		12/24/11 5:10 PM (-05:00)			12/24/11 6:40 PM (-05:00)	
myrateplan	UA-2467-LGA-CLT		12/24/11 5:10 PM (-05:00)			12/24/11 6:40 PM (-05:00)	
helloflight	UA-2467-LGA-CLT		12/24/11 5:10 PM (-05:00)			12/24/11 6:40 PM (-05:00)	
flytecomm	UA-2467-LGA-CLT		12/24/11 5:10 PM (-05:00)			12/24/11 6:40 PM (-05:00)	
flights	UA-2467-LGA-CLT		2011-12-24 04:55 PM	15		2011-12-24 06:43 PM	B11
businesstravellogue	UA-2467-LGA-CLT		2011-12-24 04:55 PM	15		2011-12-24 06:43 PM	B11
flylouisville	UA-2467-LGA-CLT		2011-12-24 04:55 PM	15		2011-12-24 06:43 PM	B11
flightview	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
panynj	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
gofox	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
foxbusiness	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
allegiantair	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
boston	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
travelocity	UA-2467-LGA-CLT	Dec 24 - 5:05pm	Dec 24 - Contact Airline	Not provided by airline	Dec 24 - 7:13pm	Dec 24 - Contact Airline	Not provided by airline
orbitz	UA-2467-LGA-CLT	5:05pDec 24	4:55pDec 24	 -	7:13pDec 24	6:43pDec 24	 -
weather	UA-2467-LGA-CLT	2011-12-24 05:05 PM			2011-12-24 07:13 PM		
usatoday	UA-2467-LGA-CLT	2011-12-24 05:05 PM			2011-12-24 07:13 PM		
mytripandmore	UA-2467-LGA-CLT	5:05pDec 24	4:55pDec 24	 -	7:13pDec 24	6:43pDec 24	 -
flightarrival	UA-2467-LGA-CLT		5:10 PMDec 24			6:42 PMDec 24	
CO	CO-1237-PHX-IAH	Sat., Dec.24, 2011 5:50 a.m.	Sat., Dec.24, 2011 5:50 a.m.		Sat., Dec.24, 2011 9:25 a.m.	Sat., Dec.24, 2011 9:20 a.m.	
flightexplorer	CO-1237-PHX-IAH		12/24/2011 6:05AM MST			12/24/2011 9:10AM CST	
airtravelcenter	CO-1237-PHX-IAH	12/24/11 5:50 AM (-07:00)			12/24/11 9:25 AM (-06:00)		
myrateplan	CO-1237-PHX-IAH	12/24/11 5:50 AM (-07:00)			12/24/11 9:25 AM (-06:00)		
helloflight	CO-1237-PHX-IAH	12/24/11 5:50 AM (-07:00)			12/24/11 9:25 AM (-06:00)		
flytecomm	CO-1237-PHX-IAH	12/24/11 5:50 AM (-07:00)			12/24/11 9:25 AM (-06:00)		
flights	CO-1237-PHX-IAH		2011-12-24 05:50 AM	6B		2011-12-24 09:20 AM	42
businesstravellogue	CO-1237-PHX-IAH		2011-12-24 05:50 AM	6B		2011-12-24 09:20 AM	42
flylouisville	CO-1237-PHX-IAH		2011-12-24 05:50 AM	6B		2011-12-24 09:20 AM	42
flightstats	CO-1237-PHX-IAH	2011-12-24 5:50 AM	2011-12-24 5:50 AM		2011-12-24 9:25 AM	2011-12-24 9:20 AM	
quicktrip	CO-1237-PHX-IAH	2011-12-24 5:50 AM	2011-12-24 5:50 AM		2011-12-24 9:25 AM	2011-12-24 9:20 AM	
flightview	CO-1237-PHX-IAH		6:05 AMDec 24			9:20 AMDec 24	
panynj	CO-1237-PHX-IAH		6:05 AMDec 24			9:20 AMDec 24	
gofox	CO-1237-PHX-IAH		6:05 AMDec 24			9:20 AMDec 24	
foxbusiness	CO-1237-PHX-IAH		6:05 AMDec 24			9:20 AMDec 24	
allegiantair	CO-1237-PHX-IAH		6:05 AMDec 24			9:20 AMDec 24	
boston	CO-1237-PHX-IAH		6:05 AMDec 24			9:15 AMDec 24	
orbitz	CO-1237-PHX-IAH	5:50aDec 24	5:50aDec 24	 6B	9:25aDec 24	9:20aDec 24	 42
weather	CO-1237-PHX-IAH	2011-12-24 05:50 AM			2011-12-24 09:25 AM		
ifly	CO-1237-PHX-IAH	2011-12-24 5:50 AM	2011-12-24 5:50 AM		2011-12-24 9:25 AM	2011-12-24 9:20 AM	
usatoday	CO-1237-PHX-IAH	2011-12-24 05:50 AM			2011-12-24 09:25 AM		
aa	AA-2907-DFW-CVG	December 24, 2011               03:35 PM    	December 24, 2011               03:32 PM    	 B5	December 24, 2011               06:40 PM    	December 24, 2011               06:28 PM    	 5    
airtravelcenter	AA-2907-DFW-CVG		12/24/11 3:49 PM (-06:00)			12/24/11 6:27 PM (-05:00)	
myrateplan	AA-2907-DFW-CVG		12/24/11 3:49 PM (-06:00)			12/24/11 6:27 PM (-05:00)	
helloflight	AA-2907-DFW-CVG		12/24/11 3:49 PM (-06:00)			12/24/11 6:27 PM (-05:00)	
flytecomm	AA-2907-DFW-CVG		12/24/11 3:49 PM (-06:00)			12/24/11 6:27 PM (-05:00)	
flightaware	AA-2907-DFW-CVG	2011-12-24 03:35PM CST	2011-12-24 03:49PM CST	 B5 	2011-12-24 06:32PM EST	2011-12-24 06:24PM EST	 5 
wunderground	AA-2907-DFW-CVG	2011-12-24 03:35PM CST	2011-12-24 03:49PM CST	 B5 	2011-12-24 06:32PM EST	2011-12-24 06:24PM EST	 5 
flights	AA-2907-DFW-CVG	03:35 PM  Sat 24-Dec-2011	03:32 PM  Sat 24-Dec-2011	B5	06:40 PM  Sat 24-Dec-2011	06:28 PM  Sat 24-Dec-2011	5
businesstravellogue	AA-2907-DFW-CVG	03:35 PM  Sat 24-Dec-2011	03:32 PM  Sat 24-Dec-2011	B5	06:40 PM  Sat 24-Dec-2011	06:28 PM  Sat 24-Dec-2011	5
flylouisville	AA-2907-DFW-CVG	03:35 PM  Sat 24-Dec-2011	03:32 PM  Sat 24-Dec-2011	B5	06:40 PM  Sat 24-Dec-2011	06:28 PM  Sat 24-Dec-2011	5
flightstats	AA-2907-DFW-CVG	2011-12-24 3:35 PM	2011-12-24 3:32 PM		2011-12-24 6:40 PM	2011-12-24 6:28 PM	
quicktrip	AA-2907-DFW-CVG	2011-12-24 3:35 PM	2011-12-24 3:32 PM		2011-12-24 6:40 PM	2011-12-24 6:28 PM	
world-flight-tracker	AA-2907-DFW-CVG	2011-12-24 3:35 PM	2011-12-24 3:32 PM		2011-12-24 6:40 PM	2011-12-24 6:28 PM	
flightview	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24	B5	6:40 PM, Dec 24	6:29 PM, Dec 24	Terminal 2
panynj	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24	B5	6:40 PM, Dec 24	6:29 PM, Dec 24	Terminal 2
gofox	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24		6:40 PM, Dec 24	6:29 PM, Dec 24	
foxbusiness	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24	B5	6:40 PM, Dec 24	6:29 PM, Dec 24	Terminal 2
allegiantair	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24	B5	6:40 PM, Dec 24	6:29 PM, Dec 24	Terminal 2
boston	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24		6:40 PM, Dec 24	6:29 PM, Dec 24	
travelocity	AA-2907-DFW-CVG	Dec 24 - 3:35pm	Dec 24 - 3:32pm	B5/B	Dec 24 - 6:40pm	Dec 24 - 6:28pm	5
orbitz	AA-2907-DFW-CVG	3:35pDec 24	3:32pDec 24	 B5	6:40pDec 24	6:28pDec 24	 5
weather	AA-2907-DFW-CVG	2011-12-24 03:35 PM			2011-12-24 06:40 PM		
dfw	AA-2907-DFW-CVG	2011-12-24 3:35 pm		B5			
usatoday	AA-2907-DFW-CVG	3:35 PM, Dec 24	3:49 PM, Dec 24		6:40 PM, Dec 24	6:29 PM, Dec 24	
mytripandmore	AA-2907-DFW-CVG	3:35pDec 24	3:32pDec 24	 B5	6:40pDec 24	6:28pDec 24	 5
CO	CO-17-EWR-LAX	Sat., Dec.24, 2011 1:10 p.m.	Sat., Dec.24, 2011 1:11 p.m.		Sat., Dec.24, 2011 4:27 p.m.	Sat., Dec.24, 2011 3:58 p.m.	
airtravelcenter	CO-17-EWR-LAX	12/24/11 1:10 PM (-05:00)			12/24/11 4:27 PM (-08:00)		
myrateplan	CO-17-EWR-LAX	12/24/11 1:10 PM (-05:00)			12/24/11 4:27 PM (-08:00)		
helloflight	CO-17-EWR-LAX	12/24/11 1:10 PM (-05:00)			12/24/11 4:27 PM (-08:00)		
flytecomm	CO-17-EWR-LAX	12/24/11 1:10 PM (-05:00)			12/24/11 4:27 PM (-08:00)		
flightaware	CO-17-EWR-LAX	2011-12-24 01:10PM EST	2011-12-24 01:25PM EST	 C73 	2011-12-24 04:17PM PST	2011-12-24 03:48PM PST	 66 
wunderground	CO-17-EWR-LAX	2011-12-24 01:10PM EST	2011-12-24 01:25PM EST	 C73 	2011-12-24 04:17PM PST	2011-12-24 03:48PM PST	 66 
flights	CO-17-EWR-LAX		2011-12-24 01:11 PM	73		2011-12-24 03:58 PM	66
businesstravellogue	CO-17-EWR-LAX		2011-12-24 01:11 PM	73		2011-12-24 03:58 PM	66
flylouisville	CO-17-EWR-LAX		2011-12-24 01:11 PM	73		2011-12-24 03:58 PM	66
flightstats	CO-17-EWR-LAX	2011-12-24 1:10 PM	2011-12-24 1:11 PM		2011-12-24 4:27 PM	2011-12-24 3:58 PM	
quicktrip	CO-17-EWR-LAX	2011-12-24 1:10 PM	2011-12-24 1:11 PM		2011-12-24 4:27 PM	2011-12-24 3:58 PM	
flightview	CO-17-EWR-LAX		1:26 PMDec 24			3:58 PMDec 24	
panynj	CO-17-EWR-LAX		1:26 PMDec 24			3:58 PMDec 24	
gofox	CO-17-EWR-LAX		1:26 PMDec 24			3:58 PMDec 24	
foxbusiness	CO-17-EWR-LAX		1:26 PMDec 24			3:58 PMDec 24	
allegiantair	CO-17-EWR-LAX		1:26 PMDec 24			3:58 PMDec 24	
boston	CO-17-EWR-LAX		1:26 PMDec 24			3:49 PMDec 24	
orbitz	CO-17-EWR-LAX	1:10pDec 24	1:11pDec 24	 C73	4:27pDec 24	3:58pDec 24	 66
flightwise	CO-17-EWR-LAX	2011-12-24 01:10PM EST	2011-12-24 01:25PM EST	 C73 	2011-12-24 04:17PM PST	2011-12-24 03:48PM PST	 66 
ua	UA-1006-IAH-ORD	Sat, Dec 24 7:20 AM	Sat, Dec 24 7:29 AM            Delayed	E23	Sat, Dec 24 10:00 AM	Sat, Dec 24 9:35 AM	B2
flightexplorer	UA-1006-IAH-ORD		12/24/2011 7:42AM CST			12/24/2011 9:32AM CST	
airtravelcenter	UA-1006-IAH-ORD		12/24/11 7:43 AM (-06:00)			12/24/11 9:32 AM (-06:00)	
myrateplan	UA-1006-IAH-ORD		12/24/11 7:43 AM (-06:00)			12/24/11 9:32 AM (-06:00)	
helloflight	UA-1006-IAH-ORD		12/24/11 7:43 AM (-06:00)			12/24/11 9:32 AM (-06:00)	
flytecomm	UA-1006-IAH-ORD		12/24/11 7:43 AM (-06:00)			12/24/11 9:32 AM (-06:00)	
flightaware	UA-1006-IAH-ORD	2011-12-24 07:20AM CST	2011-12-24 07:42AM CST	 E23 	2011-12-24 09:27AM CST	2011-12-24 09:30AM CST	 B2 
wunderground	UA-1006-IAH-ORD	2011-12-24 07:20AM CST	2011-12-24 07:42AM CST	 E23 	2011-12-24 09:27AM CST	2011-12-24 09:30AM CST	 B2 
flights	UA-1006-IAH-ORD		2011-12-24 07:29 AM	23		2011-12-24 09:35 AM	B2
businesstravellogue	UA-1006-IAH-ORD		2011-12-24 07:29 AM	23		2011-12-24 09:35 AM	B2
flylouisville	UA-1006-IAH-ORD		2011-12-24 07:29 AM	23		2011-12-24 09:35 AM	B2
flightstats	UA-1006-IAH-ORD	2011-12-24 7:20 AM	2011-12-24 7:29 AM		2011-12-24 10:00 AM	2011-12-24 9:35 AM	
quicktrip	UA-1006-IAH-ORD	2011-12-24 7:20 AM	2011-12-24 7:29 AM		2011-12-24 10:00 AM	2011-12-24 9:35 AM	
flightview	UA-1006-IAH-ORD		7:43 AMDec 24			9:35 AMDec 24	
panynj	UA-1006-IAH-ORD		7:43 AMDec 24			9:35 AMDec 24	
gofox	UA-1006-IAH-ORD		7:43 AMDec 24			9:35 AMDec 24	
foxbusiness	UA-1006-IAH-ORD		7:43 AMDec 24			9:35 AMDec 24	
allegiantair	UA-1006-IAH-ORD		7:43 AMDec 24			9:35 AMDec 24	
boston	UA-1006-IAH-ORD		7:43 AMDec 24			9:31 AMDec 24	
orbitz	UA-1006-IAH-ORD	7:20aDec 24	7:29aDec 24	 E23	10:00aDec 24	9:35aDec 24	 B2
ord	UA-1006-IAH-ORD	2011-12-24 7:20 AM		23	2011-12-24 10:00 AM		B2
flightarrival	UA-1006-IAH-ORD		7:43 AMDec 24			9:31 AMDec 24	
ua	UA-1159-LAS-IAH	Sat, Dec 24 6:40 AM	Sat, Dec 24 6:35 AM	D53	Sat, Dec 24 11:38 AM	Sat, Dec 24 11:29 AM	C-30
flightexplorer	UA-1159-LAS-IAH		12/24/2011 6:47AM PST			12/24/2011 11:23AM CST	
airtravelcenter	UA-1159-LAS-IAH		12/24/11 6:48 AM (-08:00)			12/24/11 11:23 AM (-06:00)	
airtravelcenter	UA-1159-LAS-IAH	12/24/11 6:40 AM (-08:00)			12/24/11 11:38 AM (-06:00)		
myrateplan	UA-1159-LAS-IAH		12/24/11 6:48 AM (-08:00)			12/24/11 11:23 AM (-06:00)	
myrateplan	UA-1159-LAS-IAH	12/24/11 6:40 AM (-08:00)			12/24/11 11:38 AM (-06:00)		
helloflight	UA-1159-LAS-IAH		12/24/11 6:48 AM (-08:00)			12/24/11 11:23 AM (-06:00)	
helloflight	UA-1159-LAS-IAH	12/24/11 6:40 AM (-08:00)			12/24/11 11:38 AM (-06:00)		
flytecomm	UA-1159-LAS-IAH		12/24/11 6:48 AM (-08:00)			12/24/11 11:23 AM (-06:00)	
flytecomm	UA-1159-LAS-IAH	12/24/11 6:40 AM (-08:00)			12/24/11 11:38 AM (-06:00)		
flights	UA-1159-LAS-IAH		2011-12-24 06:35 AM	D53		2011-12-24 11:29 AM	30
businesstravellogue	UA-1159-LAS-IAH		2011-12-24 06:35 AM	D53		2011-12-24 11:29 AM	30
flylouisville	UA-1159-LAS-IAH		2011-12-24 06:35 AM	D53		2011-12-24 11:29 AM	30
flightview	UA-1159-LAS-IAH		6:48 AMDec 24			11:29 AMDec 24	
panynj	UA-1159-LAS-IAH		6:48 AMDec 24			11:29 AMDec 24	
gofox	UA-1159-LAS-IAH		6:48 AMDec 24			11:29 AMDec 24	
foxbusiness	UA-1159-LAS-IAH		6:48 AMDec 24			11:29 AMDec 24	
allegiantair	UA-1159-LAS-IAH		6:48 AMDec 24			11:29 AMDec 24	
boston	UA-1159-LAS-IAH		6:48 AMDec 24			11:21 AMDec 24	
travelocity	UA-1159-LAS-IAH	Dec 24 - 6:40am	Dec 24 - Contact Airline	Not provided by airline	Dec 24 - 11:38am	Dec 24 - Contact Airline	Not provided by airline
orbitz	UA-1159-LAS-IAH	6:40aDec 24	6:35aDec 24	 D53	11:38aDec 24	11:29aDec 24	 30
weather	UA-1159-LAS-IAH	2011-12-24 06:40 AM			2011-12-24 11:38 AM		
aa	AA-3564-MIA-CLT	December 24, 2011               07:55 AM    	December 24, 2011               08:53 AM    	 D53	December 24, 2011               09:55 AM    	December 24, 2011               11:04 AM    	 A11    
flightexplorer	AA-3564-MIA-CLT		12/24/2011 9:05AM EST			12/24/2011 10:46AM EST	
airtravelcenter	AA-3564-MIA-CLT		12/24/11 9:05 AM (-05:00)			12/24/11 10:46 AM (-05:00)	
myrateplan	AA-3564-MIA-CLT		12/24/11 9:05 AM (-05:00)			12/24/11 10:46 AM (-05:00)	
helloflight	AA-3564-MIA-CLT		12/24/11 9:05 AM (-05:00)			12/24/11 10:46 AM (-05:00)	
flytecomm	AA-3564-MIA-CLT		12/24/11 9:05 AM (-05:00)			12/24/11 10:46 AM (-05:00)	
flightaware	AA-3564-MIA-CLT	2011-12-24 07:55AM EST	2011-12-24 09:05AM EST	 D53 	2011-12-24 09:52AM EST	2011-12-24 10:43AM EST	 A11 
wunderground	AA-3564-MIA-CLT	2011-12-24 07:55AM EST	2011-12-24 09:05AM EST	 D53 	2011-12-24 09:52AM EST	2011-12-24 10:43AM EST	 A11 
flights	AA-3564-MIA-CLT	07:55 AM  Sat 24-Dec-2011	08:53 AM  Sat 24-Dec-2011	D53	09:55 AM  Sat 24-Dec-2011	11:04 AM  Sat 24-Dec-2011	A11
businesstravellogue	AA-3564-MIA-CLT	07:55 AM  Sat 24-Dec-2011	08:53 AM  Sat 24-Dec-2011	D53	09:55 AM  Sat 24-Dec-2011	11:04 AM  Sat 24-Dec-2011	A11
flylouisville	AA-3564-MIA-CLT	07:55 AM  Sat 24-Dec-2011	08:53 AM  Sat 24-Dec-2011	D53	09:55 AM  Sat 24-Dec-2011	11:04 AM  Sat 24-Dec-2011	A11
flightstats	AA-3564-MIA-CLT	2011-12-24 7:55 AM	2011-12-24 8:53 AM		2011-12-24 9:55 AM	2011-12-24 11:04 AM	
quicktrip	AA-3564-MIA-CLT	2011-12-24 7:55 AM	2011-12-24 8:53 AM		2011-12-24 9:55 AM	2011-12-24 11:04 AM	
world-flight-tracker	AA-3564-MIA-CLT	2011-12-24 7:55 AM	2011-12-24 8:53 AM		2011-12-24 9:55 AM	2011-12-24 11:04 AM	
flightview	AA-3564-MIA-CLT	7:55 AM, Dec 24	9:05 AM, Dec 24		9:55 AM, Dec 24	10:44 AM, Dec 24	
panynj	AA-3564-MIA-CLT	7:55 AM, Dec 24	9:05 AM, Dec 24		9:55 AM, Dec 24	10:44 AM, Dec 24	
gofox	AA-3564-MIA-CLT	7:55 AM, Dec 24	9:05 AM, Dec 24		9:55 AM, Dec 24	10:44 AM, Dec 24	
foxbusiness	AA-3564-MIA-CLT	7:55 AM, Dec 24	9:05 AM, Dec 24		9:55 AM, Dec 24	10:44 AM, Dec 24	
allegiantair	AA-3564-MIA-CLT	7:55 AM, Dec 24	9:05 AM, Dec 24		9:55 AM, Dec 24	10:44 AM, Dec 24	
boston	AA-3564-MIA-CLT	7:55 AM, Dec 24	9:05 AM, Dec 24		9:55 AM, Dec 24	10:44 AM, Dec 24	
travelocity	AA-3564-MIA-CLT	Dec 24 - 7:55am	Dec 24 - 8:53am	D53	Dec 24 - 9:55am	Dec 24 - 11:04am	A11
orbitz	AA-3564-MIA-CLT	7:55aDec 24	8:53aDec 24	 D53	9:55aDec 24	11:04aDec 24	 A11
weather	AA-3564-MIA-CLT	2011-12-24 07:55 AM			2011-12-24 09:55 AM		
mytripandmore	AA-3564-MIA-CLT	Dec 24 - 7:55am	Dec 24 - 8:53am	D53	Dec 24 - 9:55am	Dec 24 - 11:04am	A11
flightwise	AA-3564-MIA-CLT	2011-12-24 07:55AM EST	2011-12-24 09:05AM EST	 D53 	2011-12-24 09:52AM EST	2011-12-24 10:43AM EST	 A11 
flightarrival	AA-3564-MIA-CLT	2011-12-24 07:55 AM			2011-12-24 09:55 AM		
aa	AA-4366-ORD-CVG	December 24, 2011               06:45 PM    	December 24, 2011               06:42 PM    	 G6A	December 24, 2011               09:00 PM    	December 24, 2011               08:41 PM    	 3    
flightexplorer	AA-4366-ORD-CVG		12/24/2011 6:57PM CST			12/24/2011 8:39PM EST	
airtravelcenter	AA-4366-ORD-CVG		12/24/11 6:57 PM (-06:00)			12/24/11 8:39 PM (-05:00)	
myrateplan	AA-4366-ORD-CVG		12/24/11 6:57 PM (-06:00)			12/24/11 8:39 PM (-05:00)	
helloflight	AA-4366-ORD-CVG		12/24/11 6:57 PM (-06:00)			12/24/11 8:39 PM (-05:00)	
flytecomm	AA-4366-ORD-CVG		12/24/11 6:57 PM (-06:00)			12/24/11 8:39 PM (-05:00)	
flightaware	AA-4366-ORD-CVG	2011-12-24 06:45PM CST	2011-12-24 06:57PM CST	 G6A 	2011-12-24 09:00PM EST	2011-12-24 08:36PM EST	 3 
wunderground	AA-4366-ORD-CVG	2011-12-24 06:45PM CST	2011-12-24 06:57PM CST	 G6A 	2011-12-24 09:00PM EST	2011-12-24 08:36PM EST	 3 
flights	AA-4366-ORD-CVG	06:45 PM  Sat 24-Dec-2011	06:42 PM  Sat 24-Dec-2011	G6A	09:00 PM  Sat 24-Dec-2011	08:41 PM  Sat 24-Dec-2011	3
businesstravellogue	AA-4366-ORD-CVG	06:45 PM  Sat 24-Dec-2011	06:42 PM  Sat 24-Dec-2011	G6A	09:00 PM  Sat 24-Dec-2011	08:41 PM  Sat 24-Dec-2011	3
flylouisville	AA-4366-ORD-CVG	06:45 PM  Sat 24-Dec-2011	06:42 PM  Sat 24-Dec-2011	G6A	09:00 PM  Sat 24-Dec-2011	08:41 PM  Sat 24-Dec-2011	3
flightstats	AA-4366-ORD-CVG	2011-12-24 6:45 PM	2011-12-24 6:42 PM		2011-12-24 9:00 PM	2011-12-24 8:41 PM	
quicktrip	AA-4366-ORD-CVG	2011-12-24 6:45 PM	2011-12-24 6:42 PM		2011-12-24 9:00 PM	2011-12-24 8:41 PM	
world-flight-tracker	AA-4366-ORD-CVG	2011-12-24 6:45 PM	2011-12-24 6:42 PM		2011-12-24 9:00 PM	2011-12-24 8:41 PM	
