ua	UA-1534-RTB-IAH	Sun, Dec 11 2:05 PM	Sun, Dec 11 2:21 PM	--	Sun, Dec 11 5:01 PM	Sun, Dec 11 5:02 PM	E22
boston	AA-425-ORD-SEA	3:10 PM, Dec 11	3:27 PM, Dec 11		5:45 PM, Dec 11	5:03 PM, Dec 11&nbsp(Estimated)	
travelocity	AA-425-ORD-SEA	Dec 11 - 3:10pm	Dec 11 - 3:15pm	H9/T3	Dec 11 - 5:45pm	Dec 11 - 5:19pm*	A9/1
orbitz	AA-425-ORD-SEA	3:10pDec 11	3:15pDec 11	 H9	4:53pDec 11		 A9
weather	AA-425-ORD-SEA	2011-12-11 03:10 PM	2011-12-11 03:27 PM		2011-12-11 05:45 PM	2011-12-11 05:04 PM	
ord	AA-425-ORD-SEA	2011-12-11 3:10 PM		H9	2011-12-11 5:45 PM		9
flightwise	AA-425-ORD-SEA	2011-12-11 03:10PM CST	2011-12-11 03:27PM CST	 H9 	2011-12-11 05:00PM PST	2011-12-11 05:12PM PST	 A9 
ua	UA-5836-CAE-ORD	Sun, Dec 11 5:48 PM	Sun, Dec 11 5:34 PM	--	Sun, Dec 11 6:57 PM	Sun, Dec 11 6:40 PM	F12C
airtravelcenter	UA-5836-CAE-ORD	12/11/11 5:48 PM (-05:00)			12/11/11 6:57 PM (-06:00)		
myrateplan	UA-5836-CAE-ORD	12/11/11 5:48 PM (-05:00)			12/11/11 6:57 PM (-06:00)		
helloflight	UA-5836-CAE-ORD	12/11/11 5:48 PM (-05:00)			12/11/11 6:57 PM (-06:00)		
flytecomm	UA-5836-CAE-ORD	12/11/11 5:48 PM (-05:00)			12/11/11 6:57 PM (-06:00)		
flights	UA-5836-CAE-ORD		2011-12-11 05:34 PM			2011-12-11 06:40 PM	F12C
businesstravellogue	UA-5836-CAE-ORD		2011-12-11 05:34 PM			2011-12-11 06:40 PM	F12C
flylouisville	UA-5836-CAE-ORD		2011-12-11 05:34 PM			2011-12-11 06:40 PM	F12C
flightview	UA-5836-CAE-ORD		5:46 PMDec 11			6:40 PMDec 11	
panynj	UA-5836-CAE-ORD		5:46 PMDec 11			6:40 PMDec 11	
gofox	UA-5836-CAE-ORD		5:46 PMDec 11			6:40 PMDec 11	
foxbusiness	UA-5836-CAE-ORD		5:46 PMDec 11			6:40 PMDec 11	
allegiantair	UA-5836-CAE-ORD		5:46 PMDec 11			6:40 PMDec 11	
boston	UA-5836-CAE-ORD		5:46 PMDec 11			6:19 PMDec 11	
travelocity	UA-5836-CAE-ORD	Dec 11 - Not Available	Dec 11 - 5:41pm	CHK	Dec 11 - Not Available	Dec 11 - 6:40pm	F12C
orbitz	UA-5836-CAE-ORD	5:48pDec 11	5:34pDec 11	 -	6:57pDec 11	6:40pDec 11	 F12C
weather	UA-5836-CAE-ORD	2011-12-11 05:48 PM			2011-12-11 06:57 PM		
usatoday	UA-5836-CAE-ORD	2011-12-11 05:48 PM			2011-12-11 06:57 PM		
mytripandmore	UA-5836-CAE-ORD	5:48pDec 11	5:34pDec 11	 -	6:57pDec 11	6:40pDec 11	 F12C
aa	AA-2136-SXM-MIA	December 11, 2011               04:00 PM    	December 11, 2011               04:03 PM    	 A4	December 11, 2011               06:35 PM    	December 11, 2011               06:25 PM    	 D49    
airtravelcenter	AA-2136-SXM-MIA		12/11/11 4:26 PM (-04:00)			12/11/11 6:14 PM (-05:00)	
myrateplan	AA-2136-SXM-MIA		12/11/11 4:26 PM (-04:00)			12/11/11 6:14 PM (-05:00)	
helloflight	AA-2136-SXM-MIA		12/11/11 4:26 PM (-04:00)			12/11/11 6:14 PM (-05:00)	
flytecomm	AA-2136-SXM-MIA		12/11/11 4:26 PM (-04:00)			12/11/11 6:14 PM (-05:00)	
flights	AA-2136-SXM-MIA	04:00 PM  Sun 11-Dec-2011	04:03 PM  Sun 11-Dec-2011	A4	06:35 PM  Sun 11-Dec-2011	06:25 PM  Sun 11-Dec-2011	D49
businesstravellogue	AA-2136-SXM-MIA	04:00 PM  Sun 11-Dec-2011	04:03 PM  Sun 11-Dec-2011	A4	06:35 PM  Sun 11-Dec-2011	06:25 PM  Sun 11-Dec-2011	D49
flylouisville	AA-2136-SXM-MIA	04:00 PM  Sun 11-Dec-2011	04:03 PM  Sun 11-Dec-2011	A4	06:35 PM  Sun 11-Dec-2011	06:25 PM  Sun 11-Dec-2011	D49
world-flight-tracker	AA-2136-SXM-MIA	2011-12-11 4:00 PM	2011-12-11 4:03 PM		2011-12-11 6:35 PM	2011-12-11 6:25 PM	
flightview	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:25 PM, Dec 11	
panynj	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:25 PM, Dec 11	
gofox	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:25 PM, Dec 11	
foxbusiness	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:25 PM, Dec 11	
allegiantair	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:25 PM, Dec 11	
boston	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:12 PM, Dec 11	
travelocity	AA-2136-SXM-MIA	Dec 11 - 4:00pm	Dec 11 - 4:03pm	A4	Dec 11 - 6:35pm	Dec 11 - 6:25pm	D49
orbitz	AA-2136-SXM-MIA	4:00pDec 11	4:03pDec 11	 A4	6:35pDec 11	6:25pDec 11	 D49
weather	AA-2136-SXM-MIA	2011-12-11 04:00 PM			2011-12-11 06:35 PM		
mia	AA-2136-SXM-MIA				6:35P 12-11-11	2011-12-11  6:19P	
usatoday	AA-2136-SXM-MIA	2011-12-11 04:00 PM			2011-12-11 06:35 PM		
flightarrival	AA-2136-SXM-MIA	4:00 PM, Dec 11	4:26 PM, Dec 11		6:35 PM, Dec 11	6:12 PM, Dec 11	
aa	AA-4008-ORD-CLT	December 11, 2011               02:25 PM    	December 11, 2011               02:21 PM    	 H3B	December 11, 2011               05:15 PM    	December 11, 2011               05:16 PM    	 A11    
flightexplorer	AA-4008-ORD-CLT		12/11/2011 2:39PM CST			12/11/2011 5:15PM EST	
airtravelcenter	AA-4008-ORD-CLT		12/11/11 2:39 PM (-06:00)			12/11/11 5:15 PM (-05:00)	
myrateplan	AA-4008-ORD-CLT		12/11/11 2:39 PM (-06:00)			12/11/11 5:15 PM (-05:00)	
helloflight	AA-4008-ORD-CLT		12/11/11 2:39 PM (-06:00)			12/11/11 5:15 PM (-05:00)	
flytecomm	AA-4008-ORD-CLT		12/11/11 2:39 PM (-06:00)			12/11/11 5:15 PM (-05:00)	
flightaware	AA-4008-ORD-CLT	2011-12-11 02:25PM CST	2011-12-11 02:39PM CST	 H3B 	2011-12-11 05:16PM EST	2011-12-11 05:15PM EST	 A11 
wunderground	AA-4008-ORD-CLT	2011-12-11 02:25PM CST	2011-12-11 02:39PM CST	 H3B 	2011-12-11 05:16PM EST	2011-12-11 05:15PM EST	 A11 
flights	AA-4008-ORD-CLT	02:25 PM  Sun 11-Dec-2011	02:21 PM  Sun 11-Dec-2011	H3B	05:15 PM  Sun 11-Dec-2011	05:16 PM  Sun 11-Dec-2011	A11
businesstravellogue	AA-4008-ORD-CLT	02:25 PM  Sun 11-Dec-2011	02:21 PM  Sun 11-Dec-2011	H3B	05:15 PM  Sun 11-Dec-2011	05:16 PM  Sun 11-Dec-2011	A11
flylouisville	AA-4008-ORD-CLT	02:25 PM  Sun 11-Dec-2011	02:21 PM  Sun 11-Dec-2011	H3B	05:15 PM  Sun 11-Dec-2011	05:16 PM  Sun 11-Dec-2011	A11
flightstats	AA-4008-ORD-CLT	2011-12-11 2:25 PM	2011-12-11 2:21 PM		2011-12-11 5:15 PM	2011-12-11 5:16 PM	
quicktrip	AA-4008-ORD-CLT	2011-12-11 2:25 PM	2011-12-11 2:21 PM		2011-12-11 5:15 PM	2011-12-11 5:16 PM	
world-flight-tracker	AA-4008-ORD-CLT	2011-12-11 2:25 PM	2011-12-11 2:21 PM		2011-12-11 5:15 PM	2011-12-11 5:16 PM	
flightview	AA-4008-ORD-CLT	2:25 PM, Dec 11	2:39 PM, Dec 11		5:15 PM, Dec 11	5:13 PM, Dec 11	
panynj	AA-4008-ORD-CLT	2:25 PM, Dec 11	2:39 PM, Dec 11		5:15 PM, Dec 11	5:13 PM, Dec 11	
gofox	AA-4008-ORD-CLT	2:25 PM, Dec 11	2:39 PM, Dec 11		5:15 PM, Dec 11	5:13 PM, Dec 11	
foxbusiness	AA-4008-ORD-CLT	2:25 PM, Dec 11	2:39 PM, Dec 11		5:15 PM, Dec 11	5:13 PM, Dec 11	
allegiantair	AA-4008-ORD-CLT	2:25 PM, Dec 11	2:39 PM, Dec 11		5:15 PM, Dec 11	5:13 PM, Dec 11	
boston	AA-4008-ORD-CLT	2:25 PM, Dec 11	2:39 PM, Dec 11		5:15 PM, Dec 11	5:13 PM, Dec 11	
travelocity	AA-4008-ORD-CLT	Dec 11 - 2:25pm	Dec 11 - 2:21pm	H3B/T3	Dec 11 - 5:15pm	Dec 11 - 5:16pm	A11
orbitz	AA-4008-ORD-CLT	2:25pDec 11	2:21pDec 11	 H3B	5:15pDec 11	5:16pDec 11	 A11
weather	AA-4008-ORD-CLT	2011-12-11 02:25 PM			2011-12-11 05:15 PM		
ord	AA-4008-ORD-CLT	2011-12-11 2:25 PM		H3B	2011-12-11 5:15 PM		A11
flightwise	AA-4008-ORD-CLT	2011-12-11 02:25PM CST	2011-12-11 02:39PM CST	 H3B 	2011-12-11 05:16PM EST	2011-12-11 05:15PM EST	 A11 
ua	UA-843-ORD-GRU	Sun, Dec 11 9:31 PM	Sun, Dec 11 9:29 PM            On Time	C18	Mon, Dec 12 11:40 AM	Mon, Dec 12 11:45 AM	G00
airtravelcenter	UA-843-ORD-GRU		12/11/11 9:45 PM (-06:00)			12/12/11 11:42 AM (-02:00)	
myrateplan	UA-843-ORD-GRU		12/11/11 9:45 PM (-06:00)			12/12/11 11:42 AM (-02:00)	
helloflight	UA-843-ORD-GRU		12/11/11 9:45 PM (-06:00)			12/12/11 11:42 AM (-02:00)	
flytecomm	UA-843-ORD-GRU		12/11/11 9:45 PM (-06:00)			12/12/11 11:42 AM (-02:00)	
flights	UA-843-ORD-GRU		2011-12-11 09:29 PM	C18		2011-12-11 11:40 AM	
businesstravellogue	UA-843-ORD-GRU		2011-12-11 09:29 PM	C18		2011-12-11 11:40 AM	
flylouisville	UA-843-ORD-GRU		2011-12-11 09:29 PM	C18		2011-12-11 11:40 AM	
flightview	UA-843-ORD-GRU		9:45 PMDec 11			11:45 AMDec 12	
panynj	UA-843-ORD-GRU		9:45 PMDec 11			11:45 AMDec 12	
gofox	UA-843-ORD-GRU		9:45 PMDec 11			11:45 AMDec 12	
foxbusiness	UA-843-ORD-GRU		9:45 PMDec 11			11:45 AMDec 12	
allegiantair	UA-843-ORD-GRU		9:45 PMDec 11			11:45 AMDec 12	
boston	UA-843-ORD-GRU		9:45 PMDec 11			11:37 AMDec 12	
orbitz	UA-843-ORD-GRU	9:46pDec 11	9:44pDec 11	 C18	11:50aDec 11		 -
ord	UA-843-ORD-GRU	2011-12-11 9:31 PM		C18	2011-12-11 12/12 11:40 AM		 
mytripandmore	UA-843-ORD-GRU	9:46pDec 11	9:44pDec 11	 C18	11:50aDec 11		 -
aa	AA-1047-MIA-AUA	December 11, 2011               11:10 AM    	December 11, 2011               11:26 AM    	 D50	December 11, 2011               02:50 PM    	December 11, 2011               03:15 PM    	 8    
airtravelcenter	AA-1047-MIA-AUA		12/11/11 11:49 AM (-05:00)			12/11/11 3:09 PM (-04:00)	
myrateplan	AA-1047-MIA-AUA		12/11/11 11:49 AM (-05:00)			12/11/11 3:09 PM (-04:00)	
helloflight	AA-1047-MIA-AUA		12/11/11 11:49 AM (-05:00)			12/11/11 3:09 PM (-04:00)	
flytecomm	AA-1047-MIA-AUA		12/11/11 11:49 AM (-05:00)			12/11/11 3:09 PM (-04:00)	
flights	AA-1047-MIA-AUA		2011-12-11 11:26 AM	D50		2011-12-11 03:15 PM	8
businesstravellogue	AA-1047-MIA-AUA		2011-12-11 11:26 AM	D50		2011-12-11 03:15 PM	8
flylouisville	AA-1047-MIA-AUA		2011-12-11 11:26 AM	D50		2011-12-11 03:15 PM	8
flightview	AA-1047-MIA-AUA		11:49 AMDec 11			3:09 PMDec 11	
panynj	AA-1047-MIA-AUA		11:49 AMDec 11			3:09 PMDec 11	
gofox	AA-1047-MIA-AUA		11:49 AMDec 11			3:09 PMDec 11	
foxbusiness	AA-1047-MIA-AUA		11:49 AMDec 11			3:09 PMDec 11	
allegiantair	AA-1047-MIA-AUA		11:49 AMDec 11			3:09 PMDec 11	
boston	AA-1047-MIA-AUA		11:49 AMDec 11			3:09 PMDec 11	
orbitz	AA-1047-MIA-AUA	11:10aDec 11	11:26aDec 11	 D50	2:50pDec 11	3:15pDec 11	 8
ua	UA-630-MSY-DEN	Sun, Dec 11 2:34 PM	Sun, Dec 11 2:37 PM	C6	Sun, Dec 11 4:35 PM	Sun, Dec 11 4:22 PM	B25
flightexplorer	UA-630-MSY-DEN		12/11/2011 2:42PM CST			12/11/2011 4:10PM MST	
airtravelcenter	UA-630-MSY-DEN		12/11/11 2:43 PM (-06:00)			12/11/11 4:13 PM (-07:00)	
myrateplan	UA-630-MSY-DEN		12/11/11 2:43 PM (-06:00)			12/11/11 4:13 PM (-07:00)	
helloflight	UA-630-MSY-DEN		12/11/11 2:43 PM (-06:00)			12/11/11 4:13 PM (-07:00)	
flytecomm	UA-630-MSY-DEN		12/11/11 2:43 PM (-06:00)			12/11/11 4:13 PM (-07:00)	
flightaware	UA-630-MSY-DEN	2011-12-11 02:34PM CST	2011-12-11 02:43PM CST	 C6 	2011-12-11 04:15PM MST	2011-12-11 04:09PM MST	 B25 
wunderground	UA-630-MSY-DEN	2011-12-11 02:34PM CST	2011-12-11 02:43PM CST	 C6 	2011-12-11 04:15PM MST	2011-12-11 04:09PM MST	 B25 
flights	UA-630-MSY-DEN		2011-12-11 02:37 PM	C6		2011-12-11 04:35 PM	B25
businesstravellogue	UA-630-MSY-DEN		2011-12-11 02:37 PM	C6		2011-12-11 04:35 PM	B25
flylouisville	UA-630-MSY-DEN		2011-12-11 02:37 PM	C6		2011-12-11 04:35 PM	B25
flightview	UA-630-MSY-DEN		2:43 PMDec 11			4:17 PMDec 11	
panynj	UA-630-MSY-DEN		2:43 PMDec 11			4:17 PMDec 11	
gofox	UA-630-MSY-DEN		2:43 PMDec 11			4:17 PMDec 11	
foxbusiness	UA-630-MSY-DEN		2:43 PMDec 11			4:17 PMDec 11	
allegiantair	UA-630-MSY-DEN		2:43 PMDec 11			4:17 PMDec 11	
boston	UA-630-MSY-DEN		2:43 PMDec 11			4:17 PMDec 11	
travelocity	UA-630-MSY-DEN	Dec 11 - Not Available	Dec 11 - 2:43pm	C6	Dec 11 - Not Available	Dec 11 - 4:22pm*	B25
orbitz	UA-630-MSY-DEN	2:34pDec 11	2:37pDec 11	 C6	4:09pDec 11		 B25
weather	UA-630-MSY-DEN	2011-12-11 02:34 PM			2011-12-11 04:35 PM		
den	UA-630-MSY-DEN				2011-12-11 4:35 PM		B25
mytripandmore	UA-630-MSY-DEN	2:34pDec 11	2:37pDec 11	 C6	4:09pDec 11		 B25
aa	AA-2297-JFK-MIA	December 11, 2011               05:35 AM    	December 11, 2011               05:34 AM    	 6	December 11, 2011               08:45 AM    	December 11, 2011               08:41 AM    	 D23    
flights	AA-2297-JFK-MIA		2011-12-11 05:34 AM	B6		2011-12-11 08:41 AM	D23
businesstravellogue	AA-2297-JFK-MIA		2011-12-11 05:34 AM	B6		2011-12-11 08:41 AM	D23
flylouisville	AA-2297-JFK-MIA		2011-12-11 05:34 AM	B6		2011-12-11 08:41 AM	D23
flightview	AA-2297-JFK-MIA		5:57 AMDec 11			8:41 AMDec 11	
panynj	AA-2297-JFK-MIA		5:57 AMDec 11			8:41 AMDec 11	
gofox	AA-2297-JFK-MIA		5:57 AMDec 11			8:41 AMDec 11	
foxbusiness	AA-2297-JFK-MIA		5:57 AMDec 11			8:41 AMDec 11	
allegiantair	AA-2297-JFK-MIA		5:57 AMDec 11			8:41 AMDec 11	
boston	AA-2297-JFK-MIA		5:57 AMDec 11			8:36 AMDec 11	
travelocity	AA-2297-JFK-MIA	Dec 11 - 5:35am	Dec 11 - 5:34am	6/8	Dec 11 - 8:45am	Dec 11 - 8:41am	D23
orbitz	AA-2297-JFK-MIA	5:35aDec 11	5:34aDec 11	 6	8:45aDec 11	8:41aDec 11	 D23
weather	AA-2297-JFK-MIA	2011-12-11 05:35 AM	2011-12-11 05:57 AM		2011-12-11 08:45 AM	2011-12-11 08:56 AM	
mia	AA-2297-JFK-MIA				8:45A 12-11-11	2011-12-11  8:41A	
usatoday	AA-2297-JFK-MIA		5:57 AMDec 11			8:36 AMDec 11	
mytripandmore	AA-2297-JFK-MIA	5:35aDec 11	5:34aDec 11	 6	8:45aDec 11	8:41aDec 11	 D23
flightarrival	AA-2297-JFK-MIA		5:57 AMDec 11			8:36 AMDec 11	
ua	UA-3038-PHX-ATL	Sun, Dec 11 11:10 AM	Sun, Dec 11 11:10 AM            Delayed	B2	Sun, Dec 11 4:47 PM	Sun, Dec 11 4:40 PM	D25
airtravelcenter	UA-3038-PHX-ATL		12/11/11 11:32 AM (-07:00)			12/11/11 4:32 PM (-05:00)	
myrateplan	UA-3038-PHX-ATL		12/11/11 11:32 AM (-07:00)			12/11/11 4:32 PM (-05:00)	
helloflight	UA-3038-PHX-ATL		12/11/11 11:32 AM (-07:00)			12/11/11 4:32 PM (-05:00)	
flytecomm	UA-3038-PHX-ATL		12/11/11 11:32 AM (-07:00)			12/11/11 4:32 PM (-05:00)	
flightaware	UA-3038-PHX-ATL	2011-12-11 11:10AM MST	2011-12-11 11:33AM MST		2011-12-11 04:37PM EST	2011-12-11 04:32PM EST	
wunderground	UA-3038-PHX-ATL	2011-12-11 11:10AM MST	2011-12-11 11:33AM MST		2011-12-11 04:37PM EST	2011-12-11 04:32PM EST	
flights	UA-3038-PHX-ATL	11:10 AM  Sun 11-Dec-2011	11:09 AM  Sun 11-Dec-2011	B2	04:47 PM  Sun 11-Dec-2011	04:40 PM  Sun 11-Dec-2011	D25
businesstravellogue	UA-3038-PHX-ATL	11:10 AM  Sun 11-Dec-2011	11:09 AM  Sun 11-Dec-2011	B2	04:47 PM  Sun 11-Dec-2011	04:40 PM  Sun 11-Dec-2011	D25
flylouisville	UA-3038-PHX-ATL	11:10 AM  Sun 11-Dec-2011	11:09 AM  Sun 11-Dec-2011	B2	04:47 PM  Sun 11-Dec-2011	04:40 PM  Sun 11-Dec-2011	D25
flightstats	UA-3038-PHX-ATL	2011-12-11 11:10 AM	2011-12-11 11:09 AM		2011-12-11 4:47 PM	2011-12-11 4:40 PM	
quicktrip	UA-3038-PHX-ATL	2011-12-11 11:10 AM	2011-12-11 11:09 AM		2011-12-11 4:47 PM	2011-12-11 4:40 PM	
world-flight-tracker	UA-3038-PHX-ATL	2011-12-11 11:10 AM	2011-12-11 11:09 AM		2011-12-11 4:47 PM	2011-12-11 4:40 PM	
flightview	UA-3038-PHX-ATL	11:10 AM, Dec 11	11:33 AM, Dec 11	Terminal 4	4:47 PM, Dec 11	4:34 PM, Dec 11	D25
panynj	UA-3038-PHX-ATL	11:10 AM, Dec 11	11:33 AM, Dec 11	Terminal 4	4:47 PM, Dec 11	4:34 PM, Dec 11	D25
gofox	UA-3038-PHX-ATL	11:10 AM, Dec 11	11:33 AM, Dec 11		4:47 PM, Dec 11	4:34 PM, Dec 11	
foxbusiness	UA-3038-PHX-ATL	11:10 AM, Dec 11	11:33 AM, Dec 11	Terminal 4	4:47 PM, Dec 11	4:34 PM, Dec 11	D25
allegiantair	UA-3038-PHX-ATL	11:10 AM, Dec 11	11:33 AM, Dec 11	Terminal 4	4:47 PM, Dec 11	4:34 PM, Dec 11	D25
boston	UA-3038-PHX-ATL	11:10 AM, Dec 11	11:33 AM, Dec 11		4:47 PM, Dec 11	4:34 PM, Dec 11	
travelocity	UA-3038-PHX-ATL	Dec 11 - 11:10am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 4:47pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-3038-PHX-ATL	11:10aDec 11	11:09aDec 11	 -	4:47pDec 11	4:40pDec 11	 -
weather	UA-3038-PHX-ATL	2011-12-11 11:10 AM			2011-12-11 04:47 PM		
mytripandmore	UA-3038-PHX-ATL	11:10aDec 11	11:09aDec 11	 -	4:47pDec 11	4:40pDec 11	 -
flightwise	UA-3038-PHX-ATL	2011-12-11 11:10AM MST	2011-12-11 11:33AM MST		2011-12-11 04:37PM EST	2011-12-11 04:32PM EST	
aa	AA-3802-LAX-PHX	December 11, 2011               12:00 PM    	December 11, 2011               11:59 AM    	 44I	December 11, 2011               02:20 PM    	December 11, 2011               02:10 PM    	 2    
airtravelcenter	AA-3802-LAX-PHX		12/11/11 12:15 PM (-08:00)			12/11/11 2:01 PM (-07:00)	
myrateplan	AA-3802-LAX-PHX		12/11/11 12:15 PM (-08:00)			12/11/11 2:01 PM (-07:00)	
helloflight	AA-3802-LAX-PHX		12/11/11 12:15 PM (-08:00)			12/11/11 2:01 PM (-07:00)	
flytecomm	AA-3802-LAX-PHX		12/11/11 12:15 PM (-08:00)			12/11/11 2:01 PM (-07:00)	
flightaware	AA-3802-LAX-PHX	2011-12-11 12:00PM PST	2011-12-11 12:15PM PST	 44I 	2011-12-11 02:08PM MST	2011-12-11 02:01PM MST	 2 
wunderground	AA-3802-LAX-PHX	2011-12-11 12:00PM PST	2011-12-11 12:15PM PST	 44I 	2011-12-11 02:08PM MST	2011-12-11 02:01PM MST	 2 
flights	AA-3802-LAX-PHX	12:00 PM  Sun 11-Dec-2011	11:59 AM  Sun 11-Dec-2011	44	02:20 PM  Sun 11-Dec-2011	02:10 PM  Sun 11-Dec-2011	2
businesstravellogue	AA-3802-LAX-PHX	12:00 PM  Sun 11-Dec-2011	11:59 AM  Sun 11-Dec-2011	44	02:20 PM  Sun 11-Dec-2011	02:10 PM  Sun 11-Dec-2011	2
flylouisville	AA-3802-LAX-PHX	12:00 PM  Sun 11-Dec-2011	11:59 AM  Sun 11-Dec-2011	44	02:20 PM  Sun 11-Dec-2011	02:10 PM  Sun 11-Dec-2011	2
flightstats	AA-3802-LAX-PHX	2011-12-11 12:00 PM	2011-12-11 11:59 AM		2011-12-11 2:20 PM	2011-12-11 2:10 PM	
quicktrip	AA-3802-LAX-PHX	2011-12-11 12:00 PM	2011-12-11 11:59 AM		2011-12-11 2:20 PM	2011-12-11 2:10 PM	
world-flight-tracker	AA-3802-LAX-PHX	2011-12-11 12:00 PM	2011-12-11 11:59 AM		2011-12-11 2:20 PM	2011-12-11 2:10 PM	
flightview	AA-3802-LAX-PHX	12:00 PM, Dec 11	12:15 PM, Dec 11	Terminal 4 - 44I	2:20 PM, Dec 11	2:10 PM, Dec 11	Terminal 3 - 2
panynj	AA-3802-LAX-PHX	12:00 PM, Dec 11	12:15 PM, Dec 11	Terminal 4 - 44I	2:20 PM, Dec 11	2:10 PM, Dec 11	Terminal 3 - 2
gofox	AA-3802-LAX-PHX	12:00 PM, Dec 11	12:15 PM, Dec 11		2:20 PM, Dec 11	2:10 PM, Dec 11	
foxbusiness	AA-3802-LAX-PHX	12:00 PM, Dec 11	12:15 PM, Dec 11	Terminal 4 - 44I	2:20 PM, Dec 11	2:10 PM, Dec 11	Terminal 3 - 2
allegiantair	AA-3802-LAX-PHX	12:00 PM, Dec 11	12:15 PM, Dec 11	Terminal 4 - 44I	2:20 PM, Dec 11	2:10 PM, Dec 11	Terminal 3 - 2
boston	AA-3802-LAX-PHX	12:00 PM, Dec 11	12:15 PM, Dec 11		2:20 PM, Dec 11	2:11 PM, Dec 11	
travelocity	AA-3802-LAX-PHX	Dec 11 - 12:00noon	Dec 11 - 11:59am	44I/T4	Dec 11 - 2:20pm	Dec 11 - 2:10pm	2
orbitz	AA-3802-LAX-PHX	12:00pDec 11	11:59aDec 11	 44I	2:20pDec 11	2:10pDec 11	 2
weather	AA-3802-LAX-PHX	2011-12-11 12:00 PM			2011-12-11 02:20 PM		
ifly	AA-3802-LAX-PHX	2011-12-11 12:00 PM	2011-12-11 11:59 AM		2011-12-11 2:20 PM	2011-12-11 2:10 PM	
usatoday	AA-3802-LAX-PHX	2011-12-11 12:00 PM	2011-12-11 11:59 AM		2011-12-11 2:20 PM	2011-12-11 2:10 PM	
mytripandmore	AA-3802-LAX-PHX	Dec 11 - 12:00noon	Dec 11 - 11:59am	44I/T4	Dec 11 - 2:20pm	Dec 11 - 2:10pm	2
flightarrival	AA-3802-LAX-PHX	2011-12-11 12:00 PM			2011-12-11 02:20 PM		
CO	CO-1561-PHX-IAH	Sun., Dec.11, 2011 8:05 a.m.	Sun., Dec.11, 2011 8:02 a.m.		Sun., Dec.11, 2011 11:35 a.m.	Sun., Dec.11, 2011 11:10 a.m.	
flightexplorer	CO-1561-PHX-IAH		12/11/2011 8:12AM MST			12/11/2011 11:07AM CST	
airtravelcenter	CO-1561-PHX-IAH	12/11/11 8:05 AM (-07:00)			12/11/11 11:35 AM (-06:00)		
myrateplan	CO-1561-PHX-IAH	12/11/11 8:05 AM (-07:00)			12/11/11 11:35 AM (-06:00)		
helloflight	CO-1561-PHX-IAH	12/11/11 8:05 AM (-07:00)			12/11/11 11:35 AM (-06:00)		
flytecomm	CO-1561-PHX-IAH	12/11/11 8:05 AM (-07:00)			12/11/11 11:35 AM (-06:00)		
flights	CO-1561-PHX-IAH		2011-12-11 08:02 AM	6A		2011-12-11 11:10 AM	42
businesstravellogue	CO-1561-PHX-IAH		2011-12-11 08:02 AM	6A		2011-12-11 11:10 AM	42
flylouisville	CO-1561-PHX-IAH		2011-12-11 08:02 AM	6A		2011-12-11 11:10 AM	42
flightstats	CO-1561-PHX-IAH	2011-12-11 8:05 AM	2011-12-11 8:02 AM		2011-12-11 11:35 AM	2011-12-11 11:10 AM	
quicktrip	CO-1561-PHX-IAH	2011-12-11 8:05 AM	2011-12-11 8:02 AM		2011-12-11 11:35 AM	2011-12-11 11:10 AM	
flightview	CO-1561-PHX-IAH		8:13 AMDec 11			11:10 AMDec 11	
panynj	CO-1561-PHX-IAH		8:13 AMDec 11			11:10 AMDec 11	
gofox	CO-1561-PHX-IAH		8:13 AMDec 11			11:10 AMDec 11	
foxbusiness	CO-1561-PHX-IAH		8:13 AMDec 11			11:10 AMDec 11	
allegiantair	CO-1561-PHX-IAH		8:13 AMDec 11			11:10 AMDec 11	
boston	CO-1561-PHX-IAH		8:13 AMDec 11			11:06 AMDec 11	
travelocity	CO-1561-PHX-IAH	Dec 11 - 8:05am	Dec 11 - 8:02am	6A	Dec 11 - 11:35am	Dec 11 - 11:10am	C-42
orbitz	CO-1561-PHX-IAH	8:05aDec 11	8:02aDec 11	 6A	11:35aDec 11	11:10aDec 11	 42
weather	CO-1561-PHX-IAH	2011-12-11 08:05 AM			2011-12-11 11:35 AM		
usatoday	CO-1561-PHX-IAH	2011-12-11 8:05 AM	2011-12-11 8:02 AM		2011-12-11 11:35 AM	2011-12-11 11:10 AM	
mytripandmore	CO-1561-PHX-IAH	Dec 11 - 8:05am	Dec 11 - 8:02am	6A	Dec 11 - 11:35am	Dec 11 - 11:10am	C-42
