aa	AA-1007-TPA-MIA	December 8, 2011               01:55 PM    	December 8, 2011               01:55 PM    	 F80	December 8, 2011               03:00 PM    	December 8, 2011               02:55 PM    	 D12    
CO	CO-1546-IAH-EWR	Thu., Dec.08, 2011 3:50 p.m.	Thu., Dec.08, 2011 4:00 p.m.		Thu., Dec.08, 2011 8:26 p.m.	Thu., Dec.08, 2011 8:33 p.m.	
flightexplorer	CO-1546-IAH-EWR		12/8/2011 4:19PM CST			12/8/2011 8:11PM EST	
airtravelcenter	CO-1546-IAH-EWR	12/8/11 3:50 PM (-06:00)			12/8/11 8:26 PM (-05:00)		
myrateplan	CO-1546-IAH-EWR	12/8/11 3:50 PM (-06:00)			12/8/11 8:26 PM (-05:00)		
helloflight	CO-1546-IAH-EWR	12/8/11 3:50 PM (-06:00)			12/8/11 8:26 PM (-05:00)		
flytecomm	CO-1546-IAH-EWR	12/8/11 3:50 PM (-06:00)			12/8/11 8:26 PM (-05:00)		
flightaware	CO-1546-IAH-EWR	2011-12-08 03:50PM CST	2011-12-08 04:20PM CST	 39 	2011-12-08 07:55PM EST	2011-12-08 08:12PM EST	 C86 
wunderground	CO-1546-IAH-EWR	2011-12-08 03:50PM CST	2011-12-08 04:20PM CST	 39 	2011-12-08 07:55PM EST	2011-12-08 08:12PM EST	 C86 
flights	CO-1546-IAH-EWR		2011-12-08 04:00 PM	39		2011-12-08 08:33 PM	71
businesstravellogue	CO-1546-IAH-EWR		2011-12-08 04:00 PM	39		2011-12-08 08:33 PM	71
flylouisville	CO-1546-IAH-EWR		2011-12-08 04:00 PM	39		2011-12-08 08:33 PM	71
flightstats	CO-1546-IAH-EWR	2011-12-08 3:50 PM	2011-12-08 4:00 PM		2011-12-08 8:26 PM	2011-12-08 8:33 PM	
quicktrip	CO-1546-IAH-EWR	2011-12-08 3:50 PM	2011-12-08 4:00 PM		2011-12-08 8:26 PM	2011-12-08 8:33 PM	
flightview	CO-1546-IAH-EWR		4:20 PMDec 08			8:33 PMDec 08	
panynj	CO-1546-IAH-EWR		4:20 PMDec 08			8:33 PMDec 08	
gofox	CO-1546-IAH-EWR		4:20 PMDec 08			8:33 PMDec 08	
foxbusiness	CO-1546-IAH-EWR		4:20 PMDec 08			8:33 PMDec 08	
allegiantair	CO-1546-IAH-EWR		4:20 PMDec 08			8:33 PMDec 08	
boston	CO-1546-IAH-EWR		4:20 PMDec 08			8:12 PMDec 08	
orbitz	CO-1546-IAH-EWR	3:50pDec 8	4:00pDec 8	 39	8:26pDec 8	8:33pDec 8	 C86
weather	CO-1546-IAH-EWR	2011-12-08 03:50 PM			2011-12-08 08:26 PM		
ifly	CO-1546-IAH-EWR	2011-12-08 3:50 PM	2011-12-08 4:00 PM		2011-12-08 8:26 PM	2011-12-08 8:33 PM	
mytripandmore	CO-1546-IAH-EWR	3:50pDec 8	4:00pDec 8	 39	8:26pDec 8	8:33pDec 8	 C86
aa	AA-4360-ORD-DTW	December 8, 2011               09:25 AM    	December 8, 2011               09:27 AM    	 G11	December 8, 2011               11:45 AM    	December 8, 2011               11:36 AM    	 D28    
flightexplorer	AA-4360-ORD-DTW		12/8/2011 9:43AM CST			12/8/2011 11:22AM EST	
airtravelcenter	AA-4360-ORD-DTW		12/8/11 9:43 AM (-06:00)			12/8/11 11:22 AM (-05:00)	
myrateplan	AA-4360-ORD-DTW		12/8/11 9:43 AM (-06:00)			12/8/11 11:22 AM (-05:00)	
helloflight	AA-4360-ORD-DTW		12/8/11 9:43 AM (-06:00)			12/8/11 11:22 AM (-05:00)	
flytecomm	AA-4360-ORD-DTW		12/8/11 9:43 AM (-06:00)			12/8/11 11:22 AM (-05:00)	
flightaware	AA-4360-ORD-DTW	2011-12-08 09:25AM CST	2011-12-08 09:43AM CST	 G11 	2011-12-08 11:24AM EST	2011-12-08 11:27AM EST	 D28 
wunderground	AA-4360-ORD-DTW	2011-12-08 09:25AM CST	2011-12-08 09:43AM CST	 G11 	2011-12-08 11:24AM EST	2011-12-08 11:27AM EST	 D28 
flights	AA-4360-ORD-DTW	09:25 AM  Thu 08-Dec-2011	09:44 AM  Thu 08-Dec-2011 (Runway)	G6A	11:45 AM  Thu 08-Dec-2011	11:27 AM  Thu 08-Dec-2011 (Runway)	D28
businesstravellogue	AA-4360-ORD-DTW	09:25 AM  Thu 08-Dec-2011	09:44 AM  Thu 08-Dec-2011 (Runway)	G6A	11:45 AM  Thu 08-Dec-2011	11:27 AM  Thu 08-Dec-2011 (Runway)	D28
flylouisville	AA-4360-ORD-DTW	09:25 AM  Thu 08-Dec-2011	09:44 AM  Thu 08-Dec-2011 (Runway)	G6A	11:45 AM  Thu 08-Dec-2011	11:27 AM  Thu 08-Dec-2011 (Runway)	D28
flightstats	AA-4360-ORD-DTW	2011-12-08 9:25 AM	2011-12-08 9:44 AM (runway)		2011-12-08 11:45 AM	2011-12-08 11:27 AM (runway)	
quicktrip	AA-4360-ORD-DTW	2011-12-08 9:25 AM	2011-12-08 9:44 AM (runway)		2011-12-08 11:45 AM	2011-12-08 11:27 AM (runway)	
world-flight-tracker	AA-4360-ORD-DTW	2011-12-08 9:25 AM	2011-12-08 9:44 AM (runway)		2011-12-08 11:45 AM	2011-12-08 11:27 AM (runway)	
flightview	AA-4360-ORD-DTW	9:25 AM, Dec 08	9:43 AM, Dec 08	Terminal 3	11:45 AM, Dec 08	11:32 AM, Dec 08	Terminal N
panynj	AA-4360-ORD-DTW	9:25 AM, Dec 08	9:43 AM, Dec 08	Terminal 3	11:45 AM, Dec 08	11:32 AM, Dec 08	Terminal N
gofox	AA-4360-ORD-DTW	9:25 AM, Dec 08	9:43 AM, Dec 08		11:45 AM, Dec 08	11:32 AM, Dec 08	
foxbusiness	AA-4360-ORD-DTW	9:25 AM, Dec 08	9:43 AM, Dec 08	Terminal 3	11:45 AM, Dec 08	11:32 AM, Dec 08	Terminal N
allegiantair	AA-4360-ORD-DTW	9:25 AM, Dec 08	9:43 AM, Dec 08	Terminal 3	11:45 AM, Dec 08	11:32 AM, Dec 08	Terminal N
boston	AA-4360-ORD-DTW	9:25 AM, Dec 08	9:43 AM, Dec 08		11:45 AM, Dec 08	11:32 AM, Dec 08	
travelocity	AA-4360-ORD-DTW	Dec 08 - 9:25am	Dec 08 - 9:27am	G11/T3	Dec 08 - 11:45am	Dec 08 - 11:36am	D28
orbitz	AA-4360-ORD-DTW	9:25aDec 8	9:27aDec 8	 G11	11:45aDec 8	11:36aDec 8	 D28
weather	AA-4360-ORD-DTW	2011-12-08 09:25 AM			2011-12-08 11:45 AM		
ord	AA-4360-ORD-DTW	2011-12-08 9:25 AM		G6A	2011-12-08 11:45 AM		D28
mytripandmore	AA-4360-ORD-DTW	9:25aDec 8	9:27aDec 8	 G11	11:45aDec 8	11:36aDec 8	 D28
flightarrival	AA-4360-ORD-DTW	2011-12-08 09:25 AM			2011-12-08 11:45 AM		
aa	AA-3725-LAX-IAH	December 8, 2011               02:15 PM    	December 8, 2011               02:13 PM    	 44I	December 8, 2011               07:25 PM    	December 8, 2011               06:53 PM    	 A29    
flightexplorer	AA-3725-LAX-IAH		12/8/2011 2:24PM PST			12/8/2011 6:43PM CST	
airtravelcenter	AA-3725-LAX-IAH		12/8/11 2:24 PM (-08:00)			12/8/11 6:43 PM (-06:00)	
myrateplan	AA-3725-LAX-IAH		12/8/11 2:24 PM (-08:00)			12/8/11 6:43 PM (-06:00)	
helloflight	AA-3725-LAX-IAH		12/8/11 2:24 PM (-08:00)			12/8/11 6:43 PM (-06:00)	
flytecomm	AA-3725-LAX-IAH		12/8/11 2:24 PM (-08:00)			12/8/11 6:43 PM (-06:00)	
flightaware	AA-3725-LAX-IAH	2011-12-08 02:15PM PST	2011-12-08 02:24PM PST	 44I 	2011-12-08 06:55PM CST	2011-12-08 06:48PM CST	 A29 
wunderground	AA-3725-LAX-IAH	2011-12-08 02:15PM PST	2011-12-08 02:24PM PST	 44I 	2011-12-08 06:55PM CST	2011-12-08 06:48PM CST	 A29 
flights	AA-3725-LAX-IAH	02:15 PM  Thu 08-Dec-2011	02:13 PM  Thu 08-Dec-2011	44	07:25 PM  Thu 08-Dec-2011	06:53 PM  Thu 08-Dec-2011	29
businesstravellogue	AA-3725-LAX-IAH	02:15 PM  Thu 08-Dec-2011	02:13 PM  Thu 08-Dec-2011	44	07:25 PM  Thu 08-Dec-2011	06:53 PM  Thu 08-Dec-2011	29
flylouisville	AA-3725-LAX-IAH	02:15 PM  Thu 08-Dec-2011	02:13 PM  Thu 08-Dec-2011	44	07:25 PM  Thu 08-Dec-2011	06:53 PM  Thu 08-Dec-2011	29
flightstats	AA-3725-LAX-IAH	2011-12-08 2:15 PM	2011-12-08 2:13 PM		2011-12-08 7:25 PM	2011-12-08 6:53 PM	
quicktrip	AA-3725-LAX-IAH	2011-12-08 2:15 PM	2011-12-08 2:13 PM		2011-12-08 7:25 PM	2011-12-08 6:53 PM	
world-flight-tracker	AA-3725-LAX-IAH	2011-12-08 2:15 PM	2011-12-08 2:13 PM		2011-12-08 7:25 PM	2011-12-08 6:53 PM	
flightview	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08	Terminal 4 - 44I	7:25 PM, Dec 08	6:53 PM, Dec 08	Terminal A - A29
panynj	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08	Terminal 4 - 44I	7:25 PM, Dec 08	6:53 PM, Dec 08	Terminal A - A29
gofox	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08		7:25 PM, Dec 08	6:53 PM, Dec 08	
foxbusiness	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08	Terminal 4 - 44I	7:25 PM, Dec 08	6:53 PM, Dec 08	Terminal A - A29
allegiantair	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08	Terminal 4 - 44I	7:25 PM, Dec 08	6:53 PM, Dec 08	Terminal A - A29
boston	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08		7:25 PM, Dec 08	6:49 PM, Dec 08	
travelocity	AA-3725-LAX-IAH	Dec 08 - 2:15pm	Dec 08 - 2:13pm	44I/T4	Dec 08 - 7:25pm	Dec 08 - 6:53pm	A29
orbitz	AA-3725-LAX-IAH	2:15pDec 8	2:13pDec 8	 44I	7:25pDec 8	6:53pDec 8	 A29
weather	AA-3725-LAX-IAH	2011-12-08 02:15 PM			2011-12-08 07:25 PM		
ifly	AA-3725-LAX-IAH	2011-12-08 2:15 PM	2011-12-08 2:13 PM		2011-12-08 7:25 PM	2011-12-08 6:53 PM	
usatoday	AA-3725-LAX-IAH	2:15 PM, Dec 08	2:24 PM, Dec 08		7:25 PM, Dec 08	6:49 PM, Dec 08	
flightarrival	AA-3725-LAX-IAH	2011-12-08 2:15 PM	2011-12-08 2:13 PM		2011-12-08 7:25 PM	2011-12-08 6:53 PM	
ua	UA-264-DEN-PHL	Thu, Dec 8 10:07 AM	Thu, Dec 8 10:08 AM	B23	Thu, Dec 8 3:36 PM	Thu, Dec 8 3:24 PM	D9
flightexplorer	UA-264-DEN-PHL		12/8/2011 10:22AM MST			12/8/2011 3:21PM EST	
airtravelcenter	UA-264-DEN-PHL		12/8/11 10:24 AM (-07:00)			12/8/11 3:21 PM (-05:00)	
myrateplan	UA-264-DEN-PHL		12/8/11 10:24 AM (-07:00)			12/8/11 3:21 PM (-05:00)	
helloflight	UA-264-DEN-PHL		12/8/11 10:24 AM (-07:00)			12/8/11 3:21 PM (-05:00)	
flytecomm	UA-264-DEN-PHL		12/8/11 10:24 AM (-07:00)			12/8/11 3:21 PM (-05:00)	
flightaware	UA-264-DEN-PHL	2011-12-08 10:07AM MST	2011-12-08 10:24AM MST	 B23 	2011-12-08 03:15PM EST	2011-12-08 03:19PM EST	 D9 
wunderground	UA-264-DEN-PHL	2011-12-08 10:07AM MST	2011-12-08 10:24AM MST	 B23 	2011-12-08 03:15PM EST	2011-12-08 03:19PM EST	 D9 
flights	UA-264-DEN-PHL	10:07 AM  Thu 08-Dec-2011	10:08 AM  Thu 08-Dec-2011	B23	03:36 PM  Thu 08-Dec-2011	03:24 PM  Thu 08-Dec-2011	D9
businesstravellogue	UA-264-DEN-PHL	10:07 AM  Thu 08-Dec-2011	10:08 AM  Thu 08-Dec-2011	B23	03:36 PM  Thu 08-Dec-2011	03:24 PM  Thu 08-Dec-2011	D9
flylouisville	UA-264-DEN-PHL	10:07 AM  Thu 08-Dec-2011	10:08 AM  Thu 08-Dec-2011	B23	03:36 PM  Thu 08-Dec-2011	03:24 PM  Thu 08-Dec-2011	D9
flightstats	UA-264-DEN-PHL	2011-12-08 10:07 AM	2011-12-08 10:08 AM		2011-12-08 3:36 PM	2011-12-08 3:24 PM	
quicktrip	UA-264-DEN-PHL	2011-12-08 10:07 AM	2011-12-08 10:08 AM		2011-12-08 3:36 PM	2011-12-08 3:24 PM	
world-flight-tracker	UA-264-DEN-PHL	2011-12-08 10:07 AM	2011-12-08 10:08 AM		2011-12-08 3:36 PM	2011-12-08 3:24 PM	
flightview	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08	B23	3:36 PM, Dec 08	3:24 PM, Dec 08	D9
panynj	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08	B23	3:36 PM, Dec 08	3:24 PM, Dec 08	D9
gofox	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08		3:36 PM, Dec 08	3:24 PM, Dec 08	
foxbusiness	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08	B23	3:36 PM, Dec 08	3:24 PM, Dec 08	D9
allegiantair	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08	B23	3:36 PM, Dec 08	3:24 PM, Dec 08	D9
boston	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08		3:36 PM, Dec 08	3:19 PM, Dec 08	
orbitz	UA-264-DEN-PHL	10:07aDec 8	10:08aDec 8	 B23	3:36pDec 8	3:24pDec 8	 D9
weather	UA-264-DEN-PHL	2011-12-08 10:07 AM			2011-12-08 03:36 PM		
den	UA-264-DEN-PHL	2011-12-08 10:07 AM		B23			
phl	UA-264-DEN-PHL				2011-12-08 3:36 PM		D9
mytripandmore	UA-264-DEN-PHL	10:07aDec 8	10:08aDec 8	 B23	3:36pDec 8	3:24pDec 8	 D9
flightarrival	UA-264-DEN-PHL	10:07 AM, Dec 08	10:24 AM, Dec 08		3:36 PM, Dec 08	3:19 PM, Dec 08	
ua	UA-2467-CLT-DFW	Thu, Dec 8 8:25 PM	Thu, Dec 8 8:25 PM	B11	Thu, Dec 8 10:16 PM	Thu, Dec 8 10:03 PM	E35
airtravelcenter	UA-2467-CLT-DFW		12/8/11 8:38 PM (-05:00)			12/8/11 10:04 PM (-06:00)	
myrateplan	UA-2467-CLT-DFW		12/8/11 8:38 PM (-05:00)			12/8/11 10:04 PM (-06:00)	
helloflight	UA-2467-CLT-DFW		12/8/11 8:38 PM (-05:00)			12/8/11 10:04 PM (-06:00)	
flytecomm	UA-2467-CLT-DFW		12/8/11 8:38 PM (-05:00)			12/8/11 10:04 PM (-06:00)	
flights	UA-2467-CLT-DFW	08:25 PM  Thu 08-Dec-2011	08:19 PM  Thu 08-Dec-2011	B11	10:16 PM  Thu 08-Dec-2011	10:03 PM  Thu 08-Dec-2011	E35
businesstravellogue	UA-2467-CLT-DFW	08:25 PM  Thu 08-Dec-2011	08:19 PM  Thu 08-Dec-2011	B11	10:16 PM  Thu 08-Dec-2011	10:03 PM  Thu 08-Dec-2011	E35
flylouisville	UA-2467-CLT-DFW	08:25 PM  Thu 08-Dec-2011	08:19 PM  Thu 08-Dec-2011	B11	10:16 PM  Thu 08-Dec-2011	10:03 PM  Thu 08-Dec-2011	E35
flightstats	UA-2467-CLT-DFW	2011-12-08 8:25 PM	2011-12-08 8:19 PM		2011-12-08 10:16 PM	2011-12-08 10:03 PM	
quicktrip	UA-2467-CLT-DFW	2011-12-08 8:25 PM	2011-12-08 8:19 PM		2011-12-08 10:16 PM	2011-12-08 10:03 PM	
world-flight-tracker	UA-2467-CLT-DFW	2011-12-08 8:25 PM	2011-12-08 8:19 PM		2011-12-08 10:16 PM	2011-12-08 10:03 PM	
flightview	UA-2467-CLT-DFW	8:25 PM, Dec 08	8:38 PM, Dec 08		10:16 PM, Dec 08	10:01 PM, Dec 08	
panynj	UA-2467-CLT-DFW	8:25 PM, Dec 08	8:38 PM, Dec 08		10:16 PM, Dec 08	10:01 PM, Dec 08	
gofox	UA-2467-CLT-DFW	8:25 PM, Dec 08	8:38 PM, Dec 08		10:16 PM, Dec 08	10:01 PM, Dec 08	
foxbusiness	UA-2467-CLT-DFW	8:25 PM, Dec 08	8:38 PM, Dec 08		10:16 PM, Dec 08	10:01 PM, Dec 08	
allegiantair	UA-2467-CLT-DFW	8:25 PM, Dec 08	8:38 PM, Dec 08		10:16 PM, Dec 08	10:01 PM, Dec 08	
boston	UA-2467-CLT-DFW	8:25 PM, Dec 08	8:38 PM, Dec 08		10:16 PM, Dec 08	10:01 PM, Dec 08	
travelocity	UA-2467-CLT-DFW	Dec 08 - 8:25pm	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 10:16pm	Dec 08 - Contact Airline	Not provided by airline
orbitz	UA-2467-CLT-DFW	8:25pDec 8	8:19pDec 8	 -	10:16pDec 8	10:03pDec 8	 -
weather	UA-2467-CLT-DFW	2011-12-08 08:25 PM			2011-12-08 10:16 PM		
mytripandmore	UA-2467-CLT-DFW	Dec 08 - 8:25pm	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 10:16pm	Dec 08 - Contact Airline	Not provided by airline
ua	UA-1744-LAX-IAH	Thu, Dec 8 7:50 AM	Thu, Dec 8 7:51 AM	62	Thu, Dec 8 1:05 PM	Thu, Dec 8 12:47 PM	C-43
flightexplorer	UA-1744-LAX-IAH		12/8/2011 8:01AM PST			12/8/2011 12:44PM CST	
airtravelcenter	UA-1744-LAX-IAH	12/8/11 7:50 AM (-08:00)			12/8/11 1:05 PM (-06:00)		
myrateplan	UA-1744-LAX-IAH	12/8/11 7:50 AM (-08:00)			12/8/11 1:05 PM (-06:00)		
helloflight	UA-1744-LAX-IAH	12/8/11 7:50 AM (-08:00)			12/8/11 1:05 PM (-06:00)		
flytecomm	UA-1744-LAX-IAH	12/8/11 7:50 AM (-08:00)			12/8/11 1:05 PM (-06:00)		
flightaware	UA-1744-LAX-IAH	2011-12-08 07:50AM PST	2011-12-08 08:03AM PST	 62 	2011-12-08 12:48PM CST	2011-12-08 12:41PM CST	 43 
wunderground	UA-1744-LAX-IAH	2011-12-08 07:50AM PST	2011-12-08 08:03AM PST	 62 	2011-12-08 12:48PM CST	2011-12-08 12:41PM CST	 43 
flights	UA-1744-LAX-IAH	07:50 AM  Thu 08-Dec-2011	07:51 AM  Thu 08-Dec-2011	62	01:05 PM  Thu 08-Dec-2011	12:47 PM  Thu 08-Dec-2011	43
businesstravellogue	UA-1744-LAX-IAH	07:50 AM  Thu 08-Dec-2011	07:51 AM  Thu 08-Dec-2011	62	01:05 PM  Thu 08-Dec-2011	12:47 PM  Thu 08-Dec-2011	43
flylouisville	UA-1744-LAX-IAH	07:50 AM  Thu 08-Dec-2011	07:51 AM  Thu 08-Dec-2011	62	01:05 PM  Thu 08-Dec-2011	12:47 PM  Thu 08-Dec-2011	43
world-flight-tracker	UA-1744-LAX-IAH	2011-12-08 7:50 AM	2011-12-08 7:51 AM		2011-12-08 1:05 PM	2011-12-08 12:47 PM	
flightview	UA-1744-LAX-IAH	7:50 AM, Dec 08	8:03 AM, Dec 08	Term 6 - 62	1:05 PM, Dec 08	12:47 PM, Dec 08	Term C - C43
panynj	UA-1744-LAX-IAH	7:50 AM, Dec 08	8:03 AM, Dec 08	Term 6 - 62	1:05 PM, Dec 08	12:47 PM, Dec 08	Term C - C43
gofox	UA-1744-LAX-IAH	7:50 AM, Dec 08	8:03 AM, Dec 08		1:05 PM, Dec 08	12:47 PM, Dec 08	
foxbusiness	UA-1744-LAX-IAH	7:50 AM, Dec 08	8:03 AM, Dec 08	Term 6 - 62	1:05 PM, Dec 08	12:47 PM, Dec 08	Term C - C43
allegiantair	UA-1744-LAX-IAH	7:50 AM, Dec 08	8:03 AM, Dec 08	Term 6 - 62	1:05 PM, Dec 08	12:47 PM, Dec 08	Term C - C43
boston	UA-1744-LAX-IAH	7:50 AM, Dec 08	8:03 AM, Dec 08		1:05 PM, Dec 08	12:43 PM, Dec 08	
travelocity	UA-1744-LAX-IAH	Dec 08 - 7:50am	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 1:05pm	Dec 08 - Contact Airline	Not provided by airline
orbitz	UA-1744-LAX-IAH	7:50aDec 8	7:51aDec 8	 62	1:05pDec 8	12:47pDec 8	 43
weather	UA-1744-LAX-IAH	2011-12-08 07:50 AM			2011-12-08 01:05 PM		
usatoday	UA-1744-LAX-IAH	2011-12-08 07:50 AM			2011-12-08 01:05 PM		
mytripandmore	UA-1744-LAX-IAH	7:50aDec 8	7:51aDec 8	 62	1:05pDec 8	12:47pDec 8	 43
flightwise	UA-1744-LAX-IAH	2011-12-08 07:50AM PST	2011-12-08 08:03AM PST	 62 	2011-12-08 12:48PM CST	2011-12-08 12:41PM CST	 43 
aa	AA-1578-SEA-DFW	December 8, 2011               01:40 PM    	December 8, 2011               01:59 PM    	 A8	December 8, 2011               07:35 PM    	December 8, 2011               07:41 PM    	 C28    
airtravelcenter	AA-1578-SEA-DFW		12/8/11 2:14 PM (-08:00)			12/8/11 7:34 PM (-06:00)	
myrateplan	AA-1578-SEA-DFW		12/8/11 2:14 PM (-08:00)			12/8/11 7:34 PM (-06:00)	
helloflight	AA-1578-SEA-DFW		12/8/11 2:14 PM (-08:00)			12/8/11 7:34 PM (-06:00)	
flytecomm	AA-1578-SEA-DFW		12/8/11 2:14 PM (-08:00)			12/8/11 7:34 PM (-06:00)	
flightaware	AA-1578-SEA-DFW	2011-12-08 01:40PM PST	2011-12-08 02:14PM PST	 A8 	2011-12-08 07:19PM CST	2011-12-08 07:31PM CST	 C28 
wunderground	AA-1578-SEA-DFW	2011-12-08 01:40PM PST	2011-12-08 02:14PM PST	 A8 	2011-12-08 07:19PM CST	2011-12-08 07:31PM CST	 C28 
flights	AA-1578-SEA-DFW	01:40 PM  Thu 08-Dec-2011	01:59 PM  Thu 08-Dec-2011	8	07:35 PM  Thu 08-Dec-2011	07:41 PM  Thu 08-Dec-2011	C28
businesstravellogue	AA-1578-SEA-DFW	01:40 PM  Thu 08-Dec-2011	01:59 PM  Thu 08-Dec-2011	8	07:35 PM  Thu 08-Dec-2011	07:41 PM  Thu 08-Dec-2011	C28
flylouisville	AA-1578-SEA-DFW	01:40 PM  Thu 08-Dec-2011	01:59 PM  Thu 08-Dec-2011	8	07:35 PM  Thu 08-Dec-2011	07:41 PM  Thu 08-Dec-2011	C28
world-flight-tracker	AA-1578-SEA-DFW	2011-12-08 1:40 PM	2011-12-08 1:59 PM		2011-12-08 7:35 PM	2011-12-08 7:41 PM	
flightview	AA-1578-SEA-DFW	1:40 PM, Dec 08	2:14 PM, Dec 08	A8	7:35 PM, Dec 08	7:32 PM, Dec 08	C28
panynj	AA-1578-SEA-DFW	1:40 PM, Dec 08	2:14 PM, Dec 08	A8	7:35 PM, Dec 08	7:32 PM, Dec 08	C28
gofox	AA-1578-SEA-DFW	1:40 PM, Dec 08	2:14 PM, Dec 08		7:35 PM, Dec 08	7:32 PM, Dec 08	
foxbusiness	AA-1578-SEA-DFW	1:40 PM, Dec 08	2:14 PM, Dec 08	A8	7:35 PM, Dec 08	7:32 PM, Dec 08	C28
allegiantair	AA-1578-SEA-DFW	1:40 PM, Dec 08	2:14 PM, Dec 08	A8	7:35 PM, Dec 08	7:32 PM, Dec 08	C28
boston	AA-1578-SEA-DFW	1:40 PM, Dec 08	2:14 PM, Dec 08		7:35 PM, Dec 08	7:32 PM, Dec 08	
travelocity	AA-1578-SEA-DFW	Dec 08 - 1:40pm	Dec 08 - 1:59pm	A8/1	Dec 08 - 7:35pm	Dec 08 - 7:41pm	C28/C
orbitz	AA-1578-SEA-DFW	1:50pDec 8	1:59pDec 8	 A8	7:35pDec 8	7:41pDec 8	 C28
weather	AA-1578-SEA-DFW	2011-12-08 01:40 PM			2011-12-08 07:35 PM		
dfw	AA-1578-SEA-DFW				2011-12-08 7:35 pm		C28
mytripandmore	AA-1578-SEA-DFW	1:50pDec 8	1:59pDec 8	 A8	7:35pDec 8	7:41pDec 8	 C28
flightarrival	AA-1578-SEA-DFW	2011-12-08 01:40 PM			2011-12-08 07:35 PM		
ua	UA-2486-RDU-CLT	Thu, Dec 8 11:15 AM	Thu, Dec 8 11:15 AM	D13	Thu, Dec 8 12:23 PM	Thu, Dec 8 12:22 PM	B16
airtravelcenter	UA-2486-RDU-CLT		12/8/11 11:41 AM (-05:00)			12/8/11 12:19 PM (-05:00)	
myrateplan	UA-2486-RDU-CLT		12/8/11 11:41 AM (-05:00)			12/8/11 12:19 PM (-05:00)	
helloflight	UA-2486-RDU-CLT		12/8/11 11:41 AM (-05:00)			12/8/11 12:19 PM (-05:00)	
flytecomm	UA-2486-RDU-CLT		12/8/11 11:41 AM (-05:00)			12/8/11 12:19 PM (-05:00)	
flights	UA-2486-RDU-CLT		2011-12-08 11:06 AM	D13		2011-12-08 12:22 PM	B16
businesstravellogue	UA-2486-RDU-CLT		2011-12-08 11:06 AM	D13		2011-12-08 12:22 PM	B16
flylouisville	UA-2486-RDU-CLT		2011-12-08 11:06 AM	D13		2011-12-08 12:22 PM	B16
flightview	UA-2486-RDU-CLT		11:44 AMDec 08			12:17 PMDec 08	
panynj	UA-2486-RDU-CLT		11:44 AMDec 08			12:17 PMDec 08	
gofox	UA-2486-RDU-CLT		11:44 AMDec 08			12:17 PMDec 08	
foxbusiness	UA-2486-RDU-CLT		11:44 AMDec 08			12:17 PMDec 08	
allegiantair	UA-2486-RDU-CLT		11:44 AMDec 08			12:17 PMDec 08	
boston	UA-2486-RDU-CLT		11:44 AMDec 08			12:17 PMDec 08	
travelocity	UA-2486-RDU-CLT	Dec 08 - 11:15am	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 12:23pm	Dec 08 - Contact Airline	Not provided by airline
orbitz	UA-2486-RDU-CLT	11:15aDec 8	11:06aDec 8	 -	12:23pDec 8	12:22pDec 8	 -
weather	UA-2486-RDU-CLT	2011-12-08 11:15 AM			2011-12-08 12:23 PM		
usatoday	UA-2486-RDU-CLT	2011-12-08 11:15 AM			2011-12-08 12:23 PM		
mytripandmore	UA-2486-RDU-CLT	11:15aDec 8	11:06aDec 8	 -	12:23pDec 8	12:22pDec 8	 -
flightarrival	UA-2486-RDU-CLT	2011-12-08 11:15 AM			2011-12-08 12:23 PM		
ua	UA-3515-MSP-IAD	Thu, Dec 8 12:30 PM	Thu, Dec 8 12:27 PM            On Time	E10	Thu, Dec 8 3:54 PM	Thu, Dec 8 3:46 PM	D6
airtravelcenter	UA-3515-MSP-IAD		12/8/11 12:36 PM (-06:00)			12/8/11 3:32 PM (-05:00)	
myrateplan	UA-3515-MSP-IAD		12/8/11 12:36 PM (-06:00)			12/8/11 3:32 PM (-05:00)	
helloflight	UA-3515-MSP-IAD		12/8/11 12:36 PM (-06:00)			12/8/11 3:32 PM (-05:00)	
flytecomm	UA-3515-MSP-IAD		12/8/11 12:36 PM (-06:00)			12/8/11 3:32 PM (-05:00)	
flightaware	UA-3515-MSP-IAD	2011-12-08 12:30PM CST	2011-12-08 12:37PM CST	 E10 	2011-12-08 03:39PM EST	2011-12-08 03:29PM EST	 D6 
