CO	CO-4237-EWR-DTW	Sat., Dec.17, 2011 12:33 p.m.	Sat., Dec.17, 2011 12:34 p.m.		Sat., Dec.17, 2011 2:38 p.m.	Sat., Dec.17, 2011 2:23 p.m.	
boston	UA-972-SFO-ORD	9:55 AMDec 17			4:12 PMDec 17		
orbitz	UA-972-SFO-ORD	9:55aDec 17	1:55pDec 17	 86	11:24pDec 17		 B16
weather	UA-972-SFO-ORD	2011-12-17 09:55 AM			2011-12-17 04:12 PM		
ord	UA-972-SFO-ORD	2011-12-17 9:55 AM		86	2011-12-17 4:12 PM		B16
flightarrival	UA-972-SFO-ORD	2011-12-17 09:55 AM			2011-12-17 04:12 PM		
ua	UA-2704-PHX-SJC	Sat, Dec 17 2:35 PM	Sat, Dec 17 2:35 PM            On Time	A27	Sat, Dec 17 3:32 PM	Sat, Dec 17 3:32 PM	A11
airtravelcenter	UA-2704-PHX-SJC	12/17/11 2:35 PM (-07:00)			12/17/11 3:32 PM (-08:00)		
myrateplan	UA-2704-PHX-SJC	12/17/11 2:35 PM (-07:00)			12/17/11 3:32 PM (-08:00)		
helloflight	UA-2704-PHX-SJC	12/17/11 2:35 PM (-07:00)			12/17/11 3:32 PM (-08:00)		
flytecomm	UA-2704-PHX-SJC	12/17/11 2:35 PM (-07:00)			12/17/11 3:32 PM (-08:00)		
flightaware	UA-2704-PHX-SJC	2011-12-17 02:35PM MST	2011-12-17 02:49PM MST		2011-12-17 03:14PM PST	2011-12-17 03:28PM PST	
wunderground	UA-2704-PHX-SJC	2011-12-17 02:35PM MST	2011-12-17 02:49PM MST		2011-12-17 03:14PM PST	2011-12-17 03:28PM PST	
flights	UA-2704-PHX-SJC	2011-12-17 02:35 PM		A27	2011-12-17 03:32 PM		11
businesstravellogue	UA-2704-PHX-SJC	2011-12-17 02:35 PM		A27	2011-12-17 03:32 PM		11
flylouisville	UA-2704-PHX-SJC	2011-12-17 02:35 PM		A27	2011-12-17 03:32 PM		11
flightview	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
panynj	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
gofox	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
foxbusiness	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
allegiantair	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
boston	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
orbitz	UA-2704-PHX-SJC	2:35pDec 17		 -	3:32pDec 17		 -
usatoday	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
flightwise	UA-2704-PHX-SJC	2011-12-17 02:35PM MST	2011-12-17 02:49PM MST		2011-12-17 03:14PM PST	2011-12-17 03:28PM PST	
flightarrival	UA-2704-PHX-SJC	2:35 PMDec 17			3:02 PMDec 17		
CO	CO-1036-IAH-DEN	Sat., Dec.17, 2011 2:25 p.m.	Sat., Dec.17, 2011 2:47 p.m.		Sat., Dec.17, 2011 4:08 p.m.	Sat., Dec.17, 2011 4:10 p.m.	
flightexplorer	CO-1036-IAH-DEN		12/17/2011 2:59PM CST			12/17/2011 3:55PM MST	
airtravelcenter	CO-1036-IAH-DEN	12/17/11 2:25 PM (-06:00)			12/17/11 4:08 PM (-07:00)		
myrateplan	CO-1036-IAH-DEN	12/17/11 2:25 PM (-06:00)			12/17/11 4:08 PM (-07:00)		
helloflight	CO-1036-IAH-DEN	12/17/11 2:25 PM (-06:00)			12/17/11 4:08 PM (-07:00)		
flytecomm	CO-1036-IAH-DEN	12/17/11 2:25 PM (-06:00)			12/17/11 4:08 PM (-07:00)		
flightaware	CO-1036-IAH-DEN	2011-12-17 02:25PM CST	2011-12-17 03:00PM CST	 31 	2011-12-17 03:58PM MST	2011-12-17 04:04PM MST	 B20 
wunderground	CO-1036-IAH-DEN	2011-12-17 02:25PM CST	2011-12-17 03:00PM CST	 31 	2011-12-17 03:58PM MST	2011-12-17 04:04PM MST	 B20 
flights	CO-1036-IAH-DEN		2011-12-17 02:47 PM	31		2011-12-17 04:10 PM	B20
businesstravellogue	CO-1036-IAH-DEN		2011-12-17 02:47 PM	31		2011-12-17 04:10 PM	B20
flylouisville	CO-1036-IAH-DEN		2011-12-17 02:47 PM	31		2011-12-17 04:10 PM	B20
flightstats	CO-1036-IAH-DEN	2011-12-17 2:25 PM	2011-12-17 2:47 PM		2011-12-17 4:08 PM	2011-12-17 4:10 PM	
quicktrip	CO-1036-IAH-DEN	2011-12-17 2:25 PM	2011-12-17 2:47 PM		2011-12-17 4:08 PM	2011-12-17 4:10 PM	
flightview	CO-1036-IAH-DEN		3:00 PMDec 17			4:10 PMDec 17	
panynj	CO-1036-IAH-DEN		3:00 PMDec 17			4:10 PMDec 17	
gofox	CO-1036-IAH-DEN		3:00 PMDec 17			4:10 PMDec 17	
foxbusiness	CO-1036-IAH-DEN		3:00 PMDec 17			4:10 PMDec 17	
allegiantair	CO-1036-IAH-DEN		3:00 PMDec 17			4:10 PMDec 17	
boston	CO-1036-IAH-DEN		3:00 PMDec 17			4:09 PMDec 17	
orbitz	CO-1036-IAH-DEN	2:25pDec 17	2:47pDec 17	 31	4:08pDec 17	4:10pDec 17	 B20
weather	CO-1036-IAH-DEN	2011-12-17 02:25 PM			2011-12-17 04:08 PM		
den	CO-1036-IAH-DEN				2011-12-17 4:08 PM		 
ifly	CO-1036-IAH-DEN	2011-12-17 2:25 PM	2011-12-17 2:47 PM		2011-12-17 4:08 PM	2011-12-17 4:10 PM	
usatoday	CO-1036-IAH-DEN		3:00 PMDec 17			4:09 PMDec 17	
ua	UA-1235-IAH-DTW	Sat, Dec 17 7:10 PM	Sat, Dec 17 7:19 PM	C-18	Sat, Dec 17 10:59 PM	Sat, Dec 17 10:59 PM	D-1
flightexplorer	UA-1235-IAH-DTW		12/17/2011 7:32PM CST			12/17/2011 10:54PM EST	
airtravelcenter	UA-1235-IAH-DTW	12/17/11 7:10 PM (-06:00)			12/17/11 10:59 PM (-05:00)		
airtravelcenter	UA-1235-IAH-DTW		12/17/11 7:32 PM (-06:00)			12/17/11 10:45 PM (-05:00)	
myrateplan	UA-1235-IAH-DTW	12/17/11 7:10 PM (-06:00)			12/17/11 10:59 PM (-05:00)		
myrateplan	UA-1235-IAH-DTW		12/17/11 7:32 PM (-06:00)			12/17/11 10:45 PM (-05:00)	
helloflight	UA-1235-IAH-DTW	12/17/11 7:10 PM (-06:00)			12/17/11 10:59 PM (-05:00)		
helloflight	UA-1235-IAH-DTW		12/17/11 7:32 PM (-06:00)			12/17/11 10:45 PM (-05:00)	
flytecomm	UA-1235-IAH-DTW	12/17/11 7:10 PM (-06:00)			12/17/11 10:59 PM (-05:00)		
flytecomm	UA-1235-IAH-DTW		12/17/11 7:32 PM (-06:00)			12/17/11 10:45 PM (-05:00)	
flightaware	UA-1235-IAH-DTW	2011-12-17 07:10PM CST	2011-12-17 07:33PM CST	 18 	2011-12-17 10:49PM EST	2011-12-17 10:54PM EST	 D-1 
wunderground	UA-1235-IAH-DTW	2011-12-17 07:10PM CST	2011-12-17 07:33PM CST	 18 	2011-12-17 10:49PM EST	2011-12-17 10:54PM EST	 D-1 
flights	UA-1235-IAH-DTW	07:10 PM  Sat 17-Dec-2011	07:19 PM  Sat 17-Dec-2011	18	10:59 PM  Sat 17-Dec-2011	10:59 PM  Sat 17-Dec-2011	D1
businesstravellogue	UA-1235-IAH-DTW	07:10 PM  Sat 17-Dec-2011	07:19 PM  Sat 17-Dec-2011	18	10:59 PM  Sat 17-Dec-2011	10:59 PM  Sat 17-Dec-2011	D1
flylouisville	UA-1235-IAH-DTW	07:10 PM  Sat 17-Dec-2011	07:19 PM  Sat 17-Dec-2011	18	10:59 PM  Sat 17-Dec-2011	10:59 PM  Sat 17-Dec-2011	D1
flightstats	UA-1235-IAH-DTW	2011-12-17 7:10 PM	2011-12-17 7:19 PM		2011-12-17 10:59 PM	2011-12-17 10:59 PM	
quicktrip	UA-1235-IAH-DTW	2011-12-17 7:10 PM	2011-12-17 7:19 PM		2011-12-17 10:59 PM	2011-12-17 10:59 PM	
world-flight-tracker	UA-1235-IAH-DTW	2011-12-17 7:10 PM	2011-12-17 7:19 PM		2011-12-17 10:59 PM	2011-12-17 10:59 PM	
flightview	UA-1235-IAH-DTW	7:10 PM, Dec 17	7:33 PM, Dec 17	Term C - C18	10:59 PM, Dec 17	10:59 PM, Dec 17	North Term - D1
panynj	UA-1235-IAH-DTW	7:10 PM, Dec 17	7:33 PM, Dec 17	Term C - C18	10:59 PM, Dec 17	10:59 PM, Dec 17	North Term - D1
gofox	UA-1235-IAH-DTW	7:10 PM, Dec 17	7:33 PM, Dec 17		10:59 PM, Dec 17	10:59 PM, Dec 17	
foxbusiness	UA-1235-IAH-DTW	7:10 PM, Dec 17	7:33 PM, Dec 17	Term C - C18	10:59 PM, Dec 17	10:59 PM, Dec 17	North Term - D1
allegiantair	UA-1235-IAH-DTW	7:10 PM, Dec 17	7:33 PM, Dec 17	Term C - C18	10:59 PM, Dec 17	10:59 PM, Dec 17	North Term - D1
boston	UA-1235-IAH-DTW	7:10 PM, Dec 17	7:33 PM, Dec 17		10:59 PM, Dec 17	10:54 PM, Dec 17	
orbitz	UA-1235-IAH-DTW	7:10pDec 17	7:19pDec 17	 C-18	10:59pDec 17	10:59pDec 17	 D-1
weather	UA-1235-IAH-DTW	2011-12-17 07:10 PM			2011-12-17 10:59 PM		
ifly	UA-1235-IAH-DTW	2011-12-17 7:10 PM	2011-12-17 7:19 PM		2011-12-17 10:59 PM	2011-12-17 10:59 PM	
aa	AA-425-ORD-SEA	December 17, 2011               03:10 PM    	December 17, 2011     	 H6	December 17, 2011               05:45 PM    	December 17, 2011     	 A9    
flightexplorer	AA-425-ORD-SEA	12/17/2011 3:46PM CST			12/17/2011 6:06PM PST		
airtravelcenter	AA-425-ORD-SEA		12/17/11 3:46 PM (-06:00)			12/17/11 6:06 PM (-08:00)	
myrateplan	AA-425-ORD-SEA		12/17/11 3:46 PM (-06:00)			12/17/11 6:06 PM (-08:00)	
helloflight	AA-425-ORD-SEA		12/17/11 3:46 PM (-06:00)			12/17/11 6:06 PM (-08:00)	
flytecomm	AA-425-ORD-SEA		12/17/11 3:46 PM (-06:00)			12/17/11 6:06 PM (-08:00)	
flightaware	AA-425-ORD-SEA	2011-12-17 03:10PM CST	2011-12-17 05:40PM CST	 H6 	2011-12-17 05:33PM PST	2011-12-17 08:03PM PST	 A9 
wunderground	AA-425-ORD-SEA	2011-12-17 03:10PM CST	2011-12-17 05:40PM CST	 H6 	2011-12-17 05:33PM PST	2011-12-17 08:03PM PST	 A9 
flights	AA-425-ORD-SEA	03:10 PM  Sat 17-Dec-2011		H6	05:45 PM  Sat 17-Dec-2011		9
businesstravellogue	AA-425-ORD-SEA	03:10 PM  Sat 17-Dec-2011		H6	05:45 PM  Sat 17-Dec-2011		9
flylouisville	AA-425-ORD-SEA	03:10 PM  Sat 17-Dec-2011		H6	05:45 PM  Sat 17-Dec-2011		9
world-flight-tracker	AA-425-ORD-SEA	2011-12-17 3:10 PM	2011-12-17 5:30 PM (Estimated)		2011-12-17 5:45 PM	2011-12-17 8:13 PM (Estimated)	
flightview	AA-425-ORD-SEA	3:10 PM, Dec 17		H6	5:45 PM, Dec 17		A9
panynj	AA-425-ORD-SEA	3:10 PM, Dec 17		H6	5:45 PM, Dec 17		A9
gofox	AA-425-ORD-SEA	3:10 PM, Dec 17			5:45 PM, Dec 17		
foxbusiness	AA-425-ORD-SEA	3:10 PM, Dec 17		H6	5:45 PM, Dec 17		A9
allegiantair	AA-425-ORD-SEA	3:10 PM, Dec 17		H6	5:45 PM, Dec 17		A9
boston	AA-425-ORD-SEA	3:10 PM, Dec 17	3:10 PM, Dec 17&nbsp(Estimated)		5:45 PM, Dec 17	5:30 PM, Dec 17&nbsp(Estimated)	
orbitz	AA-425-ORD-SEA	3:10pDec 17		 H6	10:41pDec 17		 A9
weather	AA-425-ORD-SEA	2011-12-17 03:10 PM			2011-12-17 05:45 PM		
ord	AA-425-ORD-SEA	2011-12-17 3:10 PM		H6	2011-12-17 5:45 PM		9
mytripandmore	AA-425-ORD-SEA	3:10pDec 17		 H6	10:41pDec 17		 A9
aa	AA-2136-SXM-MIA	December 17, 2011               04:00 PM    	December 17, 2011               04:27 PM    	 B5	December 17, 2011               06:35 PM    	December 17, 2011               07:08 PM    	 D25    
airtravelcenter	AA-2136-SXM-MIA		12/17/11 4:56 PM (-04:00)			12/17/11 7:05 PM (-05:00)	
myrateplan	AA-2136-SXM-MIA		12/17/11 4:56 PM (-04:00)			12/17/11 7:05 PM (-05:00)	
helloflight	AA-2136-SXM-MIA		12/17/11 4:56 PM (-04:00)			12/17/11 7:05 PM (-05:00)	
flytecomm	AA-2136-SXM-MIA		12/17/11 4:56 PM (-04:00)			12/17/11 7:05 PM (-05:00)	
flights	AA-2136-SXM-MIA	04:00 PM  Sat 17-Dec-2011	04:27 PM  Sat 17-Dec-2011	B5	06:35 PM  Sat 17-Dec-2011	07:08 PM  Sat 17-Dec-2011	D25
businesstravellogue	AA-2136-SXM-MIA	04:00 PM  Sat 17-Dec-2011	04:27 PM  Sat 17-Dec-2011	B5	06:35 PM  Sat 17-Dec-2011	07:08 PM  Sat 17-Dec-2011	D25
flylouisville	AA-2136-SXM-MIA	04:00 PM  Sat 17-Dec-2011	04:27 PM  Sat 17-Dec-2011	B5	06:35 PM  Sat 17-Dec-2011	07:08 PM  Sat 17-Dec-2011	D25
world-flight-tracker	AA-2136-SXM-MIA	2011-12-17 4:00 PM	2011-12-17 4:27 PM		2011-12-17 6:35 PM	2011-12-17 7:08 PM	
flightview	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	7:08 PM, Dec 17	
panynj	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	7:08 PM, Dec 17	
gofox	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	7:08 PM, Dec 17	
foxbusiness	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	7:08 PM, Dec 17	
allegiantair	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	7:08 PM, Dec 17	
boston	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	6:57 PM, Dec 17	
orbitz	AA-2136-SXM-MIA	4:00pDec 17	4:27pDec 17	 B5	6:35pDec 17	7:08pDec 17	 D25
weather	AA-2136-SXM-MIA	2011-12-17 04:00 PM			2011-12-17 06:35 PM		
mia	AA-2136-SXM-MIA				6:35P 12-17-11	2011-12-17  6:56P	
usatoday	AA-2136-SXM-MIA	2011-12-17 04:00 PM			2011-12-17 06:35 PM		
mytripandmore	AA-2136-SXM-MIA	4:00pDec 17	4:27pDec 17	 B5	6:35pDec 17	7:08pDec 17	 D25
flightarrival	AA-2136-SXM-MIA	4:00 PM, Dec 17	4:56 PM, Dec 17		6:35 PM, Dec 17	6:57 PM, Dec 17	
ua	UA-5182-IAH-IAD	Sat, Dec 17 11:45 AM	Sat, Dec 17 12:01 PM	B86A	Sat, Dec 17 3:34 PM	Sat, Dec 17 3:39 PM	A2B
airtravelcenter	UA-5182-IAH-IAD	12/17/11 11:45 AM (-06:00)			12/17/11 3:34 PM (-05:00)		
myrateplan	UA-5182-IAH-IAD	12/17/11 11:45 AM (-06:00)			12/17/11 3:34 PM (-05:00)		
helloflight	UA-5182-IAH-IAD	12/17/11 11:45 AM (-06:00)			12/17/11 3:34 PM (-05:00)		
flytecomm	UA-5182-IAH-IAD	12/17/11 11:45 AM (-06:00)			12/17/11 3:34 PM (-05:00)		
flights	UA-5182-IAH-IAD		2011-12-17 12:01 PM	86A		2011-12-17 03:39 PM	A2
businesstravellogue	UA-5182-IAH-IAD		2011-12-17 12:01 PM	86A		2011-12-17 03:39 PM	A2
flylouisville	UA-5182-IAH-IAD		2011-12-17 12:01 PM	86A		2011-12-17 03:39 PM	A2
flightview	UA-5182-IAH-IAD		12:13 PMDec 17			3:39 PMDec 17	
panynj	UA-5182-IAH-IAD		12:13 PMDec 17			3:39 PMDec 17	
gofox	UA-5182-IAH-IAD		12:13 PMDec 17			3:39 PMDec 17	
foxbusiness	UA-5182-IAH-IAD		12:13 PMDec 17			3:39 PMDec 17	
allegiantair	UA-5182-IAH-IAD		12:13 PMDec 17			3:39 PMDec 17	
boston	UA-5182-IAH-IAD		12:13 PMDec 17			3:31 PMDec 17	
orbitz	UA-5182-IAH-IAD	11:45aDec 17	12:01pDec 17	 -	3:34pDec 17	3:39pDec 17	 -
weather	UA-5182-IAH-IAD	2011-12-17 11:45 AM			2011-12-17 03:34 PM		
iad	UA-5182-IAH-IAD				2011-12-17 15:36 	2011-12-17 15:36 	
usatoday	UA-5182-IAH-IAD		12:13 PMDec 17			3:31 PMDec 17	
aa	AA-4008-ORD-CLT	December 17, 2011               02:25 PM    	December 17, 2011               03:39 PM    	 G20	December 17, 2011               05:15 PM    	December 17, 2011               06:36 PM    	 A9    
airtravelcenter	AA-4008-ORD-CLT		12/17/11 4:07 PM (-06:00)			12/17/11 6:24 PM (-05:00)	
myrateplan	AA-4008-ORD-CLT		12/17/11 4:07 PM (-06:00)			12/17/11 6:24 PM (-05:00)	
helloflight	AA-4008-ORD-CLT		12/17/11 4:07 PM (-06:00)			12/17/11 6:24 PM (-05:00)	
flytecomm	AA-4008-ORD-CLT		12/17/11 4:07 PM (-06:00)			12/17/11 6:24 PM (-05:00)	
flightaware	AA-4008-ORD-CLT	2011-12-17 02:25PM CST	2011-12-17 04:07PM CST	 G20 	2011-12-17 05:05PM EST	2011-12-17 06:21PM EST	 A9 
wunderground	AA-4008-ORD-CLT	2011-12-17 02:25PM CST	2011-12-17 04:07PM CST	 G20 	2011-12-17 05:05PM EST	2011-12-17 06:21PM EST	 A9 
flights	AA-4008-ORD-CLT	02:25 PM  Sat 17-Dec-2011	03:39 PM  Sat 17-Dec-2011	G20	05:15 PM  Sat 17-Dec-2011	06:36 PM  Sat 17-Dec-2011	A9
businesstravellogue	AA-4008-ORD-CLT	02:25 PM  Sat 17-Dec-2011	03:39 PM  Sat 17-Dec-2011	G20	05:15 PM  Sat 17-Dec-2011	06:36 PM  Sat 17-Dec-2011	A9
flylouisville	AA-4008-ORD-CLT	02:25 PM  Sat 17-Dec-2011	03:39 PM  Sat 17-Dec-2011	G20	05:15 PM  Sat 17-Dec-2011	06:36 PM  Sat 17-Dec-2011	A9
flightstats	AA-4008-ORD-CLT	2011-12-17 2:25 PM	2011-12-17 3:39 PM		2011-12-17 5:15 PM	2011-12-17 6:36 PM	
quicktrip	AA-4008-ORD-CLT	2011-12-17 2:25 PM	2011-12-17 3:39 PM		2011-12-17 5:15 PM	2011-12-17 6:36 PM	
world-flight-tracker	AA-4008-ORD-CLT	2011-12-17 2:25 PM	2011-12-17 3:39 PM		2011-12-17 5:15 PM	2011-12-17 6:36 PM	
flightview	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
panynj	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
gofox	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
foxbusiness	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
allegiantair	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
boston	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
orbitz	AA-4008-ORD-CLT	3:45pDec 17	3:39pDec 17	 G20	5:15pDec 17	6:36pDec 17	 A9
weather	AA-4008-ORD-CLT	2011-12-17 02:25 PM			2011-12-17 05:15 PM		
ord	AA-4008-ORD-CLT	2011-12-17 2:25 PM		G20	2011-12-17 5:15 PM		A9
ifly	AA-4008-ORD-CLT	2011-12-17 2:25 PM	2011-12-17 3:39 PM		2011-12-17 5:15 PM	2011-12-17 6:36 PM	
usatoday	AA-4008-ORD-CLT	2:25 PM, Dec 17	4:07 PM, Dec 17		5:15 PM, Dec 17	6:26 PM, Dec 17	
flightwise	AA-4008-ORD-CLT	2011-12-17 02:25PM CST	2011-12-17 04:07PM CST	 G20 	2011-12-17 05:05PM EST	2011-12-17 06:21PM EST	 A9 
flightarrival	AA-4008-ORD-CLT	2011-12-17 2:25 PM	2011-12-17 3:39 PM		2011-12-17 5:15 PM	2011-12-17 6:36 PM	
ua	UA-1243-IAH-MFE	Sat, Dec 17 9:25 PM	Sat, Dec 17 9:25 PM	C-30	Sat, Dec 17 10:48 PM	Sat, Dec 17 10:48 PM	--
flightexplorer	UA-1243-IAH-MFE	12/17/2011 9:25PM CST			12/17/2011 10:48PM CST		
airtravelcenter	UA-1243-IAH-MFE		12/17/11 9:40 PM (-06:00)			12/17/11 10:29 PM (-06:00)	
myrateplan	UA-1243-IAH-MFE		12/17/11 9:40 PM (-06:00)			12/17/11 10:29 PM (-06:00)	
helloflight	UA-1243-IAH-MFE		12/17/11 9:40 PM (-06:00)			12/17/11 10:29 PM (-06:00)	
flytecomm	UA-1243-IAH-MFE		12/17/11 9:40 PM (-06:00)			12/17/11 10:29 PM (-06:00)	
flightaware	UA-1243-IAH-MFE	2011-12-17 09:25PM CST	2011-12-17 09:35PM CST	 30 	2011-12-17 10:28PM CST	2011-12-17 10:38PM CST	
wunderground	UA-1243-IAH-MFE	2011-12-17 09:25PM CST	2011-12-17 09:35PM CST	 30 	2011-12-17 10:28PM CST	2011-12-17 10:38PM CST	
flights	UA-1243-IAH-MFE	09:25 PM  Sat 17-Dec-2011			10:48 PM  Sat 17-Dec-2011		
businesstravellogue	UA-1243-IAH-MFE	09:25 PM  Sat 17-Dec-2011			10:48 PM  Sat 17-Dec-2011		
flylouisville	UA-1243-IAH-MFE	09:25 PM  Sat 17-Dec-2011			10:48 PM  Sat 17-Dec-2011		
flightstats	UA-1243-IAH-MFE	2011-12-17 9:25 PM	2011-12-17 9:25 PM (Estimated)		2011-12-17 10:48 PM	2011-12-17 10:48 PM (Estimated)	
quicktrip	UA-1243-IAH-MFE	2011-12-17 9:25 PM	2011-12-17 9:25 PM (Estimated)		2011-12-17 10:48 PM	2011-12-17 10:48 PM (Estimated)	
world-flight-tracker	UA-1243-IAH-MFE	2011-12-17 9:25 PM	2011-12-17 9:25 PM (Estimated)		2011-12-17 10:48 PM	2011-12-17 10:48 PM (Estimated)	
flightview	UA-1243-IAH-MFE	9:25 PM, Dec 17		Term C - C30	10:48 PM, Dec 17		Main Term
panynj	UA-1243-IAH-MFE	9:25 PM, Dec 17		Term C - C30	10:48 PM, Dec 17		Main Term
gofox	UA-1243-IAH-MFE	9:25 PM, Dec 17			10:48 PM, Dec 17		
foxbusiness	UA-1243-IAH-MFE	9:25 PM, Dec 17		Term C - C30	10:48 PM, Dec 17		Main Term
allegiantair	UA-1243-IAH-MFE	9:25 PM, Dec 17		Term C - C30	10:48 PM, Dec 17		Main Term
boston	UA-1243-IAH-MFE	9:25 PM, Dec 17	Not Available		10:48 PM, Dec 17	Not Available	
orbitz	UA-1243-IAH-MFE	9:25pDec 17		 30	10:48pDec 17		 -
ifly	UA-1243-IAH-MFE	2011-12-17 9:25 PM	2011-12-17 9:25 PM (Estimated)		2011-12-17 10:48 PM	2011-12-17 10:48 PM (Estimated)	
flightarrival	UA-1243-IAH-MFE	9:25 PM, Dec 17	Not Available		10:48 PM, Dec 17	Not Available	
ua	UA-1593-MCO-EWR	Sat, Dec 17 8:55 PM	Sat, Dec 17 9:23 PM	39	Sat, Dec 17 11:32 PM	Sat, Dec 17 11:35 PM	C97
flightexplorer	UA-1593-MCO-EWR		12/17/2011 9:36PM EST			12/17/2011 11:34PM EST	
airtravelcenter	UA-1593-MCO-EWR	12/17/11 8:55 PM (-05:00)			12/17/11 11:32 PM (-05:00)		
myrateplan	UA-1593-MCO-EWR	12/17/11 8:55 PM (-05:00)			12/17/11 11:32 PM (-05:00)		
helloflight	UA-1593-MCO-EWR	12/17/11 8:55 PM (-05:00)			12/17/11 11:32 PM (-05:00)		
flytecomm	UA-1593-MCO-EWR	12/17/11 8:55 PM (-05:00)			12/17/11 11:32 PM (-05:00)		
flightaware	UA-1593-MCO-EWR	2011-12-17 08:55PM EST	2011-12-17 09:37PM EST	 39 	2011-12-17 11:09PM EST	2011-12-17 11:30PM EST	 C97 
wunderground	UA-1593-MCO-EWR	2011-12-17 08:55PM EST	2011-12-17 09:37PM EST	 39 	2011-12-17 11:09PM EST	2011-12-17 11:30PM EST	 C97 
flights	UA-1593-MCO-EWR	08:55 PM  Sat 17-Dec-2011	09:23 PM  Sat 17-Dec-2011	39	11:32 PM  Sat 17-Dec-2011	11:35 PM  Sat 17-Dec-2011	97
businesstravellogue	UA-1593-MCO-EWR	08:55 PM  Sat 17-Dec-2011	09:23 PM  Sat 17-Dec-2011	39	11:32 PM  Sat 17-Dec-2011	11:35 PM  Sat 17-Dec-2011	97
flylouisville	UA-1593-MCO-EWR	08:55 PM  Sat 17-Dec-2011	09:23 PM  Sat 17-Dec-2011	39	11:32 PM  Sat 17-Dec-2011	11:35 PM  Sat 17-Dec-2011	97
flightstats	UA-1593-MCO-EWR	2011-12-17 8:55 PM	2011-12-17 9:23 PM		2011-12-17 11:32 PM	2011-12-17 11:35 PM	
quicktrip	UA-1593-MCO-EWR	2011-12-17 8:55 PM	2011-12-17 9:23 PM		2011-12-17 11:32 PM	2011-12-17 11:35 PM	
world-flight-tracker	UA-1593-MCO-EWR	2011-12-17 8:55 PM	2011-12-17 9:23 PM		2011-12-17 11:32 PM	2011-12-17 11:35 PM	
flightview	UA-1593-MCO-EWR	8:55 PM, Dec 17	9:37 PM, Dec 17	Term B - 39	11:32 PM, Dec 17	11:35 PM, Dec 17	Term C - C97
panynj	UA-1593-MCO-EWR	8:55 PM, Dec 17	9:37 PM, Dec 17	Term B - 39	11:32 PM, Dec 17	11:35 PM, Dec 17	Term C - C97
gofox	UA-1593-MCO-EWR	8:55 PM, Dec 17	9:37 PM, Dec 17		11:32 PM, Dec 17	11:35 PM, Dec 17	
foxbusiness	UA-1593-MCO-EWR	8:55 PM, Dec 17	9:37 PM, Dec 17	Term B - 39	11:32 PM, Dec 17	11:35 PM, Dec 17	Term C - C97
allegiantair	UA-1593-MCO-EWR	8:55 PM, Dec 17	9:37 PM, Dec 17	Term B - 39	11:32 PM, Dec 17	11:35 PM, Dec 17	Term C - C97
boston	UA-1593-MCO-EWR	8:55 PM, Dec 17	9:37 PM, Dec 17		11:32 PM, Dec 17	11:34 PM, Dec 17	
orbitz	UA-1593-MCO-EWR	8:55pDec 17	9:23pDec 17	 39	11:32pDec 17	11:35pDec 17	 C97
weather	UA-1593-MCO-EWR	2011-12-17 08:55 PM			2011-12-17 11:32 PM		
mytripandmore	UA-1593-MCO-EWR	8:55pDec 17	9:23pDec 17	 39	11:32pDec 17	11:35pDec 17	 C97
flightarrival	UA-1593-MCO-EWR	2011-12-17 08:55 PM			2011-12-17 11:32 PM		
CO	CO-1693-MCO-IAH	Sat., Dec.17, 2011 8:44 a.m.	Sat., Dec.17, 2011 8:35 a.m.		Sat., Dec.17, 2011 10:26 a.m.	Sat., Dec.17, 2011 10:14 a.m.	
