CO	CO-4237-EWR-DTW	Sat., Dec.31, 2011 12:33 p.m.	Sat., Dec.31, 2011 12:29 p.m.		Sat., Dec.31, 2011 2:38 p.m.	Sat., Dec.31, 2011 2:15 p.m.	
gofox	UA-5748-ORD-SBN		7:14 AMDec 31			8:39 AMDec 31	
foxbusiness	UA-5748-ORD-SBN		7:14 AMDec 31			8:39 AMDec 31	
allegiantair	UA-5748-ORD-SBN		7:14 AMDec 31			8:39 AMDec 31	
boston	UA-5748-ORD-SBN		7:14 AMDec 31			8:40 AMDec 31	
travelocity	UA-5748-ORD-SBN	Dec 31 - Not Available	Dec 31 - 7:13am	F2A	Dec 31 - Not Available	Dec 31 - 8:39am	A7
orbitz	UA-5748-ORD-SBN	7:00aDec 31	6:58aDec 31	 F2A	8:44aDec 31	8:39aDec 31	 A7
weather	UA-5748-ORD-SBN	2011-12-31 07:00 AM			2011-12-31 08:44 AM		
ord	UA-5748-ORD-SBN	2011-12-31 7:00 AM		F2A	2011-12-31 8:44 AM		 
usatoday	UA-5748-ORD-SBN	2011-12-31 07:00 AM			2011-12-31 08:44 AM		
mytripandmore	UA-5748-ORD-SBN	Dec 31 - Not Available	Dec 31 - 7:13am	F2A	Dec 31 - Not Available	Dec 31 - 8:39am	A7
flightarrival	UA-5748-ORD-SBN	2011-12-31 07:00 AM			2011-12-31 08:44 AM		
ua	UA-3515-MSP-IAD	Sat, Dec 31 12:30 PM	Sat, Dec 31 12:24 PM            On Time	E8	Sat, Dec 31 3:53 PM	Sat, Dec 31 3:43 PM	D20
airtravelcenter	UA-3515-MSP-IAD		12/31/11 12:37 PM (-06:00)			12/31/11 3:28 PM (-05:00)	
myrateplan	UA-3515-MSP-IAD		12/31/11 12:37 PM (-06:00)			12/31/11 3:28 PM (-05:00)	
helloflight	UA-3515-MSP-IAD		12/31/11 12:37 PM (-06:00)			12/31/11 3:28 PM (-05:00)	
flytecomm	UA-3515-MSP-IAD		12/31/11 12:37 PM (-06:00)			12/31/11 3:28 PM (-05:00)	
flightaware	UA-3515-MSP-IAD	2011-12-31 12:30PM CST	2011-12-31 12:37PM CST	 E8 	2011-12-31 03:39PM EST	2011-12-31 03:27PM EST	 D20 
wunderground	UA-3515-MSP-IAD	2011-12-31 12:30PM CST	2011-12-31 12:37PM CST	 E8 	2011-12-31 03:39PM EST	2011-12-31 03:27PM EST	 D20 
flights	UA-3515-MSP-IAD		2011-12-31 12:24 PM	E8		2011-12-31 03:53 PM	D20
businesstravellogue	UA-3515-MSP-IAD		2011-12-31 12:24 PM	E8		2011-12-31 03:53 PM	D20
flylouisville	UA-3515-MSP-IAD		2011-12-31 12:24 PM	E8		2011-12-31 03:53 PM	D20
flightview	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
panynj	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
gofox	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
foxbusiness	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
allegiantair	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
boston	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
orbitz	UA-3515-MSP-IAD	12:30pDec 31	12:24pDec 31	 E8	3:33pDec 31		 D20
iad	UA-3515-MSP-IAD				2011-12-31 15:53 	2011-12-31 15:53 	
usatoday	UA-3515-MSP-IAD		12:37 PMDec 31			3:30 PMDec 31	
ua	UA-414-SFO-EWR	Sat, Dec 31 9:11 AM	Sat, Dec 31 9:08 AM            On Time	85	Sat, Dec 31 5:40 PM	Sat, Dec 31 5:21 PM	16
ua	UA-414-SFO-EWR	Sat, Dec 31 9:11 AM	Sat, Dec 31 9:11 AM            On Time	85	Sat, Dec 31 5:40 PM	Sat, Dec 31 5:12 PM	16
flightexplorer	UA-414-SFO-EWR	12/31/2011 9:30AM PST			12/31/2011 5:05PM EST		
flightexplorer	UA-414-SFO-EWR		12/31/2011 9:31AM PST			12/31/2011 5:13PM EST	
airtravelcenter	UA-414-SFO-EWR		12/31/11 9:33 AM (-08:00)			12/31/11 4:57 PM (-05:00)	
airtravelcenter	UA-414-SFO-EWR		12/31/11 9:30 AM (-08:00)			12/31/11 5:05 PM (-05:00)	
myrateplan	UA-414-SFO-EWR		12/31/11 9:33 AM (-08:00)			12/31/11 4:57 PM (-05:00)	
myrateplan	UA-414-SFO-EWR		12/31/11 9:30 AM (-08:00)			12/31/11 5:05 PM (-05:00)	
helloflight	UA-414-SFO-EWR		12/31/11 9:33 AM (-08:00)			12/31/11 4:57 PM (-05:00)	
helloflight	UA-414-SFO-EWR		12/31/11 9:30 AM (-08:00)			12/31/11 5:05 PM (-05:00)	
flytecomm	UA-414-SFO-EWR		12/31/11 9:33 AM (-08:00)			12/31/11 4:57 PM (-05:00)	
flytecomm	UA-414-SFO-EWR		12/31/11 9:30 AM (-08:00)			12/31/11 5:05 PM (-05:00)	
flightaware	UA-414-SFO-EWR	2011-12-31 09:11AM PST	2011-12-31 09:21AM PST	 85 	2011-12-31 04:52PM EST	2011-12-31 05:02PM EST	 16 
flightaware	UA-414-SFO-EWR	2011-12-31 09:11AM PST	2011-12-31 09:33AM PST	 85 	2011-12-31 05:02PM EST	2011-12-31 04:57PM EST	 16 
wunderground	UA-414-SFO-EWR	2011-12-31 09:11AM PST	2011-12-31 09:21AM PST	 85 	2011-12-31 04:52PM EST	2011-12-31 05:02PM EST	 16 
wunderground	UA-414-SFO-EWR	2011-12-31 09:11AM PST	2011-12-31 09:33AM PST	 85 	2011-12-31 05:02PM EST	2011-12-31 04:57PM EST	 16 
flights	UA-414-SFO-EWR		2011-12-31 09:08 AM	85		2011-12-31 05:21 PM	16
flights	UA-414-SFO-EWR	2011-12-31 09:11 AM		85	2011-12-31 05:40 PM		16
businesstravellogue	UA-414-SFO-EWR		2011-12-31 09:08 AM	85		2011-12-31 05:21 PM	16
businesstravellogue	UA-414-SFO-EWR	2011-12-31 09:11 AM		85	2011-12-31 05:40 PM		16
flylouisville	UA-414-SFO-EWR		2011-12-31 09:08 AM	85		2011-12-31 05:21 PM	16
flylouisville	UA-414-SFO-EWR	2011-12-31 09:11 AM		85	2011-12-31 05:40 PM		16
flightstats	UA-414-SFO-EWR	2011-12-31 9:11 AM	2011-12-31 9:08 AM		2011-12-31 5:40 PM	2011-12-31 5:21 PM	
quicktrip	UA-414-SFO-EWR	2011-12-31 9:11 AM	2011-12-31 9:08 AM		2011-12-31 5:40 PM	2011-12-31 5:21 PM	
flightview	UA-414-SFO-EWR		9:33 AMDec 31			5:21 PMDec 31	
flightview	UA-414-SFO-EWR	9:11 AMDec 31			5:12 PMDec 31		
panynj	UA-414-SFO-EWR		9:33 AMDec 31			5:21 PMDec 31	
panynj	UA-414-SFO-EWR	9:11 AMDec 31			5:12 PMDec 31		
gofox	UA-414-SFO-EWR		9:33 AMDec 31			5:21 PMDec 31	
gofox	UA-414-SFO-EWR	9:11 AMDec 31			5:12 PMDec 31		
foxbusiness	UA-414-SFO-EWR		9:33 AMDec 31			5:21 PMDec 31	
foxbusiness	UA-414-SFO-EWR	9:11 AMDec 31			5:12 PMDec 31		
allegiantair	UA-414-SFO-EWR		9:33 AMDec 31			5:21 PMDec 31	
allegiantair	UA-414-SFO-EWR	9:11 AMDec 31			5:12 PMDec 31		
boston	UA-414-SFO-EWR	9:11 AMDec 31			4:46 PMDec 31		
boston	UA-414-SFO-EWR		9:33 AMDec 31			5:14 PMDec 31	
orbitz	UA-414-SFO-EWR	9:11aDec 31	9:08aDec 31	 85	5:40pDec 31	5:21pDec 31	 16
orbitz	UA-414-SFO-EWR	9:11aDec 31		 85	4:44pDec 31		 16
usatoday	UA-414-SFO-EWR	9:11 AMDec 31			4:46 PMDec 31		
flightwise	UA-414-SFO-EWR	2011-12-31 09:11AM PST	2011-12-31 09:33AM PST	 85 	2011-12-31 05:02PM EST	2011-12-31 04:57PM EST	 16 
aa	AA-415-BOS-ORD	December 31, 2011               08:35 AM    	December 31, 2011               08:31 AM    	 B35	December 31, 2011               10:40 AM    	December 31, 2011               09:56 AM    	 K13    
airtravelcenter	AA-415-BOS-ORD		12/31/11 8:45 AM (-05:00)			12/31/11 9:52 AM (-06:00)	
myrateplan	AA-415-BOS-ORD		12/31/11 8:45 AM (-05:00)			12/31/11 9:52 AM (-06:00)	
helloflight	AA-415-BOS-ORD		12/31/11 8:45 AM (-05:00)			12/31/11 9:52 AM (-06:00)	
flytecomm	AA-415-BOS-ORD		12/31/11 8:45 AM (-05:00)			12/31/11 9:52 AM (-06:00)	
flightaware	AA-415-BOS-ORD	2011-12-31 08:35AM EST	2011-12-31 08:45AM EST	 B35 	2011-12-31 10:05AM CST	2011-12-31 09:49AM CST	 K13 
wunderground	AA-415-BOS-ORD	2011-12-31 08:35AM EST	2011-12-31 08:45AM EST	 B35 	2011-12-31 10:05AM CST	2011-12-31 09:49AM CST	 K13 
flights	AA-415-BOS-ORD	08:35 AM  Sat 31-Dec-2011	08:31 AM  Sat 31-Dec-2011	B35	10:40 AM  Sat 31-Dec-2011	09:56 AM  Sat 31-Dec-2011	K13
businesstravellogue	AA-415-BOS-ORD	08:35 AM  Sat 31-Dec-2011	08:31 AM  Sat 31-Dec-2011	B35	10:40 AM  Sat 31-Dec-2011	09:56 AM  Sat 31-Dec-2011	K13
flylouisville	AA-415-BOS-ORD	08:35 AM  Sat 31-Dec-2011	08:31 AM  Sat 31-Dec-2011	B35	10:40 AM  Sat 31-Dec-2011	09:56 AM  Sat 31-Dec-2011	K13
flightstats	AA-415-BOS-ORD	2011-12-31 8:35 AM	2011-12-31 8:31 AM		2011-12-31 10:40 AM	2011-12-31 9:56 AM	
quicktrip	AA-415-BOS-ORD	2011-12-31 8:35 AM	2011-12-31 8:31 AM		2011-12-31 10:40 AM	2011-12-31 9:56 AM	
world-flight-tracker	AA-415-BOS-ORD	2011-12-31 8:35 AM	2011-12-31 8:31 AM		2011-12-31 10:40 AM	2011-12-31 9:56 AM	
flightview	AA-415-BOS-ORD	8:35 AM, Dec 31	8:45 AM, Dec 31	Terminal B - 35	10:40 AM, Dec 31	9:54 AM, Dec 31	K13
panynj	AA-415-BOS-ORD	8:35 AM, Dec 31	8:45 AM, Dec 31	Terminal B - 35	10:40 AM, Dec 31	9:54 AM, Dec 31	K13
gofox	AA-415-BOS-ORD	8:35 AM, Dec 31	8:45 AM, Dec 31		10:40 AM, Dec 31	9:54 AM, Dec 31	
foxbusiness	AA-415-BOS-ORD	8:35 AM, Dec 31	8:45 AM, Dec 31	Terminal B - 35	10:40 AM, Dec 31	9:54 AM, Dec 31	K13
allegiantair	AA-415-BOS-ORD	8:35 AM, Dec 31	8:45 AM, Dec 31	Terminal B - 35	10:40 AM, Dec 31	9:54 AM, Dec 31	K13
boston	AA-415-BOS-ORD	8:35 AM, Dec 31	8:45 AM, Dec 31		10:40 AM, Dec 31	9:54 AM, Dec 31	
travelocity	AA-415-BOS-ORD	Dec 31 - 8:35am	Dec 31 - 8:31am	B35	Dec 31 - 10:40am	Dec 31 - 9:56am	K13/T3
orbitz	AA-415-BOS-ORD	8:35aDec 31	8:31aDec 31	 B35	10:40aDec 31	9:56aDec 31	 K13
weather	AA-415-BOS-ORD	2011-12-31 08:35 AM	2011-12-31 08:45 AM		2011-12-31 10:40 AM	2011-12-31 09:52 AM	
ord	AA-415-BOS-ORD	2011-12-31 8:35 AM		B35	2011-12-31 10:40 AM		K13
ifly	AA-415-BOS-ORD	2011-12-31 8:35 AM	2011-12-31 8:31 AM		2011-12-31 10:40 AM	2011-12-31 9:56 AM	
usatoday	AA-415-BOS-ORD	2011-12-31 08:35 AM	2011-12-31 08:45 AM		2011-12-31 10:40 AM	2011-12-31 09:52 AM	
mytripandmore	AA-415-BOS-ORD	8:35aDec 31	8:31aDec 31	 B35	10:40aDec 31	9:56aDec 31	 K13
ua	UA-1144-EWR-FLL	Sat, Dec 31 12:00 PM	Sat, Dec 31 11:57 AM	C128	Sat, Dec 31 3:03 PM	Sat, Dec 31 2:59 PM	C2
airtravelcenter	UA-1144-EWR-FLL		12/31/11 12:11 PM (-05:00)			12/31/11 2:45 PM (-05:00)	
myrateplan	UA-1144-EWR-FLL		12/31/11 12:11 PM (-05:00)			12/31/11 2:45 PM (-05:00)	
helloflight	UA-1144-EWR-FLL		12/31/11 12:11 PM (-05:00)			12/31/11 2:45 PM (-05:00)	
flytecomm	UA-1144-EWR-FLL		12/31/11 12:11 PM (-05:00)			12/31/11 2:45 PM (-05:00)	
flights	UA-1144-EWR-FLL		2011-12-31 11:57 AM	128		2011-12-31 02:59 PM	C2
businesstravellogue	UA-1144-EWR-FLL		2011-12-31 11:57 AM	128		2011-12-31 02:59 PM	C2
flylouisville	UA-1144-EWR-FLL		2011-12-31 11:57 AM	128		2011-12-31 02:59 PM	C2
flightview	UA-1144-EWR-FLL		12:11 PMDec 31			2:59 PMDec 31	
panynj	UA-1144-EWR-FLL		12:11 PMDec 31			2:59 PMDec 31	
gofox	UA-1144-EWR-FLL		12:11 PMDec 31			2:59 PMDec 31	
foxbusiness	UA-1144-EWR-FLL		12:11 PMDec 31			2:59 PMDec 31	
allegiantair	UA-1144-EWR-FLL		12:11 PMDec 31			2:59 PMDec 31	
boston	UA-1144-EWR-FLL		12:11 PMDec 31			2:43 PMDec 31	
travelocity	UA-1144-EWR-FLL	Dec 31 - 12:00noon	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 3:03pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-1144-EWR-FLL	12:00pDec 31	11:57aDec 31	 128	3:03pDec 31	2:59pDec 31	 C1
weather	UA-1144-EWR-FLL	2011-12-31 12:00 PM			2011-12-31 03:03 PM		
usatoday	UA-1144-EWR-FLL	2011-12-31 12:00 PM			2011-12-31 03:03 PM		
ua	UA-1081-SJO-EWR	Sat, Dec 31 12:45 PM	Sat, Dec 31 12:44 PM	--	Sat, Dec 31 6:49 PM	Sat, Dec 31 6:34 PM	C136
airtravelcenter	UA-1081-SJO-EWR		12/31/11 12:35 PM (-06:00)			12/31/11 5:51 PM (-05:00)	
myrateplan	UA-1081-SJO-EWR		12/31/11 12:35 PM (-06:00)			12/31/11 5:51 PM (-05:00)	
helloflight	UA-1081-SJO-EWR		12/31/11 12:35 PM (-06:00)			12/31/11 5:51 PM (-05:00)	
flytecomm	UA-1081-SJO-EWR		12/31/11 12:35 PM (-06:00)			12/31/11 5:51 PM (-05:00)	
flights	UA-1081-SJO-EWR	12:45 PM  Sat 31-Dec-2011		HOLD	06:49 PM  Sat 31-Dec-2011		136
businesstravellogue	UA-1081-SJO-EWR	12:45 PM  Sat 31-Dec-2011		HOLD	06:49 PM  Sat 31-Dec-2011		136
flylouisville	UA-1081-SJO-EWR	12:45 PM  Sat 31-Dec-2011		HOLD	06:49 PM  Sat 31-Dec-2011		136
flightview	UA-1081-SJO-EWR	12:45 PM, Dec 31		Terminal M	6:49 PM, Dec 31		Term C - C136
panynj	UA-1081-SJO-EWR	12:45 PM, Dec 31		Terminal M	6:49 PM, Dec 31		Term C - C136
gofox	UA-1081-SJO-EWR	12:45 PM, Dec 31			6:49 PM, Dec 31		
foxbusiness	UA-1081-SJO-EWR	12:45 PM, Dec 31		Terminal M	6:49 PM, Dec 31		Term C - C136
allegiantair	UA-1081-SJO-EWR	12:45 PM, Dec 31		Terminal M	6:49 PM, Dec 31		Term C - C136
boston	UA-1081-SJO-EWR	12:45 PM, Dec 31	12:35 PM, Dec 31&nbsp(Estimated)		6:49 PM, Dec 31	5:51 PM, Dec 31&nbsp(Estimated)	
travelocity	UA-1081-SJO-EWR	Dec 31 - 12:45pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 6:49pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-1081-SJO-EWR	12:45pDec 31	12:44pDec 31	 -	6:47pDec 31		 -
weather	UA-1081-SJO-EWR	2011-12-31 12:45 PM			2011-12-31 06:49 PM		
usatoday	UA-1081-SJO-EWR	2011-12-31 12:45 PM			2011-12-31 06:49 PM		
mytripandmore	UA-1081-SJO-EWR	Dec 31 - 12:45pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 6:49pm	Dec 31 - Contact Airline	Not provided by airline
flightarrival	UA-1081-SJO-EWR	2011-12-31 12:45 PM			2011-12-31 06:49 PM		
ua	UA-330-SAN-ORD	Sat, Dec 31 8:19 AM	Sat, Dec 31 8:19 AM	15	Sat, Dec 31 2:18 PM	Sat, Dec 31 1:47 PM	C26
flightexplorer	UA-330-SAN-ORD		12/31/2011 8:31AM PST			12/31/2011 1:47PM CST	
airtravelcenter	UA-330-SAN-ORD		12/31/11 8:33 AM (-08:00)			12/31/11 1:47 PM (-06:00)	
myrateplan	UA-330-SAN-ORD		12/31/11 8:33 AM (-08:00)			12/31/11 1:47 PM (-06:00)	
helloflight	UA-330-SAN-ORD		12/31/11 8:33 AM (-08:00)			12/31/11 1:47 PM (-06:00)	
flytecomm	UA-330-SAN-ORD		12/31/11 8:33 AM (-08:00)			12/31/11 1:47 PM (-06:00)	
flightaware	UA-330-SAN-ORD	2011-12-31 08:19AM PST	2011-12-31 08:33AM PST	 15 	2011-12-31 01:55PM CST	2011-12-31 01:44PM CST	 C26 
wunderground	UA-330-SAN-ORD	2011-12-31 08:19AM PST	2011-12-31 08:33AM PST	 15 	2011-12-31 01:55PM CST	2011-12-31 01:44PM CST	 C26 
flights	UA-330-SAN-ORD	08:19 AM  Sat 31-Dec-2011	08:19 AM  Sat 31-Dec-2011	15	02:18 PM  Sat 31-Dec-2011	01:47 PM  Sat 31-Dec-2011	C26
businesstravellogue	UA-330-SAN-ORD	08:19 AM  Sat 31-Dec-2011	08:19 AM  Sat 31-Dec-2011	15	02:18 PM  Sat 31-Dec-2011	01:47 PM  Sat 31-Dec-2011	C26
flylouisville	UA-330-SAN-ORD	08:19 AM  Sat 31-Dec-2011	08:19 AM  Sat 31-Dec-2011	15	02:18 PM  Sat 31-Dec-2011	01:47 PM  Sat 31-Dec-2011	C26
world-flight-tracker	UA-330-SAN-ORD	2011-12-31 8:19 AM	2011-12-31 8:19 AM		2011-12-31 2:18 PM	2011-12-31 1:47 PM	
flightview	UA-330-SAN-ORD	8:19 AM, Dec 31	8:33 AM, Dec 31	15	2:18 PM, Dec 31	1:47 PM, Dec 31	C26
panynj	UA-330-SAN-ORD	8:19 AM, Dec 31	8:33 AM, Dec 31	15	2:18 PM, Dec 31	1:47 PM, Dec 31	C26
gofox	UA-330-SAN-ORD	8:19 AM, Dec 31	8:33 AM, Dec 31		2:18 PM, Dec 31	1:47 PM, Dec 31	
foxbusiness	UA-330-SAN-ORD	8:19 AM, Dec 31	8:33 AM, Dec 31	15	2:18 PM, Dec 31	1:47 PM, Dec 31	C26
allegiantair	UA-330-SAN-ORD	8:19 AM, Dec 31	8:33 AM, Dec 31	15	2:18 PM, Dec 31	1:47 PM, Dec 31	C26
boston	UA-330-SAN-ORD	8:19 AM, Dec 31	8:33 AM, Dec 31		2:18 PM, Dec 31	1:49 PM, Dec 31	
travelocity	UA-330-SAN-ORD	Dec 31 - Not Available	Dec 31 - 8:32am	15	Dec 31 - Not Available	Dec 31 - 1:47pm	C26
orbitz	UA-330-SAN-ORD	8:19aDec 31	8:19aDec 31	 15	2:18pDec 31	1:47pDec 31	 C26
weather	UA-330-SAN-ORD	2011-12-31 08:19 AM			2011-12-31 02:18 PM		
ord	UA-330-SAN-ORD	2011-12-31 8:19 AM		15	2011-12-31 2:18 PM		C26
mytripandmore	UA-330-SAN-ORD	8:19aDec 31	8:19aDec 31	 15	2:18pDec 31	1:47pDec 31	 C26
flightarrival	UA-330-SAN-ORD	2011-12-31 08:19 AM			2011-12-31 02:18 PM		
ua	UA-1467-SAL-IAH	Sat, Dec 31 7:25 AM	Sat, Dec 31 7:23 AM	8	Sat, Dec 31 10:38 AM	Sat, Dec 31 10:26 AM	E19
airtravelcenter	UA-1467-SAL-IAH		12/31/11 7:34 AM (-06:00)			12/31/11 10:22 AM (-06:00)	
myrateplan	UA-1467-SAL-IAH		12/31/11 7:34 AM (-06:00)			12/31/11 10:22 AM (-06:00)	
helloflight	UA-1467-SAL-IAH		12/31/11 7:34 AM (-06:00)			12/31/11 10:22 AM (-06:00)	
flytecomm	UA-1467-SAL-IAH		12/31/11 7:34 AM (-06:00)			12/31/11 10:22 AM (-06:00)	
flights	UA-1467-SAL-IAH	07:25 AM  Sat 31-Dec-2011	07:23 AM  Sat 31-Dec-2011	8	10:38 AM  Sat 31-Dec-2011	10:26 AM  Sat 31-Dec-2011	19
businesstravellogue	UA-1467-SAL-IAH	07:25 AM  Sat 31-Dec-2011	07:23 AM  Sat 31-Dec-2011	8	10:38 AM  Sat 31-Dec-2011	10:26 AM  Sat 31-Dec-2011	19
flylouisville	UA-1467-SAL-IAH	07:25 AM  Sat 31-Dec-2011	07:23 AM  Sat 31-Dec-2011	8	10:38 AM  Sat 31-Dec-2011	10:26 AM  Sat 31-Dec-2011	19
world-flight-tracker	UA-1467-SAL-IAH	2011-12-31 7:25 AM	2011-12-31 7:23 AM		2011-12-31 10:38 AM	2011-12-31 10:26 AM	
flightview	UA-1467-SAL-IAH	7:25 AM, Dec 31	7:15 AM, Dec 31	Main Term - 8	10:38 AM, Dec 31	10:26 AM, Dec 31	Term E - E19
panynj	UA-1467-SAL-IAH	7:25 AM, Dec 31	7:15 AM, Dec 31	Main Term - 8	10:38 AM, Dec 31	10:26 AM, Dec 31	Term E - E19
gofox	UA-1467-SAL-IAH	7:25 AM, Dec 31	7:15 AM, Dec 31		10:38 AM, Dec 31	10:26 AM, Dec 31	
foxbusiness	UA-1467-SAL-IAH	7:25 AM, Dec 31	7:15 AM, Dec 31	Main Term - 8	10:38 AM, Dec 31	10:26 AM, Dec 31	Term E - E19
allegiantair	UA-1467-SAL-IAH	7:25 AM, Dec 31	7:15 AM, Dec 31	Main Term - 8	10:38 AM, Dec 31	10:26 AM, Dec 31	Term E - E19
boston	UA-1467-SAL-IAH	7:25 AM, Dec 31	7:15 AM, Dec 31		10:38 AM, Dec 31	10:20 AM, Dec 31	
travelocity	UA-1467-SAL-IAH	Dec 31 - 7:25am	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 10:38am	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-1467-SAL-IAH	7:25aDec 31	7:23aDec 31	 8	10:38aDec 31	10:26aDec 31	 E19
weather	UA-1467-SAL-IAH	2011-12-31 07:25 AM			2011-12-31 10:38 AM		
flightarrival	UA-1467-SAL-IAH	2011-12-31 07:25 AM			2011-12-31 10:38 AM		
ua	UA-225-IAD-SFO	Sat, Dec 31 10:01 PM	Sat, Dec 31 10:01 PM	C7	Sun, Jan 1 1:06 AM	Sun, Jan 1 1:06 AM	69
airtravelcenter	UA-225-IAD-SFO		12/31/11 10:11 PM (-05:00)			1/1/12 12:38 AM (-08:00)	
myrateplan	UA-225-IAD-SFO		12/31/11 10:11 PM (-05:00)			1/1/12 12:38 AM (-08:00)	
helloflight	UA-225-IAD-SFO		12/31/11 10:11 PM (-05:00)			1/1/12 12:38 AM (-08:00)	
flytecomm	UA-225-IAD-SFO		12/31/11 10:11 PM (-05:00)			1/1/12 12:38 AM (-08:00)	
flightaware	UA-225-IAD-SFO	2011-12-31 10:01PM EST	2011-12-31 10:12PM EST	 C9 	2011-12-31 12:50AM PST	2011-12-31 12:55AM PST	 69 
wunderground	UA-225-IAD-SFO	2011-12-31 10:01PM EST	2011-12-31 10:12PM EST	 C9 	2011-12-31 12:50AM PST	2011-12-31 12:55AM PST	 69 
flights	UA-225-IAD-SFO	10:01 PM  Sat 31-Dec-2011			01:06 AM  Sun 01-Jan-2012		
businesstravellogue	UA-225-IAD-SFO	10:01 PM  Sat 31-Dec-2011			01:06 AM  Sun 01-Jan-2012		
flylouisville	UA-225-IAD-SFO	10:01 PM  Sat 31-Dec-2011			01:06 AM  Sun 01-Jan-2012		
flightstats	UA-225-IAD-SFO	2011-12-31 10:01 PM	2011-12-31 10:11 PM (Estimated runway)		2011-12-31 1:06 AM	2011-12-31 12:38 AM (Estimated runway)	
quicktrip	UA-225-IAD-SFO	2011-12-31 10:01 PM	2011-12-31 10:11 PM (Estimated runway)		2011-12-31 1:06 AM	2011-12-31 12:38 AM (Estimated runway)	
world-flight-tracker	UA-225-IAD-SFO	2011-12-31 10:01 PM	2011-12-31 10:11 PM (Estimated runway)		2011-12-31 1:06 AM	2011-12-31 12:38 AM (Estimated runway)	
flightview	UA-225-IAD-SFO	10:01 PM, Dec 31		C7	1:06 AM, Jan 01		Terminal 3 - 69
panynj	UA-225-IAD-SFO	10:01 PM, Dec 31		C7	1:06 AM, Jan 01		Terminal 3 - 69
gofox	UA-225-IAD-SFO	10:01 PM, Dec 31			1:06 AM, Jan 01		
foxbusiness	UA-225-IAD-SFO	10:01 PM, Dec 31		C7	1:06 AM, Jan 01		Terminal 3 - 69
allegiantair	UA-225-IAD-SFO	10:01 PM, Dec 31		C7	1:06 AM, Jan 01		Terminal 3 - 69
boston	UA-225-IAD-SFO	10:01 PM, Dec 31	Not Available		1:06 AM, Jan 01	Not Available	
travelocity	UA-225-IAD-SFO	Dec 31 - 10:01pm	Dec 31 - Not Available	C7	Dec 31 - 1:06am	Dec 31 - Not Available	CHK
orbitz	UA-225-IAD-SFO	10:01pDec 31		 C7	1:06aJan 1		 69
weather	UA-225-IAD-SFO	2011-12-31 10:01 PM	2011-12-31 10:13 PM		2011-12-31 01:06 AM	2011-12-31 12:57 AM	
iad	UA-225-IAD-SFO	2011-12-31 22:01 	2011-12-31 21:59 				
flightarrival	UA-225-IAD-SFO	2011-12-31 10:01 PM	2011-12-31 10:13 PM		2011-12-31 01:06 AM	2011-12-31 12:57 AM	
CO	CO-1588-IAH-RSW	Sat., Dec.31, 2011 7:35 p.m.	Sat., Dec.31, 2011 7:36 p.m.		Sat., Dec.31, 2011 10:54 p.m.	Sat., Dec.31, 2011 10:39 p.m.	
flightexplorer	CO-1588-IAH-RSW		12/31/2011 7:52PM CST			12/31/2011 10:39PM EST	
airtravelcenter	CO-1588-IAH-RSW	12/31/11 7:35 PM (-06:00)			12/31/11 10:54 PM (-05:00)		
myrateplan	CO-1588-IAH-RSW	12/31/11 7:35 PM (-06:00)			12/31/11 10:54 PM (-05:00)		
helloflight	CO-1588-IAH-RSW	12/31/11 7:35 PM (-06:00)			12/31/11 10:54 PM (-05:00)		
flytecomm	CO-1588-IAH-RSW	12/31/11 7:35 PM (-06:00)			12/31/11 10:54 PM (-05:00)		
flightaware	CO-1588-IAH-RSW	2011-12-31 07:35PM CST	2011-12-31 07:53PM CST	 E3 	2011-12-31 10:30PM EST	2011-12-31 10:35PM EST	 C5 
wunderground	CO-1588-IAH-RSW	2011-12-31 07:35PM CST	2011-12-31 07:53PM CST	 E3 	2011-12-31 10:30PM EST	2011-12-31 10:35PM EST	 C5 
flights	CO-1588-IAH-RSW	07:35 PM  Sat 31-Dec-2011	07:36 PM  Sat 31-Dec-2011	3	10:54 PM  Sat 31-Dec-2011	10:39 PM  Sat 31-Dec-2011	C5
businesstravellogue	CO-1588-IAH-RSW	07:35 PM  Sat 31-Dec-2011	07:36 PM  Sat 31-Dec-2011	3	10:54 PM  Sat 31-Dec-2011	10:39 PM  Sat 31-Dec-2011	C5
flylouisville	CO-1588-IAH-RSW	07:35 PM  Sat 31-Dec-2011	07:36 PM  Sat 31-Dec-2011	3	10:54 PM  Sat 31-Dec-2011	10:39 PM  Sat 31-Dec-2011	C5
flightstats	CO-1588-IAH-RSW	2011-12-31 7:35 PM	2011-12-31 7:36 PM		2011-12-31 10:54 PM	2011-12-31 10:39 PM	
