aa	AA-1007-TPA-MIA	12/02/2011 01:55 PM	12/02/2011 02:13 PM	F78	12/02/2011 03:00 PM	12/02/2011 03:05 PM	D5
flightview	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02		
panynj	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02		
gofox	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02		
foxbusiness	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02		
allegiantair	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02		
boston	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02	11:34 PM, Dec 02&nbsp(Estimated)	
travelocity	UA-2545-CLT-MSP	Dec 02 - 10:16pm	Dec 02 - Contact Airline	Not provided by airline	Dec 02 - 11:57pm	Dec 02 - Contact Airline	Not provided by airline
orbitz	UA-2545-CLT-MSP	10:16pDec 2	10:10pDec 2	 B6	11:49pDec 2		 C10
weather	UA-2545-CLT-MSP	2011-12-02 10:16 PM			2011-12-02 11:57 PM		
usatoday	UA-2545-CLT-MSP	2011-12-02 10:16 PM			2011-12-02 11:57 PM		
flightarrival	UA-2545-CLT-MSP	10:16 PM, Dec 02	10:25 PM, Dec 02		11:57 PM, Dec 02	11:34 PM, Dec 02&nbsp(Estimated)	
CO	CO-36-MCO-EWR	Fri., Dec.02, 2011 3:05 p.m.	Fri., Dec.02, 2011 3:04 p.m.		Fri., Dec.02, 2011 5:49 p.m.	Fri., Dec.02, 2011 5:50 p.m.	
airtravelcenter	CO-36-MCO-EWR	12/2/11 3:05 PM (-05:00)			12/2/11 5:49 PM (-05:00)		
myrateplan	CO-36-MCO-EWR	12/2/11 3:05 PM (-05:00)			12/2/11 5:49 PM (-05:00)		
helloflight	CO-36-MCO-EWR	12/2/11 3:05 PM (-05:00)			12/2/11 5:49 PM (-05:00)		
flytecomm	CO-36-MCO-EWR	12/2/11 3:05 PM (-05:00)			12/2/11 5:49 PM (-05:00)		
flights	CO-36-MCO-EWR		2011-12-02 03:04 PM	36		2011-12-02 05:50 PM	105
businesstravellogue	CO-36-MCO-EWR		2011-12-02 03:04 PM	36		2011-12-02 05:50 PM	105
flylouisville	CO-36-MCO-EWR		2011-12-02 03:04 PM	36		2011-12-02 05:50 PM	105
flightstats	CO-36-MCO-EWR	2011-12-02 3:05 PM	2011-12-02 3:04 PM		2011-12-02 5:49 PM	2011-12-02 5:50 PM	
quicktrip	CO-36-MCO-EWR	2011-12-02 3:05 PM	2011-12-02 3:04 PM		2011-12-02 5:49 PM	2011-12-02 5:50 PM	
flightview	CO-36-MCO-EWR		3:28 PMDec 02			5:50 PMDec 02	
panynj	CO-36-MCO-EWR		3:28 PMDec 02			5:50 PMDec 02	
gofox	CO-36-MCO-EWR		3:28 PMDec 02			5:50 PMDec 02	
foxbusiness	CO-36-MCO-EWR		3:28 PMDec 02			5:50 PMDec 02	
allegiantair	CO-36-MCO-EWR		3:28 PMDec 02			5:50 PMDec 02	
boston	CO-36-MCO-EWR		3:28 PMDec 02			5:39 PMDec 02	
travelocity	CO-36-MCO-EWR	Dec 02 - 3:05pm	Dec 02 - 3:04pm	36	Dec 02 - 5:49pm	Dec 02 - 5:50pm	C105
orbitz	CO-36-MCO-EWR	3:05pDec 2	3:04pDec 2	 36	5:49pDec 2	5:50pDec 2	 105
weather	CO-36-MCO-EWR	2011-12-02 03:05 PM			2011-12-02 05:49 PM		
mco	CO-36-MCO-EWR	2011-12-02 Fri  15:05		36?			
mytripandmore	CO-36-MCO-EWR	3:05pDec 2	3:04pDec 2	 36	5:49pDec 2	5:50pDec 2	 105
aa	AA-2324-DFW-ORD	12/02/2011 06:45 AM	12/02/2011 06:54 AM	C12	12/02/2011 09:10 AM	12/02/2011 08:50 AM	K4
flightexplorer	AA-2324-DFW-ORD		12/2/2011 6:55AM CST			12/2/2011 8:45AM CST	
airtravelcenter	AA-2324-DFW-ORD		12/2/11 6:55 AM (-06:00)			12/2/11 8:45 AM (-06:00)	
myrateplan	AA-2324-DFW-ORD		12/2/11 6:55 AM (-06:00)			12/2/11 8:45 AM (-06:00)	
helloflight	AA-2324-DFW-ORD		12/2/11 6:55 AM (-06:00)			12/2/11 8:45 AM (-06:00)	
flytecomm	AA-2324-DFW-ORD		12/2/11 6:55 AM (-06:00)			12/2/11 8:45 AM (-06:00)	
flightaware	AA-2324-DFW-ORD	2011-12-02 06:45AM CST	2011-12-02 06:54AM CST	 C12 	2011-12-02 08:34AM CST	2011-12-02 08:45AM CST	 K4 
wunderground	AA-2324-DFW-ORD	2011-12-02 06:45AM CST	2011-12-02 06:54AM CST	 C12 	2011-12-02 08:34AM CST	2011-12-02 08:45AM CST	 K4 
flights	AA-2324-DFW-ORD	06:45 AM  Fri 02-Dec-2011	06:54 AM  Fri 02-Dec-2011	C12	09:10 AM  Fri 02-Dec-2011	08:50 AM  Fri 02-Dec-2011	K4
businesstravellogue	AA-2324-DFW-ORD	06:45 AM  Fri 02-Dec-2011	06:54 AM  Fri 02-Dec-2011	C12	09:10 AM  Fri 02-Dec-2011	08:50 AM  Fri 02-Dec-2011	K4
flylouisville	AA-2324-DFW-ORD	06:45 AM  Fri 02-Dec-2011	06:54 AM  Fri 02-Dec-2011	C12	09:10 AM  Fri 02-Dec-2011	08:50 AM  Fri 02-Dec-2011	K4
flightstats	AA-2324-DFW-ORD	2011-12-02 6:45 AM	2011-12-02 6:54 AM		2011-12-02 9:10 AM	2011-12-02 8:50 AM	
quicktrip	AA-2324-DFW-ORD	2011-12-02 6:45 AM	2011-12-02 6:54 AM		2011-12-02 9:10 AM	2011-12-02 8:50 AM	
world-flight-tracker	AA-2324-DFW-ORD	2011-12-02 6:45 AM	2011-12-02 6:54 AM		2011-12-02 9:10 AM	2011-12-02 8:50 AM	
flightview	AA-2324-DFW-ORD	6:45 AM, Dec 02	6:55 AM, Dec 02	C12	9:10 AM, Dec 02	8:47 AM, Dec 02	K4
panynj	AA-2324-DFW-ORD	6:45 AM, Dec 02	6:55 AM, Dec 02	C12	9:10 AM, Dec 02	8:47 AM, Dec 02	K4
gofox	AA-2324-DFW-ORD	6:45 AM, Dec 02	6:55 AM, Dec 02		9:10 AM, Dec 02	8:47 AM, Dec 02	
foxbusiness	AA-2324-DFW-ORD	6:45 AM, Dec 02	6:55 AM, Dec 02	C12	9:10 AM, Dec 02	8:47 AM, Dec 02	K4
allegiantair	AA-2324-DFW-ORD	6:45 AM, Dec 02	6:55 AM, Dec 02	C12	9:10 AM, Dec 02	8:47 AM, Dec 02	K4
boston	AA-2324-DFW-ORD	6:45 AM, Dec 02	6:55 AM, Dec 02		9:10 AM, Dec 02	8:47 AM, Dec 02	
travelocity	AA-2324-DFW-ORD	Dec 02 - 6:45am	Dec 02 - 6:38am	C12/C	Dec 02 - 9:10am	Dec 02 - 8:50am	K4/T3
orbitz	AA-2324-DFW-ORD	6:45aDec 2	6:38aDec 2	 C12	9:10aDec 2	8:50aDec 2	 K4
weather	AA-2324-DFW-ORD	2011-12-02 06:45 AM	2011-12-02 06:55 AM		2011-12-02 09:10 AM	2011-12-02 08:42 AM	
ord	AA-2324-DFW-ORD	2011-12-02 12/1 6:45 AM		C26	2011-12-02 12/1 9:10 AM		K7
ifly	AA-2324-DFW-ORD	2011-12-02 6:45 AM	2011-12-02 6:54 AM		2011-12-02 9:10 AM	2011-12-02 8:50 AM	
mytripandmore	AA-2324-DFW-ORD	6:45aDec 2	6:38aDec 2	 C12	9:10aDec 2	8:50aDec 2	 K4
flightwise	AA-2324-DFW-ORD	2011-12-02 06:45AM CST	2011-12-02 06:54AM CST	 C12 	2011-12-02 08:34AM CST	2011-12-02 08:45AM CST	 K4 
aa	AA-3015-SMF-LAX	12/02/2011 09:55 AM	12/02/2011 10:01 AM	B7	12/02/2011 11:25 AM	12/02/2011 11:10 AM	44G
flightexplorer	AA-3015-SMF-LAX		12/2/2011 10:02AM PST			12/2/2011 10:57AM PST	
airtravelcenter	AA-3015-SMF-LAX		12/2/11 10:02 AM (-08:00)			12/2/11 10:57 AM (-08:00)	
myrateplan	AA-3015-SMF-LAX		12/2/11 10:02 AM (-08:00)			12/2/11 10:57 AM (-08:00)	
helloflight	AA-3015-SMF-LAX		12/2/11 10:02 AM (-08:00)			12/2/11 10:57 AM (-08:00)	
flytecomm	AA-3015-SMF-LAX		12/2/11 10:02 AM (-08:00)			12/2/11 10:57 AM (-08:00)	
flightaware	AA-3015-SMF-LAX	2011-12-02 09:55AM PST	2011-12-02 10:01AM PST	 B7 	2011-12-02 11:15AM PST	2011-12-02 10:57AM PST	 44G 
wunderground	AA-3015-SMF-LAX	2011-12-02 09:55AM PST	2011-12-02 10:01AM PST	 B7 	2011-12-02 11:15AM PST	2011-12-02 10:57AM PST	 44G 
flights	AA-3015-SMF-LAX	09:55 AM  Fri 02-Dec-2011	10:01 AM  Fri 02-Dec-2011	7	11:25 AM  Fri 02-Dec-2011	11:10 AM  Fri 02-Dec-2011	44G
businesstravellogue	AA-3015-SMF-LAX	09:55 AM  Fri 02-Dec-2011	10:01 AM  Fri 02-Dec-2011	7	11:25 AM  Fri 02-Dec-2011	11:10 AM  Fri 02-Dec-2011	44G
flylouisville	AA-3015-SMF-LAX	09:55 AM  Fri 02-Dec-2011	10:01 AM  Fri 02-Dec-2011	7	11:25 AM  Fri 02-Dec-2011	11:10 AM  Fri 02-Dec-2011	44G
world-flight-tracker	AA-3015-SMF-LAX	2011-12-02 9:55 AM	2011-12-02 10:01 AM		2011-12-02 11:25 AM	2011-12-02 11:10 AM	
flightview	AA-3015-SMF-LAX	9:55 AM, Dec 02	10:02 AM, Dec 02	Terminal B - B7	11:25 AM, Dec 02	11:10 AM, Dec 02	Terminal T4 - 44G
panynj	AA-3015-SMF-LAX	9:55 AM, Dec 02	10:02 AM, Dec 02	Terminal B - B7	11:25 AM, Dec 02	11:10 AM, Dec 02	Terminal T4 - 44G
gofox	AA-3015-SMF-LAX	9:55 AM, Dec 02	10:02 AM, Dec 02		11:25 AM, Dec 02	11:10 AM, Dec 02	
foxbusiness	AA-3015-SMF-LAX	9:55 AM, Dec 02	10:02 AM, Dec 02	Terminal B - B7	11:25 AM, Dec 02	11:10 AM, Dec 02	Terminal T4 - 44G
allegiantair	AA-3015-SMF-LAX	9:55 AM, Dec 02	10:02 AM, Dec 02	Terminal B - B7	11:25 AM, Dec 02	11:10 AM, Dec 02	Terminal T4 - 44G
boston	AA-3015-SMF-LAX	9:55 AM, Dec 02	10:02 AM, Dec 02		11:25 AM, Dec 02	11:04 AM, Dec 02	
travelocity	AA-3015-SMF-LAX	Dec 02 - 9:55am	Dec 02 - 9:50am	B7	Dec 02 - 11:25am	Dec 02 - 11:10am	44G/T4
orbitz	AA-3015-SMF-LAX	9:55aDec 2	9:50aDec 2	 B7	11:25aDec 2	11:10aDec 2	 44G
weather	AA-3015-SMF-LAX	2011-12-02 09:55 AM			2011-12-02 11:25 AM		
mytripandmore	AA-3015-SMF-LAX	9:55aDec 2	9:50aDec 2	 B7	11:25aDec 2	11:10aDec 2	 44G
flightwise	AA-3015-SMF-LAX	2011-12-02 09:55AM PST	2011-12-02 10:01AM PST	 B7 	2011-12-02 11:15AM PST	2011-12-02 10:57AM PST	 44G 
CO	CO-1614-IAH-FLL	Fri., Dec.02, 2011 7:30 a.m.	Fri., Dec.02, 2011 7:30 a.m.		Fri., Dec.02, 2011 10:55 a.m.	Fri., Dec.02, 2011 11:02 a.m.	
flightexplorer	CO-1614-IAH-FLL		12/2/2011 7:56AM CST			12/2/2011 11:00AM EST	
airtravelcenter	CO-1614-IAH-FLL	12/2/11 7:30 AM (-06:00)			12/2/11 10:55 AM (-05:00)		
myrateplan	CO-1614-IAH-FLL	12/2/11 7:30 AM (-06:00)			12/2/11 10:55 AM (-05:00)		
helloflight	CO-1614-IAH-FLL	12/2/11 7:30 AM (-06:00)			12/2/11 10:55 AM (-05:00)		
flytecomm	CO-1614-IAH-FLL	12/2/11 7:30 AM (-06:00)			12/2/11 10:55 AM (-05:00)		
flightaware	CO-1614-IAH-FLL	2011-12-02 07:30AM CST	2011-12-02 07:57AM CST	 32 	2011-12-02 10:45AM EST	2011-12-02 10:57AM EST	 C2 
flightaware	CO-1614-IAH-FLL	2011-12-02 07:30AM CST	2011-12-02 07:57AM CST	 32 	2011-12-02 10:45AM EST	2011-12-02 10:57AM EST	 C2 
wunderground	CO-1614-IAH-FLL	2011-12-02 07:30AM CST	2011-12-02 07:57AM CST	 32 	2011-12-02 10:45AM EST	2011-12-02 10:57AM EST	 C2 
wunderground	CO-1614-IAH-FLL	2011-12-02 07:30AM CST	2011-12-02 07:57AM CST	 32 	2011-12-02 10:45AM EST	2011-12-02 10:57AM EST	 C2 
flights	CO-1614-IAH-FLL		2011-12-02 07:30 AM	32		2011-12-02 11:02 AM	C2
businesstravellogue	CO-1614-IAH-FLL		2011-12-02 07:30 AM	32		2011-12-02 11:02 AM	C2
flylouisville	CO-1614-IAH-FLL		2011-12-02 07:30 AM	32		2011-12-02 11:02 AM	C2
flightstats	CO-1614-IAH-FLL	2011-12-02 7:30 AM	2011-12-02 7:30 AM		2011-12-02 10:55 AM	2011-12-02 11:02 AM	
quicktrip	CO-1614-IAH-FLL	2011-12-02 7:30 AM	2011-12-02 7:30 AM		2011-12-02 10:55 AM	2011-12-02 11:02 AM	
flightview	CO-1614-IAH-FLL		7:57 AMDec 02			11:02 AMDec 02	
panynj	CO-1614-IAH-FLL		7:57 AMDec 02			11:02 AMDec 02	
gofox	CO-1614-IAH-FLL		7:57 AMDec 02			11:02 AMDec 02	
foxbusiness	CO-1614-IAH-FLL		7:57 AMDec 02			11:02 AMDec 02	
allegiantair	CO-1614-IAH-FLL		7:57 AMDec 02			11:02 AMDec 02	
boston	CO-1614-IAH-FLL		7:57 AMDec 02			10:58 AMDec 02	
orbitz	CO-1614-IAH-FLL	7:30aDec 2	7:30aDec 2	 C-32	10:55aDec 2	11:02aDec 2	 C2
mytripandmore	CO-1614-IAH-FLL	7:30aDec 2	7:30aDec 2	 C-32	10:55aDec 2	11:02aDec 2	 C2
flightwise	CO-1614-IAH-FLL	2011-12-02 07:30AM CST	2011-12-02 07:57AM CST	 32 	2011-12-02 10:45AM EST	2011-12-02 10:57AM EST	 C2 
aa	AA-484-DFW-MIA	12/02/2011 04:15 PM	12/02/2011 04:59 PM	D23	12/02/2011 07:55 PM	12/02/2011 08:19 PM	D8
flightexplorer	AA-484-DFW-MIA		12/2/2011 4:59PM CST			12/2/2011 8:10PM EST	
airtravelcenter	AA-484-DFW-MIA		12/2/11 4:59 PM (-06:00)			12/2/11 8:10 PM (-05:00)	
myrateplan	AA-484-DFW-MIA		12/2/11 4:59 PM (-06:00)			12/2/11 8:10 PM (-05:00)	
helloflight	AA-484-DFW-MIA		12/2/11 4:59 PM (-06:00)			12/2/11 8:10 PM (-05:00)	
flytecomm	AA-484-DFW-MIA		12/2/11 4:59 PM (-06:00)			12/2/11 8:10 PM (-05:00)	
flightaware	AA-484-DFW-MIA	2011-12-02 04:15PM CST	2011-12-02 04:59PM CST	 D23 	2011-12-02 07:21PM EST	2011-12-02 08:10PM EST	 D8 
wunderground	AA-484-DFW-MIA	2011-12-02 04:15PM CST	2011-12-02 04:59PM CST	 D23 	2011-12-02 07:21PM EST	2011-12-02 08:10PM EST	 D8 
flights	AA-484-DFW-MIA	04:15 PM  Fri 02-Dec-2011	04:59 PM  Fri 02-Dec-2011	D23	07:55 PM  Fri 02-Dec-2011	08:19 PM  Fri 02-Dec-2011	D8
businesstravellogue	AA-484-DFW-MIA	04:15 PM  Fri 02-Dec-2011	04:59 PM  Fri 02-Dec-2011	D23	07:55 PM  Fri 02-Dec-2011	08:19 PM  Fri 02-Dec-2011	D8
flylouisville	AA-484-DFW-MIA	04:15 PM  Fri 02-Dec-2011	04:59 PM  Fri 02-Dec-2011	D23	07:55 PM  Fri 02-Dec-2011	08:19 PM  Fri 02-Dec-2011	D8
flightstats	AA-484-DFW-MIA	2011-12-02 4:15 PM	2011-12-02 4:59 PM		2011-12-02 7:55 PM	2011-12-02 8:19 PM	
quicktrip	AA-484-DFW-MIA	2011-12-02 4:15 PM	2011-12-02 4:59 PM		2011-12-02 7:55 PM	2011-12-02 8:19 PM	
world-flight-tracker	AA-484-DFW-MIA	2011-12-02 4:15 PM	2011-12-02 4:59 PM		2011-12-02 7:55 PM	2011-12-02 8:19 PM	
flightview	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02	D23	7:55 PM, Dec 02	8:19 PM, Dec 02	Terminal D - D8
panynj	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02	D23	7:55 PM, Dec 02	8:19 PM, Dec 02	Terminal D - D8
gofox	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02		7:55 PM, Dec 02	8:19 PM, Dec 02	
foxbusiness	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02	D23	7:55 PM, Dec 02	8:19 PM, Dec 02	Terminal D - D8
allegiantair	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02	D23	7:55 PM, Dec 02	8:19 PM, Dec 02	Terminal D - D8
boston	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02		7:55 PM, Dec 02	8:08 PM, Dec 02	
travelocity	AA-484-DFW-MIA	Dec 02 - 4:15pm	Dec 02 - 4:40pm	D23/D	Dec 02 - 7:55pm	Dec 02 - 8:19pm	D8
orbitz	AA-484-DFW-MIA	4:15pDec 2	4:40pDec 2	 D23	7:55pDec 2	8:19pDec 2	 D8
weather	AA-484-DFW-MIA	2011-12-02 04:15 PM			2011-12-02 07:55 PM		
dfw	AA-484-DFW-MIA	2011-12-02 4:15 pm		D23			
mia	AA-484-DFW-MIA				7:55P 12-02-11	2011-12-02  8:16P	
usatoday	AA-484-DFW-MIA	4:15 PM, Dec 02	4:59 PM, Dec 02		7:55 PM, Dec 02	8:08 PM, Dec 02	
mytripandmore	AA-484-DFW-MIA	4:15pDec 2	4:40pDec 2	 D23	7:55pDec 2	8:19pDec 2	 D8
flightarrival	AA-484-DFW-MIA	2011-12-02 04:15 PM			2011-12-02 07:55 PM		
ua	UA-2463-CLT-DFW	Fri, Dec 2 10:11 PM	Fri, Dec 2 10:11 PM            Delayed	B3	Fri, Dec 2 11:58 PM	Fri, Dec 2 11:44 PM	--
airtravelcenter	UA-2463-CLT-DFW		12/2/11 10:18 PM (-05:00)			12/2/11 11:27 PM (-06:00)	
myrateplan	UA-2463-CLT-DFW		12/2/11 10:18 PM (-05:00)			12/2/11 11:27 PM (-06:00)	
helloflight	UA-2463-CLT-DFW		12/2/11 10:18 PM (-05:00)			12/2/11 11:27 PM (-06:00)	
flytecomm	UA-2463-CLT-DFW		12/2/11 10:18 PM (-05:00)			12/2/11 11:27 PM (-06:00)	
flights	UA-2463-CLT-DFW	10:11 PM  Fri 02-Dec-2011			11:58 PM  Fri 02-Dec-2011		
businesstravellogue	UA-2463-CLT-DFW	10:11 PM  Fri 02-Dec-2011			11:58 PM  Fri 02-Dec-2011		
flylouisville	UA-2463-CLT-DFW	10:11 PM  Fri 02-Dec-2011			11:58 PM  Fri 02-Dec-2011		
flightstats	UA-2463-CLT-DFW	2011-12-02 10:11 PM	2011-12-02 10:06 PM		2011-12-02 11:58 PM	2011-12-02 11:40 PM (Estimated)	
quicktrip	UA-2463-CLT-DFW	2011-12-02 10:11 PM	2011-12-02 10:06 PM		2011-12-02 11:58 PM	2011-12-02 11:40 PM (Estimated)	
world-flight-tracker	UA-2463-CLT-DFW	2011-12-02 10:11 PM	2011-12-02 10:06 PM		2011-12-02 11:58 PM	2011-12-02 11:40 PM (Estimated)	
flightview	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:33 PM, Dec 02	
panynj	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:33 PM, Dec 02	
gofox	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:33 PM, Dec 02	
foxbusiness	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:33 PM, Dec 02	
allegiantair	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:33 PM, Dec 02	
boston	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:32 PM, Dec 02&nbsp(Estimated)	
travelocity	UA-2463-CLT-DFW	Dec 02 - 10:11pm	Dec 02 - Contact Airline	Not provided by airline	Dec 02 - 11:58pm	Dec 02 - Contact Airline	Not provided by airline
orbitz	UA-2463-CLT-DFW	10:11pDec 2	10:06pDec 2	 -	11:30pDec 2		 -
weather	UA-2463-CLT-DFW	2011-12-02 10:11 PM			2011-12-02 11:58 PM		
usatoday	UA-2463-CLT-DFW	10:11 PM, Dec 02	10:19 PM, Dec 02		11:58 PM, Dec 02	11:32 PM, Dec 02&nbsp(Estimated)	
mytripandmore	UA-2463-CLT-DFW	10:11pDec 2	10:06pDec 2	 -	11:30pDec 2		 -
aa	AA-4288-DTW-ORD	12/02/2011 09:55 PM	12/02/2011 09:55 PM	D28	12/02/2011 10:20 PM	12/02/2011 09:50 PM	G11
airtravelcenter	AA-4288-DTW-ORD		12/2/11 9:56 PM (-05:00)			12/2/11 9:43 PM (-06:00)	
myrateplan	AA-4288-DTW-ORD		12/2/11 9:56 PM (-05:00)			12/2/11 9:43 PM (-06:00)	
helloflight	AA-4288-DTW-ORD		12/2/11 9:56 PM (-05:00)			12/2/11 9:43 PM (-06:00)	
flytecomm	AA-4288-DTW-ORD		12/2/11 9:56 PM (-05:00)			12/2/11 9:43 PM (-06:00)	
flightaware	AA-4288-DTW-ORD	2011-12-02 09:55PM EST	2011-12-02 09:56PM EST	 D28 	2011-12-02 10:10PM CST	2011-12-02 09:43PM CST	 G11 
wunderground	AA-4288-DTW-ORD	2011-12-02 09:55PM EST	2011-12-02 09:56PM EST	 D28 	2011-12-02 10:10PM CST	2011-12-02 09:43PM CST	 G11 
flights	AA-4288-DTW-ORD	09:55 PM  Fri 02-Dec-2011	09:55 PM  Fri 02-Dec-2011	D28	10:20 PM  Fri 02-Dec-2011	09:50 PM  Fri 02-Dec-2011	G11
businesstravellogue	AA-4288-DTW-ORD	09:55 PM  Fri 02-Dec-2011	09:55 PM  Fri 02-Dec-2011	D28	10:20 PM  Fri 02-Dec-2011	09:50 PM  Fri 02-Dec-2011	G11
flylouisville	AA-4288-DTW-ORD	09:55 PM  Fri 02-Dec-2011	09:55 PM  Fri 02-Dec-2011	D28	10:20 PM  Fri 02-Dec-2011	09:50 PM  Fri 02-Dec-2011	G11
flightstats	AA-4288-DTW-ORD	2011-12-02 9:55 PM	2011-12-02 9:55 PM		2011-12-02 10:20 PM	2011-12-02 9:50 PM	
quicktrip	AA-4288-DTW-ORD	2011-12-02 9:55 PM	2011-12-02 9:55 PM		2011-12-02 10:20 PM	2011-12-02 9:50 PM	
world-flight-tracker	AA-4288-DTW-ORD	2011-12-02 9:55 PM	2011-12-02 9:55 PM		2011-12-02 10:20 PM	2011-12-02 9:50 PM	
flightview	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02	Terminal N	10:20 PM, Dec 02	9:46 PM, Dec 02	Terminal 3
panynj	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02	Terminal N	10:20 PM, Dec 02	9:46 PM, Dec 02	Terminal 3
gofox	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02		10:20 PM, Dec 02	9:46 PM, Dec 02	
foxbusiness	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02	Terminal N	10:20 PM, Dec 02	9:46 PM, Dec 02	Terminal 3
allegiantair	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02	Terminal N	10:20 PM, Dec 02	9:46 PM, Dec 02	Terminal 3
boston	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02		10:20 PM, Dec 02	9:46 PM, Dec 02	
travelocity	AA-4288-DTW-ORD	Dec 02 - 9:55pm	Dec 02 - 9:46pm	D28	Dec 02 - 10:20pm	Dec 02 - 9:50pm	G11/T3
orbitz	AA-4288-DTW-ORD	9:55pDec 2	9:46pDec 2	 D28	10:20pDec 2	9:50pDec 2	 G11
weather	AA-4288-DTW-ORD	2011-12-02 09:55 PM			2011-12-02 10:20 PM		
ord	AA-4288-DTW-ORD	2011-12-02 9:55 PM		D28	2011-12-02 10:20 PM		G11
usatoday	AA-4288-DTW-ORD	9:55 PM, Dec 02	9:56 PM, Dec 02		10:20 PM, Dec 02	9:46 PM, Dec 02	
mytripandmore	AA-4288-DTW-ORD	9:55pDec 2	9:46pDec 2	 D28	10:20pDec 2	9:50pDec 2	 G11
flightwise	AA-4288-DTW-ORD	2011-12-02 09:55PM EST	2011-12-02 09:56PM EST	 D28 	2011-12-02 10:10PM CST	2011-12-02 09:43PM CST	 G11 
flightarrival	AA-4288-DTW-ORD	2011-12-02 09:55 PM			2011-12-02 10:20 PM		
aa	AA-644-DEN-DFW	12/02/2011 10:45 AM	12/02/2011 10:56 AM	A49	12/02/2011 01:45 PM	12/02/2011 01:43 PM	C24
flightexplorer	AA-644-DEN-DFW		12/2/2011 10:57AM MST			12/2/2011 1:30PM CST	
airtravelcenter	AA-644-DEN-DFW		12/2/11 10:57 AM (-07:00)			12/2/11 1:30 PM (-06:00)	
myrateplan	AA-644-DEN-DFW		12/2/11 10:57 AM (-07:00)			12/2/11 1:30 PM (-06:00)	
helloflight	AA-644-DEN-DFW		12/2/11 10:57 AM (-07:00)			12/2/11 1:30 PM (-06:00)	
flytecomm	AA-644-DEN-DFW		12/2/11 10:57 AM (-07:00)			12/2/11 1:30 PM (-06:00)	
flightaware	AA-644-DEN-DFW	2011-12-02 10:45AM MST	2011-12-02 10:56AM MST	 A49 	2011-12-02 01:18PM CST	2011-12-02 01:30PM CST	 C24 
wunderground	AA-644-DEN-DFW	2011-12-02 10:45AM MST	2011-12-02 10:56AM MST	 A49 	2011-12-02 01:18PM CST	2011-12-02 01:30PM CST	 C24 
flights	AA-644-DEN-DFW	10:45 AM  Fri 02-Dec-2011	10:56 AM  Fri 02-Dec-2011	A49	01:45 PM  Fri 02-Dec-2011	01:43 PM  Fri 02-Dec-2011	C24
businesstravellogue	AA-644-DEN-DFW	10:45 AM  Fri 02-Dec-2011	10:56 AM  Fri 02-Dec-2011	A49	01:45 PM  Fri 02-Dec-2011	01:43 PM  Fri 02-Dec-2011	C24
flylouisville	AA-644-DEN-DFW	10:45 AM  Fri 02-Dec-2011	10:56 AM  Fri 02-Dec-2011	A49	01:45 PM  Fri 02-Dec-2011	01:43 PM  Fri 02-Dec-2011	C24
world-flight-tracker	AA-644-DEN-DFW	2011-12-02 10:45 AM	2011-12-02 10:56 AM		2011-12-02 1:45 PM	2011-12-02 1:43 PM	
flightview	AA-644-DEN-DFW	10:45 AM, Dec 02	10:57 AM, Dec 02	A49	1:45 PM, Dec 02	1:35 PM, Dec 02	C24
panynj	AA-644-DEN-DFW	10:45 AM, Dec 02	10:57 AM, Dec 02	A49	1:45 PM, Dec 02	1:35 PM, Dec 02	C24
