aa	AA-1007-TPA-MIA	12/01/2011 01:55 PM	12/01/2011 02:07 PM	F78	12/01/2011 03:00 PM	12/01/2011 02:57 PM	D5
helloflight	UA-2933-PHX-FLL		12/1/11 10:37 AM (-07:00)			12/1/11 4:22 PM (-05:00)	
flytecomm	UA-2933-PHX-FLL		12/1/11 10:37 AM (-07:00)			12/1/11 4:22 PM (-05:00)	
flightaware	UA-2933-PHX-FLL	2011-12-01 09:50AM MST	2011-12-01 10:37AM MST		2011-12-01 03:35PM EST	2011-12-01 04:19PM EST	
wunderground	UA-2933-PHX-FLL	2011-12-01 09:50AM MST	2011-12-01 10:37AM MST		2011-12-01 03:35PM EST	2011-12-01 04:19PM EST	
flights	UA-2933-PHX-FLL	09:50 AM  Thu 01-Dec-2011	10:11 AM  Thu 01-Dec-2011	A18	04:05 PM  Thu 01-Dec-2011	04:22 PM  Thu 01-Dec-2011	E7
businesstravellogue	UA-2933-PHX-FLL	09:50 AM  Thu 01-Dec-2011	10:11 AM  Thu 01-Dec-2011	A18	04:05 PM  Thu 01-Dec-2011	04:22 PM  Thu 01-Dec-2011	E7
flylouisville	UA-2933-PHX-FLL	09:50 AM  Thu 01-Dec-2011	10:11 AM  Thu 01-Dec-2011	A18	04:05 PM  Thu 01-Dec-2011	04:22 PM  Thu 01-Dec-2011	E7
flightstats	UA-2933-PHX-FLL	2011-12-01 9:50 AM	2011-12-01 10:11 AM		2011-12-01 4:05 PM	2011-12-01 4:22 PM	
quicktrip	UA-2933-PHX-FLL	2011-12-01 9:50 AM	2011-12-01 10:11 AM		2011-12-01 4:05 PM	2011-12-01 4:22 PM	
world-flight-tracker	UA-2933-PHX-FLL	2011-12-01 9:50 AM	2011-12-01 10:11 AM		2011-12-01 4:05 PM	2011-12-01 4:22 PM	
travelocity	UA-2933-PHX-FLL	Dec 01 - 9:50am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 4:05pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-2933-PHX-FLL	9:50aDec 1	10:11aDec 1	 -	4:05pDec 1	4:22pDec 1	 -
weather	UA-2933-PHX-FLL	2011-12-01 09:50 AM			2011-12-01 04:05 PM		
usatoday	UA-2933-PHX-FLL	2011-12-01 9:50 AM	2011-12-01 10:11 AM		2011-12-01 4:05 PM	2011-12-01 4:22 PM	
mytripandmore	UA-2933-PHX-FLL	9:50aDec 1	10:11aDec 1	 -	4:05pDec 1	4:22pDec 1	 -
flightarrival	UA-2933-PHX-FLL	2011-12-01 9:50 AM	2011-12-01 10:11 AM		2011-12-01 4:05 PM	2011-12-01 4:22 PM	
ua	UA-5516-FAT-LAX	Thu, Dec 1 2:29 PM	Thu, Dec 1 2:29 PM            On Time	15	Thu, Dec 1 3:39 PM	Thu, Dec 1 3:39 PM	71B2
airtravelcenter	UA-5516-FAT-LAX	12/1/11 2:29 PM (-08:00)			12/1/11 3:39 PM (-08:00)		
myrateplan	UA-5516-FAT-LAX	12/1/11 2:29 PM (-08:00)			12/1/11 3:39 PM (-08:00)		
helloflight	UA-5516-FAT-LAX	12/1/11 2:29 PM (-08:00)			12/1/11 3:39 PM (-08:00)		
flytecomm	UA-5516-FAT-LAX	12/1/11 2:29 PM (-08:00)			12/1/11 3:39 PM (-08:00)		
flights	UA-5516-FAT-LAX	2011-12-01 02:29 PM		15	2011-12-01 03:39 PM		71B
businesstravellogue	UA-5516-FAT-LAX	2011-12-01 02:29 PM		15	2011-12-01 03:39 PM		71B
flylouisville	UA-5516-FAT-LAX	2011-12-01 02:29 PM		15	2011-12-01 03:39 PM		71B
flightview	UA-5516-FAT-LAX	2:29 PMDec 01			3:39 PMDec 01		
panynj	UA-5516-FAT-LAX	2:29 PMDec 01			3:39 PMDec 01		
gofox	UA-5516-FAT-LAX	2:29 PMDec 01			3:39 PMDec 01		
foxbusiness	UA-5516-FAT-LAX	2:29 PMDec 01			3:39 PMDec 01		
allegiantair	UA-5516-FAT-LAX	2:29 PMDec 01			3:39 PMDec 01		
boston	UA-5516-FAT-LAX	2:29 PMDec 01			3:39 PMDec 01		
orbitz	UA-5516-FAT-LAX	2:29pDec 1		 -	3:39pDec 1		 -
ua	UA-245-ORD-DEN	Thu, Dec 1 8:59 AM	Thu, Dec 1 9:05 AM            Delayed	B5	Thu, Dec 1 10:45 AM	Thu, Dec 1 10:51 AM	B46
flightexplorer	UA-245-ORD-DEN		12/1/2011 9:16AM CST			12/1/2011 10:41AM MST	
airtravelcenter	UA-245-ORD-DEN		12/1/11 9:18 AM (-06:00)			12/1/11 10:30 AM (-07:00)	
myrateplan	UA-245-ORD-DEN		12/1/11 9:18 AM (-06:00)			12/1/11 10:30 AM (-07:00)	
helloflight	UA-245-ORD-DEN		12/1/11 9:18 AM (-06:00)			12/1/11 10:30 AM (-07:00)	
flytecomm	UA-245-ORD-DEN		12/1/11 9:18 AM (-06:00)			12/1/11 10:30 AM (-07:00)	
flights	UA-245-ORD-DEN		2011-12-01 09:05 AM	B5		2011-12-01 10:51 AM	B46
businesstravellogue	UA-245-ORD-DEN		2011-12-01 09:05 AM	B5		2011-12-01 10:51 AM	B46
flylouisville	UA-245-ORD-DEN		2011-12-01 09:05 AM	B5		2011-12-01 10:51 AM	B46
flightstats	UA-245-ORD-DEN	2011-12-01 8:59 AM	2011-12-01 9:05 AM		2011-12-01 10:45 AM	2011-12-01 10:51 AM	
quicktrip	UA-245-ORD-DEN	2011-12-01 8:59 AM	2011-12-01 9:05 AM		2011-12-01 10:45 AM	2011-12-01 10:51 AM	
flightview	UA-245-ORD-DEN		9:18 AMDec 01			10:51 AMDec 01	
panynj	UA-245-ORD-DEN		9:18 AMDec 01			10:51 AMDec 01	
gofox	UA-245-ORD-DEN		9:18 AMDec 01			10:51 AMDec 01	
foxbusiness	UA-245-ORD-DEN		9:18 AMDec 01			10:51 AMDec 01	
allegiantair	UA-245-ORD-DEN		9:18 AMDec 01			10:51 AMDec 01	
boston	UA-245-ORD-DEN		9:18 AMDec 01			10:40 AMDec 01	
orbitz	UA-245-ORD-DEN	8:59aDec 1	9:05aDec 1	 B5	10:45aDec 1	10:51aDec 1	 B46
den	UA-245-ORD-DEN				2011-12-01 10:45 AM		B46
ord	UA-245-ORD-DEN	2011-12-01 8:59 AM		B5	2011-12-01 10:45 AM		B46
CO	CO-1423-IAH-SEA	Thu., Dec.01, 2011 2:45 p.m.	Thu., Dec.01, 2011 3:01 p.m.		Thu., Dec.01, 2011 5:33 p.m.	Thu., Dec.01, 2011 5:19 p.m.	
flightexplorer	CO-1423-IAH-SEA		12/1/2011 3:09PM CST			12/1/2011 5:11PM PST	
airtravelcenter	CO-1423-IAH-SEA	12/1/11 2:45 PM (-06:00)			12/1/11 5:33 PM (-08:00)		
myrateplan	CO-1423-IAH-SEA	12/1/11 2:45 PM (-06:00)			12/1/11 5:33 PM (-08:00)		
helloflight	CO-1423-IAH-SEA	12/1/11 2:45 PM (-06:00)			12/1/11 5:33 PM (-08:00)		
flytecomm	CO-1423-IAH-SEA	12/1/11 2:45 PM (-06:00)			12/1/11 5:33 PM (-08:00)		
flightaware	CO-1423-IAH-SEA	2011-12-01 02:45PM CST	2011-12-01 03:10PM CST	 29 	2011-12-01 04:56PM PST	2011-12-01 05:09PM PST	 N14 
wunderground	CO-1423-IAH-SEA	2011-12-01 02:45PM CST	2011-12-01 03:10PM CST	 29 	2011-12-01 04:56PM PST	2011-12-01 05:09PM PST	 N14 
flights	CO-1423-IAH-SEA		2011-12-01 03:01 PM	29		2011-12-01 05:33 PM	14
businesstravellogue	CO-1423-IAH-SEA		2011-12-01 03:01 PM	29		2011-12-01 05:33 PM	14
flylouisville	CO-1423-IAH-SEA		2011-12-01 03:01 PM	29		2011-12-01 05:33 PM	14
flightstats	CO-1423-IAH-SEA	2011-12-01 2:45 PM	2011-12-01 3:01 PM		2011-12-01 5:33 PM	2011-12-01 5:19 PM (Estimated)	
quicktrip	CO-1423-IAH-SEA	2011-12-01 2:45 PM	2011-12-01 3:01 PM		2011-12-01 5:33 PM	2011-12-01 5:19 PM (Estimated)	
flightview	CO-1423-IAH-SEA		3:10 PMDec 01			5:13 PMDec 01	
panynj	CO-1423-IAH-SEA		3:10 PMDec 01			5:13 PMDec 01	
gofox	CO-1423-IAH-SEA		3:10 PMDec 01			5:13 PMDec 01	
foxbusiness	CO-1423-IAH-SEA		3:10 PMDec 01			5:13 PMDec 01	
allegiantair	CO-1423-IAH-SEA		3:10 PMDec 01			5:13 PMDec 01	
boston	CO-1423-IAH-SEA		3:10 PMDec 01			5:13 PMDec 01	
orbitz	CO-1423-IAH-SEA	2:45pDec 1	3:01pDec 1	 29	5:05pDec 1		 N14
weather	CO-1423-IAH-SEA	2011-12-01 02:45 PM			2011-12-01 05:33 PM		
usatoday	CO-1423-IAH-SEA	2011-12-01 2:45 PM	2011-12-01 3:01 PM		2011-12-01 5:33 PM	2011-12-01 5:19 PM (Estimated)	
mytripandmore	CO-1423-IAH-SEA	2:45pDec 1	3:01pDec 1	 29	5:05pDec 1		 N14
flightwise	CO-1423-IAH-SEA	2011-12-01 02:45PM CST	2011-12-01 03:10PM CST	 29 	2011-12-01 04:56PM PST	2011-12-01 05:09PM PST	 N14 
flightarrival	CO-1423-IAH-SEA	2011-12-01 02:45 PM			2011-12-01 05:33 PM		
ua	UA-4221-MEM-IAH	Thu, Dec 1 4:28 PM	Thu, Dec 1 4:19 PM            On Time	--	Thu, Dec 1 6:19 PM	Thu, Dec 1 6:10 PM	B71
airtravelcenter	UA-4221-MEM-IAH	12/1/11 4:28 PM (-06:00)			12/1/11 6:19 PM (-06:00)		
myrateplan	UA-4221-MEM-IAH	12/1/11 4:28 PM (-06:00)			12/1/11 6:19 PM (-06:00)		
helloflight	UA-4221-MEM-IAH	12/1/11 4:28 PM (-06:00)			12/1/11 6:19 PM (-06:00)		
flytecomm	UA-4221-MEM-IAH	12/1/11 4:28 PM (-06:00)			12/1/11 6:19 PM (-06:00)		
flights	UA-4221-MEM-IAH		2011-12-01 04:19 PM	C14		2011-12-01 06:10 PM	71
businesstravellogue	UA-4221-MEM-IAH		2011-12-01 04:19 PM	C14		2011-12-01 06:10 PM	71
flylouisville	UA-4221-MEM-IAH		2011-12-01 04:19 PM	C14		2011-12-01 06:10 PM	71
flightstats	UA-4221-MEM-IAH	2011-12-01 4:28 PM	2011-12-01 4:19 PM		2011-12-01 6:19 PM	2011-12-01 6:10 PM	
quicktrip	UA-4221-MEM-IAH	2011-12-01 4:28 PM	2011-12-01 4:19 PM		2011-12-01 6:19 PM	2011-12-01 6:10 PM	
flightview	UA-4221-MEM-IAH		4:29 PMDec 01			6:10 PMDec 01	
panynj	UA-4221-MEM-IAH		4:29 PMDec 01			6:10 PMDec 01	
gofox	UA-4221-MEM-IAH		4:29 PMDec 01			6:10 PMDec 01	
foxbusiness	UA-4221-MEM-IAH		4:29 PMDec 01			6:10 PMDec 01	
allegiantair	UA-4221-MEM-IAH		4:29 PMDec 01			6:10 PMDec 01	
boston	UA-4221-MEM-IAH		4:29 PMDec 01			5:56 PMDec 01	
orbitz	UA-4221-MEM-IAH	4:28pDec 1	4:19pDec 1	 C14	6:19pDec 1	6:10pDec 1	 B71
orbitz	UA-4221-MEM-IAH	4:28pDec 1	4:19pDec 1	 -	6:19pDec 1	6:10pDec 1	 -
mytripandmore	UA-4221-MEM-IAH	4:28pDec 1	4:19pDec 1	 -	6:19pDec 1	6:10pDec 1	 -
flightarrival	UA-4221-MEM-IAH	2011-12-01 4:28 PM	2011-12-01 4:19 PM		2011-12-01 6:19 PM	2011-12-01 6:10 PM	
CO	CO-1635-EWR-PHX	Thu., Dec.01, 2011 4:30 p.m.	Thu., Dec.01, 2011 4:29 p.m.		Thu., Dec.01, 2011 8:05 p.m.	Thu., Dec.01, 2011 8:05 p.m.	
airtravelcenter	CO-1635-EWR-PHX	12/1/11 4:30 PM (-05:00)			12/1/11 8:05 PM (-07:00)		
myrateplan	CO-1635-EWR-PHX	12/1/11 4:30 PM (-05:00)			12/1/11 8:05 PM (-07:00)		
helloflight	CO-1635-EWR-PHX	12/1/11 4:30 PM (-05:00)			12/1/11 8:05 PM (-07:00)		
flytecomm	CO-1635-EWR-PHX	12/1/11 4:30 PM (-05:00)			12/1/11 8:05 PM (-07:00)		
flights	CO-1635-EWR-PHX	04:30 PM  Thu 01-Dec-2011	04:29 PM  Thu 01-Dec-2011	70	08:05 PM  Thu 01-Dec-2011	08:05 PM  Thu 01-Dec-2011	8
businesstravellogue	CO-1635-EWR-PHX	04:30 PM  Thu 01-Dec-2011	04:29 PM  Thu 01-Dec-2011	70	08:05 PM  Thu 01-Dec-2011	08:05 PM  Thu 01-Dec-2011	8
flylouisville	CO-1635-EWR-PHX	04:30 PM  Thu 01-Dec-2011	04:29 PM  Thu 01-Dec-2011	70	08:05 PM  Thu 01-Dec-2011	08:05 PM  Thu 01-Dec-2011	8
flightstats	CO-1635-EWR-PHX	2011-12-01 4:30 PM	2011-12-01 4:29 PM		2011-12-01 8:05 PM	2011-12-01 8:05 PM	
quicktrip	CO-1635-EWR-PHX	2011-12-01 4:30 PM	2011-12-01 4:29 PM		2011-12-01 8:05 PM	2011-12-01 8:05 PM	
world-flight-tracker	CO-1635-EWR-PHX	2011-12-01 4:30 PM	2011-12-01 4:29 PM		2011-12-01 8:05 PM	2011-12-01 8:05 PM	
flightview	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01	Main Term - C70	8:05 PM, Dec 01	8:05 PM, Dec 01	Term 2 - 8
panynj	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01	Main Term - C70	8:05 PM, Dec 01	8:05 PM, Dec 01	Term 2 - 8
gofox	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01		8:05 PM, Dec 01	8:05 PM, Dec 01	
foxbusiness	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01	Main Term - C70	8:05 PM, Dec 01	8:05 PM, Dec 01	Term 2 - 8
allegiantair	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01	Main Term - C70	8:05 PM, Dec 01	8:05 PM, Dec 01	Term 2 - 8
boston	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01		8:05 PM, Dec 01	8:03 PM, Dec 01	
travelocity	CO-1635-EWR-PHX	Dec 01 - 4:30pm	Dec 01 - 4:29pm	C70	Dec 01 - 8:05pm	Dec 01 - 8:05pm	8
orbitz	CO-1635-EWR-PHX	4:30pDec 1	4:29pDec 1	 C70	8:05pDec 1	8:05pDec 1	 8
weather	CO-1635-EWR-PHX	2011-12-01 04:30 PM			2011-12-01 08:05 PM		
usatoday	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01		8:05 PM, Dec 01	8:03 PM, Dec 01	
flightarrival	CO-1635-EWR-PHX	4:30 PM, Dec 01	4:46 PM, Dec 01		8:05 PM, Dec 01	8:03 PM, Dec 01	
ua	UA-2515-CLT-LGA	Thu, Dec 1 11:40 AM	Thu, Dec 1 11:40 AM            Delayed	B10	Thu, Dec 1 1:36 PM	Thu, Dec 1 1:41 PM	15
airtravelcenter	UA-2515-CLT-LGA		12/1/11 12:09 PM (-05:00)			12/1/11 1:24 PM (-05:00)	
myrateplan	UA-2515-CLT-LGA		12/1/11 12:09 PM (-05:00)			12/1/11 1:24 PM (-05:00)	
helloflight	UA-2515-CLT-LGA		12/1/11 12:09 PM (-05:00)			12/1/11 1:24 PM (-05:00)	
flytecomm	UA-2515-CLT-LGA		12/1/11 12:09 PM (-05:00)			12/1/11 1:24 PM (-05:00)	
flightaware	UA-2515-CLT-LGA	2011-12-01 11:40AM EST	2011-12-01 12:09PM EST		2011-12-01 01:21PM EST	2011-12-01 01:33PM EST	
wunderground	UA-2515-CLT-LGA	2011-12-01 11:40AM EST	2011-12-01 12:09PM EST		2011-12-01 01:21PM EST	2011-12-01 01:33PM EST	
flights	UA-2515-CLT-LGA		2011-12-01 11:43 AM	B10		2011-12-01 01:41 PM	15
businesstravellogue	UA-2515-CLT-LGA		2011-12-01 11:43 AM	B10		2011-12-01 01:41 PM	15
flylouisville	UA-2515-CLT-LGA		2011-12-01 11:43 AM	B10		2011-12-01 01:41 PM	15
flightview	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
panynj	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
gofox	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
foxbusiness	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
allegiantair	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
boston	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
orbitz	UA-2515-CLT-LGA	11:40aDec 1	11:43aDec 1	 B10	1:36pDec 1	1:41pDec 1	 15
usatoday	UA-2515-CLT-LGA		12:09 PMDec 01			1:34 PMDec 01	
aa	AA-942-SAP-MIA	12/01/2011 02:40 PM	12/01/2011 03:04 PM		12/01/2011 05:50 PM	12/01/2011 06:03 PM	D36
airtravelcenter	AA-942-SAP-MIA		12/1/11 3:08 PM (-06:00)			12/1/11 5:54 PM (-05:00)	
myrateplan	AA-942-SAP-MIA		12/1/11 3:08 PM (-06:00)			12/1/11 5:54 PM (-05:00)	
helloflight	AA-942-SAP-MIA		12/1/11 3:08 PM (-06:00)			12/1/11 5:54 PM (-05:00)	
flytecomm	AA-942-SAP-MIA		12/1/11 3:08 PM (-06:00)			12/1/11 5:54 PM (-05:00)	
flights	AA-942-SAP-MIA	02:40 PM  Thu 01-Dec-2011	03:04 PM  Thu 01-Dec-2011		05:50 PM  Thu 01-Dec-2011	06:03 PM  Thu 01-Dec-2011	
businesstravellogue	AA-942-SAP-MIA	02:40 PM  Thu 01-Dec-2011	03:04 PM  Thu 01-Dec-2011		05:50 PM  Thu 01-Dec-2011	06:03 PM  Thu 01-Dec-2011	
flylouisville	AA-942-SAP-MIA	02:40 PM  Thu 01-Dec-2011	03:04 PM  Thu 01-Dec-2011		05:50 PM  Thu 01-Dec-2011	06:03 PM  Thu 01-Dec-2011	
world-flight-tracker	AA-942-SAP-MIA	2011-12-01 2:40 PM	2011-12-01 3:04 PM		2011-12-01 5:50 PM	2011-12-01 6:03 PM	
flightview	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	6:03 PM, Dec 01	
panynj	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	6:03 PM, Dec 01	
gofox	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	6:03 PM, Dec 01	
foxbusiness	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	6:03 PM, Dec 01	
allegiantair	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	6:03 PM, Dec 01	
boston	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	5:52 PM, Dec 01	
travelocity	AA-942-SAP-MIA	Dec 01 - 2:40pm	Dec 01 - 2:53pm	Not provided by airline	Dec 01 - 5:50pm	Dec 01 - 6:03pm	D36
orbitz	AA-942-SAP-MIA	2:40pDec 1	2:53pDec 1	 -	5:50pDec 1	6:03pDec 1	 D36
usatoday	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	5:52 PM, Dec 01	
flightarrival	AA-942-SAP-MIA	2:40 PM, Dec 01	2:56 PM, Dec 01		5:50 PM, Dec 01	5:52 PM, Dec 01	
aa	AA-1221-MCO-ORD	12/01/2011 08:00 PM	12/01/2011 08:23 PM	17	12/01/2011 09:45 PM	12/01/2011 09:53 PM	K7
flightexplorer	AA-1221-MCO-ORD		12/1/2011 8:23PM EST			12/1/2011 9:47PM CST	
airtravelcenter	AA-1221-MCO-ORD		12/1/11 8:23 PM (-05:00)			12/1/11 9:47 PM (-06:00)	
myrateplan	AA-1221-MCO-ORD		12/1/11 8:23 PM (-05:00)			12/1/11 9:47 PM (-06:00)	
helloflight	AA-1221-MCO-ORD		12/1/11 8:23 PM (-05:00)			12/1/11 9:47 PM (-06:00)	
flytecomm	AA-1221-MCO-ORD		12/1/11 8:23 PM (-05:00)			12/1/11 9:47 PM (-06:00)	
flightaware	AA-1221-MCO-ORD	2011-12-01 08:00PM EST	2011-12-01 08:23PM EST	 17 	2011-12-01 09:25PM CST	2011-12-01 09:47PM CST	 K7 
wunderground	AA-1221-MCO-ORD	2011-12-01 08:00PM EST	2011-12-01 08:23PM EST	 17 	2011-12-01 09:25PM CST	2011-12-01 09:47PM CST	 K7 
flights	AA-1221-MCO-ORD	08:00 PM  Thu 01-Dec-2011	08:23 PM  Thu 01-Dec-2011	17	09:45 PM  Thu 01-Dec-2011	09:53 PM  Thu 01-Dec-2011	K7
businesstravellogue	AA-1221-MCO-ORD	08:00 PM  Thu 01-Dec-2011	08:23 PM  Thu 01-Dec-2011	17	09:45 PM  Thu 01-Dec-2011	09:53 PM  Thu 01-Dec-2011	K7
flylouisville	AA-1221-MCO-ORD	08:00 PM  Thu 01-Dec-2011	08:23 PM  Thu 01-Dec-2011	17	09:45 PM  Thu 01-Dec-2011	09:53 PM  Thu 01-Dec-2011	K7
flightstats	AA-1221-MCO-ORD	2011-12-01 8:00 PM	2011-12-01 8:23 PM		2011-12-01 9:45 PM	2011-12-01 9:53 PM	
quicktrip	AA-1221-MCO-ORD	2011-12-01 8:00 PM	2011-12-01 8:23 PM		2011-12-01 9:45 PM	2011-12-01 9:53 PM	
world-flight-tracker	AA-1221-MCO-ORD	2011-12-01 8:00 PM	2011-12-01 8:23 PM		2011-12-01 9:45 PM	2011-12-01 9:53 PM	
flightview	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01	Terminal A - 17	9:45 PM, Dec 01	9:49 PM, Dec 01	Terminal 3
panynj	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01	Terminal A - 17	9:45 PM, Dec 01	9:49 PM, Dec 01	Terminal 3
gofox	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01		9:45 PM, Dec 01	9:49 PM, Dec 01	
foxbusiness	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01	Terminal A - 17	9:45 PM, Dec 01	9:49 PM, Dec 01	Terminal 3
allegiantair	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01	Terminal A - 17	9:45 PM, Dec 01	9:49 PM, Dec 01	Terminal 3
boston	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01		9:45 PM, Dec 01	9:49 PM, Dec 01	
travelocity	AA-1221-MCO-ORD	Dec 01 - 8:00pm	Dec 01 - 8:01pm	17	Dec 01 - 9:45pm	Dec 01 - 9:53pm	K7/T3
orbitz	AA-1221-MCO-ORD	8:00pDec 1	8:01pDec 1	 17	9:45pDec 1	9:53pDec 1	 K7
weather	AA-1221-MCO-ORD	2011-12-01 08:00 PM			2011-12-01 09:45 PM		
ord	AA-1221-MCO-ORD	2011-12-01 11/30 8:00 PM		15	2011-12-01 11/30 9:45 PM		H11
mco	AA-1221-MCO-ORD	2011-12-01 Thu  20:00		17?			
usatoday	AA-1221-MCO-ORD	8:00 PM, Dec 01	8:23 PM, Dec 01		9:45 PM, Dec 01	9:49 PM, Dec 01	
mytripandmore	AA-1221-MCO-ORD	8:00pDec 1	8:01pDec 1	 17	9:45pDec 1	9:53pDec 1	 K7
flightarrival	AA-1221-MCO-ORD	2011-12-01 08:00 PM			2011-12-01 09:45 PM		
aa	AA-685-MIA-IAH	12/01/2011 02:50 PM	12/01/2011 03:13 PM	D19	12/01/2011 04:40 PM	12/01/2011 04:59 PM	A27
flightexplorer	AA-685-MIA-IAH		12/1/2011 3:13PM EST			12/1/2011 4:49PM CST	
airtravelcenter	AA-685-MIA-IAH		12/1/11 3:13 PM (-05:00)			12/1/11 4:38 PM (-06:00)	
myrateplan	AA-685-MIA-IAH		12/1/11 3:13 PM (-05:00)			12/1/11 4:38 PM (-06:00)	
helloflight	AA-685-MIA-IAH		12/1/11 3:13 PM (-05:00)			12/1/11 4:38 PM (-06:00)	
flytecomm	AA-685-MIA-IAH		12/1/11 3:13 PM (-05:00)			12/1/11 4:38 PM (-06:00)	
flightaware	AA-685-MIA-IAH	2011-12-01 02:50PM EST	2011-12-01 03:13PM EST	 D19 	2011-12-01 04:16PM CST	2011-12-01 04:38PM CST	 A27 
wunderground	AA-685-MIA-IAH	2011-12-01 02:50PM EST	2011-12-01 03:13PM EST	 D19 	2011-12-01 04:16PM CST	2011-12-01 04:38PM CST	 A27 
flights	AA-685-MIA-IAH	02:50 PM  Thu 01-Dec-2011	03:13 PM  Thu 01-Dec-2011	D19	04:40 PM  Thu 01-Dec-2011	04:59 PM  Thu 01-Dec-2011	27
businesstravellogue	AA-685-MIA-IAH	02:50 PM  Thu 01-Dec-2011	03:13 PM  Thu 01-Dec-2011	D19	04:40 PM  Thu 01-Dec-2011	04:59 PM  Thu 01-Dec-2011	27
flylouisville	AA-685-MIA-IAH	02:50 PM  Thu 01-Dec-2011	03:13 PM  Thu 01-Dec-2011	D19	04:40 PM  Thu 01-Dec-2011	04:59 PM  Thu 01-Dec-2011	27
flightstats	AA-685-MIA-IAH	2011-12-01 2:50 PM	2011-12-01 3:13 PM		2011-12-01 4:40 PM	2011-12-01 4:59 PM	
quicktrip	AA-685-MIA-IAH	2011-12-01 2:50 PM	2011-12-01 3:13 PM		2011-12-01 4:40 PM	2011-12-01 4:59 PM	
world-flight-tracker	AA-685-MIA-IAH	2011-12-01 2:50 PM	2011-12-01 3:13 PM		2011-12-01 4:40 PM	2011-12-01 4:59 PM	
flightview	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01	Terminal D - D19	4:40 PM, Dec 01	4:51 PM, Dec 01	A27
panynj	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01	Terminal D - D19	4:40 PM, Dec 01	4:51 PM, Dec 01	A27
gofox	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01		4:40 PM, Dec 01	4:51 PM, Dec 01	
foxbusiness	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01	Terminal D - D19	4:40 PM, Dec 01	4:51 PM, Dec 01	A27
allegiantair	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01	Terminal D - D19	4:40 PM, Dec 01	4:51 PM, Dec 01	A27
boston	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01		4:40 PM, Dec 01	4:51 PM, Dec 01	
travelocity	AA-685-MIA-IAH	Dec 01 - 2:50pm	Dec 01 - 2:50pm	D19	Dec 01 - 4:40pm	Dec 01 - 4:59pm	A27
orbitz	AA-685-MIA-IAH	2:50pDec 1	2:50pDec 1	 D19	4:40pDec 1	4:59pDec 1	 A27
weather	AA-685-MIA-IAH	2011-12-01 02:50 PM			2011-12-01 04:40 PM		
usatoday	AA-685-MIA-IAH	2:50 PM, Dec 01	3:13 PM, Dec 01		4:40 PM, Dec 01	4:51 PM, Dec 01	
mytripandmore	AA-685-MIA-IAH	2:50pDec 1	2:50pDec 1	 D19	4:40pDec 1	4:59pDec 1	 A27
flightarrival	AA-685-MIA-IAH	2011-12-01 02:50 PM			2011-12-01 04:40 PM		
