aa	AA-1007-TPA-MIA	January 3, 2012               01:55 PM    	January 3, 2012               01:51 PM    	 F78	January 3, 2012               03:00 PM    	January 3, 2012               02:48 PM    	 D12    
usatoday	AA-3825-SLC-ORD	2012-01-03 07:00 AM			2012-01-03 11:15 AM		
flightarrival	AA-3825-SLC-ORD	2012-01-03 07:00 AM			2012-01-03 11:15 AM		
ua	UA-270-MCO-IAD	Tue, Jan 3 6:50 PM	Tue, Jan 3 6:45 PM            On Time	40	Tue, Jan 3 9:01 PM	Tue, Jan 3 9:02 PM	C19
flightexplorer	UA-270-MCO-IAD		1/3/2012 7:00PM EST			1/3/2012 8:59PM EST	
airtravelcenter	UA-270-MCO-IAD		1/3/12 7:00 PM (-05:00)			1/3/12 8:59 PM (-05:00)	
myrateplan	UA-270-MCO-IAD		1/3/12 7:00 PM (-05:00)			1/3/12 8:59 PM (-05:00)	
helloflight	UA-270-MCO-IAD		1/3/12 7:00 PM (-05:00)			1/3/12 8:59 PM (-05:00)	
flytecomm	UA-270-MCO-IAD		1/3/12 7:00 PM (-05:00)			1/3/12 8:59 PM (-05:00)	
flights	UA-270-MCO-IAD		2012-01-03 06:45 PM	40		2012-01-03 09:02 PM	C19
businesstravellogue	UA-270-MCO-IAD		2012-01-03 06:45 PM	40		2012-01-03 09:02 PM	C19
flylouisville	UA-270-MCO-IAD		2012-01-03 06:45 PM	40		2012-01-03 09:02 PM	C19
flightview	UA-270-MCO-IAD		7:01 PMJan 03			9:02 PMJan 03	
panynj	UA-270-MCO-IAD		7:01 PMJan 03			9:02 PMJan 03	
gofox	UA-270-MCO-IAD		7:01 PMJan 03			9:02 PMJan 03	
foxbusiness	UA-270-MCO-IAD		7:01 PMJan 03			9:02 PMJan 03	
allegiantair	UA-270-MCO-IAD		7:01 PMJan 03			9:02 PMJan 03	
boston	UA-270-MCO-IAD		7:01 PMJan 03			8:59 PMJan 03	
orbitz	UA-270-MCO-IAD	6:50pJan 3	6:45pJan 3	 40	9:01pJan 3	9:02pJan 3	 C19
iad	UA-270-MCO-IAD				2012-01-03 21:01 	2012-01-03 21:08 	
mytripandmore	UA-270-MCO-IAD	6:50pJan 3	6:45pJan 3	 40	9:01pJan 3	9:02pJan 3	 C19
aa	AA-2459-RSW-DFW	January 3, 2012               01:55 PM    	January 3, 2012               01:49 PM    	 D10	January 3, 2012               03:50 PM    	January 3, 2012               03:40 PM    	 D28    
flightexplorer	AA-2459-RSW-DFW		1/3/2012 1:58PM EST			1/3/2012 3:23PM CST	
airtravelcenter	AA-2459-RSW-DFW		1/3/12 1:58 PM (-05:00)			1/3/12 3:23 PM (-06:00)	
myrateplan	AA-2459-RSW-DFW		1/3/12 1:58 PM (-05:00)			1/3/12 3:23 PM (-06:00)	
helloflight	AA-2459-RSW-DFW		1/3/12 1:58 PM (-05:00)			1/3/12 3:23 PM (-06:00)	
flytecomm	AA-2459-RSW-DFW		1/3/12 1:58 PM (-05:00)			1/3/12 3:23 PM (-06:00)	
flights	AA-2459-RSW-DFW		2012-01-03 01:49 PM	D10		2012-01-03 03:40 PM	D28
businesstravellogue	AA-2459-RSW-DFW		2012-01-03 01:49 PM	D10		2012-01-03 03:40 PM	D28
flylouisville	AA-2459-RSW-DFW		2012-01-03 01:49 PM	D10		2012-01-03 03:40 PM	D28
flightview	AA-2459-RSW-DFW		1:58 PMJan 03			3:32 PMJan 03	
panynj	AA-2459-RSW-DFW		1:58 PMJan 03			3:32 PMJan 03	
gofox	AA-2459-RSW-DFW		1:58 PMJan 03			3:32 PMJan 03	
foxbusiness	AA-2459-RSW-DFW		1:58 PMJan 03			3:32 PMJan 03	
allegiantair	AA-2459-RSW-DFW		1:58 PMJan 03			3:32 PMJan 03	
boston	AA-2459-RSW-DFW		1:58 PMJan 03			3:32 PMJan 03	
orbitz	AA-2459-RSW-DFW	1:55pJan 3	1:49pJan 3	 D10	3:50pJan 3	3:40pJan 3	 D28
weather	AA-2459-RSW-DFW	2012-01-03 01:55 PM			2012-01-03 03:50 PM		
dfw	AA-2459-RSW-DFW				2012-01-03 3:50 pm		D28
flightarrival	AA-2459-RSW-DFW	2012-01-03 01:55 PM			2012-01-03 03:50 PM		
ua	UA-1543-EWR-SFO	Tue, Jan 3 8:30 AM	Tue, Jan 3 8:28 AM	C131	Tue, Jan 3 12:10 PM	Tue, Jan 3 11:44 AM	89
flightexplorer	UA-1543-EWR-SFO		1/3/2012 8:52AM EST			1/3/2012 11:38AM PST	
airtravelcenter	UA-1543-EWR-SFO	1/3/12 8:30 AM (-05:00)			1/3/12 12:10 PM (-08:00)		
myrateplan	UA-1543-EWR-SFO	1/3/12 8:30 AM (-05:00)			1/3/12 12:10 PM (-08:00)		
helloflight	UA-1543-EWR-SFO	1/3/12 8:30 AM (-05:00)			1/3/12 12:10 PM (-08:00)		
flytecomm	UA-1543-EWR-SFO	1/3/12 8:30 AM (-05:00)			1/3/12 12:10 PM (-08:00)		
flights	UA-1543-EWR-SFO		2012-01-03 08:28 AM	131		2012-01-03 11:44 AM	89
businesstravellogue	UA-1543-EWR-SFO		2012-01-03 08:28 AM	131		2012-01-03 11:44 AM	89
flylouisville	UA-1543-EWR-SFO		2012-01-03 08:28 AM	131		2012-01-03 11:44 AM	89
flightview	UA-1543-EWR-SFO		8:54 AMJan 03			11:44 AMJan 03	
panynj	UA-1543-EWR-SFO		8:54 AMJan 03			11:44 AMJan 03	
gofox	UA-1543-EWR-SFO		8:54 AMJan 03			11:44 AMJan 03	
foxbusiness	UA-1543-EWR-SFO		8:54 AMJan 03			11:44 AMJan 03	
allegiantair	UA-1543-EWR-SFO		8:54 AMJan 03			11:44 AMJan 03	
boston	UA-1543-EWR-SFO		8:54 AMJan 03			11:39 AMJan 03	
orbitz	UA-1543-EWR-SFO	8:30aJan 3	8:28aJan 3	 C131	12:10pJan 3	11:44aJan 3	 89
weather	UA-1543-EWR-SFO	2012-01-03 08:30 AM			2012-01-03 12:10 PM		
flightarrival	UA-1543-EWR-SFO	2012-01-03 08:30 AM			2012-01-03 12:10 PM		
CO	CO-4665-IAH-VPS	Tue., Jan.03, 2012 1:05 p.m.	Tue., Jan.03, 2012 1:01 p.m.		Tue., Jan.03, 2012 2:35 p.m.	Tue., Jan.03, 2012 2:33 p.m.	
airtravelcenter	CO-4665-IAH-VPS	1/3/12 1:05 PM (-06:00)			1/3/12 2:35 PM (-06:00)		
myrateplan	CO-4665-IAH-VPS	1/3/12 1:05 PM (-06:00)			1/3/12 2:35 PM (-06:00)		
helloflight	CO-4665-IAH-VPS	1/3/12 1:05 PM (-06:00)			1/3/12 2:35 PM (-06:00)		
flytecomm	CO-4665-IAH-VPS	1/3/12 1:05 PM (-06:00)			1/3/12 2:35 PM (-06:00)		
flightaware	CO-4665-IAH-VPS	2012-01-03 01:05PM CST	2012-01-03 01:16PM CST		2012-01-03 02:33PM CST	2012-01-03 02:29PM CST	
wunderground	CO-4665-IAH-VPS	2012-01-03 01:05PM CST	2012-01-03 01:16PM CST		2012-01-03 02:33PM CST	2012-01-03 02:29PM CST	
flights	CO-4665-IAH-VPS	01:05 PM  Tue 03-Jan-2012	01:01 PM  Tue 03-Jan-2012	75	02:35 PM  Tue 03-Jan-2012	02:33 PM  Tue 03-Jan-2012	A3
businesstravellogue	CO-4665-IAH-VPS	01:05 PM  Tue 03-Jan-2012	01:01 PM  Tue 03-Jan-2012	75	02:35 PM  Tue 03-Jan-2012	02:33 PM  Tue 03-Jan-2012	A3
flylouisville	CO-4665-IAH-VPS	01:05 PM  Tue 03-Jan-2012	01:01 PM  Tue 03-Jan-2012	75	02:35 PM  Tue 03-Jan-2012	02:33 PM  Tue 03-Jan-2012	A3
flightstats	CO-4665-IAH-VPS	2012-01-03 1:05 PM	2012-01-03 1:01 PM		2012-01-03 2:35 PM	2012-01-03 2:33 PM	
quicktrip	CO-4665-IAH-VPS	2012-01-03 1:05 PM	2012-01-03 1:01 PM		2012-01-03 2:35 PM	2012-01-03 2:33 PM	
world-flight-tracker	CO-4665-IAH-VPS	2012-01-03 1:05 PM	2012-01-03 1:01 PM		2012-01-03 2:35 PM	2012-01-03 2:33 PM	
flightview	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03	Term B - B75	2:35 PM, Jan 03	2:33 PM, Jan 03	Main Term - A3
panynj	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03	Term B - B75	2:35 PM, Jan 03	2:33 PM, Jan 03	Main Term - A3
gofox	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03		2:35 PM, Jan 03	2:33 PM, Jan 03	
foxbusiness	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03	Term B - B75	2:35 PM, Jan 03	2:33 PM, Jan 03	Main Term - A3
allegiantair	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03	Term B - B75	2:35 PM, Jan 03	2:33 PM, Jan 03	Main Term - A3
boston	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03		2:35 PM, Jan 03	2:32 PM, Jan 03	
orbitz	CO-4665-IAH-VPS	1:05pJan 3	1:01pJan 3	 B75	2:35pJan 3	2:33pJan 3	 A3
usatoday	CO-4665-IAH-VPS	1:05 PM, Jan 03	1:16 PM, Jan 03		2:35 PM, Jan 03	2:32 PM, Jan 03	
ua	UA-3499-DFW-ORD	Tue, Jan 3 9:35 AM	Tue, Jan 3 9:26 AM	E4	Tue, Jan 3 11:58 AM	Tue, Jan 3 12:18 PM	C6
airtravelcenter	UA-3499-DFW-ORD	1/3/12 9:35 AM (-06:00)			1/3/12 11:58 AM (-06:00)		
myrateplan	UA-3499-DFW-ORD	1/3/12 9:35 AM (-06:00)			1/3/12 11:58 AM (-06:00)		
helloflight	UA-3499-DFW-ORD	1/3/12 9:35 AM (-06:00)			1/3/12 11:58 AM (-06:00)		
flytecomm	UA-3499-DFW-ORD	1/3/12 9:35 AM (-06:00)			1/3/12 11:58 AM (-06:00)		
flightaware	UA-3499-DFW-ORD	2012-01-03 09:35AM CST	2012-01-03 09:44AM CST	 E4 	2012-01-03 12:01PM CST	2012-01-03 11:45AM CST	 C6 
wunderground	UA-3499-DFW-ORD	2012-01-03 09:35AM CST	2012-01-03 09:44AM CST	 E4 	2012-01-03 12:01PM CST	2012-01-03 11:45AM CST	 C6 
flights	UA-3499-DFW-ORD	09:35 AM  Tue 03-Jan-2012	09:26 AM  Tue 03-Jan-2012	E4	11:58 AM  Tue 03-Jan-2012	12:18 PM  Tue 03-Jan-2012	C6
businesstravellogue	UA-3499-DFW-ORD	09:35 AM  Tue 03-Jan-2012	09:26 AM  Tue 03-Jan-2012	E4	11:58 AM  Tue 03-Jan-2012	12:18 PM  Tue 03-Jan-2012	C6
flylouisville	UA-3499-DFW-ORD	09:35 AM  Tue 03-Jan-2012	09:26 AM  Tue 03-Jan-2012	E4	11:58 AM  Tue 03-Jan-2012	12:18 PM  Tue 03-Jan-2012	C6
world-flight-tracker	UA-3499-DFW-ORD	2012-01-03 9:35 AM	2012-01-03 9:26 AM		2012-01-03 11:58 AM	2012-01-03 12:18 PM	
flightview	UA-3499-DFW-ORD	9:35 AM, Jan 03	9:43 AM, Jan 03	E4	11:58 AM, Jan 03	12:18 PM, Jan 03	C6
panynj	UA-3499-DFW-ORD	9:35 AM, Jan 03	9:43 AM, Jan 03	E4	11:58 AM, Jan 03	12:18 PM, Jan 03	C6
gofox	UA-3499-DFW-ORD	9:35 AM, Jan 03	9:43 AM, Jan 03		11:58 AM, Jan 03	12:18 PM, Jan 03	
foxbusiness	UA-3499-DFW-ORD	9:35 AM, Jan 03	9:43 AM, Jan 03	E4	11:58 AM, Jan 03	12:18 PM, Jan 03	C6
allegiantair	UA-3499-DFW-ORD	9:35 AM, Jan 03	9:43 AM, Jan 03	E4	11:58 AM, Jan 03	12:18 PM, Jan 03	C6
boston	UA-3499-DFW-ORD	9:35 AM, Jan 03	9:43 AM, Jan 03		11:58 AM, Jan 03	11:49 AM, Jan 03	
orbitz	UA-3499-DFW-ORD	9:35aJan 3	9:26aJan 3	 E4	11:58aJan 3	12:18pJan 3	 C6
weather	UA-3499-DFW-ORD	2012-01-03 09:35 AM			2012-01-03 11:58 AM		
dfw	UA-3499-DFW-ORD	2012-01-03 9:35 am		E4			
usatoday	UA-3499-DFW-ORD	2012-01-03 09:35 AM			2012-01-03 11:58 AM		
aa	AA-436-SAN-DFW	January 3, 2012               10:05 AM    	January 3, 2012               10:28 AM    	 29	January 3, 2012               03:05 PM    	January 3, 2012               03:10 PM    	 C8    
flightexplorer	AA-436-SAN-DFW		1/3/2012 10:40AM PST			1/3/2012 3:05PM CST	
airtravelcenter	AA-436-SAN-DFW		1/3/12 10:40 AM (-08:00)			1/3/12 3:05 PM (-06:00)	
myrateplan	AA-436-SAN-DFW		1/3/12 10:40 AM (-08:00)			1/3/12 3:05 PM (-06:00)	
helloflight	AA-436-SAN-DFW		1/3/12 10:40 AM (-08:00)			1/3/12 3:05 PM (-06:00)	
flytecomm	AA-436-SAN-DFW		1/3/12 10:40 AM (-08:00)			1/3/12 3:05 PM (-06:00)	
flights	AA-436-SAN-DFW		2012-01-03 10:28 AM	29		2012-01-03 03:10 PM	C8
businesstravellogue	AA-436-SAN-DFW		2012-01-03 10:28 AM	29		2012-01-03 03:10 PM	C8
flylouisville	AA-436-SAN-DFW		2012-01-03 10:28 AM	29		2012-01-03 03:10 PM	C8
flightview	AA-436-SAN-DFW		10:40 AMJan 03			3:10 PMJan 03	
panynj	AA-436-SAN-DFW		10:40 AMJan 03			3:10 PMJan 03	
gofox	AA-436-SAN-DFW		10:40 AMJan 03			3:10 PMJan 03	
foxbusiness	AA-436-SAN-DFW		10:40 AMJan 03			3:10 PMJan 03	
allegiantair	AA-436-SAN-DFW		10:40 AMJan 03			3:10 PMJan 03	
boston	AA-436-SAN-DFW		10:40 AMJan 03			3:03 PMJan 03	
orbitz	AA-436-SAN-DFW	10:05aJan 3	10:28aJan 3	 29	3:05pJan 3	3:10pJan 3	 C8
weather	AA-436-SAN-DFW	2012-01-03 10:05 AM			2012-01-03 03:05 PM		
dfw	AA-436-SAN-DFW				2012-01-03 3:05 pm		C8
ua	UA-6465-SLC-LAX	Tue, Jan 3 6:10 AM	Tue, Jan 3 6:22 AM	B3	Tue, Jan 3 7:13 AM	Tue, Jan 3 7:21 AM	87
airtravelcenter	UA-6465-SLC-LAX	1/3/12 6:10 AM (-07:00)			1/3/12 7:13 AM (-08:00)		
myrateplan	UA-6465-SLC-LAX	1/3/12 6:10 AM (-07:00)			1/3/12 7:13 AM (-08:00)		
helloflight	UA-6465-SLC-LAX	1/3/12 6:10 AM (-07:00)			1/3/12 7:13 AM (-08:00)		
flytecomm	UA-6465-SLC-LAX	1/3/12 6:10 AM (-07:00)			1/3/12 7:13 AM (-08:00)		
flightaware	UA-6465-SLC-LAX	2012-01-03 06:10AM MST	2012-01-03 06:45AM MST	 B3 	2012-01-03 06:51AM PST	2012-01-03 07:13AM PST	 87 
wunderground	UA-6465-SLC-LAX	2012-01-03 06:10AM MST	2012-01-03 06:45AM MST	 B3 	2012-01-03 06:51AM PST	2012-01-03 07:13AM PST	 87 
flights	UA-6465-SLC-LAX	06:10 AM  Tue 03-Jan-2012	06:22 AM  Tue 03-Jan-2012	B3	07:13 AM  Tue 03-Jan-2012	07:21 AM  Tue 03-Jan-2012	87
businesstravellogue	UA-6465-SLC-LAX	06:10 AM  Tue 03-Jan-2012	06:22 AM  Tue 03-Jan-2012	B3	07:13 AM  Tue 03-Jan-2012	07:21 AM  Tue 03-Jan-2012	87
flylouisville	UA-6465-SLC-LAX	06:10 AM  Tue 03-Jan-2012	06:22 AM  Tue 03-Jan-2012	B3	07:13 AM  Tue 03-Jan-2012	07:21 AM  Tue 03-Jan-2012	87
flightstats	UA-6465-SLC-LAX	2012-01-03 6:10 AM	2012-01-03 6:22 AM		2012-01-03 7:13 AM	2012-01-03 7:21 AM	
quicktrip	UA-6465-SLC-LAX	2012-01-03 6:10 AM	2012-01-03 6:22 AM		2012-01-03 7:13 AM	2012-01-03 7:21 AM	
world-flight-tracker	UA-6465-SLC-LAX	2012-01-03 6:10 AM	2012-01-03 6:22 AM		2012-01-03 7:13 AM	2012-01-03 7:21 AM	
flightview	UA-6465-SLC-LAX	6:10 AM, Jan 03	6:45 AM, Jan 03	B3	7:13 AM, Jan 03	7:21 AM, Jan 03	87
panynj	UA-6465-SLC-LAX	6:10 AM, Jan 03	6:45 AM, Jan 03	B3	7:13 AM, Jan 03	7:21 AM, Jan 03	87
gofox	UA-6465-SLC-LAX	6:10 AM, Jan 03	6:45 AM, Jan 03		7:13 AM, Jan 03	7:21 AM, Jan 03	
foxbusiness	UA-6465-SLC-LAX	6:10 AM, Jan 03	6:45 AM, Jan 03	B3	7:13 AM, Jan 03	7:21 AM, Jan 03	87
allegiantair	UA-6465-SLC-LAX	6:10 AM, Jan 03	6:45 AM, Jan 03	B3	7:13 AM, Jan 03	7:21 AM, Jan 03	87
boston	UA-6465-SLC-LAX	6:10 AM, Jan 03	6:45 AM, Jan 03		7:13 AM, Jan 03	7:16 AM, Jan 03	
orbitz	UA-6465-SLC-LAX	6:10aJan 3	6:22aJan 3	 B3	7:13aJan 3	7:21aJan 3	 87
weather	UA-6465-SLC-LAX	2012-01-03 06:10 AM			2012-01-03 07:13 AM		
ua	UA-1546-CZM-IAH	Tue, Jan 3 12:25 PM	Tue, Jan 3 12:21 PM	--	Tue, Jan 3 2:54 PM	Tue, Jan 3 2:49 PM	E21
airtravelcenter	UA-1546-CZM-IAH	1/3/12 6:25 PM (-00:00)			1/3/12 2:54 PM (-06:00)		
airtravelcenter	UA-1546-CZM-IAH		1/3/12 6:35 PM (-00:00)			1/3/12 2:33 PM (-06:00)	
myrateplan	UA-1546-CZM-IAH	1/3/12 6:25 PM (-00:00)			1/3/12 2:54 PM (-06:00)		
myrateplan	UA-1546-CZM-IAH		1/3/12 6:35 PM (-00:00)			1/3/12 2:33 PM (-06:00)	
helloflight	UA-1546-CZM-IAH	1/3/12 6:25 PM (-00:00)			1/3/12 2:54 PM (-06:00)		
helloflight	UA-1546-CZM-IAH		1/3/12 6:35 PM (-00:00)			1/3/12 2:33 PM (-06:00)	
flytecomm	UA-1546-CZM-IAH	1/3/12 6:25 PM (-00:00)			1/3/12 2:54 PM (-06:00)		
flytecomm	UA-1546-CZM-IAH		1/3/12 6:35 PM (-00:00)			1/3/12 2:33 PM (-06:00)	
flights	UA-1546-CZM-IAH	12:25 PM  Tue 03-Jan-2012	12:21 PM  Tue 03-Jan-2012		02:54 PM  Tue 03-Jan-2012	02:49 PM  Tue 03-Jan-2012	
businesstravellogue	UA-1546-CZM-IAH	12:25 PM  Tue 03-Jan-2012	12:21 PM  Tue 03-Jan-2012		02:54 PM  Tue 03-Jan-2012	02:49 PM  Tue 03-Jan-2012	
flylouisville	UA-1546-CZM-IAH	12:25 PM  Tue 03-Jan-2012	12:21 PM  Tue 03-Jan-2012		02:54 PM  Tue 03-Jan-2012	02:49 PM  Tue 03-Jan-2012	
world-flight-tracker	UA-1546-CZM-IAH	2012-01-03 12:25 PM	2012-01-03 12:21 PM		2012-01-03 2:54 PM	2012-01-03 2:49 PM	
flightview	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:49 PM, Jan 03	
panynj	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:49 PM, Jan 03	
gofox	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:49 PM, Jan 03	
foxbusiness	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:49 PM, Jan 03	
allegiantair	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:49 PM, Jan 03	
boston	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:45 PM, Jan 03	
orbitz	UA-1546-CZM-IAH	12:25pJan 3	12:21pJan 3	 -2-	2:54pJan 3	2:49pJan 3	 E21
usatoday	UA-1546-CZM-IAH	12:25 PM, Jan 03	1:11 PM, Jan 03		2:54 PM, Jan 03	2:45 PM, Jan 03	
ua	UA-3470-EWR-ORD	Tue, Jan 3 6:00 AM	Tue, Jan 3 6:14 AM	16	Tue, Jan 3 7:36 AM	Tue, Jan 3 7:15 AM	C6
airtravelcenter	UA-3470-EWR-ORD	1/3/12 6:00 AM (-05:00)			1/3/12 7:36 AM (-06:00)		
myrateplan	UA-3470-EWR-ORD	1/3/12 6:00 AM (-05:00)			1/3/12 7:36 AM (-06:00)		
helloflight	UA-3470-EWR-ORD	1/3/12 6:00 AM (-05:00)			1/3/12 7:36 AM (-06:00)		
flytecomm	UA-3470-EWR-ORD	1/3/12 6:00 AM (-05:00)			1/3/12 7:36 AM (-06:00)		
flightaware	UA-3470-EWR-ORD	2012-01-03 06:00AM EST	2012-01-03 06:14AM EST	 16 	2012-01-03 07:23AM CST	2012-01-03 07:03AM CST	 C6 
wunderground	UA-3470-EWR-ORD	2012-01-03 06:00AM EST	2012-01-03 06:14AM EST	 16 	2012-01-03 07:23AM CST	2012-01-03 07:03AM CST	 C6 
flights	UA-3470-EWR-ORD	06:00 AM  Tue 03-Jan-2012	06:14 AM  Tue 03-Jan-2012	16	07:36 AM  Tue 03-Jan-2012	07:15 AM  Tue 03-Jan-2012	C6
businesstravellogue	UA-3470-EWR-ORD	06:00 AM  Tue 03-Jan-2012	06:14 AM  Tue 03-Jan-2012	16	07:36 AM  Tue 03-Jan-2012	07:15 AM  Tue 03-Jan-2012	C6
flylouisville	UA-3470-EWR-ORD	06:00 AM  Tue 03-Jan-2012	06:14 AM  Tue 03-Jan-2012	16	07:36 AM  Tue 03-Jan-2012	07:15 AM  Tue 03-Jan-2012	C6
world-flight-tracker	UA-3470-EWR-ORD	2012-01-03 6:00 AM	2012-01-03 6:14 AM		2012-01-03 7:36 AM	2012-01-03 7:15 AM	
flightview	UA-3470-EWR-ORD	6:00 AM, Jan 03	6:16 AM, Jan 03	16	7:36 AM, Jan 03	7:15 AM, Jan 03	C6
panynj	UA-3470-EWR-ORD	6:00 AM, Jan 03	6:16 AM, Jan 03	16	7:36 AM, Jan 03	7:15 AM, Jan 03	C6
gofox	UA-3470-EWR-ORD	6:00 AM, Jan 03	6:16 AM, Jan 03		7:36 AM, Jan 03	7:15 AM, Jan 03	
foxbusiness	UA-3470-EWR-ORD	6:00 AM, Jan 03	6:16 AM, Jan 03	16	7:36 AM, Jan 03	7:15 AM, Jan 03	C6
allegiantair	UA-3470-EWR-ORD	6:00 AM, Jan 03	6:16 AM, Jan 03	16	7:36 AM, Jan 03	7:15 AM, Jan 03	C6
boston	UA-3470-EWR-ORD	6:00 AM, Jan 03	6:16 AM, Jan 03		7:36 AM, Jan 03	7:07 AM, Jan 03	
weather	UA-3470-EWR-ORD	2012-01-03 06:00 AM			2012-01-03 07:36 AM		
usatoday	UA-3470-EWR-ORD	2012-01-03 06:00 AM			2012-01-03 07:36 AM		
aa	AA-2336-DFW-ORD	January 3, 2012               09:35 AM    	January 3, 2012               09:30 AM    	 A22	January 3, 2012               11:55 AM    	January 3, 2012               11:39 AM    	 H6    
flightexplorer	AA-2336-DFW-ORD		1/3/2012 9:42AM CST			1/3/2012 11:37AM CST	
airtravelcenter	AA-2336-DFW-ORD		1/3/12 9:41 AM (-06:00)			1/3/12 11:37 AM (-06:00)	
myrateplan	AA-2336-DFW-ORD		1/3/12 9:41 AM (-06:00)			1/3/12 11:37 AM (-06:00)	
helloflight	AA-2336-DFW-ORD		1/3/12 9:41 AM (-06:00)			1/3/12 11:37 AM (-06:00)	
flytecomm	AA-2336-DFW-ORD		1/3/12 9:41 AM (-06:00)			1/3/12 11:37 AM (-06:00)	
flightaware	AA-2336-DFW-ORD	2012-01-03 09:35AM CST	2012-01-03 09:41AM CST	 A22 	2012-01-03 11:48AM CST	2012-01-03 11:35AM CST	 H6 
wunderground	AA-2336-DFW-ORD	2012-01-03 09:35AM CST	2012-01-03 09:41AM CST	 A22 	2012-01-03 11:48AM CST	2012-01-03 11:35AM CST	 H6 
flights	AA-2336-DFW-ORD	09:35 AM  Tue 03-Jan-2012	09:30 AM  Tue 03-Jan-2012	A22	11:55 AM  Tue 03-Jan-2012	11:39 AM  Tue 03-Jan-2012	H6
businesstravellogue	AA-2336-DFW-ORD	09:35 AM  Tue 03-Jan-2012	09:30 AM  Tue 03-Jan-2012	A22	11:55 AM  Tue 03-Jan-2012	11:39 AM  Tue 03-Jan-2012	H6
flylouisville	AA-2336-DFW-ORD	09:35 AM  Tue 03-Jan-2012	09:30 AM  Tue 03-Jan-2012	A22	11:55 AM  Tue 03-Jan-2012	11:39 AM  Tue 03-Jan-2012	H6
flightstats	AA-2336-DFW-ORD	2012-01-03 9:35 AM	2012-01-03 9:30 AM		2012-01-03 11:55 AM	2012-01-03 11:39 AM	
quicktrip	AA-2336-DFW-ORD	2012-01-03 9:35 AM	2012-01-03 9:30 AM		2012-01-03 11:55 AM	2012-01-03 11:39 AM	
world-flight-tracker	AA-2336-DFW-ORD	2012-01-03 9:35 AM	2012-01-03 9:30 AM		2012-01-03 11:55 AM	2012-01-03 11:39 AM	
flightview	AA-2336-DFW-ORD	9:35 AM, Jan 03	9:42 AM, Jan 03	A22	11:55 AM, Jan 03	11:39 AM, Jan 03	H6
panynj	AA-2336-DFW-ORD	9:35 AM, Jan 03	9:42 AM, Jan 03	A22	11:55 AM, Jan 03	11:39 AM, Jan 03	H6
gofox	AA-2336-DFW-ORD	9:35 AM, Jan 03	9:42 AM, Jan 03		11:55 AM, Jan 03	11:39 AM, Jan 03	
foxbusiness	AA-2336-DFW-ORD	9:35 AM, Jan 03	9:42 AM, Jan 03	A22	11:55 AM, Jan 03	11:39 AM, Jan 03	H6
allegiantair	AA-2336-DFW-ORD	9:35 AM, Jan 03	9:42 AM, Jan 03	A22	11:55 AM, Jan 03	11:39 AM, Jan 03	H6
boston	AA-2336-DFW-ORD	9:35 AM, Jan 03	9:42 AM, Jan 03		11:55 AM, Jan 03	11:39 AM, Jan 03	
orbitz	AA-2336-DFW-ORD	9:35aJan 3	9:30aJan 3	 A22	11:55aJan 3	11:39aJan 3	 H6
weather	AA-2336-DFW-ORD	2012-01-03 09:35 AM	2012-01-03 09:42 AM		2012-01-03 11:55 AM	2012-01-03 11:35 AM	
dfw	AA-2336-DFW-ORD	2012-01-03 9:35 am		A22			
ord	AA-2336-DFW-ORD	2012-01-03 9:35 AM		A22	2012-01-03 11:55 AM		H6
flightwise	AA-2336-DFW-ORD	2012-01-03 09:35AM CST	2012-01-03 09:41AM CST	 A22 	2012-01-03 11:48AM CST	2012-01-03 11:35AM CST	 H6 
ua	UA-1552-IAH-TPA	Tue, Jan 3 1:05 PM	Tue, Jan 3 1:46 PM	C-41	Tue, Jan 3 4:09 PM	Tue, Jan 3 4:48 PM	A5
flightexplorer	UA-1552-IAH-TPA	1/3/2012 1:21PM CST			1/3/2012 4:04PM EST		
airtravelcenter	UA-1552-IAH-TPA	1/3/12 1:05 PM (-06:00)			1/3/12 4:09 PM (-05:00)		
airtravelcenter	UA-1552-IAH-TPA		1/3/12 1:21 PM (-06:00)			1/3/12 4:04 PM (-05:00)	
myrateplan	UA-1552-IAH-TPA	1/3/12 1:05 PM (-06:00)			1/3/12 4:09 PM (-05:00)		
myrateplan	UA-1552-IAH-TPA		1/3/12 1:21 PM (-06:00)			1/3/12 4:04 PM (-05:00)	
