aa	AA-1007-TPA-MIA	December 9, 2011               01:55 PM    	December 9, 2011               01:57 PM    	 F78	December 9, 2011               03:00 PM    	December 9, 2011               02:57 PM    	 D47    
ord	AA-1624-LAX-ORD	2011-12-09 2:40 PM		42B	2011-12-09 8:40 PM		H9
usatoday	AA-1624-LAX-ORD	2:40 PM, Dec 09	2:47 PM, Dec 09		8:40 PM, Dec 09	8:31 PM, Dec 09	
flightwise	AA-1624-LAX-ORD	2011-12-09 02:40PM PST	2011-12-09 02:47PM PST	 42B 	2011-12-09 08:31PM CST	2011-12-09 08:26PM CST	 H9 
CO	CO-4218-MEM-EWR	Fri., Dec.09, 2011 2:55 p.m.	Fri., Dec.09, 2011 2:53 p.m.		Fri., Dec.09, 2011 6:36 p.m.	Fri., Dec.09, 2011 6:03 p.m.	
airtravelcenter	CO-4218-MEM-EWR	12/9/11 2:55 PM (-06:00)			12/9/11 6:36 PM (-05:00)		
myrateplan	CO-4218-MEM-EWR	12/9/11 2:55 PM (-06:00)			12/9/11 6:36 PM (-05:00)		
helloflight	CO-4218-MEM-EWR	12/9/11 2:55 PM (-06:00)			12/9/11 6:36 PM (-05:00)		
flytecomm	CO-4218-MEM-EWR	12/9/11 2:55 PM (-06:00)			12/9/11 6:36 PM (-05:00)		
flightaware	CO-4218-MEM-EWR	2011-12-09 02:55PM CST	2011-12-09 03:02PM CST		2011-12-09 06:06PM EST	2011-12-09 05:51PM EST	
flightaware	CO-4218-MEM-EWR	2011-12-09 02:55PM CST	2011-12-09 03:02PM CST		2011-12-09 06:06PM EST	2011-12-09 05:51PM EST	
wunderground	CO-4218-MEM-EWR	2011-12-09 02:55PM CST	2011-12-09 03:02PM CST		2011-12-09 06:06PM EST	2011-12-09 05:51PM EST	
wunderground	CO-4218-MEM-EWR	2011-12-09 02:55PM CST	2011-12-09 03:02PM CST		2011-12-09 06:06PM EST	2011-12-09 05:51PM EST	
flights	CO-4218-MEM-EWR		2011-12-09 02:53 PM	C14		2011-12-09 06:36 PM	28
flights	CO-4218-MEM-EWR		2011-12-09 02:53 PM	C14		2011-12-09 06:03 PM	28
businesstravellogue	CO-4218-MEM-EWR		2011-12-09 02:53 PM	C14		2011-12-09 06:36 PM	28
businesstravellogue	CO-4218-MEM-EWR		2011-12-09 02:53 PM	C14		2011-12-09 06:03 PM	28
flylouisville	CO-4218-MEM-EWR		2011-12-09 02:53 PM	C14		2011-12-09 06:36 PM	28
flylouisville	CO-4218-MEM-EWR		2011-12-09 02:53 PM	C14		2011-12-09 06:03 PM	28
flightstats	CO-4218-MEM-EWR	2011-12-09 2:55 PM	2011-12-09 2:53 PM		2011-12-09 6:36 PM	2011-12-09 6:03 PM	
quicktrip	CO-4218-MEM-EWR	2011-12-09 2:55 PM	2011-12-09 2:53 PM		2011-12-09 6:36 PM	2011-12-09 6:03 PM	
flightview	CO-4218-MEM-EWR		3:03 PMDec 09			5:52 PMDec 09	
flightview	CO-4218-MEM-EWR		3:03 PMDec 09			6:03 PMDec 09	
panynj	CO-4218-MEM-EWR		3:03 PMDec 09			5:52 PMDec 09	
panynj	CO-4218-MEM-EWR		3:03 PMDec 09			6:03 PMDec 09	
gofox	CO-4218-MEM-EWR		3:03 PMDec 09			5:52 PMDec 09	
gofox	CO-4218-MEM-EWR		3:03 PMDec 09			6:03 PMDec 09	
foxbusiness	CO-4218-MEM-EWR		3:03 PMDec 09			5:52 PMDec 09	
foxbusiness	CO-4218-MEM-EWR		3:03 PMDec 09			6:03 PMDec 09	
allegiantair	CO-4218-MEM-EWR		3:03 PMDec 09			5:52 PMDec 09	
allegiantair	CO-4218-MEM-EWR		3:03 PMDec 09			6:03 PMDec 09	
boston	CO-4218-MEM-EWR		3:03 PMDec 09			5:52 PMDec 09	
orbitz	CO-4218-MEM-EWR	2:55pDec 9	2:53pDec 9	 C14	5:40pDec 9		 A28
orbitz	CO-4218-MEM-EWR	2:55pDec 9	2:53pDec 9	 C14	6:36pDec 9	6:03pDec 9	 A28
ifly	CO-4218-MEM-EWR	2011-12-09 2:55 PM	2011-12-09 2:53 PM		2011-12-09 6:36 PM	2011-12-09 6:03 PM	
usatoday	CO-4218-MEM-EWR	2011-12-09 2:55 PM	2011-12-09 2:53 PM		2011-12-09 6:36 PM	2011-12-09 6:03 PM	
mytripandmore	CO-4218-MEM-EWR	2:55pDec 9	2:53pDec 9	 C14	6:36pDec 9	6:03pDec 9	 A28
ua	UA-2545-CLT-MSP	Fri, Dec 9 10:16 PM	Fri, Dec 9 10:16 PM	B6	Fri, Dec 9 11:57 PM	Fri, Dec 9 11:39 PM	C10
airtravelcenter	UA-2545-CLT-MSP		12/9/11 10:22 PM (-05:00)			12/9/11 11:34 PM (-06:00)	
myrateplan	UA-2545-CLT-MSP		12/9/11 10:22 PM (-05:00)			12/9/11 11:34 PM (-06:00)	
helloflight	UA-2545-CLT-MSP		12/9/11 10:22 PM (-05:00)			12/9/11 11:34 PM (-06:00)	
flytecomm	UA-2545-CLT-MSP		12/9/11 10:22 PM (-05:00)			12/9/11 11:34 PM (-06:00)	
flightaware	UA-2545-CLT-MSP	2011-12-09 10:16PM EST	2011-12-09 10:22PM EST		2011-12-09 11:34PM CST	2011-12-09 11:28PM CST	
wunderground	UA-2545-CLT-MSP	2011-12-09 10:16PM EST	2011-12-09 10:22PM EST		2011-12-09 11:34PM CST	2011-12-09 11:28PM CST	
flights	UA-2545-CLT-MSP	10:16 PM  Fri 09-Dec-2011		B6	11:57 PM  Fri 09-Dec-2011		C10
businesstravellogue	UA-2545-CLT-MSP	10:16 PM  Fri 09-Dec-2011		B6	11:57 PM  Fri 09-Dec-2011		C10
flylouisville	UA-2545-CLT-MSP	10:16 PM  Fri 09-Dec-2011		B6	11:57 PM  Fri 09-Dec-2011		C10
flightstats	UA-2545-CLT-MSP	2011-12-09 10:16 PM	2011-12-09 10:11 PM		2011-12-09 11:57 PM	2011-12-09 11:36 PM (Estimated)	
quicktrip	UA-2545-CLT-MSP	2011-12-09 10:16 PM	2011-12-09 10:11 PM		2011-12-09 11:57 PM	2011-12-09 11:36 PM (Estimated)	
world-flight-tracker	UA-2545-CLT-MSP	2011-12-09 10:16 PM	2011-12-09 10:11 PM		2011-12-09 11:57 PM	2011-12-09 11:36 PM (Estimated)	
flightview	UA-2545-CLT-MSP	10:16 PM, Dec 09	10:22 PM, Dec 09		11:57 PM, Dec 09	11:31 PM, Dec 09	
panynj	UA-2545-CLT-MSP	10:16 PM, Dec 09	10:22 PM, Dec 09		11:57 PM, Dec 09	11:31 PM, Dec 09	
gofox	UA-2545-CLT-MSP	10:16 PM, Dec 09	10:22 PM, Dec 09		11:57 PM, Dec 09	11:31 PM, Dec 09	
foxbusiness	UA-2545-CLT-MSP	10:16 PM, Dec 09	10:22 PM, Dec 09		11:57 PM, Dec 09	11:31 PM, Dec 09	
allegiantair	UA-2545-CLT-MSP	10:16 PM, Dec 09	10:22 PM, Dec 09		11:57 PM, Dec 09	11:31 PM, Dec 09	
boston	UA-2545-CLT-MSP	10:16 PM, Dec 09	10:22 PM, Dec 09		11:57 PM, Dec 09	11:31 PM, Dec 09	
travelocity	UA-2545-CLT-MSP	Dec 09 - 10:16pm	Dec 09 - Contact Airline	Not provided by airline	Dec 09 - 11:57pm	Dec 09 - Contact Airline	Not provided by airline
orbitz	UA-2545-CLT-MSP	10:16pDec 9	10:11pDec 9	 -	11:21pDec 9		 -
weather	UA-2545-CLT-MSP	2011-12-09 10:16 PM			2011-12-09 11:57 PM		
usatoday	UA-2545-CLT-MSP	2011-12-09 10:16 PM	2011-12-09 10:11 PM		2011-12-09 11:57 PM	2011-12-09 11:36 PM (Estimated)	
mytripandmore	UA-2545-CLT-MSP	10:16pDec 9	10:11pDec 9	 -	11:21pDec 9		 -
flightwise	UA-2545-CLT-MSP	2011-12-09 10:16PM EST	2011-12-09 10:22PM EST		2011-12-09 11:34PM CST	2011-12-09 11:28PM CST	
CO	CO-36-MCO-EWR	Fri., Dec.09, 2011 3:05 p.m.	Fri., Dec.09, 2011 3:07 p.m.		Fri., Dec.09, 2011 5:49 p.m.	Fri., Dec.09, 2011 5:31 p.m.	
airtravelcenter	CO-36-MCO-EWR	12/9/11 3:05 PM (-05:00)			12/9/11 5:49 PM (-05:00)		
myrateplan	CO-36-MCO-EWR	12/9/11 3:05 PM (-05:00)			12/9/11 5:49 PM (-05:00)		
helloflight	CO-36-MCO-EWR	12/9/11 3:05 PM (-05:00)			12/9/11 5:49 PM (-05:00)		
flytecomm	CO-36-MCO-EWR	12/9/11 3:05 PM (-05:00)			12/9/11 5:49 PM (-05:00)		
flights	CO-36-MCO-EWR		2011-12-09 03:07 PM	36		2011-12-09 05:31 PM	94
businesstravellogue	CO-36-MCO-EWR		2011-12-09 03:07 PM	36		2011-12-09 05:31 PM	94
flylouisville	CO-36-MCO-EWR		2011-12-09 03:07 PM	36		2011-12-09 05:31 PM	94
flightstats	CO-36-MCO-EWR	2011-12-09 3:05 PM	2011-12-09 3:07 PM		2011-12-09 5:49 PM	2011-12-09 5:31 PM	
quicktrip	CO-36-MCO-EWR	2011-12-09 3:05 PM	2011-12-09 3:07 PM		2011-12-09 5:49 PM	2011-12-09 5:31 PM	
flightview	CO-36-MCO-EWR		3:18 PMDec 09			5:31 PMDec 09	
panynj	CO-36-MCO-EWR		3:18 PMDec 09			5:31 PMDec 09	
gofox	CO-36-MCO-EWR		3:18 PMDec 09			5:31 PMDec 09	
foxbusiness	CO-36-MCO-EWR		3:18 PMDec 09			5:31 PMDec 09	
allegiantair	CO-36-MCO-EWR		3:18 PMDec 09			5:31 PMDec 09	
boston	CO-36-MCO-EWR		3:18 PMDec 09			5:21 PMDec 09	
travelocity	CO-36-MCO-EWR	Dec 09 - 3:05pm	Dec 09 - 3:07pm	36	Dec 09 - 5:49pm	Dec 09 - 5:31pm	C94
orbitz	CO-36-MCO-EWR	3:05pDec 9	3:07pDec 9	 36	5:49pDec 9	5:31pDec 9	 C94
weather	CO-36-MCO-EWR	2011-12-09 03:05 PM			2011-12-09 05:49 PM		
mco	CO-36-MCO-EWR	2011-12-09 Fri  15:05		36?			
usatoday	CO-36-MCO-EWR	2011-12-09 03:05 PM			2011-12-09 05:49 PM		
mytripandmore	CO-36-MCO-EWR	Dec 09 - 3:05pm	Dec 09 - 3:07pm	36	Dec 09 - 5:49pm	Dec 09 - 5:31pm	C94
aa	AA-2324-DFW-ORD	December 9, 2011               06:45 AM    	December 9, 2011               06:37 AM    	 D27	December 9, 2011               09:10 AM    	December 9, 2011               08:44 AM    	 K9    
flightexplorer	AA-2324-DFW-ORD		12/9/2011 6:55AM CST			12/9/2011 8:40AM CST	
airtravelcenter	AA-2324-DFW-ORD		12/9/11 6:55 AM (-06:00)			12/9/11 8:40 AM (-06:00)	
myrateplan	AA-2324-DFW-ORD		12/9/11 6:55 AM (-06:00)			12/9/11 8:40 AM (-06:00)	
helloflight	AA-2324-DFW-ORD		12/9/11 6:55 AM (-06:00)			12/9/11 8:40 AM (-06:00)	
flytecomm	AA-2324-DFW-ORD		12/9/11 6:55 AM (-06:00)			12/9/11 8:40 AM (-06:00)	
flightaware	AA-2324-DFW-ORD	2011-12-09 06:45AM CST	2011-12-09 06:55AM CST	 D27 	2011-12-09 08:48AM CST	2011-12-09 08:38AM CST	 K9 
wunderground	AA-2324-DFW-ORD	2011-12-09 06:45AM CST	2011-12-09 06:55AM CST	 D27 	2011-12-09 08:48AM CST	2011-12-09 08:38AM CST	 K9 
flights	AA-2324-DFW-ORD	06:45 AM  Fri 09-Dec-2011	06:37 AM  Fri 09-Dec-2011	D27	09:10 AM  Fri 09-Dec-2011	08:44 AM  Fri 09-Dec-2011	K9
businesstravellogue	AA-2324-DFW-ORD	06:45 AM  Fri 09-Dec-2011	06:37 AM  Fri 09-Dec-2011	D27	09:10 AM  Fri 09-Dec-2011	08:44 AM  Fri 09-Dec-2011	K9
flylouisville	AA-2324-DFW-ORD	06:45 AM  Fri 09-Dec-2011	06:37 AM  Fri 09-Dec-2011	D27	09:10 AM  Fri 09-Dec-2011	08:44 AM  Fri 09-Dec-2011	K9
flightstats	AA-2324-DFW-ORD	2011-12-09 6:45 AM	2011-12-09 6:37 AM		2011-12-09 9:10 AM	2011-12-09 8:44 AM	
quicktrip	AA-2324-DFW-ORD	2011-12-09 6:45 AM	2011-12-09 6:37 AM		2011-12-09 9:10 AM	2011-12-09 8:44 AM	
world-flight-tracker	AA-2324-DFW-ORD	2011-12-09 6:45 AM	2011-12-09 6:37 AM		2011-12-09 9:10 AM	2011-12-09 8:44 AM	
flightview	AA-2324-DFW-ORD	6:45 AM, Dec 09	6:56 AM, Dec 09	D27	9:10 AM, Dec 09	8:43 AM, Dec 09	K9
panynj	AA-2324-DFW-ORD	6:45 AM, Dec 09	6:56 AM, Dec 09	D27	9:10 AM, Dec 09	8:43 AM, Dec 09	K9
gofox	AA-2324-DFW-ORD	6:45 AM, Dec 09	6:56 AM, Dec 09		9:10 AM, Dec 09	8:43 AM, Dec 09	
foxbusiness	AA-2324-DFW-ORD	6:45 AM, Dec 09	6:56 AM, Dec 09	D27	9:10 AM, Dec 09	8:43 AM, Dec 09	K9
allegiantair	AA-2324-DFW-ORD	6:45 AM, Dec 09	6:56 AM, Dec 09	D27	9:10 AM, Dec 09	8:43 AM, Dec 09	K9
boston	AA-2324-DFW-ORD	6:45 AM, Dec 09	6:56 AM, Dec 09		9:10 AM, Dec 09	8:43 AM, Dec 09	
travelocity	AA-2324-DFW-ORD	Dec 09 - 6:45am	Dec 09 - 6:37am	D27/D	Dec 09 - 9:10am	Dec 09 - 8:44am	K9/T3
orbitz	AA-2324-DFW-ORD	6:45aDec 9	6:37aDec 9	 D27	9:10aDec 9	8:44aDec 9	 K9
weather	AA-2324-DFW-ORD	2011-12-09 06:45 AM	2011-12-09 06:55 AM		2011-12-09 09:10 AM	2011-12-09 08:38 AM	
ord	AA-2324-DFW-ORD	2011-12-09 6:45 AM		D27	2011-12-09 9:10 AM		K9
ifly	AA-2324-DFW-ORD	2011-12-09 6:45 AM	2011-12-09 6:37 AM		2011-12-09 9:10 AM	2011-12-09 8:44 AM	
usatoday	AA-2324-DFW-ORD	2011-12-09 06:45 AM	2011-12-09 06:55 AM		2011-12-09 09:10 AM	2011-12-09 08:38 AM	
mytripandmore	AA-2324-DFW-ORD	6:45aDec 9	6:37aDec 9	 D27	9:10aDec 9	8:44aDec 9	 K9
flightwise	AA-2324-DFW-ORD	2011-12-09 06:45AM CST	2011-12-09 06:55AM CST	 D27 	2011-12-09 08:48AM CST	2011-12-09 08:38AM CST	 K9 
aa	AA-3015-SMF-LAX	December 9, 2011               09:55 AM    	December 9, 2011               09:50 AM    	 B7	December 9, 2011               11:25 AM    	December 9, 2011               11:30 AM    	 44H    
flightexplorer	AA-3015-SMF-LAX		12/9/2011 10:04AM PST			12/9/2011 11:07AM PST	
airtravelcenter	AA-3015-SMF-LAX		12/9/11 10:04 AM (-08:00)			12/9/11 11:07 AM (-08:00)	
myrateplan	AA-3015-SMF-LAX		12/9/11 10:04 AM (-08:00)			12/9/11 11:07 AM (-08:00)	
helloflight	AA-3015-SMF-LAX		12/9/11 10:04 AM (-08:00)			12/9/11 11:07 AM (-08:00)	
flytecomm	AA-3015-SMF-LAX		12/9/11 10:04 AM (-08:00)			12/9/11 11:07 AM (-08:00)	
flightaware	AA-3015-SMF-LAX	2011-12-09 09:55AM PST	2011-12-09 10:04AM PST	 B7 	2011-12-09 11:22AM PST	2011-12-09 11:07AM PST	 44H 
wunderground	AA-3015-SMF-LAX	2011-12-09 09:55AM PST	2011-12-09 10:04AM PST	 B7 	2011-12-09 11:22AM PST	2011-12-09 11:07AM PST	 44H 
flights	AA-3015-SMF-LAX	09:55 AM  Fri 09-Dec-2011	09:50 AM  Fri 09-Dec-2011	7	11:25 AM  Fri 09-Dec-2011	11:30 AM  Fri 09-Dec-2011	44H
businesstravellogue	AA-3015-SMF-LAX	09:55 AM  Fri 09-Dec-2011	09:50 AM  Fri 09-Dec-2011	7	11:25 AM  Fri 09-Dec-2011	11:30 AM  Fri 09-Dec-2011	44H
flylouisville	AA-3015-SMF-LAX	09:55 AM  Fri 09-Dec-2011	09:50 AM  Fri 09-Dec-2011	7	11:25 AM  Fri 09-Dec-2011	11:30 AM  Fri 09-Dec-2011	44H
world-flight-tracker	AA-3015-SMF-LAX	2011-12-09 9:55 AM	2011-12-09 9:50 AM		2011-12-09 11:25 AM	2011-12-09 11:30 AM	
flightview	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09	Terminal B - B7	11:25 AM, Dec 09	11:30 AM, Dec 09	Terminal 4 - 44H
panynj	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09	Terminal B - B7	11:25 AM, Dec 09	11:30 AM, Dec 09	Terminal 4 - 44H
gofox	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09		11:25 AM, Dec 09	11:30 AM, Dec 09	
foxbusiness	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09	Terminal B - B7	11:25 AM, Dec 09	11:30 AM, Dec 09	Terminal 4 - 44H
allegiantair	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09	Terminal B - B7	11:25 AM, Dec 09	11:30 AM, Dec 09	Terminal 4 - 44H
boston	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09		11:25 AM, Dec 09	11:15 AM, Dec 09	
travelocity	AA-3015-SMF-LAX	Dec 09 - 9:55am	Dec 09 - 9:50am	B7	Dec 09 - 11:25am	Dec 09 - 11:30am	44H/T4
orbitz	AA-3015-SMF-LAX	9:55aDec 9	9:50aDec 9	 B7	11:25aDec 9	11:30aDec 9	 44H
weather	AA-3015-SMF-LAX	2011-12-09 09:55 AM			2011-12-09 11:25 AM		
usatoday	AA-3015-SMF-LAX	9:55 AM, Dec 09	10:04 AM, Dec 09		11:25 AM, Dec 09	11:15 AM, Dec 09	
mytripandmore	AA-3015-SMF-LAX	Dec 09 - 9:55am	Dec 09 - 9:50am	B7	Dec 09 - 11:25am	Dec 09 - 11:30am	44H/T4
flightarrival	AA-3015-SMF-LAX	2011-12-09 09:55 AM			2011-12-09 11:25 AM		
CO	CO-1614-IAH-FLL	Fri., Dec.09, 2011 7:30 a.m.	Fri., Dec.09, 2011 7:41 a.m.		Fri., Dec.09, 2011 10:55 a.m.	Fri., Dec.09, 2011 11:09 a.m.	
flightexplorer	CO-1614-IAH-FLL		12/9/2011 8:00AM CST			12/9/2011 11:04AM EST	
airtravelcenter	CO-1614-IAH-FLL	12/9/11 7:30 AM (-06:00)			12/9/11 10:55 AM (-05:00)		
myrateplan	CO-1614-IAH-FLL	12/9/11 7:30 AM (-06:00)			12/9/11 10:55 AM (-05:00)		
helloflight	CO-1614-IAH-FLL	12/9/11 7:30 AM (-06:00)			12/9/11 10:55 AM (-05:00)		
flytecomm	CO-1614-IAH-FLL	12/9/11 7:30 AM (-06:00)			12/9/11 10:55 AM (-05:00)		
flightaware	CO-1614-IAH-FLL	2011-12-09 07:30AM CST	2011-12-09 08:00AM CST	 E9 	2011-12-09 10:45AM EST	2011-12-09 11:05AM EST	 C2 
flightaware	CO-1614-IAH-FLL	2011-12-09 07:30AM CST	2011-12-09 08:00AM CST	 E9 	2011-12-09 10:45AM EST	2011-12-09 11:05AM EST	 C2 
wunderground	CO-1614-IAH-FLL	2011-12-09 07:30AM CST	2011-12-09 08:00AM CST	 E9 	2011-12-09 10:45AM EST	2011-12-09 11:05AM EST	 C2 
wunderground	CO-1614-IAH-FLL	2011-12-09 07:30AM CST	2011-12-09 08:00AM CST	 E9 	2011-12-09 10:45AM EST	2011-12-09 11:05AM EST	 C2 
flights	CO-1614-IAH-FLL		2011-12-09 07:41 AM	9		2011-12-09 11:09 AM	C2
businesstravellogue	CO-1614-IAH-FLL		2011-12-09 07:41 AM	9		2011-12-09 11:09 AM	C2
flylouisville	CO-1614-IAH-FLL		2011-12-09 07:41 AM	9		2011-12-09 11:09 AM	C2
flightstats	CO-1614-IAH-FLL	2011-12-09 7:30 AM	2011-12-09 7:41 AM		2011-12-09 10:55 AM	2011-12-09 11:09 AM	
quicktrip	CO-1614-IAH-FLL	2011-12-09 7:30 AM	2011-12-09 7:41 AM		2011-12-09 10:55 AM	2011-12-09 11:09 AM	
flightview	CO-1614-IAH-FLL		8:00 AMDec 09			11:09 AMDec 09	
panynj	CO-1614-IAH-FLL		8:00 AMDec 09			11:09 AMDec 09	
gofox	CO-1614-IAH-FLL		8:00 AMDec 09			11:09 AMDec 09	
foxbusiness	CO-1614-IAH-FLL		8:00 AMDec 09			11:09 AMDec 09	
allegiantair	CO-1614-IAH-FLL		8:00 AMDec 09			11:09 AMDec 09	
boston	CO-1614-IAH-FLL		8:00 AMDec 09			11:06 AMDec 09	
orbitz	CO-1614-IAH-FLL	7:30aDec 9	7:41aDec 9	 E9	10:55aDec 9	11:09aDec 9	 C2
mytripandmore	CO-1614-IAH-FLL	7:30aDec 9	7:41aDec 9	 E9	10:55aDec 9	11:09aDec 9	 C2
flightarrival	CO-1614-IAH-FLL	2011-12-09 7:30 AM	2011-12-09 7:41 AM		2011-12-09 10:55 AM	2011-12-09 11:09 AM	
aa	AA-484-DFW-MIA	December 9, 2011               04:15 PM    	December 9, 2011               04:29 PM    	 D17	December 9, 2011               07:55 PM    	December 9, 2011               08:08 PM    	 D51    
flightexplorer	AA-484-DFW-MIA		12/9/2011 4:47PM CST			12/9/2011 8:06PM EST	
airtravelcenter	AA-484-DFW-MIA		12/9/11 4:47 PM (-06:00)			12/9/11 8:06 PM (-05:00)	
myrateplan	AA-484-DFW-MIA		12/9/11 4:47 PM (-06:00)			12/9/11 8:06 PM (-05:00)	
helloflight	AA-484-DFW-MIA		12/9/11 4:47 PM (-06:00)			12/9/11 8:06 PM (-05:00)	
flytecomm	AA-484-DFW-MIA		12/9/11 4:47 PM (-06:00)			12/9/11 8:06 PM (-05:00)	
flightaware	AA-484-DFW-MIA	2011-12-09 04:15PM CST	2011-12-09 04:46PM CST	 D17 	2011-12-09 07:53PM EST	2011-12-09 08:03PM EST	 D51 
wunderground	AA-484-DFW-MIA	2011-12-09 04:15PM CST	2011-12-09 04:46PM CST	 D17 	2011-12-09 07:53PM EST	2011-12-09 08:03PM EST	 D51 
flights	AA-484-DFW-MIA	04:15 PM  Fri 09-Dec-2011	04:29 PM  Fri 09-Dec-2011	D17	07:55 PM  Fri 09-Dec-2011	08:08 PM  Fri 09-Dec-2011	D51
businesstravellogue	AA-484-DFW-MIA	04:15 PM  Fri 09-Dec-2011	04:29 PM  Fri 09-Dec-2011	D17	07:55 PM  Fri 09-Dec-2011	08:08 PM  Fri 09-Dec-2011	D51
flylouisville	AA-484-DFW-MIA	04:15 PM  Fri 09-Dec-2011	04:29 PM  Fri 09-Dec-2011	D17	07:55 PM  Fri 09-Dec-2011	08:08 PM  Fri 09-Dec-2011	D51
flightstats	AA-484-DFW-MIA	2011-12-09 4:15 PM	2011-12-09 4:29 PM		2011-12-09 7:55 PM	2011-12-09 8:08 PM	
quicktrip	AA-484-DFW-MIA	2011-12-09 4:15 PM	2011-12-09 4:29 PM		2011-12-09 7:55 PM	2011-12-09 8:08 PM	
world-flight-tracker	AA-484-DFW-MIA	2011-12-09 4:15 PM	2011-12-09 4:29 PM		2011-12-09 7:55 PM	2011-12-09 8:08 PM	
flightview	AA-484-DFW-MIA	4:15 PM, Dec 09	4:47 PM, Dec 09	D17	7:55 PM, Dec 09	8:08 PM, Dec 09	Terminal D - D51
panynj	AA-484-DFW-MIA	4:15 PM, Dec 09	4:47 PM, Dec 09	D17	7:55 PM, Dec 09	8:08 PM, Dec 09	Terminal D - D51
gofox	AA-484-DFW-MIA	4:15 PM, Dec 09	4:47 PM, Dec 09		7:55 PM, Dec 09	8:08 PM, Dec 09	
foxbusiness	AA-484-DFW-MIA	4:15 PM, Dec 09	4:47 PM, Dec 09	D17	7:55 PM, Dec 09	8:08 PM, Dec 09	Terminal D - D51
allegiantair	AA-484-DFW-MIA	4:15 PM, Dec 09	4:47 PM, Dec 09	D17	7:55 PM, Dec 09	8:08 PM, Dec 09	Terminal D - D51
boston	AA-484-DFW-MIA	4:15 PM, Dec 09	4:47 PM, Dec 09		7:55 PM, Dec 09	8:04 PM, Dec 09	
travelocity	AA-484-DFW-MIA	Dec 09 - 4:15pm	Dec 09 - 4:29pm	D17/D	Dec 09 - 7:55pm	Dec 09 - 8:08pm	D51
orbitz	AA-484-DFW-MIA	4:25pDec 9	4:29pDec 9	 D17	7:55pDec 9	8:08pDec 9	 D51
weather	AA-484-DFW-MIA	2011-12-09 04:15 PM			2011-12-09 07:55 PM		
dfw	AA-484-DFW-MIA	2011-12-09 4:15 pm		D17			
mia	AA-484-DFW-MIA				7:55P 12-09-11	2011-12-09  8:13P	
ifly	AA-484-DFW-MIA	2011-12-09 4:15 PM	2011-12-09 4:29 PM		2011-12-09 7:55 PM	2011-12-09 8:08 PM	
usatoday	AA-484-DFW-MIA	2011-12-09 4:15 PM	2011-12-09 4:29 PM		2011-12-09 7:55 PM	2011-12-09 8:08 PM	
mytripandmore	AA-484-DFW-MIA	4:25pDec 9	4:29pDec 9	 D17	7:55pDec 9	8:08pDec 9	 D51
ua	UA-2463-CLT-DFW	Fri, Dec 9 10:11 PM	Fri, Dec 9 10:11 PM            Delayed	B3	Fri, Dec 9 11:58 PM	Fri, Dec 9 11:52 PM	E
airtravelcenter	UA-2463-CLT-DFW		12/9/11 10:18 PM (-05:00)			12/9/11 11:39 PM (-06:00)	
myrateplan	UA-2463-CLT-DFW		12/9/11 10:18 PM (-05:00)			12/9/11 11:39 PM (-06:00)	
helloflight	UA-2463-CLT-DFW		12/9/11 10:18 PM (-05:00)			12/9/11 11:39 PM (-06:00)	
flytecomm	UA-2463-CLT-DFW		12/9/11 10:18 PM (-05:00)			12/9/11 11:39 PM (-06:00)	
flights	UA-2463-CLT-DFW	10:11 PM  Fri 09-Dec-2011		B3	11:58 PM  Fri 09-Dec-2011		E
businesstravellogue	UA-2463-CLT-DFW	10:11 PM  Fri 09-Dec-2011		B3	11:58 PM  Fri 09-Dec-2011		E
flylouisville	UA-2463-CLT-DFW	10:11 PM  Fri 09-Dec-2011		B3	11:58 PM  Fri 09-Dec-2011		E
flightstats	UA-2463-CLT-DFW	2011-12-09 10:11 PM	2011-12-09 10:09 PM		2011-12-09 11:58 PM	2011-12-09 11:52 PM (Estimated)	
quicktrip	UA-2463-CLT-DFW	2011-12-09 10:11 PM	2011-12-09 10:09 PM		2011-12-09 11:58 PM	2011-12-09 11:52 PM (Estimated)	
world-flight-tracker	UA-2463-CLT-DFW	2011-12-09 10:11 PM	2011-12-09 10:09 PM		2011-12-09 11:58 PM	2011-12-09 11:52 PM (Estimated)	
flightview	UA-2463-CLT-DFW	10:11 PM, Dec 09	10:18 PM, Dec 09		11:58 PM, Dec 09		
panynj	UA-2463-CLT-DFW	10:11 PM, Dec 09	10:18 PM, Dec 09		11:58 PM, Dec 09		
gofox	UA-2463-CLT-DFW	10:11 PM, Dec 09	10:18 PM, Dec 09		11:58 PM, Dec 09		
foxbusiness	UA-2463-CLT-DFW	10:11 PM, Dec 09	10:18 PM, Dec 09		11:58 PM, Dec 09		
allegiantair	UA-2463-CLT-DFW	10:11 PM, Dec 09	10:18 PM, Dec 09		11:58 PM, Dec 09		
boston	UA-2463-CLT-DFW	10:11 PM, Dec 09	10:18 PM, Dec 09		11:58 PM, Dec 09	11:37 PM, Dec 09&nbsp(Estimated)	
