ua	UA-1534-RTB-IAH	Sat, Dec 3 2:05 PM	Sat, Dec 3 2:59 PM	--	Sat, Dec 3 5:01 PM	Sat, Dec 3 5:49 PM	E17
flightarrival	UA-5812-IAD-BNA	4:48 PMDec 03			5:42 PMDec 03		
CO	CO-1561-PHX-IAH	Sat., Dec.03, 2011 8:05 a.m.	Sat., Dec.03, 2011 8:02 a.m.		Sat., Dec.03, 2011 11:35 a.m.	Sat., Dec.03, 2011 11:26 a.m.	
flightexplorer	CO-1561-PHX-IAH		12/3/2011 8:17AM MST			12/3/2011 11:23AM CST	
airtravelcenter	CO-1561-PHX-IAH	12/3/11 8:05 AM (-07:00)			12/3/11 11:35 AM (-06:00)		
myrateplan	CO-1561-PHX-IAH	12/3/11 8:05 AM (-07:00)			12/3/11 11:35 AM (-06:00)		
helloflight	CO-1561-PHX-IAH	12/3/11 8:05 AM (-07:00)			12/3/11 11:35 AM (-06:00)		
flytecomm	CO-1561-PHX-IAH	12/3/11 8:05 AM (-07:00)			12/3/11 11:35 AM (-06:00)		
flights	CO-1561-PHX-IAH		2011-12-03 08:02 AM	6A		2011-12-03 11:26 AM	16
businesstravellogue	CO-1561-PHX-IAH		2011-12-03 08:02 AM	6A		2011-12-03 11:26 AM	16
flylouisville	CO-1561-PHX-IAH		2011-12-03 08:02 AM	6A		2011-12-03 11:26 AM	16
flightstats	CO-1561-PHX-IAH	2011-12-03 8:05 AM	2011-12-03 8:02 AM		2011-12-03 11:35 AM	2011-12-03 11:26 AM	
quicktrip	CO-1561-PHX-IAH	2011-12-03 8:05 AM	2011-12-03 8:02 AM		2011-12-03 11:35 AM	2011-12-03 11:26 AM	
flightview	CO-1561-PHX-IAH		8:19 AMDec 03			11:26 AMDec 03	
panynj	CO-1561-PHX-IAH		8:19 AMDec 03			11:26 AMDec 03	
gofox	CO-1561-PHX-IAH		8:19 AMDec 03			11:26 AMDec 03	
foxbusiness	CO-1561-PHX-IAH		8:19 AMDec 03			11:26 AMDec 03	
allegiantair	CO-1561-PHX-IAH		8:19 AMDec 03			11:26 AMDec 03	
boston	CO-1561-PHX-IAH		8:19 AMDec 03			11:21 AMDec 03	
travelocity	CO-1561-PHX-IAH	Dec 03 - 8:05am	Dec 03 - 8:02am	6A	Dec 03 - 11:35am	Dec 03 - 11:26am	E16
orbitz	CO-1561-PHX-IAH	8:05aDec 3	8:02aDec 3	 6A	11:35aDec 3	11:26aDec 3	 E16
weather	CO-1561-PHX-IAH	2011-12-03 08:05 AM			2011-12-03 11:35 AM		
ifly	CO-1561-PHX-IAH	2011-12-03 8:05 AM	2011-12-03 8:02 AM		2011-12-03 11:35 AM	2011-12-03 11:26 AM	
mytripandmore	CO-1561-PHX-IAH	8:05aDec 3	8:02aDec 3	 6A	11:35aDec 3	11:26aDec 3	 E16
aa	AA-1734-DFW-MCO	12/03/2011 08:30 AM	12/03/2011 08:37 AM	D29	12/03/2011 11:50 AM	12/03/2011 11:44 AM	14
flightexplorer	AA-1734-DFW-MCO		12/3/2011 8:38AM CST			12/3/2011 11:44AM EST	
airtravelcenter	AA-1734-DFW-MCO		12/3/11 8:36 AM (-06:00)			12/3/11 11:44 AM (-05:00)	
myrateplan	AA-1734-DFW-MCO		12/3/11 8:36 AM (-06:00)			12/3/11 11:44 AM (-05:00)	
helloflight	AA-1734-DFW-MCO		12/3/11 8:36 AM (-06:00)			12/3/11 11:44 AM (-05:00)	
flytecomm	AA-1734-DFW-MCO		12/3/11 8:36 AM (-06:00)			12/3/11 11:44 AM (-05:00)	
flightaware	AA-1734-DFW-MCO	2011-12-03 08:30AM CST	2011-12-03 08:37AM CST	 D29 	2011-12-03 11:32AM EST	2011-12-03 11:44AM EST	 14 
wunderground	AA-1734-DFW-MCO	2011-12-03 08:30AM CST	2011-12-03 08:37AM CST	 D29 	2011-12-03 11:32AM EST	2011-12-03 11:44AM EST	 14 
flights	AA-1734-DFW-MCO	08:30 AM  Sat 03-Dec-2011	08:37 AM  Sat 03-Dec-2011	D29	11:50 AM  Sat 03-Dec-2011	11:44 AM  Sat 03-Dec-2011	14
businesstravellogue	AA-1734-DFW-MCO	08:30 AM  Sat 03-Dec-2011	08:37 AM  Sat 03-Dec-2011	D29	11:50 AM  Sat 03-Dec-2011	11:44 AM  Sat 03-Dec-2011	14
flylouisville	AA-1734-DFW-MCO	08:30 AM  Sat 03-Dec-2011	08:37 AM  Sat 03-Dec-2011	D29	11:50 AM  Sat 03-Dec-2011	11:44 AM  Sat 03-Dec-2011	14
flightstats	AA-1734-DFW-MCO	2011-12-03 8:30 AM	2011-12-03 8:37 AM		2011-12-03 11:50 AM	2011-12-03 11:44 AM	
quicktrip	AA-1734-DFW-MCO	2011-12-03 8:30 AM	2011-12-03 8:37 AM		2011-12-03 11:50 AM	2011-12-03 11:44 AM	
world-flight-tracker	AA-1734-DFW-MCO	2011-12-03 8:30 AM	2011-12-03 8:37 AM		2011-12-03 11:50 AM	2011-12-03 11:44 AM	
flightview	AA-1734-DFW-MCO	8:30 AM, Dec 03	8:37 AM, Dec 03	D29	11:50 AM, Dec 03	11:42 AM, Dec 03	14
panynj	AA-1734-DFW-MCO	8:30 AM, Dec 03	8:37 AM, Dec 03	D29	11:50 AM, Dec 03	11:42 AM, Dec 03	14
gofox	AA-1734-DFW-MCO	8:30 AM, Dec 03	8:37 AM, Dec 03		11:50 AM, Dec 03	11:42 AM, Dec 03	
foxbusiness	AA-1734-DFW-MCO	8:30 AM, Dec 03	8:37 AM, Dec 03	D29	11:50 AM, Dec 03	11:42 AM, Dec 03	14
allegiantair	AA-1734-DFW-MCO	8:30 AM, Dec 03	8:37 AM, Dec 03	D29	11:50 AM, Dec 03	11:42 AM, Dec 03	14
boston	AA-1734-DFW-MCO	8:30 AM, Dec 03	8:37 AM, Dec 03		11:50 AM, Dec 03	11:42 AM, Dec 03	
travelocity	AA-1734-DFW-MCO	Dec 03 - 8:30am	Dec 03 - 8:25am	D29/D	Dec 03 - 11:50am	Dec 03 - 11:44am	14
orbitz	AA-1734-DFW-MCO	8:30aDec 3	8:25aDec 3	 D29	11:50aDec 3	11:44aDec 3	 14
weather	AA-1734-DFW-MCO	2011-12-03 08:30 AM	2011-12-03 08:38 AM		2011-12-03 11:50 AM	2011-12-03 11:38 AM	
mco	AA-1734-DFW-MCO				2011-12-03 Sat  11:50	2011-12-03 Sat  11:38	14?
usatoday	AA-1734-DFW-MCO	2011-12-03 08:30 AM	2011-12-03 08:38 AM		2011-12-03 11:50 AM	2011-12-03 11:38 AM	
flightwise	AA-1734-DFW-MCO	2011-12-03 08:30AM CST	2011-12-03 08:37AM CST	 D29 	2011-12-03 11:32AM EST	2011-12-03 11:44AM EST	 14 
aa	AA-1613-ORD-TUS	12/03/2011 08:10 PM		H14	12/03/2011 10:50 PM		A8
flightexplorer	AA-1613-ORD-TUS	12/3/2011 8:26PM CST			12/3/2011 10:45PM MST		
airtravelcenter	AA-1613-ORD-TUS		12/3/11 8:26 PM (-06:00)			12/3/11 10:45 PM (-07:00)	
myrateplan	AA-1613-ORD-TUS		12/3/11 8:26 PM (-06:00)			12/3/11 10:45 PM (-07:00)	
helloflight	AA-1613-ORD-TUS		12/3/11 8:26 PM (-06:00)			12/3/11 10:45 PM (-07:00)	
flytecomm	AA-1613-ORD-TUS		12/3/11 8:26 PM (-06:00)			12/3/11 10:45 PM (-07:00)	
flightaware	AA-1613-ORD-TUS	2011-12-03 08:10PM CST	2011-12-03 08:26PM CST	 H14 	2011-12-03 10:29PM MST	2011-12-03 10:45PM MST	 A8 
wunderground	AA-1613-ORD-TUS	2011-12-03 08:10PM CST	2011-12-03 08:26PM CST	 H14 	2011-12-03 10:29PM MST	2011-12-03 10:45PM MST	 A8 
flights	AA-1613-ORD-TUS	08:10 PM  Sat 03-Dec-2011		H14	10:50 PM  Sat 03-Dec-2011		A8
businesstravellogue	AA-1613-ORD-TUS	08:10 PM  Sat 03-Dec-2011		H14	10:50 PM  Sat 03-Dec-2011		A8
flylouisville	AA-1613-ORD-TUS	08:10 PM  Sat 03-Dec-2011		H14	10:50 PM  Sat 03-Dec-2011		A8
flightstats	AA-1613-ORD-TUS	2011-12-03 8:10 PM	2011-12-03 8:26 PM (Estimated runway)		2011-12-03 10:50 PM	2011-12-03 10:45 PM (Estimated runway)	
quicktrip	AA-1613-ORD-TUS	2011-12-03 8:10 PM	2011-12-03 8:26 PM (Estimated runway)		2011-12-03 10:50 PM	2011-12-03 10:45 PM (Estimated runway)	
world-flight-tracker	AA-1613-ORD-TUS	2011-12-03 8:10 PM	2011-12-03 8:26 PM (Estimated runway)		2011-12-03 10:50 PM	2011-12-03 10:45 PM (Estimated runway)	
flightview	AA-1613-ORD-TUS	8:10 PM, Dec 03		H14	10:50 PM, Dec 03		A8
panynj	AA-1613-ORD-TUS	8:10 PM, Dec 03		H14	10:50 PM, Dec 03		A8
gofox	AA-1613-ORD-TUS	8:10 PM, Dec 03			10:50 PM, Dec 03		
foxbusiness	AA-1613-ORD-TUS	8:10 PM, Dec 03		H14	10:50 PM, Dec 03		A8
allegiantair	AA-1613-ORD-TUS	8:10 PM, Dec 03		H14	10:50 PM, Dec 03		A8
boston	AA-1613-ORD-TUS	8:10 PM, Dec 03	8:10 PM, Dec 03&nbsp(Estimated)		10:50 PM, Dec 03	10:45 PM, Dec 03&nbsp(Estimated)	
travelocity	AA-1613-ORD-TUS	Dec 03 - 8:10pm	Dec 03 - Not Available	H14/T3	Dec 03 - 10:50pm	Dec 03 - Not Available	A8
orbitz	AA-1613-ORD-TUS	8:10pDec 3		 H14	10:50pDec 3		 A8
weather	AA-1613-ORD-TUS	2011-12-03 08:10 PM			2011-12-03 10:50 PM		
ord	AA-1613-ORD-TUS	2011-12-03 8:10 PM		H14	2011-12-03 10:50 PM		A8
mytripandmore	AA-1613-ORD-TUS	8:10pDec 3		 H14	10:50pDec 3		 A8
flightwise	AA-1613-ORD-TUS	2011-12-03 08:10PM CST	2011-12-03 08:26PM CST	 H14 	2011-12-03 10:29PM MST	2011-12-03 10:45PM MST	 A8 
ua	UA-3506-ORD-MSP	Sat, Dec 3 10:47 AM	Sat, Dec 3 10:44 AM            On Time	C6	Sat, Dec 3 12:09 PM	Sat, Dec 3 12:12 PM	E6
airtravelcenter	UA-3506-ORD-MSP		12/3/11 11:11 AM (-06:00)			12/3/11 12:12 PM (-06:00)	
myrateplan	UA-3506-ORD-MSP		12/3/11 11:11 AM (-06:00)			12/3/11 12:12 PM (-06:00)	
helloflight	UA-3506-ORD-MSP		12/3/11 11:11 AM (-06:00)			12/3/11 12:12 PM (-06:00)	
flytecomm	UA-3506-ORD-MSP		12/3/11 11:11 AM (-06:00)			12/3/11 12:12 PM (-06:00)	
flightaware	UA-3506-ORD-MSP	2011-12-03 10:47AM CST	2011-12-03 11:11AM CST	 C6 	2011-12-03 12:02PM CST	2011-12-03 12:09PM CST	 E6 
wunderground	UA-3506-ORD-MSP	2011-12-03 10:47AM CST	2011-12-03 11:11AM CST	 C6 	2011-12-03 12:02PM CST	2011-12-03 12:09PM CST	 E6 
flights	UA-3506-ORD-MSP		2011-12-03 10:44 AM	C6		2011-12-03 12:12 PM	E6
businesstravellogue	UA-3506-ORD-MSP		2011-12-03 10:44 AM	C6		2011-12-03 12:12 PM	E6
flylouisville	UA-3506-ORD-MSP		2011-12-03 10:44 AM	C6		2011-12-03 12:12 PM	E6
flightstats	UA-3506-ORD-MSP	2011-12-03 10:47 AM	2011-12-03 10:44 AM		2011-12-03 12:09 PM	2011-12-03 12:12 PM	
quicktrip	UA-3506-ORD-MSP	2011-12-03 10:47 AM	2011-12-03 10:44 AM		2011-12-03 12:09 PM	2011-12-03 12:12 PM	
flightview	UA-3506-ORD-MSP		11:11 AMDec 03			12:12 PMDec 03	
panynj	UA-3506-ORD-MSP		11:11 AMDec 03			12:12 PMDec 03	
gofox	UA-3506-ORD-MSP		11:11 AMDec 03			12:12 PMDec 03	
foxbusiness	UA-3506-ORD-MSP		11:11 AMDec 03			12:12 PMDec 03	
allegiantair	UA-3506-ORD-MSP		11:11 AMDec 03			12:12 PMDec 03	
boston	UA-3506-ORD-MSP		11:11 AMDec 03			12:10 PMDec 03	
orbitz	UA-3506-ORD-MSP	10:47aDec 3	10:44aDec 3	 C6	12:09pDec 3	12:12pDec 3	 E6
ord	UA-3506-ORD-MSP	2011-12-03 10:47 AM		C6	2011-12-03 12:09 PM		E6
mytripandmore	UA-3506-ORD-MSP	10:47aDec 3	10:44aDec 3	 C6	12:09pDec 3	12:12pDec 3	 E6
flightarrival	UA-3506-ORD-MSP	2011-12-03 10:47 AM	2011-12-03 10:44 AM		2011-12-03 12:09 PM	2011-12-03 12:12 PM	
ua	UA-233-TPA-ORD	Sat, Dec 3 3:54 PM	Sat, Dec 3 4:14 PM	A9	Sat, Dec 3 5:40 PM	Sat, Dec 3 5:55 PM	B8
flightexplorer	UA-233-TPA-ORD	12/3/2011 3:54PM EST			12/3/2011 5:40PM CST		
airtravelcenter	UA-233-TPA-ORD		12/3/11 4:04 PM (-05:00)			12/3/11 5:19 PM (-06:00)	
myrateplan	UA-233-TPA-ORD		12/3/11 4:04 PM (-05:00)			12/3/11 5:19 PM (-06:00)	
helloflight	UA-233-TPA-ORD		12/3/11 4:04 PM (-05:00)			12/3/11 5:19 PM (-06:00)	
flytecomm	UA-233-TPA-ORD		12/3/11 4:04 PM (-05:00)			12/3/11 5:19 PM (-06:00)	
flightaware	UA-233-TPA-ORD	2011-12-03 03:54PM EST	2011-12-03 04:24PM EST	 A9 	2011-12-03 05:15PM CST	2011-12-03 05:45PM CST	 B8 
wunderground	UA-233-TPA-ORD	2011-12-03 03:54PM EST	2011-12-03 04:24PM EST	 A9 	2011-12-03 05:15PM CST	2011-12-03 05:45PM CST	 B8 
flights	UA-233-TPA-ORD	03:54 PM  Sat 03-Dec-2011		A9	05:40 PM  Sat 03-Dec-2011		B8
businesstravellogue	UA-233-TPA-ORD	03:54 PM  Sat 03-Dec-2011		A9	05:40 PM  Sat 03-Dec-2011		B8
flylouisville	UA-233-TPA-ORD	03:54 PM  Sat 03-Dec-2011		A9	05:40 PM  Sat 03-Dec-2011		B8
world-flight-tracker	UA-233-TPA-ORD	2011-12-03 3:54 PM	2011-12-03 4:14 PM (Estimated)		2011-12-03 5:40 PM	2011-12-03 5:55 PM (Estimated)	
flightview	UA-233-TPA-ORD	3:54 PM, Dec 03		A9	5:40 PM, Dec 03		B8
panynj	UA-233-TPA-ORD	3:54 PM, Dec 03		A9	5:40 PM, Dec 03		B8
gofox	UA-233-TPA-ORD	3:54 PM, Dec 03			5:40 PM, Dec 03		
foxbusiness	UA-233-TPA-ORD	3:54 PM, Dec 03		A9	5:40 PM, Dec 03		B8
allegiantair	UA-233-TPA-ORD	3:54 PM, Dec 03		A9	5:40 PM, Dec 03		B8
boston	UA-233-TPA-ORD	3:54 PM, Dec 03	Not Available		5:40 PM, Dec 03	Not Available	
travelocity	UA-233-TPA-ORD	Dec 03 - Not Available	Dec 03 - 4:14pm*	A9	Dec 03 - Not Available	Dec 03 - 5:55pm*	B8
orbitz	UA-233-TPA-ORD	3:54pDec 3		 A9	6:10pDec 3		 B8
weather	UA-233-TPA-ORD	2011-12-03 03:54 PM			2011-12-03 05:40 PM		
usatoday	UA-233-TPA-ORD	2011-12-03 03:54 PM			2011-12-03 05:40 PM		
flightwise	UA-233-TPA-ORD	2011-12-03 03:54PM EST	2011-12-03 04:24PM EST	 A9 	2011-12-03 05:15PM CST	2011-12-03 05:45PM CST	 B8 
aa	AA-1212-MIA-EWR	12/03/2011 10:40 AM	12/03/2011 10:53 AM	D6	12/03/2011 01:30 PM	12/03/2011 01:31 PM	34
flightexplorer	AA-1212-MIA-EWR		12/3/2011 10:53AM EST			12/3/2011 1:29PM EST	
airtravelcenter	AA-1212-MIA-EWR		12/3/11 10:53 AM (-05:00)			12/3/11 1:29 PM (-05:00)	
myrateplan	AA-1212-MIA-EWR		12/3/11 10:53 AM (-05:00)			12/3/11 1:29 PM (-05:00)	
helloflight	AA-1212-MIA-EWR		12/3/11 10:53 AM (-05:00)			12/3/11 1:29 PM (-05:00)	
flytecomm	AA-1212-MIA-EWR		12/3/11 10:53 AM (-05:00)			12/3/11 1:29 PM (-05:00)	
flightaware	AA-1212-MIA-EWR	2011-12-03 10:40AM EST	2011-12-03 10:53AM EST	 D6 	2011-12-03 01:09PM EST	2011-12-03 01:13PM EST	 34 
wunderground	AA-1212-MIA-EWR	2011-12-03 10:40AM EST	2011-12-03 10:53AM EST	 D6 	2011-12-03 01:09PM EST	2011-12-03 01:13PM EST	 34 
flights	AA-1212-MIA-EWR	10:40 AM  Sat 03-Dec-2011	10:53 AM  Sat 03-Dec-2011	D6	01:30 PM  Sat 03-Dec-2011	01:31 PM  Sat 03-Dec-2011	34
businesstravellogue	AA-1212-MIA-EWR	10:40 AM  Sat 03-Dec-2011	10:53 AM  Sat 03-Dec-2011	D6	01:30 PM  Sat 03-Dec-2011	01:31 PM  Sat 03-Dec-2011	34
flylouisville	AA-1212-MIA-EWR	10:40 AM  Sat 03-Dec-2011	10:53 AM  Sat 03-Dec-2011	D6	01:30 PM  Sat 03-Dec-2011	01:31 PM  Sat 03-Dec-2011	34
flightstats	AA-1212-MIA-EWR	2011-12-03 10:40 AM	2011-12-03 10:53 AM		2011-12-03 1:30 PM	2011-12-03 1:31 PM	
quicktrip	AA-1212-MIA-EWR	2011-12-03 10:40 AM	2011-12-03 10:53 AM		2011-12-03 1:30 PM	2011-12-03 1:31 PM	
world-flight-tracker	AA-1212-MIA-EWR	2011-12-03 10:40 AM	2011-12-03 10:53 AM		2011-12-03 1:30 PM	2011-12-03 1:31 PM	
flightview	AA-1212-MIA-EWR	10:40 AM, Dec 03	10:53 AM, Dec 03	Terminal D - D6	1:30 PM, Dec 03	1:26 PM, Dec 03	34
panynj	AA-1212-MIA-EWR	10:40 AM, Dec 03	10:53 AM, Dec 03	Terminal D - D6	1:30 PM, Dec 03	1:26 PM, Dec 03	34
gofox	AA-1212-MIA-EWR	10:40 AM, Dec 03	10:53 AM, Dec 03		1:30 PM, Dec 03	1:26 PM, Dec 03	
foxbusiness	AA-1212-MIA-EWR	10:40 AM, Dec 03	10:53 AM, Dec 03	Terminal D - D6	1:30 PM, Dec 03	1:26 PM, Dec 03	34
allegiantair	AA-1212-MIA-EWR	10:40 AM, Dec 03	10:53 AM, Dec 03	Terminal D - D6	1:30 PM, Dec 03	1:26 PM, Dec 03	34
boston	AA-1212-MIA-EWR	10:40 AM, Dec 03	10:53 AM, Dec 03		1:30 PM, Dec 03	1:26 PM, Dec 03	
travelocity	AA-1212-MIA-EWR	Dec 03 - 10:40am	Dec 03 - 10:40am	D6	Dec 03 - 1:30pm	Dec 03 - 1:31pm	34/A
orbitz	AA-1212-MIA-EWR	10:40aDec 3	10:40aDec 3	 D6	1:30pDec 3	1:31pDec 3	 34
weather	AA-1212-MIA-EWR	2011-12-03 10:40 AM	2011-12-03 10:53 AM		2011-12-03 01:30 PM	2011-12-03 01:29 PM	
mytripandmore	AA-1212-MIA-EWR	10:40aDec 3	10:40aDec 3	 D6	1:30pDec 3	1:31pDec 3	 34
flightwise	AA-1212-MIA-EWR	2011-12-03 10:40AM EST	2011-12-03 10:53AM EST	 D6 	2011-12-03 01:09PM EST	2011-12-03 01:13PM EST	 34 
ua	UA-2726-FLL-PHL	Sat, Dec 3 4:00 PM	Sat, Dec 3 4:00 PM	E3	Sat, Dec 3 6:46 PM	Sat, Dec 3 6:47 PM	B9
airtravelcenter	UA-2726-FLL-PHL	12/3/11 4:00 PM (-05:00)			12/3/11 6:46 PM (-05:00)		
myrateplan	UA-2726-FLL-PHL	12/3/11 4:00 PM (-05:00)			12/3/11 6:46 PM (-05:00)		
helloflight	UA-2726-FLL-PHL	12/3/11 4:00 PM (-05:00)			12/3/11 6:46 PM (-05:00)		
flytecomm	UA-2726-FLL-PHL	12/3/11 4:00 PM (-05:00)			12/3/11 6:46 PM (-05:00)		
flightaware	UA-2726-FLL-PHL	2011-12-03 04:00PM EST	2011-12-03 04:12PM EST		2011-12-03 06:36PM EST	2011-12-03 06:39PM EST	
wunderground	UA-2726-FLL-PHL	2011-12-03 04:00PM EST	2011-12-03 04:12PM EST		2011-12-03 06:36PM EST	2011-12-03 06:39PM EST	
flights	UA-2726-FLL-PHL	04:00 PM  Sat 03-Dec-2011	03:52 PM  Sat 03-Dec-2011	E3	06:46 PM  Sat 03-Dec-2011	06:47 PM  Sat 03-Dec-2011	B9
businesstravellogue	UA-2726-FLL-PHL	04:00 PM  Sat 03-Dec-2011	03:52 PM  Sat 03-Dec-2011	E3	06:46 PM  Sat 03-Dec-2011	06:47 PM  Sat 03-Dec-2011	B9
flylouisville	UA-2726-FLL-PHL	04:00 PM  Sat 03-Dec-2011	03:52 PM  Sat 03-Dec-2011	E3	06:46 PM  Sat 03-Dec-2011	06:47 PM  Sat 03-Dec-2011	B9
flightstats	UA-2726-FLL-PHL	2011-12-03 4:00 PM	2011-12-03 3:52 PM		2011-12-03 6:46 PM	2011-12-03 6:47 PM	
quicktrip	UA-2726-FLL-PHL	2011-12-03 4:00 PM	2011-12-03 3:52 PM		2011-12-03 6:46 PM	2011-12-03 6:47 PM	
world-flight-tracker	UA-2726-FLL-PHL	2011-12-03 4:00 PM	2011-12-03 3:52 PM		2011-12-03 6:46 PM	2011-12-03 6:47 PM	
flightview	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03	Terminal 3 - E3	6:46 PM, Dec 03	6:46 PM, Dec 03	B9
panynj	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03	Terminal 3 - E3	6:46 PM, Dec 03	6:46 PM, Dec 03	B9
gofox	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03		6:46 PM, Dec 03	6:46 PM, Dec 03	
foxbusiness	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03	Terminal 3 - E3	6:46 PM, Dec 03	6:46 PM, Dec 03	B9
allegiantair	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03	Terminal 3 - E3	6:46 PM, Dec 03	6:46 PM, Dec 03	B9
boston	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03		6:46 PM, Dec 03	6:43 PM, Dec 03	
travelocity	UA-2726-FLL-PHL	Dec 03 - 4:00pm	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 6:46pm	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-2726-FLL-PHL	4:00pDec 3	3:52pDec 3	 -	6:46pDec 3	6:47pDec 3	 -
weather	UA-2726-FLL-PHL	2011-12-03 04:00 PM			2011-12-03 06:46 PM		
ifly	UA-2726-FLL-PHL	2011-12-03 4:00 PM	2011-12-03 3:52 PM		2011-12-03 6:46 PM	2011-12-03 6:47 PM	
usatoday	UA-2726-FLL-PHL	4:00 PM, Dec 03	4:12 PM, Dec 03		6:46 PM, Dec 03	6:43 PM, Dec 03	
flightarrival	UA-2726-FLL-PHL	2011-12-03 04:00 PM			2011-12-03 06:46 PM		
aa	AA-350-TPA-ORD	12/03/2011 03:20 PM	12/03/2011 03:21 PM	F78	12/03/2011 05:15 PM	12/03/2011 04:50 PM	K3
airtravelcenter	AA-350-TPA-ORD		12/3/11 3:21 PM (-05:00)			12/3/11 4:45 PM (-06:00)	
myrateplan	AA-350-TPA-ORD		12/3/11 3:21 PM (-05:00)			12/3/11 4:45 PM (-06:00)	
helloflight	AA-350-TPA-ORD		12/3/11 3:21 PM (-05:00)			12/3/11 4:45 PM (-06:00)	
flytecomm	AA-350-TPA-ORD		12/3/11 3:21 PM (-05:00)			12/3/11 4:45 PM (-06:00)	
flights	AA-350-TPA-ORD		2011-12-03 03:21 PM	F78		2011-12-03 04:50 PM	K3
businesstravellogue	AA-350-TPA-ORD		2011-12-03 03:21 PM	F78		2011-12-03 04:50 PM	K3
flylouisville	AA-350-TPA-ORD		2011-12-03 03:21 PM	F78		2011-12-03 04:50 PM	K3
flightview	AA-350-TPA-ORD		3:22 PMDec 03			4:47 PMDec 03	
panynj	AA-350-TPA-ORD		3:22 PMDec 03			4:47 PMDec 03	
gofox	AA-350-TPA-ORD		3:22 PMDec 03			4:47 PMDec 03	
foxbusiness	AA-350-TPA-ORD		3:22 PMDec 03			4:47 PMDec 03	
allegiantair	AA-350-TPA-ORD		3:22 PMDec 03			4:47 PMDec 03	
boston	AA-350-TPA-ORD		3:22 PMDec 03			4:47 PMDec 03	
travelocity	AA-350-TPA-ORD	Dec 03 - 3:20pm	Dec 03 - 3:13pm	F78	Dec 03 - 5:15pm	Dec 03 - 4:50pm	K3/T3
orbitz	AA-350-TPA-ORD	3:20pDec 3	3:13pDec 3	 F78	5:15pDec 3	4:50pDec 3	 K3
weather	AA-350-TPA-ORD	2011-12-03 03:20 PM			2011-12-03 05:15 PM		
ord	AA-350-TPA-ORD	2011-12-03 3:20 PM		F78	2011-12-03 5:15 PM		K3
usatoday	AA-350-TPA-ORD	2011-12-03 03:20 PM			2011-12-03 05:15 PM		
ua	UA-4455-MSP-EWR	Sat, Dec 3 11:45 AM	Sat, Dec 3 11:37 AM	E7	Sat, Dec 3 3:29 PM	Sat, Dec 3 3:07 PM	A20A
airtravelcenter	UA-4455-MSP-EWR	12/3/11 11:45 AM (-06:00)			12/3/11 3:29 PM (-05:00)		
myrateplan	UA-4455-MSP-EWR	12/3/11 11:45 AM (-06:00)			12/3/11 3:29 PM (-05:00)		
helloflight	UA-4455-MSP-EWR	12/3/11 11:45 AM (-06:00)			12/3/11 3:29 PM (-05:00)		
flytecomm	UA-4455-MSP-EWR	12/3/11 11:45 AM (-06:00)			12/3/11 3:29 PM (-05:00)		
flights	UA-4455-MSP-EWR	11:45 AM  Sat 03-Dec-2011	11:37 AM  Sat 03-Dec-2011	E7	03:29 PM  Sat 03-Dec-2011	03:07 PM  Sat 03-Dec-2011	20A
businesstravellogue	UA-4455-MSP-EWR	11:45 AM  Sat 03-Dec-2011	11:37 AM  Sat 03-Dec-2011	E7	03:29 PM  Sat 03-Dec-2011	03:07 PM  Sat 03-Dec-2011	20A
flylouisville	UA-4455-MSP-EWR	11:45 AM  Sat 03-Dec-2011	11:37 AM  Sat 03-Dec-2011	E7	03:29 PM  Sat 03-Dec-2011	03:07 PM  Sat 03-Dec-2011	20A
flightstats	UA-4455-MSP-EWR	2011-12-03 11:45 AM	2011-12-03 11:37 AM		2011-12-03 3:29 PM	2011-12-03 3:07 PM	
quicktrip	UA-4455-MSP-EWR	2011-12-03 11:45 AM	2011-12-03 11:37 AM		2011-12-03 3:29 PM	2011-12-03 3:07 PM	
world-flight-tracker	UA-4455-MSP-EWR	2011-12-03 11:45 AM	2011-12-03 11:37 AM		2011-12-03 3:29 PM	2011-12-03 3:07 PM	
flightview	UA-4455-MSP-EWR	11:45 AM, Dec 03	11:56 AM, Dec 03	Terminal Conc E - E7	3:29 PM, Dec 03	3:07 PM, Dec 03	Term A - A20A
panynj	UA-4455-MSP-EWR	11:45 AM, Dec 03	11:56 AM, Dec 03	Terminal Conc E - E7	3:29 PM, Dec 03	3:07 PM, Dec 03	Term A - A20A
gofox	UA-4455-MSP-EWR	11:45 AM, Dec 03	11:56 AM, Dec 03		3:29 PM, Dec 03	3:07 PM, Dec 03	
foxbusiness	UA-4455-MSP-EWR	11:45 AM, Dec 03	11:56 AM, Dec 03	Terminal Conc E - E7	3:29 PM, Dec 03	3:07 PM, Dec 03	Term A - A20A
