ua	UA-1534-RTB-IAH	Sun, Dec 4 2:05 PM	Sun, Dec 4 1:53 PM	--	Sun, Dec 4 5:01 PM	Sun, Dec 4 4:43 PM	E2
airtravelcenter	UA-31-EWR-GRU	12/4/11 9:50 PM (-05:00)			12/5/11 10:40 AM (-02:00)		
myrateplan	UA-31-EWR-GRU	12/4/11 9:50 PM (-05:00)			12/5/11 10:40 AM (-02:00)		
helloflight	UA-31-EWR-GRU	12/4/11 9:50 PM (-05:00)			12/5/11 10:40 AM (-02:00)		
flytecomm	UA-31-EWR-GRU	12/4/11 9:50 PM (-05:00)			12/5/11 10:40 AM (-02:00)		
flights	UA-31-EWR-GRU		2011-12-04 09:50 PM	121		2011-12-04 10:40 AM	
businesstravellogue	UA-31-EWR-GRU		2011-12-04 09:50 PM	121		2011-12-04 10:40 AM	
flylouisville	UA-31-EWR-GRU		2011-12-04 09:50 PM	121		2011-12-04 10:40 AM	
flightview	UA-31-EWR-GRU		10:04 PMDec 04			10:28 AMDec 05	
panynj	UA-31-EWR-GRU		10:04 PMDec 04			10:28 AMDec 05	
gofox	UA-31-EWR-GRU		10:04 PMDec 04			10:28 AMDec 05	
foxbusiness	UA-31-EWR-GRU		10:04 PMDec 04			10:28 AMDec 05	
allegiantair	UA-31-EWR-GRU		10:04 PMDec 04			10:28 AMDec 05	
boston	UA-31-EWR-GRU		10:04 PMDec 04			10:21 AMDec 05	
orbitz	UA-31-EWR-GRU	9:50pDec 4	9:50pDec 4	 C121	10:16aDec 5		 -
mytripandmore	UA-31-EWR-GRU	9:50pDec 4	9:50pDec 4	 C121	10:16aDec 5		 -
ua	UA-1070-EWR-BOG	Sun, Dec 4 4:40 PM	Sun, Dec 4 5:15 PM            Delayed	C136	Sun, Dec 4 10:37 PM	Sun, Dec 4 10:42 PM	--
airtravelcenter	UA-1070-EWR-BOG		12/4/11 4:50 PM (-05:00)			12/4/11 9:48 PM (-05:00)	
airtravelcenter	UA-1070-EWR-BOG	12/4/11 4:40 PM (-05:00)			12/4/11 10:37 PM (-05:00)		
myrateplan	UA-1070-EWR-BOG		12/4/11 4:50 PM (-05:00)			12/4/11 9:48 PM (-05:00)	
myrateplan	UA-1070-EWR-BOG	12/4/11 4:40 PM (-05:00)			12/4/11 10:37 PM (-05:00)		
helloflight	UA-1070-EWR-BOG		12/4/11 4:50 PM (-05:00)			12/4/11 9:48 PM (-05:00)	
helloflight	UA-1070-EWR-BOG	12/4/11 4:40 PM (-05:00)			12/4/11 10:37 PM (-05:00)		
flytecomm	UA-1070-EWR-BOG		12/4/11 4:50 PM (-05:00)			12/4/11 9:48 PM (-05:00)	
flytecomm	UA-1070-EWR-BOG	12/4/11 4:40 PM (-05:00)			12/4/11 10:37 PM (-05:00)		
flights	UA-1070-EWR-BOG	2011-12-04 04:40 PM		136	2011-12-04 10:37 PM		
businesstravellogue	UA-1070-EWR-BOG	2011-12-04 04:40 PM		136	2011-12-04 10:37 PM		
flylouisville	UA-1070-EWR-BOG	2011-12-04 04:40 PM		136	2011-12-04 10:37 PM		
flightview	UA-1070-EWR-BOG	5:15 PMDec 04			10:42 PMDec 04		
panynj	UA-1070-EWR-BOG	5:15 PMDec 04			10:42 PMDec 04		
gofox	UA-1070-EWR-BOG	5:15 PMDec 04			10:42 PMDec 04		
foxbusiness	UA-1070-EWR-BOG	5:15 PMDec 04			10:42 PMDec 04		
allegiantair	UA-1070-EWR-BOG	5:15 PMDec 04			10:42 PMDec 04		
boston	UA-1070-EWR-BOG	4:40 PMDec 04			9:48 PMDec 04		
orbitz	UA-1070-EWR-BOG	4:40pDec 4		 136	10:47pDec 4		 -
aa	AA-3549-MIA-CVG	12/04/2011 09:20 PM		D60	12/04/2011 11:59 PM		5
flightexplorer	AA-3549-MIA-CVG		12/3/2011 11:58PM EST			12/4/2011 2:13AM EST	
flightexplorer	AA-3549-MIA-CVG	12/4/2011 9:38PM EST			12/5/2011 12:00AM EST		
airtravelcenter	AA-3549-MIA-CVG		12/4/11 9:38 PM (-05:00)			12/5/11 12:00 AM (-05:00)	
myrateplan	AA-3549-MIA-CVG		12/4/11 9:38 PM (-05:00)			12/5/11 12:00 AM (-05:00)	
helloflight	AA-3549-MIA-CVG		12/4/11 9:38 PM (-05:00)			12/5/11 12:00 AM (-05:00)	
flytecomm	AA-3549-MIA-CVG		12/4/11 9:38 PM (-05:00)			12/5/11 12:00 AM (-05:00)	
flightaware	AA-3549-MIA-CVG	2011-12-04 09:20PM EST	2011-12-04 09:38PM EST	 D60 	2011-12-04 11:42PM EST	2011-12-04 12:00AM EST	 5 
wunderground	AA-3549-MIA-CVG	2011-12-04 09:20PM EST	2011-12-04 09:38PM EST	 D60 	2011-12-04 11:42PM EST	2011-12-04 12:00AM EST	 5 
flights	AA-3549-MIA-CVG	09:20 PM  Sun 04-Dec-2011		D60	11:59 PM  Sun 04-Dec-2011		5
businesstravellogue	AA-3549-MIA-CVG	09:20 PM  Sun 04-Dec-2011		D60	11:59 PM  Sun 04-Dec-2011		5
flylouisville	AA-3549-MIA-CVG	09:20 PM  Sun 04-Dec-2011		D60	11:59 PM  Sun 04-Dec-2011		5
flightstats	AA-3549-MIA-CVG	2011-12-04 9:20 PM	2011-12-04 9:38 PM (Estimated runway)		2011-12-04 11:59 PM	2011-12-04 12:00 AM (Estimated runway)	
quicktrip	AA-3549-MIA-CVG	2011-12-04 9:20 PM	2011-12-04 9:38 PM (Estimated runway)		2011-12-04 11:59 PM	2011-12-04 12:00 AM (Estimated runway)	
world-flight-tracker	AA-3549-MIA-CVG	2011-12-04 9:20 PM	2011-12-04 9:38 PM (Estimated runway)		2011-12-04 11:59 PM	2011-12-04 12:00 AM (Estimated runway)	
flightview	AA-3549-MIA-CVG	9:20 PM, Dec 04		Terminal D - D60	11:59 PM, Dec 04		Terminal 2
panynj	AA-3549-MIA-CVG	9:20 PM, Dec 04		Terminal D - D60	11:59 PM, Dec 04		Terminal 2
gofox	AA-3549-MIA-CVG	9:20 PM, Dec 04			11:59 PM, Dec 04		
foxbusiness	AA-3549-MIA-CVG	9:20 PM, Dec 04		Terminal D - D60	11:59 PM, Dec 04		Terminal 2
allegiantair	AA-3549-MIA-CVG	9:20 PM, Dec 04		Terminal D - D60	11:59 PM, Dec 04		Terminal 2
boston	AA-3549-MIA-CVG	9:20 PM, Dec 04	9:20 PM, Dec 04&nbsp(Estimated)		11:59 PM, Dec 04	11:42 PM, Dec 04&nbsp(Estimated)	
travelocity	AA-3549-MIA-CVG	Dec 04 - 9:20pm	Dec 04 - Not Available	D60	Dec 04 - 11:59pm	Dec 04 - Not Available	5
orbitz	AA-3549-MIA-CVG	9:20pDec 4		 D60	11:59pDec 4		 5
weather	AA-3549-MIA-CVG	2011-12-04 09:20 PM			2011-12-04 11:59 PM		
usatoday	AA-3549-MIA-CVG	2011-12-04 09:20 PM			2011-12-04 11:59 PM		
mytripandmore	AA-3549-MIA-CVG	9:20pDec 4		 D60	11:59pDec 4		 5
flightarrival	AA-3549-MIA-CVG	9:20 PM, Dec 04	9:20 PM, Dec 04&nbsp(Estimated)		11:59 PM, Dec 04	11:42 PM, Dec 04&nbsp(Estimated)	
ua	UA-5850-CLE-IAD	Sun, Dec 4 2:24 PM	Sun, Dec 4 2:24 PM            On Time	C22	Sun, Dec 4 3:42 PM	Sun, Dec 4 3:47 PM	A4B
airtravelcenter	UA-5850-CLE-IAD	12/4/11 2:24 PM (-05:00)			12/4/11 3:42 PM (-05:00)		
myrateplan	UA-5850-CLE-IAD	12/4/11 2:24 PM (-05:00)			12/4/11 3:42 PM (-05:00)		
helloflight	UA-5850-CLE-IAD	12/4/11 2:24 PM (-05:00)			12/4/11 3:42 PM (-05:00)		
flytecomm	UA-5850-CLE-IAD	12/4/11 2:24 PM (-05:00)			12/4/11 3:42 PM (-05:00)		
flightaware	UA-5850-CLE-IAD	2011-12-04 02:24PM EST	2011-12-04 02:45PM EST	 C22 	2011-12-04 03:26PM EST	2011-12-04 03:38PM EST	 A4B 
flightaware	UA-5850-CLE-IAD	2011-12-04 02:24PM EST	2011-12-04 02:45PM EST	 C22 	2011-12-04 03:26PM EST	2011-12-04 03:38PM EST	 A4B 
wunderground	UA-5850-CLE-IAD	2011-12-04 02:24PM EST	2011-12-04 02:45PM EST	 C22 	2011-12-04 03:26PM EST	2011-12-04 03:38PM EST	 A4B 
wunderground	UA-5850-CLE-IAD	2011-12-04 02:24PM EST	2011-12-04 02:45PM EST	 C22 	2011-12-04 03:26PM EST	2011-12-04 03:38PM EST	 A4B 
flights	UA-5850-CLE-IAD		2011-12-04 02:24 PM	C22		2011-12-04 03:47 PM	A4
businesstravellogue	UA-5850-CLE-IAD		2011-12-04 02:24 PM	C22		2011-12-04 03:47 PM	A4
flylouisville	UA-5850-CLE-IAD		2011-12-04 02:24 PM	C22		2011-12-04 03:47 PM	A4
flightstats	UA-5850-CLE-IAD	2011-12-04 2:24 PM	2011-12-04 2:24 PM		2011-12-04 3:42 PM	2011-12-04 3:47 PM	
quicktrip	UA-5850-CLE-IAD	2011-12-04 2:24 PM	2011-12-04 2:24 PM		2011-12-04 3:42 PM	2011-12-04 3:47 PM	
flightview	UA-5850-CLE-IAD		2:45 PMDec 04			3:47 PMDec 04	
panynj	UA-5850-CLE-IAD		2:45 PMDec 04			3:47 PMDec 04	
gofox	UA-5850-CLE-IAD		2:45 PMDec 04			3:47 PMDec 04	
foxbusiness	UA-5850-CLE-IAD		2:45 PMDec 04			3:47 PMDec 04	
allegiantair	UA-5850-CLE-IAD		2:45 PMDec 04			3:47 PMDec 04	
boston	UA-5850-CLE-IAD		2:45 PMDec 04			3:38 PMDec 04	
orbitz	UA-5850-CLE-IAD	2:24pDec 4		 -	3:42pDec 4		 -
iad	UA-5850-CLE-IAD				2011-12-04 15:42 	2011-12-04 15:42 	
mytripandmore	UA-5850-CLE-IAD	2:24pDec 4		 -	3:42pDec 4		 -
ua	UA-31-BOS-EWR	Sun, Dec 4 7:15 PM	Sun, Dec 4 7:12 PM	A5	Sun, Dec 4 8:54 PM	Sun, Dec 4 8:34 PM	C107
airtravelcenter	UA-31-BOS-EWR	12/4/11 7:15 PM (-05:00)			12/4/11 8:54 PM (-05:00)		
myrateplan	UA-31-BOS-EWR	12/4/11 7:15 PM (-05:00)			12/4/11 8:54 PM (-05:00)		
helloflight	UA-31-BOS-EWR	12/4/11 7:15 PM (-05:00)			12/4/11 8:54 PM (-05:00)		
flytecomm	UA-31-BOS-EWR	12/4/11 7:15 PM (-05:00)			12/4/11 8:54 PM (-05:00)		
flights	UA-31-BOS-EWR		2011-12-04 07:12 PM	A5		2011-12-04 08:34 PM	107
businesstravellogue	UA-31-BOS-EWR		2011-12-04 07:12 PM	A5		2011-12-04 08:34 PM	107
flylouisville	UA-31-BOS-EWR		2011-12-04 07:12 PM	A5		2011-12-04 08:34 PM	107
flightstats	UA-31-BOS-EWR	2011-12-04 7:15 PM	2011-12-04 7:12 PM		2011-12-04 8:54 PM	2011-12-04 8:34 PM	
quicktrip	UA-31-BOS-EWR	2011-12-04 7:15 PM	2011-12-04 7:12 PM		2011-12-04 8:54 PM	2011-12-04 8:34 PM	
flightview	UA-31-BOS-EWR		7:35 PMDec 04			8:34 PMDec 04	
panynj	UA-31-BOS-EWR		7:35 PMDec 04			8:34 PMDec 04	
gofox	UA-31-BOS-EWR		7:35 PMDec 04			8:34 PMDec 04	
foxbusiness	UA-31-BOS-EWR		7:35 PMDec 04			8:34 PMDec 04	
allegiantair	UA-31-BOS-EWR		7:35 PMDec 04			8:34 PMDec 04	
boston	UA-31-BOS-EWR		7:35 PMDec 04			8:23 PMDec 04	
travelocity	UA-31-BOS-EWR	Dec 04 - 7:15pm	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 8:54pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-31-BOS-EWR	7:15pDec 4		 A5	8:54pDec 4		 C107
weather	UA-31-BOS-EWR	2011-12-04 07:15 PM			2011-12-04 08:54 PM		
ifly	UA-31-BOS-EWR	2011-12-04 7:15 PM	2011-12-04 7:12 PM		2011-12-04 8:54 PM	2011-12-04 8:34 PM	
ua	UA-76-MCO-EWR	Sun, Dec 4 5:25 PM	Sun, Dec 4 5:18 PM	39	Sun, Dec 4 8:13 PM	Sun, Dec 4 8:06 PM	C120
flightexplorer	UA-76-MCO-EWR		12/4/2011 5:36PM EST			12/4/2011 7:45PM EST	
airtravelcenter	UA-76-MCO-EWR	12/4/11 5:25 PM (-05:00)			12/4/11 8:13 PM (-05:00)		
myrateplan	UA-76-MCO-EWR	12/4/11 5:25 PM (-05:00)			12/4/11 8:13 PM (-05:00)		
helloflight	UA-76-MCO-EWR	12/4/11 5:25 PM (-05:00)			12/4/11 8:13 PM (-05:00)		
flytecomm	UA-76-MCO-EWR	12/4/11 5:25 PM (-05:00)			12/4/11 8:13 PM (-05:00)		
flights	UA-76-MCO-EWR	05:25 PM  Sun 04-Dec-2011	05:18 PM  Sun 04-Dec-2011	39	08:13 PM  Sun 04-Dec-2011	08:06 PM  Sun 04-Dec-2011	120
businesstravellogue	UA-76-MCO-EWR	05:25 PM  Sun 04-Dec-2011	05:18 PM  Sun 04-Dec-2011	39	08:13 PM  Sun 04-Dec-2011	08:06 PM  Sun 04-Dec-2011	120
flylouisville	UA-76-MCO-EWR	05:25 PM  Sun 04-Dec-2011	05:18 PM  Sun 04-Dec-2011	39	08:13 PM  Sun 04-Dec-2011	08:06 PM  Sun 04-Dec-2011	120
flightstats	UA-76-MCO-EWR	2011-12-04 5:25 PM	2011-12-04 5:18 PM		2011-12-04 8:13 PM	2011-12-04 8:06 PM	
quicktrip	UA-76-MCO-EWR	2011-12-04 5:25 PM	2011-12-04 5:18 PM		2011-12-04 8:13 PM	2011-12-04 8:06 PM	
world-flight-tracker	UA-76-MCO-EWR	2011-12-04 5:25 PM	2011-12-04 5:18 PM		2011-12-04 8:13 PM	2011-12-04 8:06 PM	
flightview	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04	Term B - 39	8:13 PM, Dec 04	8:06 PM, Dec 04	Term C - C120
panynj	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04	Term B - 39	8:13 PM, Dec 04	8:06 PM, Dec 04	Term C - C120
gofox	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04		8:13 PM, Dec 04	8:06 PM, Dec 04	
foxbusiness	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04	Term B - 39	8:13 PM, Dec 04	8:06 PM, Dec 04	Term C - C120
allegiantair	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04	Term B - 39	8:13 PM, Dec 04	8:06 PM, Dec 04	Term C - C120
boston	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04		8:13 PM, Dec 04	7:46 PM, Dec 04	
travelocity	UA-76-MCO-EWR	Dec 04 - 5:25pm	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 8:13pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-76-MCO-EWR	5:25pDec 4	5:18pDec 4	 39	8:13pDec 4	8:06pDec 4	 120
weather	UA-76-MCO-EWR	2011-12-04 05:25 PM			2011-12-04 08:13 PM		
usatoday	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04		8:13 PM, Dec 04	7:46 PM, Dec 04	
mytripandmore	UA-76-MCO-EWR	5:25pDec 4	5:18pDec 4	 39	8:13pDec 4	8:06pDec 4	 120
flightarrival	UA-76-MCO-EWR	5:25 PM, Dec 04	5:37 PM, Dec 04		8:13 PM, Dec 04	7:46 PM, Dec 04	
CO	CO-16-LAX-EWR	Sun., Dec.04, 2011 10:25 a.m.	Sun., Dec.04, 2011 10:23 a.m.		Sun., Dec.04, 2011 6:42 p.m.	Sun., Dec.04, 2011 6:24 p.m.	
airtravelcenter	CO-16-LAX-EWR	12/4/11 10:25 AM (-08:00)			12/4/11 6:42 PM (-05:00)		
myrateplan	CO-16-LAX-EWR	12/4/11 10:25 AM (-08:00)			12/4/11 6:42 PM (-05:00)		
helloflight	CO-16-LAX-EWR	12/4/11 10:25 AM (-08:00)			12/4/11 6:42 PM (-05:00)		
flytecomm	CO-16-LAX-EWR	12/4/11 10:25 AM (-08:00)			12/4/11 6:42 PM (-05:00)		
flights	CO-16-LAX-EWR		2011-12-04 10:23 AM	60		2011-12-04 06:24 PM	82
businesstravellogue	CO-16-LAX-EWR		2011-12-04 10:23 AM	60		2011-12-04 06:24 PM	82
flylouisville	CO-16-LAX-EWR		2011-12-04 10:23 AM	60		2011-12-04 06:24 PM	82
flightstats	CO-16-LAX-EWR	2011-12-04 10:25 AM	2011-12-04 10:23 AM		2011-12-04 6:42 PM	2011-12-04 6:24 PM	
quicktrip	CO-16-LAX-EWR	2011-12-04 10:25 AM	2011-12-04 10:23 AM		2011-12-04 6:42 PM	2011-12-04 6:24 PM	
flightview	CO-16-LAX-EWR		10:38 AMDec 04			6:24 PMDec 04	
panynj	CO-16-LAX-EWR		10:38 AMDec 04			6:24 PMDec 04	
gofox	CO-16-LAX-EWR		10:38 AMDec 04			6:24 PMDec 04	
foxbusiness	CO-16-LAX-EWR		10:38 AMDec 04			6:24 PMDec 04	
allegiantair	CO-16-LAX-EWR		10:38 AMDec 04			6:24 PMDec 04	
boston	CO-16-LAX-EWR		10:38 AMDec 04			6:13 PMDec 04	
travelocity	CO-16-LAX-EWR	Dec 04 - 10:25am	Dec 04 - 10:23am	60	Dec 04 - 6:42pm	Dec 04 - 6:24pm	C82
orbitz	CO-16-LAX-EWR	10:25aDec 4	10:23aDec 4	 60	6:42pDec 4	6:24pDec 4	 C82
weather	CO-16-LAX-EWR	2011-12-04 10:25 AM			2011-12-04 06:42 PM		
usatoday	CO-16-LAX-EWR	2011-12-04 10:25 AM			2011-12-04 06:42 PM		
mytripandmore	CO-16-LAX-EWR	10:25aDec 4	10:23aDec 4	 60	6:42pDec 4	6:24pDec 4	 C82
flightarrival	CO-16-LAX-EWR	2011-12-04 10:25 AM			2011-12-04 06:42 PM		
ua	UA-3733-ALB-ORD	Sun, Dec 4 8:59 AM	Sun, Dec 4 8:57 AM	A5	Sun, Dec 4 10:24 AM	Sun, Dec 4 10:10 AM	C30
flightexplorer	UA-3733-ALB-ORD		12/4/2011 9:06AM EST			12/4/2011 10:09AM CST	
airtravelcenter	UA-3733-ALB-ORD		12/4/11 9:06 AM (-05:00)			12/4/11 10:09 AM (-06:00)	
myrateplan	UA-3733-ALB-ORD		12/4/11 9:06 AM (-05:00)			12/4/11 10:09 AM (-06:00)	
helloflight	UA-3733-ALB-ORD		12/4/11 9:06 AM (-05:00)			12/4/11 10:09 AM (-06:00)	
flytecomm	UA-3733-ALB-ORD		12/4/11 9:06 AM (-05:00)			12/4/11 10:09 AM (-06:00)	
flights	UA-3733-ALB-ORD		2011-12-04 08:57 AM	A5		2011-12-04 10:10 AM	C30
businesstravellogue	UA-3733-ALB-ORD		2011-12-04 08:57 AM	A5		2011-12-04 10:10 AM	C30
flylouisville	UA-3733-ALB-ORD		2011-12-04 08:57 AM	A5		2011-12-04 10:10 AM	C30
flightview	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
panynj	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
gofox	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
foxbusiness	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
allegiantair	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
boston	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
travelocity	UA-3733-ALB-ORD	Dec 04 - Not Available	Dec 04 - 9:05am	A5	Dec 04 - Not Available	Dec 04 - 10:10am	C30
orbitz	UA-3733-ALB-ORD	8:59aDec 4	8:57aDec 4	 A5	10:24aDec 4	10:10aDec 4	 C30
weather	UA-3733-ALB-ORD	2011-12-04 08:59 AM			2011-12-04 10:24 AM		
ord	UA-3733-ALB-ORD	2011-12-04 8:59 AM		A5	2011-12-04 10:24 AM		C30
usatoday	UA-3733-ALB-ORD		9:06 AMDec 04			10:10 AMDec 04	
CO	CO-1114-DEN-EWR	Sun., Dec.04, 2011 11:59 p.m.	Sun., Dec.04, 2011 11:59 p.m.		Sun., Dec.04, 2011 5:31 a.m.	Sun., Dec.04, 2011 5:31 a.m.	
flightexplorer	CO-1114-DEN-EWR	12/4/2011 11:59PM MST			12/5/2011 5:31AM EST		
airtravelcenter	CO-1114-DEN-EWR	12/4/11 11:59 PM (-07:00)			12/5/11 5:31 AM (-05:00)		
myrateplan	CO-1114-DEN-EWR	12/4/11 11:59 PM (-07:00)			12/5/11 5:31 AM (-05:00)		
helloflight	CO-1114-DEN-EWR	12/4/11 11:59 PM (-07:00)			12/5/11 5:31 AM (-05:00)		
flytecomm	CO-1114-DEN-EWR	12/4/11 11:59 PM (-07:00)			12/5/11 5:31 AM (-05:00)		
flightaware	CO-1114-DEN-EWR	2011-12-04 11:59PM MST	2011-12-04 12:09AM MST	 B22 	2011-12-04 05:11AM EST	2011-12-04 05:21AM EST	 113 
wunderground	CO-1114-DEN-EWR	2011-12-04 11:59PM MST	2011-12-04 12:09AM MST	 B22 	2011-12-04 05:11AM EST	2011-12-04 05:21AM EST	 113 
flights	CO-1114-DEN-EWR	11:59 PM  Sun 04-Dec-2011		B22	05:31 AM  Mon 05-Dec-2011		113
businesstravellogue	CO-1114-DEN-EWR	11:59 PM  Sun 04-Dec-2011		B22	05:31 AM  Mon 05-Dec-2011		113
flylouisville	CO-1114-DEN-EWR	11:59 PM  Sun 04-Dec-2011		B22	05:31 AM  Mon 05-Dec-2011		113
flightstats	CO-1114-DEN-EWR	2011-12-04 11:59 PM	2011-12-04 11:59 PM (Estimated)		2011-12-04 5:31 AM	2011-12-04 5:31 AM (Estimated)	
quicktrip	CO-1114-DEN-EWR	2011-12-04 11:59 PM	2011-12-04 11:59 PM (Estimated)		2011-12-04 5:31 AM	2011-12-04 5:31 AM (Estimated)	
world-flight-tracker	CO-1114-DEN-EWR	2011-12-04 11:59 PM	2011-12-04 11:59 PM (Estimated)		2011-12-04 5:31 AM	2011-12-04 5:31 AM (Estimated)	
flightview	CO-1114-DEN-EWR	11:59 PM, Dec 04		Terminal Conc B - B22	5:31 AM, Dec 05		Term C - C113
panynj	CO-1114-DEN-EWR	11:59 PM, Dec 04		Terminal Conc B - B22	5:31 AM, Dec 05		Term C - C113
gofox	CO-1114-DEN-EWR	11:59 PM, Dec 04			5:31 AM, Dec 05		
foxbusiness	CO-1114-DEN-EWR	11:59 PM, Dec 04		Terminal Conc B - B22	5:31 AM, Dec 05		Term C - C113
allegiantair	CO-1114-DEN-EWR	11:59 PM, Dec 04		Terminal Conc B - B22	5:31 AM, Dec 05		Term C - C113
boston	CO-1114-DEN-EWR	11:59 PM, Dec 04	Not Available		5:31 AM, Dec 05	Not Available	
travelocity	CO-1114-DEN-EWR	Dec 04 - 11:59pm	Dec 04 - Not Available	B22	Dec 05 - 5:31am	Dec 05 - Not Available	C113
orbitz	CO-1114-DEN-EWR	11:59pDec 4		 B22	5:31aDec 5		 113
weather	CO-1114-DEN-EWR	2011-12-04 11:59 PM			2011-12-04 05:31 AM		
den	CO-1114-DEN-EWR	2011-12-04 11:59 PM		B22			
usatoday	CO-1114-DEN-EWR	11:59 PM, Dec 04	Not Available		5:31 AM, Dec 05	Not Available	
flightwise	CO-1114-DEN-EWR	2011-12-04 11:59PM MST	2011-12-04 12:09AM MST	 B22 	2011-12-04 05:11AM EST	2011-12-04 05:21AM EST	 113 
ua	UA-1132-ANC-SEA	Sun, Dec 4 5:05 PM	Sun, Dec 4 4:58 PM	--	Sun, Dec 4 9:25 PM	Sun, Dec 4 9:25 PM	N14
flightexplorer	UA-1132-ANC-SEA		12/4/2011 5:14PM AKST			12/4/2011 9:09PM PST	
airtravelcenter	UA-1132-ANC-SEA	12/4/11 5:05 PM (-09:00)			12/4/11 9:25 PM (-08:00)		
myrateplan	UA-1132-ANC-SEA	12/4/11 5:05 PM (-09:00)			12/4/11 9:25 PM (-08:00)		
helloflight	UA-1132-ANC-SEA	12/4/11 5:05 PM (-09:00)			12/4/11 9:25 PM (-08:00)		
flytecomm	UA-1132-ANC-SEA	12/4/11 5:05 PM (-09:00)			12/4/11 9:25 PM (-08:00)		
flights	UA-1132-ANC-SEA		2011-12-04 04:58 PM	B5		2011-12-04 09:25 PM	14
businesstravellogue	UA-1132-ANC-SEA		2011-12-04 04:58 PM	B5		2011-12-04 09:25 PM	14
flylouisville	UA-1132-ANC-SEA		2011-12-04 04:58 PM	B5		2011-12-04 09:25 PM	14
flightview	UA-1132-ANC-SEA		5:15 PMDec 04			9:12 PMDec 04	
panynj	UA-1132-ANC-SEA		5:15 PMDec 04			9:12 PMDec 04	
gofox	UA-1132-ANC-SEA		5:15 PMDec 04			9:12 PMDec 04	
foxbusiness	UA-1132-ANC-SEA		5:15 PMDec 04			9:12 PMDec 04	
allegiantair	UA-1132-ANC-SEA		5:15 PMDec 04			9:12 PMDec 04	
boston	UA-1132-ANC-SEA		5:15 PMDec 04			9:12 PMDec 04	
travelocity	UA-1132-ANC-SEA	Dec 04 - 5:05pm	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 9:25pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-1132-ANC-SEA	5:05pDec 4	4:58pDec 4	 B5	9:19pDec 4		 N14
weather	UA-1132-ANC-SEA	2011-12-04 05:05 PM			2011-12-04 09:25 PM		
mytripandmore	UA-1132-ANC-SEA	5:05pDec 4	4:58pDec 4	 B5	9:19pDec 4		 N14
CO	CO-1711-EWR-IAH	Sun., Dec.04, 2011 8:40 a.m.	Sun., Dec.04, 2011 8:43 a.m.		Sun., Dec.04, 2011 11:50 a.m.	Sun., Dec.04, 2011 12:01 p.m.	
flightexplorer	CO-1711-EWR-IAH		12/4/2011 9:03AM EST			12/4/2011 11:42AM CST	
airtravelcenter	CO-1711-EWR-IAH	12/4/11 8:40 AM (-05:00)			12/4/11 11:50 AM (-06:00)		
myrateplan	CO-1711-EWR-IAH	12/4/11 8:40 AM (-05:00)			12/4/11 11:50 AM (-06:00)		
helloflight	CO-1711-EWR-IAH	12/4/11 8:40 AM (-05:00)			12/4/11 11:50 AM (-06:00)		
flytecomm	CO-1711-EWR-IAH	12/4/11 8:40 AM (-05:00)			12/4/11 11:50 AM (-06:00)		
flightaware	CO-1711-EWR-IAH	2011-12-04 08:40AM EST	2011-12-04 09:04AM EST	 126 	2011-12-04 11:40AM CST	2011-12-04 11:40AM CST	 45 
wunderground	CO-1711-EWR-IAH	2011-12-04 08:40AM EST	2011-12-04 09:04AM EST	 126 	2011-12-04 11:40AM CST	2011-12-04 11:40AM CST	 45 
flights	CO-1711-EWR-IAH	08:40 AM  Sun 04-Dec-2011	08:43 AM  Sun 04-Dec-2011	126	11:50 AM  Sun 04-Dec-2011	12:01 PM  Sun 04-Dec-2011	45
businesstravellogue	CO-1711-EWR-IAH	08:40 AM  Sun 04-Dec-2011	08:43 AM  Sun 04-Dec-2011	126	11:50 AM  Sun 04-Dec-2011	12:01 PM  Sun 04-Dec-2011	45
flylouisville	CO-1711-EWR-IAH	08:40 AM  Sun 04-Dec-2011	08:43 AM  Sun 04-Dec-2011	126	11:50 AM  Sun 04-Dec-2011	12:01 PM  Sun 04-Dec-2011	45
flightstats	CO-1711-EWR-IAH	2011-12-04 8:40 AM	2011-12-04 8:43 AM		2011-12-04 11:50 AM	2011-12-04 12:01 PM	
