CO	CO-4237-EWR-DTW	Mon., Dec.26, 2011 12:17 p.m.	Mon., Dec.26, 2011 12:12 p.m.		Mon., Dec.26, 2011 2:24 p.m.	Mon., Dec.26, 2011 2:03 p.m.	
panynj	AA-3015-SMF-LAX	9:55 AM, Dec 26	9:59 AM, Dec 26	Terminal B - B7	11:25 AM, Dec 26	11:12 AM, Dec 26	Terminal 4 - 44D
gofox	AA-3015-SMF-LAX	9:55 AM, Dec 26	9:59 AM, Dec 26		11:25 AM, Dec 26	11:12 AM, Dec 26	
foxbusiness	AA-3015-SMF-LAX	9:55 AM, Dec 26	9:59 AM, Dec 26	Terminal B - B7	11:25 AM, Dec 26	11:12 AM, Dec 26	Terminal 4 - 44D
allegiantair	AA-3015-SMF-LAX	9:55 AM, Dec 26	9:59 AM, Dec 26	Terminal B - B7	11:25 AM, Dec 26	11:12 AM, Dec 26	Terminal 4 - 44D
boston	AA-3015-SMF-LAX	9:55 AM, Dec 26	9:59 AM, Dec 26		11:25 AM, Dec 26	10:57 AM, Dec 26	
orbitz	AA-3015-SMF-LAX	9:55aDec 26	9:47aDec 26	 B7	11:25aDec 26	11:12aDec 26	 44D
weather	AA-3015-SMF-LAX	2011-12-26 09:55 AM			2011-12-26 11:25 AM		
usatoday	AA-3015-SMF-LAX	2011-12-26 09:55 AM			2011-12-26 11:25 AM		
mytripandmore	AA-3015-SMF-LAX	9:55aDec 26	9:47aDec 26	 B7	11:25aDec 26	11:12aDec 26	 44D
flightwise	AA-3015-SMF-LAX	2011-12-26 09:55AM PST	2011-12-26 09:59AM PST	 B7 	2011-12-26 11:14AM PST	2011-12-26 10:57AM PST	 44D 
flightarrival	AA-3015-SMF-LAX	9:55 AM, Dec 26	9:59 AM, Dec 26		11:25 AM, Dec 26	10:57 AM, Dec 26	
aa	AA-484-DFW-MIA	December 26, 2011               04:15 PM    	December 26, 2011               04:16 PM    	 D17	December 26, 2011               07:55 PM    	December 26, 2011               07:56 PM    	 D38    
flightexplorer	AA-484-DFW-MIA		12/26/2011 4:37PM CST			12/26/2011 7:52PM EST	
airtravelcenter	AA-484-DFW-MIA		12/26/11 4:37 PM (-06:00)			12/26/11 7:52 PM (-05:00)	
myrateplan	AA-484-DFW-MIA		12/26/11 4:37 PM (-06:00)			12/26/11 7:52 PM (-05:00)	
helloflight	AA-484-DFW-MIA		12/26/11 4:37 PM (-06:00)			12/26/11 7:52 PM (-05:00)	
flytecomm	AA-484-DFW-MIA		12/26/11 4:37 PM (-06:00)			12/26/11 7:52 PM (-05:00)	
flightaware	AA-484-DFW-MIA	2011-12-26 04:15PM CST	2011-12-26 04:36PM CST	 D17 	2011-12-26 07:49PM EST	2011-12-26 07:49PM EST	 D38 
wunderground	AA-484-DFW-MIA	2011-12-26 04:15PM CST	2011-12-26 04:36PM CST	 D17 	2011-12-26 07:49PM EST	2011-12-26 07:49PM EST	 D38 
flights	AA-484-DFW-MIA	04:15 PM  Mon 26-Dec-2011	04:16 PM  Mon 26-Dec-2011	D17	07:55 PM  Mon 26-Dec-2011	07:56 PM  Mon 26-Dec-2011	D38
businesstravellogue	AA-484-DFW-MIA	04:15 PM  Mon 26-Dec-2011	04:16 PM  Mon 26-Dec-2011	D17	07:55 PM  Mon 26-Dec-2011	07:56 PM  Mon 26-Dec-2011	D38
flylouisville	AA-484-DFW-MIA	04:15 PM  Mon 26-Dec-2011	04:16 PM  Mon 26-Dec-2011	D17	07:55 PM  Mon 26-Dec-2011	07:56 PM  Mon 26-Dec-2011	D38
flightstats	AA-484-DFW-MIA	2011-12-26 4:15 PM	2011-12-26 4:16 PM		2011-12-26 7:55 PM	2011-12-26 7:56 PM	
quicktrip	AA-484-DFW-MIA	2011-12-26 4:15 PM	2011-12-26 4:16 PM		2011-12-26 7:55 PM	2011-12-26 7:56 PM	
world-flight-tracker	AA-484-DFW-MIA	2011-12-26 4:15 PM	2011-12-26 4:16 PM		2011-12-26 7:55 PM	2011-12-26 7:56 PM	
flightview	AA-484-DFW-MIA	4:15 PM, Dec 26	4:37 PM, Dec 26	D17	7:55 PM, Dec 26	7:56 PM, Dec 26	Terminal D - D38
panynj	AA-484-DFW-MIA	4:15 PM, Dec 26	4:37 PM, Dec 26	D17	7:55 PM, Dec 26	7:56 PM, Dec 26	Terminal D - D38
gofox	AA-484-DFW-MIA	4:15 PM, Dec 26	4:37 PM, Dec 26		7:55 PM, Dec 26	7:56 PM, Dec 26	
foxbusiness	AA-484-DFW-MIA	4:15 PM, Dec 26	4:37 PM, Dec 26	D17	7:55 PM, Dec 26	7:56 PM, Dec 26	Terminal D - D38
allegiantair	AA-484-DFW-MIA	4:15 PM, Dec 26	4:37 PM, Dec 26	D17	7:55 PM, Dec 26	7:56 PM, Dec 26	Terminal D - D38
boston	AA-484-DFW-MIA	4:15 PM, Dec 26	4:37 PM, Dec 26		7:55 PM, Dec 26	7:50 PM, Dec 26	
orbitz	AA-484-DFW-MIA	4:15pDec 26	4:16pDec 26	 D17	7:55pDec 26	7:56pDec 26	 D38
weather	AA-484-DFW-MIA	2011-12-26 04:15 PM			2011-12-26 07:55 PM		
dfw	AA-484-DFW-MIA	2011-12-26 4:15 pm		D17			
mia	AA-484-DFW-MIA				7:55P 12-26-11	2011-12-26  7:56P	
flightwise	AA-484-DFW-MIA	2011-12-26 04:15PM CST	2011-12-26 04:36PM CST	 D17 	2011-12-26 07:49PM EST	2011-12-26 07:49PM EST	 D38 
flightarrival	AA-484-DFW-MIA	2011-12-26 4:15 PM	2011-12-26 4:16 PM		2011-12-26 7:55 PM	2011-12-26 7:56 PM	
ua	UA-534-LAX-JFK	Mon, Dec 26 8:13 AM	Mon, Dec 26 8:14 AM	73	Mon, Dec 26 4:39 PM	Mon, Dec 26 4:28 PM	10
flightexplorer	UA-534-LAX-JFK		12/26/2011 8:32AM PST			12/26/2011 4:11PM EST	
airtravelcenter	UA-534-LAX-JFK		12/26/11 8:34 AM (-08:00)			12/26/11 4:11 PM (-05:00)	
myrateplan	UA-534-LAX-JFK		12/26/11 8:34 AM (-08:00)			12/26/11 4:11 PM (-05:00)	
helloflight	UA-534-LAX-JFK		12/26/11 8:34 AM (-08:00)			12/26/11 4:11 PM (-05:00)	
flytecomm	UA-534-LAX-JFK		12/26/11 8:34 AM (-08:00)			12/26/11 4:11 PM (-05:00)	
flightaware	UA-534-LAX-JFK	2011-12-26 08:13AM PST	2011-12-26 08:34AM PST	 73 	2011-12-26 04:21PM EST	2011-12-26 04:25PM EST	 10 
wunderground	UA-534-LAX-JFK	2011-12-26 08:13AM PST	2011-12-26 08:34AM PST	 73 	2011-12-26 04:21PM EST	2011-12-26 04:25PM EST	 10 
flights	UA-534-LAX-JFK	08:13 AM  Mon 26-Dec-2011	08:14 AM  Mon 26-Dec-2011	73	04:39 PM  Mon 26-Dec-2011	04:28 PM  Mon 26-Dec-2011	10
businesstravellogue	UA-534-LAX-JFK	08:13 AM  Mon 26-Dec-2011	08:14 AM  Mon 26-Dec-2011	73	04:39 PM  Mon 26-Dec-2011	04:28 PM  Mon 26-Dec-2011	10
flylouisville	UA-534-LAX-JFK	08:13 AM  Mon 26-Dec-2011	08:14 AM  Mon 26-Dec-2011	73	04:39 PM  Mon 26-Dec-2011	04:28 PM  Mon 26-Dec-2011	10
flightstats	UA-534-LAX-JFK	2011-12-26 8:13 AM	2011-12-26 8:14 AM		2011-12-26 4:39 PM	2011-12-26 4:28 PM	
quicktrip	UA-534-LAX-JFK	2011-12-26 8:13 AM	2011-12-26 8:14 AM		2011-12-26 4:39 PM	2011-12-26 4:28 PM	
world-flight-tracker	UA-534-LAX-JFK	2011-12-26 8:13 AM	2011-12-26 8:14 AM		2011-12-26 4:39 PM	2011-12-26 4:28 PM	
flightview	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26	73	4:39 PM, Dec 26	4:28 PM, Dec 26	10
panynj	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26	73	4:39 PM, Dec 26	4:28 PM, Dec 26	10
gofox	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26		4:39 PM, Dec 26	4:28 PM, Dec 26	
foxbusiness	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26	73	4:39 PM, Dec 26	4:28 PM, Dec 26	10
allegiantair	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26	73	4:39 PM, Dec 26	4:28 PM, Dec 26	10
boston	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26		4:39 PM, Dec 26	4:25 PM, Dec 26	
orbitz	UA-534-LAX-JFK	8:13aDec 26	8:14aDec 26	 73	4:39pDec 26	4:28pDec 26	 10
weather	UA-534-LAX-JFK	2011-12-26 08:13 AM			2011-12-26 04:39 PM		
ifly	UA-534-LAX-JFK	2011-12-26 8:13 AM	2011-12-26 8:14 AM		2011-12-26 4:39 PM	2011-12-26 4:28 PM	
usatoday	UA-534-LAX-JFK	2011-12-26 08:13 AM			2011-12-26 04:39 PM		
flightarrival	UA-534-LAX-JFK	8:13 AM, Dec 26	8:34 AM, Dec 26		4:39 PM, Dec 26	4:25 PM, Dec 26	
ua	UA-2463-CLT-DFW	Mon, Dec 26 10:11 PM	Mon, Dec 26 10:11 PM            Delayed	B3	Mon, Dec 26 11:58 PM	Mon, Dec 26 11:46 PM	E37
airtravelcenter	UA-2463-CLT-DFW		12/26/11 10:18 PM (-05:00)			12/26/11 11:22 PM (-06:00)	
myrateplan	UA-2463-CLT-DFW		12/26/11 10:18 PM (-05:00)			12/26/11 11:22 PM (-06:00)	
helloflight	UA-2463-CLT-DFW		12/26/11 10:18 PM (-05:00)			12/26/11 11:22 PM (-06:00)	
flytecomm	UA-2463-CLT-DFW		12/26/11 10:18 PM (-05:00)			12/26/11 11:22 PM (-06:00)	
flightaware	UA-2463-CLT-DFW	2011-12-26 10:11PM EST	2011-12-26 10:18PM EST		2011-12-26 11:48PM CST	2011-12-26 11:28PM CST	
wunderground	UA-2463-CLT-DFW	2011-12-26 10:11PM EST	2011-12-26 10:18PM EST		2011-12-26 11:48PM CST	2011-12-26 11:28PM CST	
flights	UA-2463-CLT-DFW	10:11 PM  Mon 26-Dec-2011		B3	11:58 PM  Mon 26-Dec-2011		E37
businesstravellogue	UA-2463-CLT-DFW	10:11 PM  Mon 26-Dec-2011		B3	11:58 PM  Mon 26-Dec-2011		E37
flylouisville	UA-2463-CLT-DFW	10:11 PM  Mon 26-Dec-2011		B3	11:58 PM  Mon 26-Dec-2011		E37
flightstats	UA-2463-CLT-DFW	2011-12-26 10:11 PM	2011-12-26 10:09 PM		2011-12-26 11:58 PM	2011-12-26 11:46 PM (Estimated)	
quicktrip	UA-2463-CLT-DFW	2011-12-26 10:11 PM	2011-12-26 10:09 PM		2011-12-26 11:58 PM	2011-12-26 11:46 PM (Estimated)	
world-flight-tracker	UA-2463-CLT-DFW	2011-12-26 10:11 PM	2011-12-26 10:09 PM		2011-12-26 11:58 PM	2011-12-26 11:46 PM (Estimated)	
flightview	UA-2463-CLT-DFW	10:11 PM, Dec 26	10:18 PM, Dec 26		11:58 PM, Dec 26	11:30 PM, Dec 26	
panynj	UA-2463-CLT-DFW	10:11 PM, Dec 26	10:18 PM, Dec 26		11:58 PM, Dec 26	11:30 PM, Dec 26	
gofox	UA-2463-CLT-DFW	10:11 PM, Dec 26	10:18 PM, Dec 26		11:58 PM, Dec 26	11:30 PM, Dec 26	
foxbusiness	UA-2463-CLT-DFW	10:11 PM, Dec 26	10:18 PM, Dec 26		11:58 PM, Dec 26	11:30 PM, Dec 26	
allegiantair	UA-2463-CLT-DFW	10:11 PM, Dec 26	10:18 PM, Dec 26		11:58 PM, Dec 26	11:30 PM, Dec 26	
boston	UA-2463-CLT-DFW	10:11 PM, Dec 26	10:18 PM, Dec 26		11:58 PM, Dec 26	11:30 PM, Dec 26	
orbitz	UA-2463-CLT-DFW	10:11pDec 26	10:09pDec 26	 -	11:34pDec 26		 -
weather	UA-2463-CLT-DFW	2011-12-26 10:11 PM			2011-12-26 11:58 PM		
mytripandmore	UA-2463-CLT-DFW	10:11pDec 26	10:09pDec 26	 -	11:34pDec 26		 -
aa	AA-4288-DTW-ORD	December 26, 2011               09:55 PM    	December 26, 2011               10:10 PM    	 D28	December 26, 2011               10:20 PM    	December 26, 2011               10:04 PM    	 H3A    
flightexplorer	AA-4288-DTW-ORD		12/26/2011 10:16PM EST			12/26/2011 10:01PM CST	
airtravelcenter	AA-4288-DTW-ORD		12/26/11 10:16 PM (-05:00)			12/26/11 10:01 PM (-06:00)	
myrateplan	AA-4288-DTW-ORD		12/26/11 10:16 PM (-05:00)			12/26/11 10:01 PM (-06:00)	
helloflight	AA-4288-DTW-ORD		12/26/11 10:16 PM (-05:00)			12/26/11 10:01 PM (-06:00)	
flytecomm	AA-4288-DTW-ORD		12/26/11 10:16 PM (-05:00)			12/26/11 10:01 PM (-06:00)	
flightaware	AA-4288-DTW-ORD	2011-12-26 09:55PM EST	2011-12-26 10:16PM EST	 D28 	2011-12-26 10:04PM CST	2011-12-26 09:59PM CST	 H3A 
wunderground	AA-4288-DTW-ORD	2011-12-26 09:55PM EST	2011-12-26 10:16PM EST	 D28 	2011-12-26 10:04PM CST	2011-12-26 09:59PM CST	 H3A 
flights	AA-4288-DTW-ORD	09:55 PM  Mon 26-Dec-2011	10:10 PM  Mon 26-Dec-2011	D28	10:20 PM  Mon 26-Dec-2011	10:04 PM  Mon 26-Dec-2011	H3A
businesstravellogue	AA-4288-DTW-ORD	09:55 PM  Mon 26-Dec-2011	10:10 PM  Mon 26-Dec-2011	D28	10:20 PM  Mon 26-Dec-2011	10:04 PM  Mon 26-Dec-2011	H3A
flylouisville	AA-4288-DTW-ORD	09:55 PM  Mon 26-Dec-2011	10:10 PM  Mon 26-Dec-2011	D28	10:20 PM  Mon 26-Dec-2011	10:04 PM  Mon 26-Dec-2011	H3A
flightstats	AA-4288-DTW-ORD	2011-12-26 9:55 PM	2011-12-26 10:10 PM		2011-12-26 10:20 PM	2011-12-26 10:04 PM	
quicktrip	AA-4288-DTW-ORD	2011-12-26 9:55 PM	2011-12-26 10:10 PM		2011-12-26 10:20 PM	2011-12-26 10:04 PM	
world-flight-tracker	AA-4288-DTW-ORD	2011-12-26 9:55 PM	2011-12-26 10:10 PM		2011-12-26 10:20 PM	2011-12-26 10:04 PM	
flightview	AA-4288-DTW-ORD	9:55 PM, Dec 26	10:16 PM, Dec 26	Terminal N	10:20 PM, Dec 26	9:59 PM, Dec 26	Terminal 3
panynj	AA-4288-DTW-ORD	9:55 PM, Dec 26	10:16 PM, Dec 26	Terminal N	10:20 PM, Dec 26	9:59 PM, Dec 26	Terminal 3
gofox	AA-4288-DTW-ORD	9:55 PM, Dec 26	10:16 PM, Dec 26		10:20 PM, Dec 26	9:59 PM, Dec 26	
foxbusiness	AA-4288-DTW-ORD	9:55 PM, Dec 26	10:16 PM, Dec 26	Terminal N	10:20 PM, Dec 26	9:59 PM, Dec 26	Terminal 3
allegiantair	AA-4288-DTW-ORD	9:55 PM, Dec 26	10:16 PM, Dec 26	Terminal N	10:20 PM, Dec 26	9:59 PM, Dec 26	Terminal 3
boston	AA-4288-DTW-ORD	9:55 PM, Dec 26	10:16 PM, Dec 26		10:20 PM, Dec 26	9:59 PM, Dec 26	
orbitz	AA-4288-DTW-ORD	9:55pDec 26	10:10pDec 26	 D28	10:20pDec 26	10:04pDec 26	 H3A
weather	AA-4288-DTW-ORD	2011-12-26 09:55 PM			2011-12-26 10:20 PM		
ord	AA-4288-DTW-ORD	2011-12-26 9:55 PM		D28	2011-12-26 10:20 PM		H3A
ifly	AA-4288-DTW-ORD	2011-12-26 9:55 PM	2011-12-26 10:10 PM		2011-12-26 10:20 PM	2011-12-26 10:04 PM	
usatoday	AA-4288-DTW-ORD	2011-12-26 9:55 PM	2011-12-26 10:10 PM		2011-12-26 10:20 PM	2011-12-26 10:04 PM	
mytripandmore	AA-4288-DTW-ORD	9:55pDec 26	10:10pDec 26	 D28	10:20pDec 26	10:04pDec 26	 H3A
flightwise	AA-4288-DTW-ORD	2011-12-26 09:55PM EST	2011-12-26 10:16PM EST	 D28 	2011-12-26 10:04PM CST	2011-12-26 09:59PM CST	 H3A 
aa	AA-644-DEN-DFW	December 26, 2011               10:45 AM    	December 26, 2011               10:44 AM    	 A49	December 26, 2011               01:45 PM    	December 26, 2011               01:34 PM    	 C27    
flightexplorer	AA-644-DEN-DFW		12/26/2011 10:58AM MST			12/26/2011 1:22PM CST	
airtravelcenter	AA-644-DEN-DFW		12/26/11 10:58 AM (-07:00)			12/26/11 1:26 PM (-06:00)	
myrateplan	AA-644-DEN-DFW		12/26/11 10:58 AM (-07:00)			12/26/11 1:26 PM (-06:00)	
helloflight	AA-644-DEN-DFW		12/26/11 10:58 AM (-07:00)			12/26/11 1:26 PM (-06:00)	
flytecomm	AA-644-DEN-DFW		12/26/11 10:58 AM (-07:00)			12/26/11 1:26 PM (-06:00)	
flightaware	AA-644-DEN-DFW	2011-12-26 10:45AM MST	2011-12-26 10:58AM MST	 A49 	2011-12-26 01:29PM CST	2011-12-26 01:25PM CST	 C27 
wunderground	AA-644-DEN-DFW	2011-12-26 10:45AM MST	2011-12-26 10:58AM MST	 A49 	2011-12-26 01:29PM CST	2011-12-26 01:25PM CST	 C27 
flights	AA-644-DEN-DFW	10:45 AM  Mon 26-Dec-2011	10:44 AM  Mon 26-Dec-2011	A49	01:45 PM  Mon 26-Dec-2011	01:34 PM  Mon 26-Dec-2011	C27
businesstravellogue	AA-644-DEN-DFW	10:45 AM  Mon 26-Dec-2011	10:44 AM  Mon 26-Dec-2011	A49	01:45 PM  Mon 26-Dec-2011	01:34 PM  Mon 26-Dec-2011	C27
flylouisville	AA-644-DEN-DFW	10:45 AM  Mon 26-Dec-2011	10:44 AM  Mon 26-Dec-2011	A49	01:45 PM  Mon 26-Dec-2011	01:34 PM  Mon 26-Dec-2011	C27
world-flight-tracker	AA-644-DEN-DFW	2011-12-26 10:45 AM	2011-12-26 10:44 AM		2011-12-26 1:45 PM	2011-12-26 1:34 PM	
flightview	AA-644-DEN-DFW	10:45 AM, Dec 26	10:58 AM, Dec 26	A49	1:45 PM, Dec 26	1:26 PM, Dec 26	C27
panynj	AA-644-DEN-DFW	10:45 AM, Dec 26	10:58 AM, Dec 26	A49	1:45 PM, Dec 26	1:26 PM, Dec 26	C27
gofox	AA-644-DEN-DFW	10:45 AM, Dec 26	10:58 AM, Dec 26		1:45 PM, Dec 26	1:26 PM, Dec 26	
foxbusiness	AA-644-DEN-DFW	10:45 AM, Dec 26	10:58 AM, Dec 26	A49	1:45 PM, Dec 26	1:26 PM, Dec 26	C27
allegiantair	AA-644-DEN-DFW	10:45 AM, Dec 26	10:58 AM, Dec 26	A49	1:45 PM, Dec 26	1:26 PM, Dec 26	C27
boston	AA-644-DEN-DFW	10:45 AM, Dec 26	10:58 AM, Dec 26		1:45 PM, Dec 26	1:26 PM, Dec 26	
orbitz	AA-644-DEN-DFW	10:45aDec 26	10:44aDec 26	 A49	1:45pDec 26	1:34pDec 26	 C27
weather	AA-644-DEN-DFW	2011-12-26 10:45 AM			2011-12-26 01:45 PM		
den	AA-644-DEN-DFW	2011-12-26 10:45 AM		A49			
dfw	AA-644-DEN-DFW				2011-12-26 1:45 pm		C27
mytripandmore	AA-644-DEN-DFW	10:45aDec 26	10:44aDec 26	 A49	1:45pDec 26	1:34pDec 26	 C27
aa	AA-4310-CLT-ORD	December 26, 2011               11:10 AM    	December 26, 2011               11:42 AM    	 A11	December 26, 2011               12:20 PM    	December 26, 2011               01:07 PM    	 H3A    
flightexplorer	AA-4310-CLT-ORD		12/26/2011 12:15PM EST			12/26/2011 12:58PM CST	
airtravelcenter	AA-4310-CLT-ORD		12/26/11 12:14 PM (-05:00)			12/26/11 12:58 PM (-06:00)	
myrateplan	AA-4310-CLT-ORD		12/26/11 12:14 PM (-05:00)			12/26/11 12:58 PM (-06:00)	
helloflight	AA-4310-CLT-ORD		12/26/11 12:14 PM (-05:00)			12/26/11 12:58 PM (-06:00)	
flytecomm	AA-4310-CLT-ORD		12/26/11 12:14 PM (-05:00)			12/26/11 12:58 PM (-06:00)	
flightaware	AA-4310-CLT-ORD	2011-12-26 11:10AM EST	2011-12-26 12:15PM EST	 A11 	2011-12-26 12:15PM CST	2011-12-26 12:56PM CST	 H3A 
wunderground	AA-4310-CLT-ORD	2011-12-26 11:10AM EST	2011-12-26 12:15PM EST	 A11 	2011-12-26 12:15PM CST	2011-12-26 12:56PM CST	 H3A 
flights	AA-4310-CLT-ORD	11:10 AM  Mon 26-Dec-2011	11:42 AM  Mon 26-Dec-2011	A11	12:20 PM  Mon 26-Dec-2011	12:57 PM  Mon 26-Dec-2011 (Runway)	H3A
businesstravellogue	AA-4310-CLT-ORD	11:10 AM  Mon 26-Dec-2011	11:42 AM  Mon 26-Dec-2011	A11	12:20 PM  Mon 26-Dec-2011	12:57 PM  Mon 26-Dec-2011 (Runway)	H3A
flylouisville	AA-4310-CLT-ORD	11:10 AM  Mon 26-Dec-2011	11:42 AM  Mon 26-Dec-2011	A11	12:20 PM  Mon 26-Dec-2011	12:57 PM  Mon 26-Dec-2011 (Runway)	H3A
flightstats	AA-4310-CLT-ORD	2011-12-26 11:10 AM	2011-12-26 11:42 AM		2011-12-26 12:20 PM	2011-12-26 12:57 PM (runway)	
quicktrip	AA-4310-CLT-ORD	2011-12-26 11:10 AM	2011-12-26 11:42 AM		2011-12-26 12:20 PM	2011-12-26 12:57 PM (runway)	
world-flight-tracker	AA-4310-CLT-ORD	2011-12-26 11:10 AM	2011-12-26 11:42 AM		2011-12-26 12:20 PM	2011-12-26 12:57 PM (runway)	
flightview	AA-4310-CLT-ORD	11:10 AM, Dec 26	12:15 PM, Dec 26		12:20 PM, Dec 26	12:56 PM, Dec 26	
panynj	AA-4310-CLT-ORD	11:10 AM, Dec 26	12:15 PM, Dec 26		12:20 PM, Dec 26	12:56 PM, Dec 26	
gofox	AA-4310-CLT-ORD	11:10 AM, Dec 26	12:15 PM, Dec 26		12:20 PM, Dec 26	12:56 PM, Dec 26	
foxbusiness	AA-4310-CLT-ORD	11:10 AM, Dec 26	12:15 PM, Dec 26		12:20 PM, Dec 26	12:56 PM, Dec 26	
allegiantair	AA-4310-CLT-ORD	11:10 AM, Dec 26	12:15 PM, Dec 26		12:20 PM, Dec 26	12:56 PM, Dec 26	
boston	AA-4310-CLT-ORD	11:10 AM, Dec 26	12:15 PM, Dec 26		12:20 PM, Dec 26	12:56 PM, Dec 26	
travelocity	AA-4310-CLT-ORD	Dec 26 - 11:10am	Dec 26 - 11:42am	A11	Dec 26 - 12:20pm	Dec 26 - 1:07pm	H3A/T3
orbitz	AA-4310-CLT-ORD	11:10aDec 26	11:42aDec 26	 A11	1:46pDec 26		 H3A
weather	AA-4310-CLT-ORD	2011-12-26 11:10 AM			2011-12-26 12:20 PM		
ord	AA-4310-CLT-ORD	2011-12-26 11:10 AM		A11	2011-12-26 12:20 PM		H3A
usatoday	AA-4310-CLT-ORD	2011-12-26 11:10 AM			2011-12-26 12:20 PM		
mytripandmore	AA-4310-CLT-ORD	11:10aDec 26	11:42aDec 26	 A11	1:46pDec 26		 H3A
aa	AA-4353-ORD-CLE	December 26, 2011               08:05 PM    	December 26, 2011               08:42 PM    	 H1B	December 26, 2011               10:20 PM    	December 26, 2011               10:45 PM    	 A5B    
airtravelcenter	AA-4353-ORD-CLE	12/26/11 8:05 PM (-06:00)			12/26/11 10:20 PM (-05:00)		
myrateplan	AA-4353-ORD-CLE	12/26/11 8:05 PM (-06:00)			12/26/11 10:20 PM (-05:00)		
helloflight	AA-4353-ORD-CLE	12/26/11 8:05 PM (-06:00)			12/26/11 10:20 PM (-05:00)		
flytecomm	AA-4353-ORD-CLE	12/26/11 8:05 PM (-06:00)			12/26/11 10:20 PM (-05:00)		
flightaware	AA-4353-ORD-CLE	2011-12-26 08:05PM CST	2011-12-26 08:56PM CST	 H1B 	2011-12-26 10:10PM EST	2011-12-26 10:41PM EST	 A5B 
wunderground	AA-4353-ORD-CLE	2011-12-26 08:05PM CST	2011-12-26 08:56PM CST	 H1B 	2011-12-26 10:10PM EST	2011-12-26 10:41PM EST	 A5B 
flights	AA-4353-ORD-CLE	08:05 PM  Mon 26-Dec-2011	08:42 PM  Mon 26-Dec-2011		10:20 PM  Mon 26-Dec-2011	10:45 PM  Mon 26-Dec-2011	
businesstravellogue	AA-4353-ORD-CLE	08:05 PM  Mon 26-Dec-2011	08:42 PM  Mon 26-Dec-2011		10:20 PM  Mon 26-Dec-2011	10:45 PM  Mon 26-Dec-2011	
flylouisville	AA-4353-ORD-CLE	08:05 PM  Mon 26-Dec-2011	08:42 PM  Mon 26-Dec-2011		10:20 PM  Mon 26-Dec-2011	10:45 PM  Mon 26-Dec-2011	
flightstats	AA-4353-ORD-CLE	2011-12-26 8:05 PM	2011-12-26 8:42 PM		2011-12-26 10:20 PM	2011-12-26 10:45 PM	
quicktrip	AA-4353-ORD-CLE	2011-12-26 8:05 PM	2011-12-26 8:42 PM		2011-12-26 10:20 PM	2011-12-26 10:45 PM	
world-flight-tracker	AA-4353-ORD-CLE	2011-12-26 8:05 PM	2011-12-26 8:42 PM		2011-12-26 10:20 PM	2011-12-26 10:45 PM	
flightview	AA-4353-ORD-CLE	8:05 PM, Dec 26	8:56 PM, Dec 26		10:20 PM, Dec 26	10:46 PM, Dec 26	
panynj	AA-4353-ORD-CLE	8:05 PM, Dec 26	8:56 PM, Dec 26		10:20 PM, Dec 26	10:46 PM, Dec 26	
gofox	AA-4353-ORD-CLE	8:05 PM, Dec 26	8:56 PM, Dec 26		10:20 PM, Dec 26	10:46 PM, Dec 26	
foxbusiness	AA-4353-ORD-CLE	8:05 PM, Dec 26	8:56 PM, Dec 26		10:20 PM, Dec 26	10:46 PM, Dec 26	
allegiantair	AA-4353-ORD-CLE	8:05 PM, Dec 26	8:56 PM, Dec 26		10:20 PM, Dec 26	10:46 PM, Dec 26	
boston	AA-4353-ORD-CLE	8:05 PM, Dec 26	8:56 PM, Dec 26		10:20 PM, Dec 26	10:46 PM, Dec 26	
orbitz	AA-4353-ORD-CLE	8:05pDec 26	8:42pDec 26	 H1B	10:20pDec 26	10:45pDec 26	 A5B
weather	AA-4353-ORD-CLE	2011-12-26 08:05 PM			2011-12-26 10:20 PM		
ord	AA-4353-ORD-CLE	2011-12-26 8:05 PM		H1B	2011-12-26 10:20 PM		 
ifly	AA-4353-ORD-CLE	2011-12-26 8:05 PM	2011-12-26 8:42 PM		2011-12-26 10:20 PM	2011-12-26 10:45 PM	
flightarrival	AA-4353-ORD-CLE	2011-12-26 08:05 PM			2011-12-26 10:20 PM		
CO	CO-1085-IAH-CLE	Mon., Dec.26, 2011 10:10 a.m.	Mon., Dec.26, 2011 10:24 a.m.		Mon., Dec.26, 2011 1:53 p.m.	Mon., Dec.26, 2011 1:51 p.m.	
flightexplorer	CO-1085-IAH-CLE		12/26/2011 10:37AM CST			12/26/2011 1:38PM EST	
airtravelcenter	CO-1085-IAH-CLE	12/26/11 10:10 AM (-06:00)			12/26/11 1:53 PM (-05:00)		
myrateplan	CO-1085-IAH-CLE	12/26/11 10:10 AM (-06:00)			12/26/11 1:53 PM (-05:00)		
helloflight	CO-1085-IAH-CLE	12/26/11 10:10 AM (-06:00)			12/26/11 1:53 PM (-05:00)		
flytecomm	CO-1085-IAH-CLE	12/26/11 10:10 AM (-06:00)			12/26/11 1:53 PM (-05:00)		
