Flight_Num,Scheduled_Dept,Actual_Dept,Scheduled_Arrival,Actual_Arrival
2011-12-13-UA-664-ORD-PHL,1:27,1:24,4:25,4:23
2011-12-13-UA-414-LAX-SFO,6:00,5:58,7:23,7:11
2011-12-13-UA-257-JFK-SFO,2:30,2:28,6:15,5:50
2011-12-13-UA-62-IAH-EWR,2:30,2:33,7:03,7:05
2011-12-13-UA-843-LAX-ORD,1:55,1:55,7:53,7:25
2011-12-13-UA-248-PHX-ORD,12:54,12:54,5:13,4:56
2011-12-13-UA-248-PHX-ORD,12:54,2:46,5:13,6:43
2011-12-13-UA-397-JFK-SFO,8:00,7:57,11:55,11:32
2011-12-13-UA-2704-DTW-PHX,11:15,11:15,1:40,2:02
2011-12-13-UA-2515-DFW-CLT,7:05,7:17,10:31,10:42
2011-12-13-UA-3373-IAD-PHL,8:29,8:26,9:24,9:19
2011-12-13-UA-2906-PHL-MCO,3:50,3:50,6:23,6:10
2011-12-13-UA-938-DEN-ORD,4:16,5:17,7:35,8:17
2011-12-13-UA-3099-PHX-PHL,11:55,11:55,6:17,6:12
2011-12-13-UA-3925-IAD-ORF,8:42,8:55,9:55,10:27
2011-12-13-UA-5487-SFO-MRY,10:39,10:43,11:19,11:40
2011-12-13-UA-3050-PHX-CLT,11:05,11:05,4:57,4:49
2011-12-13-UA-828-SFO-ORD,11:08,11:08,5:11,5:11
2011-12-13-UA-2830-MCO-CLT,3:27,3:36,5:05,5:26
2011-12-13-UA-37-EDI-EWR,9:05,8:54,11:53,11:38
2011-12-13-UA-2708-EWR-CLT,2:55,2:55,4:53,4:29
2011-12-13-UA-233-LAX-JFK,4:25,4:25,12:29,12:29
2011-12-13-UA-2726-FLL-PHL,4:00,4:00,6:46,6:35
2011-12-13-UA-2945-PHL-CLT,12:00,2:12,1:45,1:36
2011-12-13-UA-6273-YYC-SFO,7:35,7:24,9:43,9:06
2011-12-13-UA-2314-ATL-PHL,2:55,2:55,5:00,4:46
2011-12-13-UA-382-IAD-LAX,12:30,12:29,3:19,3:14
2011-12-13-UA-382-IAD-LAX,12:30,12:29,3:19,3:28
2011-12-13-UA-854-SFO-IAH,7:53,7:48,1:39,1:31
2011-12-13-CO-1586-IAH-MCO,7:00,7:04,10:15,10:13
2011-12-13-CO-1694-LAX-IAH,7:15,7:15,12:21,12:21
2011-12-13-CO-4888-IAH-DAL,5:30,5:30,6:40,6:40
2011-12-13-CO-1088-CLE-IAH,8:40,8:37,10:54,10:51
2011-12-13-CO-16-LAX-EWR,10:25,10:25,6:44,6:10
2011-12-13-CO-58-DEN-IAH,11:25,11:58,2:50,3:26
2011-12-13-CO-1193-EWR-MCO,9:15,9:14,12:18,12:08
2011-12-13-CO-1023-IAH-DEN,11:40,11:40,1:17,12:55
2011-12-13-CO-1250-MIA-IAH,2:53,2:52,4:45,4:41
2011-12-13-CO-62-IAH-EWR,2:30,2:33,7:03,7:05
2011-12-13-CO-52-IAH-LAX,7:35,7:44,9:21,9:29
2011-12-13-CO-1614-LAX-IAH,12:30,12:54,5:35,5:43
2011-12-13-CO-89-IAH-EWR,6:00,5:54,10:20,10:11
2011-12-13-CO-1090-BOS-IAH,9:45,9:45,1:16,1:11
2011-12-13-CO-45-EWR-MIA,4:00,4:23,7:05,7:02
2011-12-13-CO-63-EWR-IAH,5:25,5:28,8:22,8:43
2011-12-13-CO-50-CLE-EWR,2:55,2:48,4:49,4:33
2011-12-13-CO-1561-PHX-IAH,8:05,8:05,11:35,11:34
2011-12-13-CO-47-IAH-LAX,7:10,7:18,8:56,8:46
2011-12-14-AA-1221-MCO-ORD,8:00,8:36,9:50,10:27
2011-12-14-AA-4307-ORD-DTW,6:45,6:45,9:10,9:17
2011-12-14-AA-616-DFW-DTW,9:05,9:01,12:35,12:31
2011-12-14-AA-431-MIA-SFO,8:35,8:30,11:50,11:24
2011-12-14-AA-3756-ORD-SLC,12:15,12:57,2:45,3:09
2011-12-14-AA-2050-ORD-MIA,10:40,10:57,2:45,2:44
2011-12-14-AA-3804-PHL-ORD,2:35,3:06,4:05,5:09
2011-12-14-AA-1664-MIA-ATL,10:15,11:49,12:10,1:48
2011-12-14-AA-789-ORD-DEN,1:05,2:12,2:35,3:56
2011-12-14-AA-1733-ORD-PHX,7:45,December 14; 2011     ,10:30,December 14; 2011     
2011-12-14-AA-1733-ORD-PHX,7:45,9:04,10:30,December 14; 2011     
2011-12-14-AA-4277-CVG-JFK,12:10,12:01,2:15,2:02
2011-12-14-AA-2312-DFW-DTW,8:25,December 14; 2011     ,11:50,December 14; 2011     
2011-12-14-AA-85-JFK-SFO,3:05,3:54,6:30,7:14
2011-12-14-AA-404-MIA-MCO,6:45,6:43,7:45,7:37
2011-12-14-AA-446-DFW-PHL,11:50,11:50,3:50,3:55
2011-12-14-AA-2268-PHX-ORD,7:15,7:43,11:35,11:59
2011-12-14-AA-4344-ORD-DTW,11:45,12:10,2:00,2:52
2011-12-14-AA-484-DFW-MIA,4:15,4:15,7:55,7:52
2011-12-14-AA-3979-CVG-ORD,7:30,7:27,8:00,8:19
2011-12-14-AA-3063-SLC-LAX,8:20,8:23,9:20,December 14; 2011     
2011-12-14-AA-3859-IAH-ORD,7:10,7:30,9:40,10:10
2011-12-14-AA-3842-MSP-ORD,6:00,5:59,7:30,7:38
2011-12-14-AA-1544-SAN-ORD,11:25,11:47,5:25,5:46
2011-12-14-AA-649-ORD-SNA,1:30,December 14; 2011     ,3:50,December 14; 2011     
2011-12-14-AA-1640-MIA-MCO,6:30,December 14; 2011     ,7:25,December 14; 2011     
2011-12-14-AA-518-MIA-JFK,6:30,6:29,9:15,9:22
2011-12-14-AA-2525-DFW-MIA,7:25,7:26,11:10,11:00
2011-12-14-AA-1279-DFW-PHX,1:00,12:59,2:35,2:43
2011-12-14-AA-1522-SFO-ORD,11:55,December 14; 2011     ,5:50,December 15; 2011     
2011-12-14-AA-1434-DFW-MCO,7:15,7:16,10:35,10:41
2011-12-14-AA-59-JFK-SFO,7:10,7:07,10:45,10:45
2011-12-14-AA-415-BOS-ORD,8:35,9:07,10:40,11:05
2011-12-14-AA-222-LAX-BOS,7:10,7:03,3:30,3:09
2011-12-14-AA-3823-LAX-DEN,9:00,December 14; 2011     ,12:15,December 15; 2011     
2011-12-14-AA-1165-JFK-MIA,6:59,6:51,10:34,10:00
2011-12-14-AA-3786-IAH-ORD,4:00,5:26,6:40,7:53
2011-12-14-AA-4330-CVG-ORD,,December 14; 2011     ,,December 14; 2011     
2011-12-14-AA-3468-CVG-MIA,7:00,7:00,9:55,9:21
2011-12-14-AA-204-LAX-MCO,11:25,December 14; 2011     ,6:55,December 15; 2011     
2011-12-14-AA-466-IAH-MIA,6:00,5:57,9:20,9:10
2011-12-14-AA-3-JFK-LAX,12:00,11:58,3:15,3:16
2011-12-14-AA-1007-MIA-PHX,4:55,6:19,8:05,December 14; 2011     
2011-12-14-AA-271-MIA-LAX,11:35,11:37,2:25,2:22
2011-12-14-AA-643-MIA-ORD,7:10,7:19,9:35,10:00
2011-12-14-AA-4198-ORD-CLE,10:40,11:52,12:55,2:04
2011-12-14-AA-400-DFW-JFK,10:40,10:42,2:59,2:49
2011-12-14-AA-1886-BOS-MIA,10:45,10:49,2:20,2:00
2011-12-14-AA-1917-JFK-MCO,2:55,3:02,5:55,5:37
2011-12-14-AA-3809-PHX-LAX,6:00,5:58,6:40,6:18
2011-12-14-AA-2957-DFW-CVG,7:55,7:53,11:05,10:57
2011-12-14-UA-1500-IAH-GUA,8:55,9:14,11:45,12:04
2011-12-14-UA-3515-IAD-MSP,8:22,8:17,10:13,10:15
2011-12-14-UA-664-ORD-PHL,1:33,1:27,4:31,4:15
2011-12-14-UA-414-LAX-SFO,6:00,5:59,7:23,7:20
2011-12-14-UA-257-JFK-SFO,2:30,2:22,6:15,5:31
2011-12-14-UA-62-IAH-EWR,2:30,2:31,7:03,6:45
2011-12-14-UA-843-LAX-ORD,1:55,2:21,7:53,8:26
2011-12-14-UA-248-PHX-ORD,12:57,12:57,5:15,5:03
2011-12-14-UA-248-PHX-ORD,12:57,12:57,5:15,5:20
2011-12-14-UA-397-JFK-SFO,8:00,7:55,11:55,11:04
2011-12-14-UA-2704-DTW-PHX,11:15,11:15,1:40,1:44
2011-12-14-UA-2515-DFW-CLT,7:05,7:05,10:31,10:19
2011-12-14-UA-3373-IAD-PHL,8:29,8:32,9:24,9:24
2011-12-14-UA-2906-PHL-MCO,3:50,3:56,6:23,6:12
2011-12-14-UA-938-DEN-ORD,4:16,4:34,7:35,8:00
2011-12-14-UA-3099-PHX-PHL,11:55,11:55,6:17,5:59
2011-12-14-UA-3925-IAD-ORF,8:42,8:32,9:55,9:35
2011-12-14-UA-5487-SFO-MRY,10:39,10:32,11:19,11:35
2011-12-14-UA-3050-PHX-CLT,11:05,11:05,4:57,4:50
2011-12-14-UA-828-SFO-ORD,11:13,11:13,5:16,5:16
2011-12-14-UA-2830-MCO-CLT,3:27,3:27,5:05,5:00
2011-12-14-UA-37-EDI-EWR,9:05,9:01,11:53,11:11
2011-12-14-UA-2708-EWR-CLT,2:55,2:55,4:53,4:46
2011-12-14-UA-233-LAX-JFK,4:25,4:25,12:29,12:29
2011-12-14-UA-2726-FLL-PHL,4:00,4:00,6:46,6:42
2011-12-14-UA-2945-PHL-CLT,12:00,4:11,1:45,1:30
2011-12-14-UA-6273-YYC-SFO,7:35,7:30,9:43,8:57
2011-12-14-UA-2314-ATL-PHL,2:55,3:00,5:00,4:48
2011-12-14-UA-382-IAD-LAX,12:30,12:27,3:19,2:53
2011-12-14-UA-382-IAD-LAX,12:30,12:27,3:19,3:05
2011-12-14-UA-858-PVG-SFO,1:45,1:40,8:27,7:46
2011-12-14-UA-854-SFO-IAH,7:53,7:50,1:39,1:25
2011-12-14-CO-1586-IAH-MCO,7:00,7:29,10:15,10:48
2011-12-14-CO-4888-IAH-DAL,5:30,5:30,6:40,6:40
2011-12-14-CO-1088-CLE-IAH,8:40,8:34,10:54,10:46
2011-12-14-CO-16-LAX-EWR,10:25,10:27,6:44,6:34
2011-12-14-CO-58-DEN-IAH,11:25,11:32,2:50,2:57
2011-12-14-CO-1193-EWR-MCO,9:15,9:14,12:18,11:59
2011-12-14-CO-1023-IAH-DEN,11:40,11:41,1:17,12:52
2011-12-14-CO-1250-MIA-IAH,2:53,2:51,4:45,4:37
2011-12-14-CO-62-IAH-EWR,2:30,2:31,7:03,6:45
2011-12-14-CO-52-IAH-LAX,7:35,7:40,9:21,9:23
2011-12-14-CO-1614-LAX-IAH,12:30,12:32,5:35,5:18
2011-12-14-CO-89-IAH-EWR,6:00,5:57,10:20,10:27
2011-12-14-CO-1090-BOS-IAH,9:45,9:41,1:16,12:43
2011-12-14-CO-45-EWR-MIA,4:00,3:57,7:05,6:53
2011-12-14-CO-63-EWR-IAH,5:25,6:20,8:22,9:09
2011-12-14-CO-50-CLE-EWR,2:55,3:01,4:49,4:40
2011-12-14-CO-1561-PHX-IAH,8:05,8:21,11:35,11:46
2011-12-14-CO-47-IAH-LAX,7:10,7:11,8:56,8:44
2011-12-15-AA-643-MIA-ORD,7:10,7:08,9:35,9:18
2011-12-15-AA-1640-MIA-MCO,6:30,December 15; 2011     ,7:25,December 15; 2011     
2011-12-15-AA-466-IAH-MIA,6:00,6:01,9:20,9:17
2011-12-15-AA-2312-DFW-DTW,8:25,December 15; 2011     ,11:50,December 15; 2011     
2011-12-15-AA-3823-LAX-DEN,9:00,December 15; 2011     ,12:15,December 16; 2011     
2011-12-15-AA-404-MIA-MCO,6:45,6:41,7:45,7:43
2011-12-15-AA-3979-CVG-ORD,7:30,7:25,8:00,7:39
2011-12-15-AA-649-ORD-SNA,1:30,December 15; 2011     ,3:50,December 15; 2011     
2011-12-15-AA-3859-IAH-ORD,7:10,7:09,9:40,9:27
2011-12-15-AA-1522-SFO-ORD,11:55,December 15; 2011     ,5:50,December 16; 2011     
2011-12-15-AA-3842-MSP-ORD,6:00,5:59,7:30,7:42
2011-12-15-AA-3809-PHX-LAX,6:00,6:49,6:40,7:11
2011-12-15-AA-1434-DFW-MCO,7:15,7:20,10:35,10:43
2011-12-15-AA-204-LAX-MCO,11:25,December 15; 2011     ,6:55,December 16; 2011     
2011-12-15-UA-1500-IAH-GUA,8:50,9:15,11:43,12:32
2011-12-15-UA-828-SFO-ORD,11:13,11:13,5:16,5:16
2011-12-15-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-15-UA-3373-IAD-PHL,8:30,8:41,9:25,9:38
2011-12-15-UA-248-PHX-ORD,12:52,12:52,5:13,5:08
2011-12-15-UA-414-LAX-SFO,6:00,5:54,7:26,7:46
2011-12-15-CO-52-IAH-LAX,7:35,7:34,9:30,9:31
2011-12-15-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-15-CO-1614-LAX-IAH,12:30,12:52,5:36,5:50
2011-12-16-AA-1221-MCO-ORD,8:00,7:58,9:50,9:41
2011-12-16-AA-4307-ORD-DTW,6:45,6:42,9:10,9:00
2011-12-16-AA-616-DFW-DTW,9:05,9:10,12:35,12:38
2011-12-16-AA-431-MIA-SFO,8:35,8:31,11:50,11:07
2011-12-16-AA-3756-ORD-SLC,12:15,12:19,2:45,2:41
2011-12-16-AA-2050-ORD-MIA,,December 16; 2011     ,,December 16; 2011     
2011-12-16-AA-3804-PHL-ORD,2:35,2:25,4:05,3:42
2011-12-16-AA-1664-MIA-ATL,10:15,10:17,12:10,12:11
2011-12-16-AA-789-ORD-DEN,1:05,1:04,2:35,2:28
2011-12-16-AA-1733-ORD-PHX,7:45,7:48,10:30,December 16; 2011     
2011-12-16-AA-4277-CVG-JFK,12:10,12:08,2:15,1:42
2011-12-16-AA-2312-DFW-DTW,8:25,December 16; 2011     ,11:50,December 16; 2011     
2011-12-16-AA-85-JFK-SFO,3:05,3:04,6:30,6:31
2011-12-16-AA-404-MIA-MCO,6:45,6:42,7:45,7:56
2011-12-16-AA-446-DFW-PHL,11:50,11:51,3:50,3:34
2011-12-16-AA-2268-PHX-ORD,7:15,7:16,11:35,11:28
2011-12-16-AA-4344-ORD-DTW,11:45,11:45,2:00,1:51
2011-12-16-AA-484-DFW-MIA,4:15,5:00,7:55,9:05
2011-12-16-AA-3979-CVG-ORD,7:30,7:51,8:00,8:02
2011-12-16-AA-3063-SLC-LAX,8:20,8:21,9:20,December 16; 2011     
2011-12-16-AA-3859-IAH-ORD,7:10,7:05,9:40,9:26
2011-12-16-AA-3842-MSP-ORD,6:00,5:56,7:30,7:35
2011-12-16-AA-1544-SAN-ORD,11:25,11:16,5:25,5:16
2011-12-16-AA-649-ORD-SNA,1:30,December 16; 2011     ,3:50,December 16; 2011     
2011-12-16-AA-1640-MIA-MCO,6:30,December 16; 2011     ,7:25,December 16; 2011     
2011-12-16-AA-518-MIA-JFK,6:30,6:27,9:15,9:03
2011-12-16-AA-2525-DFW-MIA,7:25,7:23,11:10,11:08
2011-12-16-AA-1279-DFW-PHX,1:00,1:08,2:35,2:46
2011-12-16-AA-1522-SFO-ORD,11:55,December 16; 2011     ,5:50,December 17; 2011     
2011-12-16-AA-1434-DFW-MCO,7:15,7:13,10:35,10:33
2011-12-16-AA-59-JFK-SFO,7:10,7:08,10:45,10:38
2011-12-16-AA-415-BOS-ORD,8:35,8:33,10:40,10:34
2011-12-16-AA-222-LAX-BOS,7:10,7:08,3:30,3:29
2011-12-16-AA-3823-LAX-DEN,9:00,December 16; 2011     ,12:15,December 17; 2011     
2011-12-16-AA-1165-JFK-MIA,6:59,7:25,10:34,10:47
2011-12-16-AA-3786-IAH-ORD,4:00,3:53,6:40,6:12
2011-12-16-AA-4330-CVG-ORD,3:35,3:33,4:00,3:41
2011-12-16-AA-3468-CVG-MIA,7:00,7:01,9:55,9:41
2011-12-16-AA-204-LAX-MCO,11:25,December 16; 2011     ,6:55,December 17; 2011     
2011-12-16-AA-466-IAH-MIA,6:00,5:58,9:20,9:22
2011-12-16-AA-3-JFK-LAX,12:00,11:58,3:15,2:56
2011-12-16-AA-1007-MIA-PHX,4:55,5:09,8:05,8:06
2011-12-16-AA-271-MIA-LAX,11:35,11:47,2:25,2:10
2011-12-16-AA-643-MIA-ORD,7:10,7:11,9:35,9:23
2011-12-16-AA-4198-ORD-CLE,10:40,10:40,12:55,12:42
2011-12-16-AA-400-DFW-JFK,10:40,10:47,2:59,2:43
2011-12-16-AA-1886-BOS-MIA,10:45,11:16,2:20,2:41
2011-12-16-AA-1917-JFK-MCO,2:55,2:54,5:55,5:42
2011-12-16-AA-3809-PHX-LAX,6:00,6:00,6:40,6:17
2011-12-16-AA-2957-DFW-CVG,7:55,7:47,11:05,10:51
2011-12-16-UA-1500-IAH-GUA,8:50,9:10,11:43,12:17
2011-12-16-UA-3515-IAD-MSP,8:19,8:21,10:09,10:18
2011-12-16-UA-664-ORD-PHL,1:35,1:31,4:38,4:18
2011-12-16-UA-414-LAX-SFO,6:00,6:35,7:26,8:04
2011-12-16-UA-257-JFK-SFO,2:30,2:30,6:14,5:48
2011-12-16-UA-62-IAH-EWR,2:30,2:35,7:03,7:02
2011-12-16-UA-843-LAX-ORD,2:10,2:27,8:12,8:17
2011-12-16-UA-248-PHX-ORD,12:52,12:52,5:13,5:07
2011-12-16-UA-248-PHX-ORD,12:52,1:00,5:13,5:12
2011-12-16-UA-397-JFK-SFO,8:25,8:20,12:14,11:49
2011-12-16-UA-2704-DTW-PHX,11:15,11:15,1:40,1:27
2011-12-16-UA-2515-DFW-CLT,7:00,7:00,10:26,10:13
2011-12-16-UA-3373-IAD-PHL,8:30,8:26,9:25,9:19
2011-12-16-UA-2906-PHL-MCO,3:50,3:50,6:23,6:15
2011-12-16-UA-938-DEN-ORD,3:54,3:56,7:17,7:14
2011-12-16-UA-3099-PHX-PHL,11:55,11:55,6:17,5:47
2011-12-16-UA-3925-IAD-ORF,8:42,8:42,9:55,9:58
2011-12-16-UA-5487-SFO-MRY,10:37,11:05,11:24,11:45
2011-12-16-UA-3050-PHX-CLT,11:05,11:30,4:57,5:16
2011-12-16-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
2011-12-16-UA-2830-MCO-CLT,3:27,3:27,5:05,4:59
2011-12-16-UA-37-EWR-MCO,1:30,2:44,4:23,5:42
2011-12-16-UA-37-EDI-EWR,9:05,9:23,11:53,12:18
2011-12-16-UA-2708-EWR-CLT,2:55,3:35,4:53,5:42
2011-12-16-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-16-UA-2726-FLL-PHL,4:00,4:00,6:46,6:25
2011-12-16-UA-2945-PHL-CLT,12:00,3:11,1:45,1:39
2011-12-16-UA-6273-YYC-SFO,7:45,7:42,9:53,9:19
2011-12-16-UA-2314-ATL-PHL,2:55,2:55,5:00,4:47
2011-12-16-UA-382-IAD-LAX,12:20,12:19,3:08,2:38
2011-12-16-UA-382-IAD-LAX,12:20,12:19,3:08,2:33
2011-12-16-UA-858-PVG-SFO,1:45,1:42,8:27,8:11
2011-12-16-UA-854-SFO-IAH,7:35,7:36,1:30,1:23
2011-12-16-CO-1586-IAH-MCO,7:00,7:06,10:12,10:35
2011-12-16-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-16-CO-1088-CLE-IAH,8:35,8:38,10:55,10:57
2011-12-16-CO-16-LAX-EWR,10:25,11:01,6:39,7:10
2011-12-16-CO-58-DEN-IAH,11:30,11:32,2:56,2:47
2011-12-16-CO-1193-EWR-MCO,9:35,9:42,12:36,12:55
2011-12-16-CO-1023-IAH-DEN,11:40,11:42,1:20,1:26
2011-12-16-CO-1250-MIA-IAH,2:49,3:25,4:50,5:08
2011-12-16-CO-62-IAH-EWR,2:30,2:35,7:03,7:02
2011-12-16-CO-52-IAH-LAX,7:35,8:20,9:30,10:01
2011-12-16-CO-1614-LAX-IAH,12:30,1:00,5:36,5:58
2011-12-16-CO-89-IAH-EWR,6:00,6:05,10:20,10:39
2011-12-16-CO-1090-BOS-IAH,9:50,9:48,1:20,1:34
2011-12-16-CO-45-EWR-MIA,3:50,4:07,7:05,7:10
2011-12-16-CO-63-EWR-IAH,5:25,5:26,8:30,8:47
2011-12-16-CO-50-CLE-EWR,2:55,4:37,4:53,6:01
2011-12-16-CO-1561-PHX-IAH,8:05,8:04,11:37,11:40
2011-12-16-CO-47-IAH-LAX,7:10,7:16,9:06,9:03
2011-12-17-AA-1221-MCO-ORD,8:00,7:52,9:50,9:54
2011-12-17-AA-4307-ORD-DTW,8:05,8:26,10:20,10:35
2011-12-17-AA-616-DFW-DTW,9:05,9:30,12:35,12:55
2011-12-17-AA-431-MIA-SFO,8:35,8:34,11:50,11:11
2011-12-17-AA-3756-ORD-SLC,12:15,12:15,2:45,2:24
2011-12-17-AA-2050-ORD-MIA,10:40,10:56,2:45,3:08
2011-12-17-AA-3804-PHL-ORD,2:35,3:55,4:05,5:00
2011-12-17-AA-1664-MIA-ATL,10:15,10:13,12:10,11:57
2011-12-17-AA-789-ORD-DEN,1:05,1:03,2:35,2:30
2011-12-17-AA-1733-ORD-PHX,7:45,8:32,10:30,December 17; 2011     
2011-12-17-AA-1733-ORD-PHX,7:45,8:32,10:30,December 17; 2011     
2011-12-17-AA-4277-CVG-JFK,12:10,12:00,2:15,1:48
2011-12-17-AA-2312-DFW-DTW,8:25,December 17; 2011     ,11:50,December 17; 2011     
2011-12-17-AA-85-JFK-SFO,3:05,3:07,6:30,6:15
2011-12-17-AA-404-MIA-MCO,6:45,6:40,7:45,7:41
2011-12-17-AA-446-DFW-PHL,11:50,12:04,3:50,3:57
2011-12-17-AA-2268-PHX-ORD,7:15,7:08,11:35,11:36
2011-12-17-AA-4344-ORD-DTW,11:45,12:13,2:00,2:25
2011-12-17-AA-484-DFW-MIA,4:15,4:14,7:55,7:55
2011-12-17-AA-3979-CVG-ORD,7:30,7:22,8:00,8:18
2011-12-17-AA-3063-SLC-LAX,8:20,8:35,9:20,December 17; 2011     
2011-12-17-AA-3859-IAH-ORD,7:10,7:07,9:40,10:33
2011-12-17-AA-3842-MSP-ORD,6:00,6:00,7:30,7:45
2011-12-17-AA-1544-SAN-ORD,11:25,12:20,5:25,6:19
2011-12-17-AA-649-ORD-SNA,1:30,December 17; 2011     ,3:50,December 17; 2011     
2011-12-17-AA-1640-MIA-MCO,6:30,December 17; 2011     ,7:25,December 17; 2011     
2011-12-17-AA-518-MIA-JFK,6:30,6:25,9:15,9:07
2011-12-17-AA-2525-DFW-MIA,7:25,7:19,11:10,11:02
2011-12-17-AA-1279-DFW-PHX,1:00,1:17,2:35,2:55
2011-12-17-AA-1522-SFO-ORD,11:55,December 17; 2011     ,5:50,December 18; 2011     
2011-12-17-AA-1434-DFW-MCO,7:15,7:13,10:35,10:33
2011-12-17-AA-59-JFK-SFO,7:10,7:09,10:45,10:32
2011-12-17-AA-415-BOS-ORD,8:35,8:29,10:40,10:12
2011-12-17-AA-222-LAX-BOS,7:10,7:10,3:30,3:44
2011-12-17-AA-3823-LAX-DEN,9:00,December 17; 2011     ,12:15,December 18; 2011     
2011-12-17-AA-1165-JFK-MIA,6:59,6:59,10:34,10:10
2011-12-17-AA-3786-IAH-ORD,4:00,3:58,6:40,6:37
2011-12-17-AA-4330-CVG-ORD,3:35,4:38,4:00,4:44
2011-12-17-AA-3468-CVG-MIA,7:00,6:51,9:55,9:33
2011-12-17-AA-204-LAX-MCO,11:25,December 17; 2011     ,6:55,December 18; 2011     
2011-12-17-AA-466-IAH-MIA,6:00,5:57,9:20,9:16
2011-12-17-AA-3-JFK-LAX,12:00,11:57,3:15,2:40
2011-12-17-AA-1007-MIA-PHX,4:55,4:44,8:05,7:50
2011-12-17-AA-271-MIA-LAX,11:35,11:42,2:25,2:19
2011-12-17-AA-643-MIA-ORD,7:10,7:09,9:35,9:50
2011-12-17-AA-4198-ORD-CLE,10:40,12:27,12:55,2:49
2011-12-17-AA-400-DFW-JFK,10:40,10:41,2:59,2:38
2011-12-17-AA-1886-BOS-MIA,10:45,10:45,2:20,2:08
2011-12-17-AA-1917-JFK-MCO,2:55,4:04,5:55,7:08
2011-12-17-AA-3809-PHX-LAX,6:00,5:54,6:40,6:13
2011-12-17-AA-2957-DFW-CVG,7:55,7:50,11:05,10:52
2011-12-17-UA-1500-IAH-GUA,8:50,9:08,11:43,11:43
2011-12-17-UA-3515-IAD-MSP,8:15,8:44,10:05,10:33
2011-12-17-UA-664-ORD-PHL,1:35,1:41,4:38,4:41
2011-12-17-UA-414-LAX-SFO,6:00,5:50,7:26,7:20
2011-12-17-UA-257-JFK-SFO,2:30,3:08,6:14,6:23
2011-12-17-UA-62-IAH-EWR,2:30,2:32,6:52,6:41
2011-12-17-UA-843-LAX-ORD,2:18,2:27,8:20,8:27
2011-12-17-UA-248-PHX-ORD,12:52,12:52,5:12,5:12
2011-12-17-UA-248-PHX-ORD,12:52,1:00,5:12,5:20
2011-12-17-UA-397-JFK-SFO,8:25,8:19,12:14,11:30
2011-12-17-UA-2704-DTW-PHX,11:15,11:26,1:40,1:49
2011-12-17-UA-3373-IAD-PHL,8:30,8:28,9:25,9:12
2011-12-17-UA-2906-PHL-MCO,3:50,3:50,6:23,6:16
2011-12-17-UA-938-DEN-ORD,3:54,3:59,7:17,7:25
2011-12-17-UA-3099-PHX-PHL,11:55,11:55,6:17,6:11
2011-12-17-UA-3925-IAD-ORF,8:42,8:35,9:55,9:33
2011-12-17-UA-5487-SFO-MRY,10:37,10:42,11:24,11:22
2011-12-17-UA-3050-PHX-CLT,11:05,11:05,4:57,4:42
2011-12-17-UA-828-SFO-ORD,11:07,11:07,5:10,5:10
2011-12-17-UA-2830-MCO-CLT,3:27,3:27,5:05,5:02
2011-12-17-UA-37-EWR-MCO,1:29,2:00,4:25,4:52
2011-12-17-UA-37-EDI-EWR,9:05,9:22,11:53,12:14
2011-12-17-UA-2708-EWR-CLT,2:55,2:55,4:53,4:37
2011-12-17-UA-2726-FLL-PHL,4:00,4:00,6:46,6:28
2011-12-17-UA-2945-PHL-CLT,12:00,8:11,1:45,1:31
2011-12-17-UA-6273-YYC-SFO,7:45,8:11,9:53,9:51
2011-12-17-UA-2314-ATL-PHL,2:55,3:13,5:00,5:10
2011-12-17-UA-382-IAD-LAX,12:20,12:29,3:08,2:50
2011-12-17-UA-382-IAD-LAX,12:20,12:29,3:08,3:10
2011-12-17-UA-858-PVG-SFO,1:45,1:35,8:27,7:52
2011-12-17-UA-854-SFO-IAH,7:35,7:38,1:30,1:36
2011-12-17-CO-1586-IAH-MCO,7:00,6:58,10:15,10:02
2011-12-17-CO-1088-CLE-IAH,8:40,8:39,10:53,10:39
2011-12-17-CO-16-LAX-EWR,10:25,10:29,6:39,6:55
2011-12-17-CO-58-DEN-IAH,11:33,11:44,2:59,2:51
2011-12-17-CO-1193-EWR-MCO,9:29,9:47,12:25,12:47
2011-12-17-CO-1023-IAH-DEN,11:31,12:31,1:14,1:54
2011-12-17-CO-1250-MIA-IAH,2:45,2:42,4:46,4:36
2011-12-17-CO-62-IAH-EWR,2:30,2:32,6:52,6:41
2011-12-17-CO-52-IAH-LAX,7:35,7:40,9:30,9:09
2011-12-17-CO-1614-LAX-IAH,12:30,12:47,5:36,5:59
2011-12-17-CO-89-IAH-EWR,6:00,6:41,10:20,10:34
2011-12-17-CO-1090-BOS-IAH,9:45,9:44,1:15,1:07
2011-12-17-CO-45-EWR-MIA,3:50,3:48,6:57,6:56
2011-12-17-CO-63-EWR-IAH,5:25,5:38,8:30,8:20
2011-12-17-CO-1561-PHX-IAH,7:30,7:28,11:00,10:55
2011-12-18-AA-1221-MCO-ORD,8:00,7:52,9:50,9:46
2011-12-18-AA-4307-ORD-DTW,6:45,6:39,9:10,8:55
