tupleid,attribute,correct_value,
129976,address,2032-2034 W DEVON AVE ,
129981,dbaname,ILLINOIS SPORTSERVICE INC.,
130002,dbaname,ILLINOIS SPORTSERVICE INC.,
130003,dbaname,ILLINOIS SPORTSERVICE INC.,
130005,facilitytype,Restaurant,
130005,dbaname,ILLINOIS SPORTSERVICE INC,
130025,facilitytype,Restaurant,
130025,dbaname,ILLINOIS SPORTSERVICE INC,
130058,facilitytype,COMMISSARY,
130058,dbaname,ILLINOIS SPORTSERVICE INC,
130065,dbaname,ILLINOIS SPORTSERVICE INC.,
130066,dbaname,ILLINOIS SPORTSERVICE INC.,
130068,facilitytype,Restaurant,
130068,dbaname,ILLINOIS SPORTSERVICE INC,
130075,facilitytype,Restaurant,
130075,dbaname,ILLINOIS SPORTSERVICE INC,
130077,facilitytype,Restaurant,
130077,dbaname,ILLINOIS SPORTSERVICE INC,
130080,dbaname,ILLINOIS SPORTSERVICE INC,
130082,dbaname,ILLINOIS SPORTSERVICE INC,
130083,facilitytype,COMMISSARY,
130083,dbaname,ILLINOIS SPORTSERVICE INC,
130084,dbaname,ILLINOIS SPORTSERVICE INC,
130085,dbaname,ILLINOIS SPORTSERVICE INC,
130086,facilitytype,Restaurant,
130086,dbaname,ILLINOIS SPORTSERVICE INC,
130087,dbaname,ILLINOIS SPORTSERVICE INC,
130093,dbaname,ILLINOIS SPORTSERVICE INC,
130093,address,333 W 35TH ST ,
130094,dbaname,ILLINOIS SPORTSERVICE INC.,
130095,dbaname,ILLINOIS SPORTSERVICE INC,
130095,address,333 W 35TH ST ,
130096,dbaname,ILLINOIS SPORTSERVICE INC,
130096,address,333 W 35TH ST ,
130098,facilitytype,Restaurant,
130098,dbaname,ILLINOIS SPORTSERVICE INC,
130098,address,333 W 35TH ST ,
130102,facilitytype,Restaurant,
130102,dbaname,ILLINOIS SPORTSERVICE INC,
130103,dbaname,ILLINOIS SPORTSERVICE INC,
130103,address,333 W 35TH ST ,
130105,dbaname,ILLINOIS SPORTSERVICE INC.,
130106,dbaname,ILLINOIS SPORTSERVICE INC,
130106,address,333 W 35TH ST ,
130107,facilitytype,Restaurant,
130107,dbaname,ILLINOIS SPORTSERVICE INC,
130107,address,333 W 35TH ST ,
130109,dbaname,ILLINOIS SPORTSERVICE INC,
130109,address,333 W 35TH ST ,
130113,dbaname,ILLINOIS SPORTSERVICE INC,
130113,address,333 W 35TH ST ,
130115,dbaname,ILLINOIS SPORTSERVICE INC,
130115,address,333 W 35TH ST ,
130117,dbaname,ILLINOIS SPORTSERVICE INC,
130117,address,333 W 35TH ST ,
130119,dbaname,ILLINOIS SPORTSERVICE INC,
130119,address,333 W 35TH ST ,
130125,dbaname,ILLINOIS SPORTSERVICE INC,
130125,address,333 W 35TH ST ,
130129,dbaname,ILLINOIS SPORTSERVICE INC,
130129,address,333 W 35TH ST ,
130131,facilitytype,Restaurant,
130131,dbaname,ILLINOIS SPORTSERVICE INC,
130131,address,333 W 35TH ST ,
130133,dbaname,ILLINOIS SPORTSERVICE INC,
130133,address,333 W 35TH ST ,
130135,dbaname,ILLINOIS SPORTSERVICE INC,
130135,address,333 W 35TH ST ,
130137,facilitytype,Restaurant,
130137,dbaname,ILLINOIS SPORTSERVICE INC,
130137,address,333 W 35TH ST ,
130143,dbaname,ILLINOIS SPORTSERVICE INC,
130143,address,333 W 35TH ST ,
130144,facilitytype,Restaurant,
130144,dbaname,ILLINOIS SPORTSERVICE INC,
130144,address,333 W 35TH ST ,
130149,dbaname,ILLINOIS SPORTSERVICE INC,
130149,address,333 W 35TH ST ,
130160,dbaname,"MONTESSORI ACADEMY OF CHICAGO I, LLC",
130175,dbaname,"MONTESSORI ACADEMY OF CHICAGO I, LLC",
130239,address,2401-2405 W DEVON AVE,
130239,address,2401-2405 W DEVON AVE,
130283,address,2637 S THROOP ST ,
130401,address,2827-2831 N BROADWAY,
130414,dbaname,TAYLOR TOTS CHILD DEVELOPMENT,
130688,address,333 S STATE ST,
130688,facilitytype,CANDY/GELATO,
130688,dbaname,GIOIA CANDY,
130781,dbaname,EX LIBRIS SCIENCE DIGEST COFFEE,
130869,facilitytype,Children's Services Facility,
130890,facilitytype,Grocery Store,
130902,address,6319 S DR. MARTIN LUTHER KING JR DR ,
130939,address,5133 W NORTH AVE ,
130951,address,6319 S DR. MARTIN LUTHER KING JR DR ,
130952,address,2637 S THROOP ST ,
130954,address,2637 S THROOP ST ,
130958,address,2637 S THROOP ST ,
131013,address,2637 S THROOP ST ,
131015,address,2637 S THROOP ST ,
131050,address,1938-1940 W DIVISION ST,
131081,address,2032-2034 W DEVON AVE,
131245,address,1825 W IRVING PARK,
131245,address,1825 W IRVING PARK,
131276,facilitytype,Restaurant,
131298,address,11601 W TOUHY AVE,
131358,address,5133 W NORTH AVE ,
131382,facilitytype,Long Term Care,
131484,facilitytype,Grocery Store,
131506,dbaname,JIM NOODLE & RICE,
131543,zip,60623,
131543,dbaname,SUN FOOD MART,
131583,facilitytype,Restaurant,
131593,address,1825 W IRVING PARK,
131618,address,2637 S THROOP ST ,
131636,facilitytype,Restaurant,
131686,address,900 N NORTH BRANCH ST ,
131694,facilitytype,Restaurant,
131696,facilitytype,School,
131696,address,900 N NORTH BRANCH ST ,
131771,address,900 N NORTH BRANCH ST ,
131772,address,900 N NORTH BRANCH ST ,
131802,facilitytype,School,
131802,facilitytype,School,
131802,address,900 N NORTH BRANCH ST,
131805,address,900 N NORTH BRANCH ST ,
131810,facilitytype,School,
131810,address,900 N NORTH BRANCH ST ,
131811,address,900 N NORTH BRANCH ST ,
131813,facilitytype,Mobile Food Dispenser,
131815,facilitytype,School,
131815,address,900 N NORTH BRANCH ST ,
131817,address,900 N NORTH BRANCH ST ,
131821,address,2032-2034 W DEVON AVE,
131824,facilitytype,School,
131824,address,900 N NORTH BRANCH ST ,
131832,address,900 N NORTH BRANCH ST ,
131835,facilitytype,School,
131835,address,900 N NORTH BRANCH ST ,
131837,dbaname,ALTGELD GARDENS DAYCARE,
131967,address,100 W RANDOLPH ST STE C-19,
131978,address,100 W RANDOLPH ST STE C-19,
132011,facilitytype,Restaurant,
132011,location,"(41.88222093835454, -87.626365167586)",
132013,facilitytype,Restaurant,
132013,facilitytype,Restaurant,
132014,facilitytype,Restaurant,
132017,location,"(41.88222093835454, -87.626365167586)",
132058,facilitytype,Grocery Store,
132058,location,"(41.88007510168006, -87.6324578753162)",
132061,location,"(41.88007510168006, -87.6324578753162)",
132065,location,"(41.85094352340354, -87.63182661076641)",
132162,location,"(41.736759925543325, -87.58884170140198)",
132234,facilitytype,School,
132234,facilitytype,School,
132234,city,Chicago,
132240,address,900 N NORTH BRANCH ST,
132277,zip,60608,
132283,location,"(41.85094352340354, -87.63182661076641)",
132386,facilitytype,Restaurant,
132461,address,2637 S THROOP ST ,
132467,address,2637 S THROOP ST ,
132468,address,2637 S THROOP ST ,
132481,address,2637 S THROOP ST ,
132489,address,3800-3804 N CLARK ST,
132500,address,2637 S THROOP ST,
132539,location,"(41.89319255965124, -87.62617281400281)",
132543,facilitytype,MOBILE FOOD,
132543,facilitytype,Mobile Food Dispenser,
132666,facilitytype,Restaurant,
132713,location,"(41.75074999598463, -87.6297922443189)",
132716,dbaname,GATEWAY NEWSTAND,
132736,facilitytype,Restaurant,
132793,facilitytype,Restaurant,
132795,facilitytype,Restaurant,
132795,facilitytype,Restaurant,
132809,facilitytype,Mobile Food Dispenser,
132817,facilitytype,Mobile Food Dispenser,
132842,address,1400-1402 W BELMONT AVE,
132842,address,1400-1402 W BELMONT AVE,
132852,facilitytype,Mobile Food Dispenser,
132919,facilitytype,Wholesale,
132966,facilitytype,Restaurant,
132966,location,"(41.89319255965124, -87.62617281400281)",
132981,dbaname,J'S VITAMINS & MORE,
133041,dbaname,ADLER SCHOOL INC,
133143,facilitytype,Grocery Store,
133166,facilitytype,Restaurant,
133166,facilitytype,Restaurant,
133167,facilitytype,Restaurant,
133167,facilitytype,Restaurant,
133170,facilitytype,Restaurant,
133172,facilitytype,Restaurant,
133182,facilitytype,Grocery Store,
133226,address,1400-1402 W BELMONT AVE,
133288,facilitytype,Restaurant,
133289,location,"(41.879391313239694, -87.62684825563626)",
133290,facilitytype,Restaurant,
133307,address,2 W 103RD ST,
133307,address,2 W 103RD ST,
133342,dbaname,HORIZON CAFE,
133410,address,958 - 960 W BELMONT AVE,
133422,address,3904 N CICERO,
133422,dbaname,HONG KONG CHINESE RESTAURANT,
133446,address,3800-3804 N CLARK ST,
133472,dbaname,OBAMA FOOD MART,
133488,address,958 - 960 W BELMONT AVE,
133504,dbaname,INDIE CAFE,
133505,facilitytype,Restaurant,
133506,facilitytype,Restaurant,
133514,address,3632-3640 N PULASKI RD,
133514,address,3632-3640 N PULASKI RD,
133551,dbaname,HALSTED FOODS,
133588,dbaname,HALSTED FOODS,
133604,dbaname,HORIZON CAFE,
133612,address,1800 E 79TH ST,
133612,dbaname,OBAMA FOOD MART,
133676,facilitytype,Grocery Store,
133676,dbaname,TAYLOR MADE DELI,
133707,zip,60623,
133755,dbaname,HALSTED FOODS,
133758,facilitytype,ICE CREAM SHOP,
133860,address,11919 S Avenue O AVE FRNT,
133860,address,11919 S Avenue O AVE FRNT,
133914,dbaname,OBAMA FOOD MART,
133937,facilitytype,Daycare (2 - 6 Years),
