akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
FRONT YARD JERK GRILLE,1632733,CHICAGO,IL,Pass,-87.62201579,41.76568233,20160304,Risk 1 (High),(41.76568232706353,2363188,Restaurant,74 E 71ST ST ,Complaint Re-Inspection,FRONT YARD JERK GRILLE,60619
CARNITAS DON RAFA,1632735,CHICAGO,IL,Pass w/ Conditions,-87.70387672,41.8093419,20160304,Risk 1 (High),(41.80934190042302,57160,Restaurant,4619 S KEDZIE AVE ,Complaint,CARNITAS DON RAFA INC,60632
BORINQUEN RESTAURANT,1632732,CHICAGO,IL,Fail,-87.75855584,41.93856566,20160304,Risk 1 (High),(41.938565657391784,2374757,Restaurant,5247-5249 W BELMONT AVE ,Canvass,BORINQUEN RESTAURANT,60641
SMOKEHOUSE RESTAURANT,1632731,CHICAGO,IL,Pass,-87.74138476,41.75466012,20160304,Risk 1 (High),(41.75466012439374,51951,Restaurant,7601 S CICERO AVE ,Canvass,SMOKEHOUSE RESTAURANT,60652
SPARTAN BROS,1632727,CHICAGO,IL,Pass,-87.80678967,42.01110982,20160304,Risk 1 (High),(42.011109822202236,50496,Grocery Store,7140 N HARLEM AVE ,Canvass,SPARTAN BROS.INC.,60631
SNAP KITCHEN,1575905,CHICAGO,IL,Pass,-87.64097946,41.8797819,20150922,Risk 3 (Low),(41.87978190254182,2427841,Grocery Store,125 S CLINTON ,License,SNAP KITCHEN,60661
SUBWAY SANDWICHES,1632725,CHICAGO,IL,Pass,-87.73053778,41.96810465,20160304,Risk 1 (High),(41.968104654363614,1249180,Restaurant,4101 W LAWRENCE AVE ,Canvass Re-Inspection,SUBWAY SANDWICHES,60630
Senor Pan,1632728,CHICAGO,IL,Pass,-87.74231826,41.92440234,20160304,Risk 1 (High),(41.92440234177882,2092973,Restaurant,4612 W FULLERTON AVE ,Canvass,Senor Pan Cafe Inc.,60639
KRISPY KRUNCHY CHICKEN,1632724,CHICAGO,IL,Pass w/ Conditions,-87.77195585,41.95322816,20160304,Risk 1 (High),(41.95322815649395,2304021,Restaurant,5800 W IRVING PARK RD ,Canvass Re-Inspection,IRVING PARK KKC,60634
ALOHA POKE,1632726,CHICAGO,IL,Pass,-87.64111967,41.88418751,20160304,Risk 1 (High),(41.884187507127805,2446532,Restaurant,131 N CLINTON ST ,License,ALOHA POKE LLC,60661
Ichiban Sushi Cafe,1653236,CHICAGO,IL,No Entry,-87.66264704,41.86943381,20160304,Risk 1 (High),(41.86943380987853,1980781,Restaurant,1422 W Taylor ST ,Complaint Re-Inspection,Ichiban Sushi Cafe,60607
FOREVER YOGURT,1632721,CHICAGO,IL,Fail,-87.67610192,41.91061792,20160304,Risk 2 (Medium),(41.910617923470866,2340693,Restaurant,1924 W NORTH AVE ,Complaint,FOREVER YOGURT,60622
Norwood Park Elementary School,1632666,CHICAGO,IL,Pass,-87.80299207,41.98818136,20160304,Risk 1 (High),(41.98818135794568,24711,School,5900 N Nina (7200W) ,Canvass,Norwood Park Elementary School,60631
PIZZA NOVA EXPRESS,1658263,CHICAGO,IL,Pass,-87.64079565,41.8163763,20160304,Risk 1 (High),(41.81637629811259,70313,Restaurant,558 W 43RD ST ,Canvass,PIZZA NOVA EXPRESS,60609
PARAMOUNT EVENTS,1632723,CHICAGO,IL,Pass,-87.67563716,41.88513125,20160304,Risk 1 (High),(41.885131245111296,2141324,Catering,1932 W LAKE ST ,Canvass,PARAMOUNT EVENTS,60612
FRIENDS SUSHI,1632722,CHICAGO,IL,Pass,-87.6256201,41.89532082,20160304,Risk 1 (High),(41.89532082029217,1797801,Restaurant,710 N RUSH ST ,Canvass,FRIENDS SUSHI,60611
MR. ELOTE,1632720,CHICAGO,IL,Pass,-87.74138476,41.75466012,20160304,Risk 1 (High),(41.75466012439374,2279261,Restaurant,7601 S CICERO AVE ,Canvass,MR. ELOTE,60652
SHOPHOUSE SOUTHEAST ASIAN KITCHEN,1683253,CHICAGO,IL,Pass,-87.62681985,41.87833792,20160304,Risk 1 (High),(41.87833791843214,2404903,Restaurant,24 E JACKSON BLVD ,Canvass,SHOPHOUSE SOUTHEAST ASIAN KITCHEN,60604
VIDA MARKET,1632718,CHICAGO,IL,Pass,-87.60493008,41.74553881,20160304,Risk 3 (Low),(41.745538810875715,2451450,Grocery Store,8207 S COTTAGE GROVE ,License Re-Inspection,VIDA MARKET,60619
THE MEATLOAF BAKERY,1632717,CHICAGO,IL,Out of Business,-87.64111967,41.88418751,20160304,Risk 1 (High),(41.884187507127805,2398460,Restaurant,131 N CLINTON ST ,Canvass,THE MEATLOAF BAKERY,60661
,1632543,CHICAGO,IL,Pass,-87.64111967,41.88418751,20160302,Risk 1 (High),(41.884187507127805,2283644,Restaurant,131 N CLINTON ST ,Canvass,DA LOBSTA,60661
MR BEEF,1659228,CHICAGO,IL,Pass,-87.63725825,41.89427722,20160304,Risk 1 (High),(41.894277224762554,3528,Restaurant,666 N ORLEANS ST ,Tag Removal,MR BEEF,60610
TACOS GARCIA,1632719,CHICAGO,IL,Pass,-87.71141424,41.91723821,20160304,Risk 1 (High),(41.917238212892286,38844,Restaurant,3327-3329 W ARMITAGE AVE ,Canvass,TACOS GARCIA,60647
TAQUERIA EL ARCO #3 EL POLLO FELIZ,1632730,CHICAGO,IL,Pass,-87.72227899,41.76512642,20160304,Risk 1 (High),(41.765126421774134,1964458,Restaurant,7023-7025 S PULASKI RD ,Canvass,TAQUERIA EL ARCO #3 EL POLLO FELIZ,60629
FAIRPLAY FINER FOOD,1632715,CHICAGO,IL,Pass,-87.6857857,41.85198384,20160304,Risk 1 (High),(41.85198383957328,10940,Grocery Store,2200 S WESTERN AVE ,Complaint,FAIRPLAY FINER FOOD,60608
BIG & LITTLE'S RESTAURANT,1632716,CHICAGO,IL,Pass w/ Conditions,-87.65546973,41.93999962,20160304,Risk 1 (High),(41.93999961847732,2308160,Restaurant,1034 W BELMONT AVE ,Short Form Complaint,BIG & LITTLE'S RESTAURANT,60657
L C PHO RESTAURANT,1632714,CHICAGO,IL,Pass,-87.69778528,41.96842901,20160304,Risk 1 (High),(41.96842901397609,2379022,Restaurant,2739 W LAWRENCE AVE ,Canvass Re-Inspection,L C PHO RESTAURANT,60625
HAROLDS #82,1661213,CHICAGO,IL,Pass,-87.60491402,41.75139977,20160301,Risk 2 (Medium),(41.75139977113535,2130014,Restaurant,806 E 79TH ST ,Complaint,HAROLDS #82,60619
EARLS,1632712,CHICAGO,IL,Pass w/ Conditions,-87.64750168,41.90931377,20160304,Risk 1 (High),(41.90931377383362,2373509,Restaurant,1538 N CLYBOURN ST ,Canvass,EARLS KITCHEN + BAR,60610
DAIRY QUEEN BRAZER,1632711,CHICAGO,IL,Pass,-87.76852368,41.95327479,20160304,Risk 1 (High),(41.95327478609716,64537,Restaurant,5636 W IRVING PARK RD ,Canvass,DAIRY QUEEN BRAZER,60634
CHURCH'S CHICKEN # 970,1632713,CHICAGO,IL,Fail,-87.72581613,41.88067699,20160304,Risk 2 (Medium),(41.8806769908738,1273267,Restaurant,2 S PULASKI RD ,Complaint,CHURCH'S CHICKEN # 970,60624
JOE'S BARBQUE,1639213,CHICAGO,IL,Fail,-87.74795725,41.88057115,20160304,Risk 1 (High),(41.880571145964275,18234,Restaurant,4900 W MADISON ST ,Complaint Re-Inspection,JOE'S BARBQUE,60644
The Chopping Block,1659227,CHICAGO,IL,Pass,-87.6349552,41.88807428,20160304,Risk 1 (High),(41.8880742810662,1619177,cooking school,222 W MERCHANDISE MART PLZ ,Canvass,The Chopping Block,60654
BIG BABA'S STEAK & LEMONADE,1632710,CHICAGO,IL,Fail,-87.61799692,41.8239295,20160304,Risk 2 (Medium),(41.82392949867263,2299021,Restaurant,328 E PERSHING RD ,Complaint,BIG BABA'S STEAK & LEMONADE,60653
THE BEER BISTRO,1632709,CHICAGO,IL,Pass,-87.66399095,41.92509839,20160304,Risk 1 (High),(41.92509838922352,1937764,Restaurant,1415 W FULLERTON AVE ,Canvass Re-Inspection,THE BEER BISTRO NORTH,60614
DUNKIN DONUTS,1658262,CHICAGO,IL,Pass,-87.64655347,41.80874476,20160304,Risk 2 (Medium),(41.8087447573536,2437866,Restaurant,825 W 47TH ST ,License,DUNKIN DONUTS,60609
TACOS KOREANOS,1632708,CHICAGO,IL,Pass w/ Conditions,-87.67242685,41.97624213,20160304,Risk 1 (High),(41.976242134828354,2333913,Restaurant,1706-1708 W FOSTER AVE ,Canvass,TAKOS KOREANOS,60640
ARAMARK @ INFORMATION RESOURCES,1632702,CHICAGO,IL,Pass,-87.64142459,41.88462406,20160304,Risk 1 (High),(41.88462406096975,1141451,Restaurant,150 N CLINTON ST ,Canvass,ARAMARK @ INFORMATION RESOURCES,60661
Clissold,1632703,CHICAGO,IL,Fail,-87.6808619,41.69305404,20160304,Risk 2 (Medium),(41.69305404481716,22761,School,2350 W 110 Pl (11032S) ,Canvass,Clissold,60643
El Azteca,1632704,CHICAGO,IL,Pass,-87.751728,41.92405911,20160304,Risk 1 (High),(41.924059105725746,2098083,Restaurant,5011 W FULLERTON AVE ,Canvass,El Azteca,60639
PEPE'S MEXICAN FOOD,1632700,CHICAGO,IL,Fail,-87.5945231,41.7995888,20160304,Risk 1 (High),(41.79958880126372,48820,Restaurant,1310 E 53RD ST ,Canvass,PEPE'S MEXICAN FOOD,60615
CILANTRO  THAI  KITCHEN,1676245,CHICAGO,IL,Pass w/ Conditions,-87.66822426,41.99799565,20160304,Risk 1 (High),(41.99799565276517,2083683,Restaurant,1509 W DEVON AVE ,Canvass,CILANTRO  THAI  KITCHEN,60660
,1632464,CHICAGO,IL,Not Ready,-87.64459003,41.94321903,20160301,Risk 1 (High),(41.94321903123653,2451756,,3343 N BROADWAY ,License,HAROLD'S CHICKEN,60657
PRIME & PROVISIONS,1689248,CHICAGO,IL,Pass,-87.63261395,41.8863516,20160304,Risk 1 (High),(41.886351604488574,2333469,Restaurant,222 N LA SALLE ST ,Complaint,PRIME & PROVISIONS,60601
KENNEDY FISH & CHICKEN,1632699,CHICAGO,IL,Pass w/ Conditions,-87.56555949,41.76433649,20160304,Risk 1 (High),(41.76433649022248,2065097,Restaurant,2425 E 72ND ST ,Complaint,KENNEDY FISH & CHICKEN,60649
CHEF FREDY CUISINE,1632701,CHICAGO,IL,Pass w/ Conditions,-87.67171201,41.89101874,20160304,Risk 1 (High),(41.89101873935143,2350040,Catering,1752 W GRAND AVE ,Canvass,CHEF FREDY CUISINE,60622
PARLOR PIZZA BAR,1632707,CHICAGO,IL,Pass,-87.64872378,41.88343796,20160304,Risk 1 (High),(41.883437964729026,2308785,Restaurant,108 N GREEN ST ,Canvass,PARLOR PIZZA BAR,60607
IMPERIAL CONV & GERIATRIC,1632697,CHICAGO,IL,Pass,-87.66312244,41.92533056,20160304,Risk 1 (High),(41.925330555308214,2205268,Long Term Care,1366 W FULLERTON AVE ,Canvass Re-Inspection,IMPERIAL CONV & GERIATRIC,60614
CHOP STICK EXPRESS,1632696,CHICAGO,IL,Pass,-87.80677321,42.0126492,20160304,Risk 1 (High),(42.012649199723015,1697822,Restaurant,7230 N HARLEM AVE ,Canvass,CHOP STICK EXPRESS,60631
RACINE APARTMENT,1632695,CHICAGO,IL,Pass,-87.65632118,41.85940965,20160304,Risk 1 (High),(41.85940964943519,2225421,Golden Diner,1611 S RACINE AVE ,Canvass,LAS AMERICAS APARTMENTS,60608
EL CARRITO,1632706,CHICAGO,IL,Fail,-87.70784158,41.99081142,20160304,Risk 1 (High),(41.990811419411024,2379489,Restaurant,6019-6023 N LINCOLN AVE ,Canvass,EL CARRITO,60659
,1632694,CHICAGO,IL,Pass,-87.62074373,41.8949033,20160304,Risk 1 (High),(41.89490330235543,2203097,Restaurant,251 E HURON ST ,Canvass,SAIGON SISTERS,60611
SEOUL DAN LAN II OR NOODLES SOUP,1632693,CHICAGO,IL,Pass w/ Conditions,-87.69235541,41.97459679,20160304,Risk 1 (High),(41.97459679112475,2235049,Restaurant,5116 N LINCOLN AVE ,Canvass Re-Inspection,YA KWANG,60625
CAFETERIA,1665220,CHICAGO,IL,Pass,-87.67567518,41.873217,20160304,Risk 1 (High),(41.8732169991148,2120096,Hospital,1969 W OGDEN AVE ,Canvass,SODEXO AT CCHHS STROGER HOSPITAL,60612
CAPT'N NEMOS,1742214,CHICAGO,IL,Fail,-87.66904694,41.94849442,20160304,Risk 1 (High),(41.94849441572447,47165,Restaurant,3650 N ASHLAND AVE ,Canvass,CAPT'N NEMOS,60613
Habanero,1632692,CHICAGO,IL,Pass,-87.6349552,41.88807428,20160304,Risk 1 (High),(41.8880742810662,2004248,Restaurant,222 W MERCHANDISE MART PLZ ,Canvass,Habanero,60654
SEE THRU CHINESE KITCHEN,1658261,CHICAGO,IL,Pass,-87.66528691,41.81527156,20160304,Risk 1 (High),(41.81527155655249,1170990,Restaurant,4318 S ASHLAND AVE ,Canvass,SEE THRU CHINESE KITCHEN,60609
ESENCIA URBAN KITCHEN,1632691,CHICAGO,IL,Pass,-87.64466387,41.94334006,20160304,Risk 1 (High),(41.94334005547684,2245461,Restaurant,3351 N BROADWAY ,Canvass,ESENCIA URBAN KITCHEN,60657
JIMMY JOHN'S,1632690,CHICAGO,IL,Pass,-87.64292192,41.88575802,20160304,Risk 1 (High),(41.88575801779178,1823750,Restaurant,200 N JEFFERSON STE1,Canvass Re-Inspection,JIMMY JOHN'S,60661
LITTLE FOLKS COTTAGE INC,1632688,CHICAGO,IL,Pass w/ Conditions,-87.77288529,41.88022557,20160304,Risk 1 (High),(41.880225571810314,2215535,Children's Services Facility,5926-5930 W MADISON ST ,Canvass,LITTLE FOLKS COTTAGE INC,60644
Northwest Middle/Belmont-Cragin,1632689,CHICAGO,IL,Pass,-87.75820003,41.92053845,20160304,Risk 1 (High),(41.920538446762095,41121,School,5252 W Palmer ,Canvass,Northwest Middle/Belmont-Cragin,60639
ELI'S CHEESECAKE WORLD,1632687,CHICAGO,IL,Pass,-87.79409123,41.95995019,20160304,Risk 1 (High),(41.959950185559215,8055,Restaurant,6701 W FOREST PRESERVE AVE ,Canvass,ELI'S CHEESECAKE WORLD,60634
AROMA ON NORTH AVENUE,1632685,CHICAGO,IL,Fail,-87.63927456,41.91099475,20160304,Risk 1 (High),(41.91099475072982,1802621,Restaurant,417 W NORTH AVE ,Canvass,AROMA ON NORTH AVENUE,60610
FOREMAN HIGH SCHOOL,1632686,CHICAGO,IL,Fail,-87.7541302,41.93981043,20160304,Risk 1 (High),(41.939810433148644,46131,School,3235 N LeClaire (125100W) ,Canvass,Foreman (H/S),60641
DON FRESCO,1632684,CHICAGO,IL,Pass,-87.64046641,41.874505,20160304,Risk 1 (High),(41.874504999844035,2411114,Restaurant,520 W HARRISON ST ,Canvass Re-Inspection,DON FRESCO,60607
LA QUEBRADA #5,1632698,CHICAGO,IL,Pass w/ Conditions,-87.71858977,41.77883224,20160304,Risk 1 (High),(41.77883224217794,2308923,Restaurant,3816-3818 W 63RD ST ,Canvass,LA QUEBRADA #5,60629
L C PHO RESTAURANT,1632681,CHICAGO,IL,Fail,-87.69778528,41.96842901,20160304,Risk 1 (High),(41.96842901397609,2379022,Restaurant,2739 W LAWRENCE AVE ,Canvass Re-Inspection,L C PHO RESTAURANT,60625
LINCOLN WINDSOR PARK HEAD START,1575902,CHICAGO,IL,Out of Business,-87.56071452,41.75713606,20150922,Risk 3 (Low),(41.75713606210823,51045,,2619 E 76TH ST ,Canvass,LINCOLN WINDSOR PARK HEAD START,60649
Morgan Park(H/S),1632682,CHICAGO,IL,Fail,,,20160304,Risk 1 (High),,46251,School,1744 W Pryor (11156 S) ,Canvass,Morgan Park(H/S),60643
JACKSON PARK HOSPITAL,1632678,CHICAGO,IL,Pass,-87.58556922,41.75781542,20160304,Risk 1 (High),(41.757815422071765,2204498,Hospital,7531 S STONY ISLAND AVE ,Canvass,JACKSON PARK HOSPITAL,60649
GOURMET GORILLA,1632679,CHICAGO,IL,Pass w/ Conditions,-87.70079612,41.89585921,20160304,Risk 1 (High),(41.8958592099435,2418868,Catering,2939 W GRAND AVE ,Canvass,GOURMET GORILLA,60622
JACKSON PARK HOSPITAL,1632675,CHICAGO,IL,Pass,-87.58556922,41.75781542,20160304,Risk 1 (High),(41.757815422071765,1243987,Hospital,7531 S STONY ISLAND AVE ,Canvass,JACKSON PARK HOSPITAL,60649
REGGIE'S BAR & GRILL,1632674,CHICAGO,IL,Pass,-87.62696054,41.85406377,20160304,Risk 1 (High),(41.85406376900946,1841043,Restaurant,2105 S STATE ST ,Canvass,REGGIE'S BAR & GRILL,60616
Murray,1632672,CHICAGO,IL,Pass w/ Conditions,-87.59330352,41.79852501,20160304,Risk 1 (High),(41.79852500652537,29221,School,5335 S Kenwood (1332E) ,Canvass,Murray,60615
Hannah G.Solomon Elementary School,1632664,CHICAGO,IL,Fail,-87.72407991,41.99397007,20160304,Risk 1 (High),(41.99397006658641,25431,School,6206 N HAMLIN AVE ,Canvass,Hannah G.Solomon Elementary  School,60659
PULASKI COMMUNITY ACADEMY,1632671,CHICAGO,IL,Pass w/ Conditions,-87.68380061,41.91851374,20160304,Risk 1 (High),(41.91851374402591,31211,School,2230 W McLean ,Canvass,PULASKI COMMUNITY ACADEMY,60647
MIDDLE EAST BAKERY & GROCERY,1632683,CHICAGO,IL,Pass w/ Conditions,-87.66897681,41.97629123,20160304,Risk 1 (High),(41.97629123440587,57451,REST/GROCERY,1512 W FOSTER AVE ,Canvass,MIDDLE EAST BAKERY & GROCERY,60640
ANN SATHER'S CAFE,1632673,CHICAGO,IL,Pass,-87.64495107,41.9438097,20160304,Risk 1 (High),(41.94380970211237,2172454,Restaurant,3415 N BROADWAY ,Canvass,ANN SATHER'S CAFE,60657
FAMILY DOLLAR #1940,1632676,CHICAGO,IL,Pass,-87.72385084,41.85128849,20160304,Risk 3 (Low),(41.851288488405835,26651,Grocery Store,3939 W OGDEN AVE ,Complaint Re-Inspection,FAMILY DOLLAR #1940,60623
Eurest Dining Services @ Quaker Oats,1632670,CHICAGO,IL,Pass,-87.64183898,41.88044791,20160304,Risk 1 (High),(41.88044790879155,1275113,Restaurant,555 W MONROE ST ,Canvass,Eurest Dining Services @ Quaker Oats,60661
POTBELLY SANDWICH WORKS LLC,1632668,CHICAGO,IL,Pass,-87.6349552,41.88807428,20160304,Risk 1 (High),(41.8880742810662,1382495,Restaurant,222 W MERCHANDISE MART PLZ ,Canvass,POTBELLY SANDWICH WORKS,60654
DICKENS/BURLING APARTMENT,1632669,CHICAGO,IL,Fail,-87.64844081,41.92037083,20160304,Risk 1 (High),(41.92037082820344,2225294,Golden Diner,2111 N HALSTED ,Canvass,DICKENS/BURLING APARTMENTS,60614
CERMAK PRODUCE,1632662,CHICAGO,IL,Fail,-87.66897504,41.85216786,20160304,Risk 1 (High),(41.85216786362801,1476657,Grocery Store,1711 W CERMAK RD ,Canvass,CERMAK PRODUCE,60608
CORNER BAKERY CAFE,1683251,CHICAGO,IL,Pass,-87.63666184,41.88374822,20160304,Risk 1 (High),(41.883748216941356,1649400,Restaurant,123 N WACKER DR ,Short Form Complaint,CORNER BAKERY CAFE,60606
EFEBINA'S CAFE,1632661,CHICAGO,IL,No Entry,-87.66060401,41.85870916,20160304,Risk 1 (High),(41.85870915813739,1998619,Restaurant,1640 S BLUE ISLAND AVE ,Canvass,EFEBINA'S CAFE,60608
JOSEPH BRENNEMANN ELEMENTARY SCHOOL,1742213,CHICAGO,IL,Pass,-87.64971223,41.95997841,20160304,Risk 1 (High),(41.95997841282448,25991,School,4251 N Clarendon AVE ,Canvass Re-Inspection,JOSEPH BRENNEMANN ELEMENTARY SCHOOL,60613
SUBWAY,1658260,CHICAGO,IL,Pass w/ Conditions,-87.66528799,41.81532986,20160304,Risk 1 (High),(41.815329857960506,1596613,Restaurant,4316 S ASHLAND AVE ,Canvass,SUBWAY,60609
FILINI BAR & RESTAURANT,1689247,CHICAGO,IL,Pass,-87.62054177,41.88631251,20160304,Risk 1 (High),(41.88631251428426,2088686,Restaurant,221 N COLUMBUS DR ,Complaint Re-Inspection,RADISSON BLU AQUA,60601
SUBWAY SANDWICHES,1632660,CHICAGO,IL,Pass w/ Conditions,-87.73053778,41.96810465,20160304,Risk 1 (High),(41.968104654363614,1249180,Restaurant,4101 W LAWRENCE AVE ,Canvass Re-Inspection,SUBWAY SANDWICHES,60630
HENRY LLOYD ELEMENTARY,1632656,CHICAGO,IL,Pass,-87.74847861,41.91883022,20160304,Risk 1 (High),(41.91883022004693,24221,School,2103 N Lamon ,Canvass,Lloyd,60639
MARVIN RESTAURANT,1632667,CHICAGO,IL,Pass w/ Conditions,-87.74471635,41.86945018,20160304,Risk 1 (High),(41.86945018324802,1594881,Restaurant,901 S CICERO AVE ,Canvass Re-Inspection,MARVIN RESTAURANT,60644
HOLIDAY INN SUITES,1632659,CHICAGO,IL,Pass w/ Conditions,-87.63986471,41.87451215,20160304,Risk 1 (High),(41.87451215422576,67732,Restaurant,506 W HARRISON ST ,Canvass,HOLIDAY INN SUITES,60607
Pasteur,1632663,CHICAGO,IL,Pass,-87.73262962,41.78688968,20160304,Risk 1 (High),(41.786889681301254,24851,School,5825 S Kostner (4400W) ,Canvass,Pasteur,60629
SUBWAY,1632654,CHICAGO,IL,Pass,-87.77607347,41.93834026,20160304,Risk 1 (High),(41.93834025792559,1473964,Restaurant,5957 W BELMONT AVE ,Canvass,C-K SUBWAY,60634
NZ FOOD & CELLULAR,1632653,CHICAGO,IL,Pass,-87.70533855,41.85984596,20160304,Risk 1 (High),(41.859845961370596,2446646,Grocery Store,1551 S KEDZIE AVE ,License Re-Inspection,MZ FOOD & CELLULAR,60623
DEVON MARKET,1676244,CHICAGO,IL,Fail,-87.66710447,41.99822825,20160304,Risk 1 (High),(41.99822825376651,1042888,Grocery Store,1440 W DEVON AVE ,Canvass,DEVON MARKET,60660
JIMMY JOHNS,1632652,CHICAGO,IL,Pass w/ Conditions,-87.64469334,41.92268911,20160303,Risk 2 (Medium),(41.92268910988196,2093646,Restaurant,2231 N LINCOLN AVE ,Complaint,JIMMY JOHNS,60614
GYROS ON THE SPIT,1632651,CHICAGO,IL,Pass,-87.65968296,41.9331015,20160303,Risk 1 (High),(41.93310149870225,2290013,Restaurant,2826 N LINCOLN AVE ,Canvass,GYROS ON THE SPIT,60657
Salpicon,1632632,CHICAGO,IL,Pass,-87.63468086,41.90543301,20160303,Risk 1 (High),(41.905433007908826,1914762,Restaurant,1252 N Wells ST ,Canvass,Salpicon,60610
CARBON,1632650,CHICAGO,IL,Pass,-87.63464866,41.84559491,20160303,Risk 1 (High),(41.845594905580455,1802129,Restaurant,300 W 26TH ST ,Canvass,CARBON,60616
TAQUERIA LA CIUDAD,1658259,CHICAGO,IL,Pass,-87.66467188,41.80293871,20160303,Risk 1 (High),(41.802938714449844,2202887,Restaurant,5005 S ASHLAND AVE ,Canvass,TAQUERIA LA CIUDAD,60609
HAIRE'S GULF SHRIMP,1632649,CHICAGO,IL,Fail,-87.63542067,41.74673356,20160303,Risk 2 (Medium),(41.74673355585492,1841498,Restaurant,8112 S VINCENNES AVE ,Canvass,HAIRE'S GULF SHRIMP,60620
HOT WOK CHINESE KITCHEN,1632648,CHICAGO,IL,Pass,-87.53513622,41.70236226,20160303,Risk 1 (High),(41.70236225905786,2405776,Restaurant,10611 S EWING AVE ,Canvass,HOT WOK CHINESE KITCHEN,60617
HARRY CARAY'S RESTAURANT,1632647,CHICAGO,IL,Fail,-87.62942249,41.88912549,20160303,Risk 1 (High),(41.88912548800336,44899,Restaurant,33 W KINZIE ST ,Canvass,HARRY CARAY'S RESTAURANT,60654
NOODLES AND COMPANY,1632645,CHICAGO,IL,Pass,-87.63070863,41.8808103,20160303,Risk 1 (High),(41.88081030235361,2152299,Restaurant,47 S CLARK ST FL ,Short Form Complaint,NOODLES AND COMPANY,60603
AZTECA de ORO MEXICAN GRILL,1742212,CHICAGO,IL,Pass,-87.65843709,41.94980428,20160303,Risk 1 (High),(41.94980428345102,1893601,Restaurant,3731 N CLARK ST ,Canvass,AZTECA de ORO MEXICAN GRILL,60613
CHINA DELIGHT,1632631,CHICAGO,IL,Pass,-87.79082898,41.90918904,20160303,Risk 1 (High),(41.90918903775967,1596874,Restaurant,6618 W NORTH AVE ,Canvass,HONG WING CHINA DELIGHT,60707
COZY CORNER DINER AND PANCAKE HOUSE,1632642,CHICAGO,IL,Pass w/ Conditions,-87.69709763,41.92259747,20160303,Risk 1 (High),(41.92259746567477,1545738,Restaurant,2294 1/2 N MILWAUKEE AVE ,Canvass,COZY CORNER DINER AND PANCAKE HOUSE,60647
THAI VILLAGE RESTAURANT,1632646,CHICAGO,IL,Pass w/ Conditions,-87.67934669,41.90304274,20160303,Risk 1 (High),(41.90304273718245,55418,Restaurant,2053 W DIVISION ST ,Canvass,THAI VILLAGE RESTAURANT,60622
Churro Factory Inc.,1632639,CHICAGO,IL,Fail,-87.67352527,41.85172699,20160303,Risk 2 (Medium),(41.85172699473014,1903754,Restaurant,2214 S Wolcott AVE ,Canvass,Churro Factory Inc,60608
KENTUCKY FRIED CHICKEN 521043,1632643,CHICAGO,IL,Fail,-87.64302435,41.70864399,20160303,Risk 1 (High),(41.708643985185354,1816814,Restaurant,10200 S HALSTED ST ,Canvass,KENTUCKY FRIED CHICKEN 521043,60628
PUNKY'S PIZZA AND PASTA,1632634,CHICAGO,IL,Pass,-87.64172616,41.84534678,20160303,Risk 1 (High),(41.84534677608762,1300143,Restaurant,2600 S WALLACE ST ,Canvass,PUNKY'S PIZZA AND PASTA,60616
HALAL GRILL,1632644,CHICAGO,IL,Fail,-87.68608962,41.99805573,20160303,Risk 1 (High),(41.99805573392756,2451710,Restaurant,6407 N BELL AVE ,License,HALAL GRILL,60645
JOY YEE NOODLE,1632640,CHICAGO,IL,Pass,-87.64669154,41.86441075,20160303,Risk 1 (High),(41.8644107471973,1650274,Restaurant,1335 S HALSTED ST ,Canvass Re-Inspection,JOY YEE NOODLE,60607
CHOP SUEY KING,1632641,CHICAGO,IL,Pass,-87.74671198,41.93808077,20160303,Risk 1 (High),(41.938080769653915,1272242,Restaurant,3135 N CICERO AVE ,Canvass,CHOP SUEY KING,60641
BISTRO MARGOT,1632637,CHICAGO,IL,Out of Business,-87.63448855,41.90875009,20160303,Risk 1 (High),(41.90875008825346,77188,Restaurant,1437-1439 N WELLS ST ,Canvass,BISTRO MARGOT,60610
MARIE'S BAKERY,1632870,CHICAGO,IL,No Entry,-87.72379181,41.92441052,20160303,Risk 1 (High),(41.92441051571846,1495140,Bakery,3847 W FULLERTON AVE ,Canvass,MARIE'S BAKERY,60647
PETE'S PIZZA,1721222,CHICAGO,IL,Pass,-87.68819214,41.94966455,20160303,Risk 1 (High),(41.94966455107424,1245927,Restaurant,3737 N WESTERN AVE ,Canvass Re-Inspection,PETE'S PIZZA,60618
BISTROT MARGOT,1632635,CHICAGO,IL,Out of Business,-87.63449021,41.90880603,20160303,Risk 1 (High),(41.908806030835,1351741,Restaurant,1439 N WELLS ST ,Canvass,BISTROT MARGOT,60610
NAF NAF,1632636,CHICAGO,IL,Pass w/ Conditions,-87.62633723,41.8813832,20160303,Risk 1 (High),(41.881383203572746,2354666,Restaurant,28 S WABASH AVE ,Canvass,NAF NAF GRILL,60603
KING GYROS AND CHICKEN,1632629,CHICAGO,IL,Pass,-87.6344093,41.75061951,20160303,Risk 1 (High),(41.75061951046441,2156947,Restaurant,7904 S VINCENNES AVE ,Canvass,KING GYROS,60620
COSI,1689246,CHICAGO,IL,Pass,-87.62438467,41.88656737,20160303,Risk 1 (High),(41.886567370886944,40,Restaurant,233 N MICHIGAN AVE ,Canvass,COSI,60601
