akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
MI LINDO SAN JOSE,1960900,CHICAGO,IL,Pass,-87.71459185,41.89536705,20160921,Risk 3 (Low),(41.895367054321824,2488132,Grocery Store,3519 W CHICAGO AVE ,License Re-Inspection,MI LINDO SAN JOSE,60651
DUNKIN DONUTS,1960893,CHICAGO,IL,Pass,-87.66767409,41.90452396,20160921,Risk 2 (Medium),(41.90452395740259,32534,Restaurant,1244 N ASHLAND AVE ,Complaint Re-Inspection,DUNKIN DONUTS,60622
HARPER FOODS,1960892,CHICAGO,IL,Pass,-87.58953263,41.79141057,20160921,Risk 3 (Low),(41.79141056942301,2405501,Grocery Store,1455 E 57TH ST ,Canvass Re-Inspection,HARPER FOODS,60637
FINCH BEER CO & KITCHEN,1960982,CHICAGO,IL,Pass,-87.70191547,41.96111858,20160921,Risk 1 (High),(41.9611185795829,2363241,Restaurant,2925 W MONTROSE AVE ,Canvass,BREAKROOM BREWERY,60618
CAFE BA BA REEBA,1960891,CHICAGO,IL,Fail,-87.64868497,41.9189432,20160920,Risk 1 (High),(41.918943198725025,4378,Restaurant,2024-2028 N HALSTED ST ,Complaint,CAFE BA BA REEBA,60614
K FOOD & LIQUOR,1960885,CHICAGO,IL,Pass,-87.65435877,41.77971938,20160920,Risk 3 (Low),(41.77971938435299,2002779,Grocery Store,1156 W 63RD ST ,Complaint,K FOOD & LIQUOR,60621
KING BEEFY,1960884,CHICAGO,IL,Pass,-87.66810945,41.95419279,20160920,Risk 1 (High),(41.95419279485841,2470111,Restaurant,1513 W IRVING PARK RD ,License,KING BEEFY,60613
KENTUCKY FRIED CHICKEN,1960886,CHICAGO,IL,Pass,-87.67135903,41.75036344,20160920,Risk 1 (High),(41.750363436934514,2483754,Restaurant,1914 W 79TH ST ,License,KENTUCKY FRIED CHICKEN,60620
PACIUGO ROSCOE VILLAGE,1950631,CHICAGO,IL,Pass,-87.67884488,41.94310312,20160817,Risk 2 (Medium),(41.94310312232913,2157520,Restaurant,2009 W ROSCOE ST ,Canvass,PACIUGO ROSCOE VILLAGE,60618
TRUGURT FROZEN YOGURT,1960879,CHICAGO,IL,Pass,-87.6883762,41.94158571,20160920,Risk 2 (Medium),(41.94158571345376,2390685,Restaurant,3308 N WESTERN AVE ,Short Form Complaint,TRUGURT FROZEN YOGURT,60618
MONTESSORI MAGPIE,1960875,CHICAGO,IL,Fail,-87.66717396,41.89713189,20160920,Risk 1 (High),(41.89713189353226,2398408,Children's Services Facility,835 N ASHLAND AVE ,License,MONTESSORI MAGPIE,60622
WASABI,1960877,CHICAGO,IL,Pass,-87.69194758,41.91974058,20160920,Risk 1 (High),(41.91974058261078,2464195,Restaurant,2115 N MILWAUKEE AVE ,Short Form Complaint,WASABI,60647
SUBWAY,1960870,CHICAGO,IL,Pass w/ Conditions,-87.66008655,41.97891353,20160920,Risk 1 (High),(41.97891352967985,1276237,Restaurant,5324 N BROADWAY ,Short Form Complaint,SUBWAY SANDWICH & SALAD,60640
HAPPY DOLLAR,1960876,CHICAGO,IL,Fail,-87.71594584,41.84425865,20160920,Risk 3 (Low),(41.84425865447129,2483463,Grocery Store,3625 W 26TH ST ,License,HAPPY DOLLAR,60623
CHAVEZ MULTICULTURAL,1955247,CHICAGO,IL,Pass,-87.66600055,41.80715514,20160920,Risk 1 (High),(41.807155141082866,25151,School,4747 S Marshfield(1634W) ,Canvass,CHAVEZ MULTICULTURAL,60609
TASTE OF THAI TOWN,1960864,CHICAGO,IL,Pass,-87.72772872,41.96273998,20160920,Risk 1 (High),(41.96273998329415,2341566,Restaurant,4461 N PULASKI RD ,Canvass,TASTE OF THAI TOWN,60630
SERVE TE AND SHAKES,1960867,CHICAGO,IL,Fail,-87.70379859,41.81450736,20160920,Risk 2 (Medium),(41.81450736444446,2488944,HERBALIFE,4342 S ARCHER AVE ,License,SERVE TE AND SHAKES,60632
JOE'S BARBQUE,1960861,CHICAGO,IL,Fail,-87.74795725,41.88057115,20160920,Risk 1 (High),(41.880571145964275,18234,Restaurant,4900 W MADISON ST ,Complaint,JOE'S BARBQUE,60644
PISYANG SNACKS,1960862,CHICAGO,IL,Pass,-87.72401406,41.96110329,20160920,Risk 1 (High),(41.96110329435208,2397503,Bakery,3824 W MONTROSE AVE ,Canvass,PISYANG SNACKS,60618
CONRAD CHICAGO,1960856,CHICAGO,IL,Pass,-87.62536772,41.89400969,20160920,Risk 3 (Low),(41.89400968711272,2457426,Restaurant,101 E ERIE ST ,License,CONRAD CHICAGO,60611
Tilden Achievement Acad.(&Tilden Career Comm.HS),1955246,CHICAGO,IL,Pass,-87.64292985,41.80751207,20160920,Risk 1 (High),(41.80751207247415,53121,School,4747 S Union (700W) ,Canvass,Tilden Achievement Acad.(&Tilden Career Comm.HS),60609
CONRAD CHICAGO,1960855,CHICAGO,IL,Pass,-87.62536772,41.89400969,20160920,Risk 1 (High),(41.89400968711272,2457427,Restaurant,101 E ERIE ST ,License,CONRAD CHICAGO,60611
LEBAIL,1960853,CHICAGO,IL,Out of Business,-87.69949944,41.97592368,20160920,Risk 2 (Medium),(41.97592367898839,2313613,Grocery Store,2812 W FOSTER AVE ,Canvass,LEBAIL,60625
LOU MALNATIS PIZZERIA,1960778,CHICAGO,IL,Pass,-87.73214376,41.95340615,20160919,Risk 1 (High),(41.953406149311846,2447025,Restaurant,3986 N AVONDALE AVE ,Complaint,LOU MALNATIS PIZZERIA,60641
LARK,1960943,CHICAGO,IL,Fail,-87.64926679,41.94487707,20160920,Risk 1 (High),(41.94487706754274,1492585,Restaurant,3441 N HALSTED ST ,Canvass,LARK,60657
HAROLD'S CHICKEN SHACK,1960854,CHICAGO,IL,Fail,-87.63005895,41.76126021,20160920,Risk 2 (Medium),(41.76126021386328,2488931,Restaurant,7318 S VINCENNES AVE ,License,HAROLDS'S CHICKEN SHACK,60621
SEE THRU CHINESE KITCHEN,1960851,CHICAGO,IL,Pass,-87.72828866,41.97229869,20160920,Risk 1 (High),(41.972298685108974,1544893,Restaurant,5012 N PULASKI RD ,Canvass,SEE THRU CHINESE KITCHEN,60630
PANDA EXPRESS,1951245,CHICAGO,IL,Fail,-87.62679322,41.88196533,20160920,Risk 1 (High),(41.881965330252534,1649695,Restaurant,29 E MADISON ST ,Complaint,PANDA EXPRESS,60602
CONRAD CHICAGO,1960850,CHICAGO,IL,Pass,-87.62536772,41.89400969,20160920,Risk 1 (High),(41.89400968711272,2457423,Restaurant,101 E ERIE ST ,License,CONRAD CHICAGO,60611
ANDY'S COFFEE SHOP,1960848,CHICAGO,IL,Fail,-87.69949944,41.97592368,20160920,Risk 2 (Medium),(41.97592367898839,2483096,Restaurant,2812 W FOSTER AVE ,License,ANDY'S COFFEE SHOP,60625
FRESCO SWEETS,1932179,CHICAGO,IL,No Entry,-87.68738928,41.9978833,20160606,Risk 1 (High),(41.99788329809604,2411622,Restaurant,2262 W DEVON AVE ,Canvass,FRESCO SWEETS & SNACKS INC.,60659
GIORDANO'S RESTAURANT,1960852,CHICAGO,IL,Pass,-87.74242376,41.77793892,20160920,Risk 1 (High),(41.77793892159334,2163234,Restaurant,6314 S CICERO AVE ,Complaint,GIORDANO'S RESTAURANT,60638
EMERALD CITY COFFEE,1960840,CHICAGO,IL,Pass,-87.66064093,41.96546092,20160920,Risk 1 (High),(41.965460916735424,2488960,Restaurant,1224 W WILSON AVE ,License,EMERALD CITY COFFEE,60640
CHENTE FOODS,1960835,CHICAGO,IL,Fail,-87.67932108,41.84729179,20160920,Risk 3 (Low),(41.84729179229873,2437580,Grocery Store,2488 S BLUE ISLAND AVE ,License,CHENTE FOODS,60608
PIKO STREET KITCHEN,1960841,SKOKIE,IL,Fail,,,20160920,Risk 2 (Medium),,2487574,Mobile Food Preparer,3410 MAIN ST ,License,PIKO STREET KITCHEN,60076
THE CORNER FARMACY,1960837,CHICAGO,IL,Fail,-87.68184949,41.88743405,20160920,Risk 1 (High),(41.88743405025222,2326363,Mobile Food Preparer,324 N LEAVITT ST ,License,THE CORNER FARMACY,60612
RUBY'S FAST FOOD,1960845,CHICAGO,IL,Pass,-87.72216037,41.9611282,20160920,Risk 1 (High),(41.96112819802538,54030,Restaurant,3740 W MONTROSE AVE ,Canvass,RUBY'S FAST FOOD,60618
Parker C.P.C.,1955245,CHICAGO,IL,Pass,-87.63390203,41.76911883,20160920,Risk 2 (Medium),(41.769118831440046,31182,School,328 W 69th St (6900S) ,Canvass,Parker C.P.C.,60621
THE GODDESS & GROCER/T-5 OUTSIDE SECURITY,1960832,CHICAGO,IL,Pass,-87.91442844,42.0085364,20160920,Risk 1 (High),(42.008536400868735,2299087,Restaurant,11601 W TOUHY AVE ,Canvass,THE GODDESS & GROCER,60666
KEREN KITCHEN,1965452,CHICAGO,IL,Out of Business,-87.66810945,41.95419279,20160920,Risk 1 (High),(41.95419279485841,2349792,Restaurant,1513 W IRVING PARK RD ,Canvass,KEREN KITCHEN,60613
KIDS ARE US LEARNING CENTER,1960831,CHICAGO,IL,Pass,-87.63105073,41.75849225,20160920,Risk 1 (High),(41.75849224541273,2216010,Daycare Above and Under 2 Years,7453 S VINCENNES AVE ,License,KIDS ARE US LEARNING CENTER,60621
HOMEWOOD SUITES,1960826,CHICAGO,IL,Pass,-87.64286349,41.88380025,20160920,Risk 3 (Low),(41.883800252016215,2470580,Restaurant,118 N JEFFERSON ST ,License,HOMEWOOD SUITES-CHICAGO-DOWNTOWN/WEST LOOP,60661
HOMEWOOD SUITES,1960820,CHICAGO,IL,Pass,-87.64286349,41.88380025,20160920,Risk 1 (High),(41.883800252016215,2470582,Restaurant,118 N JEFFERSON ST ,License,HOMEWOOD SUITES-CHICAGO-DOWNTOWN/WEST LOOP,60661
MCDONALDS,1960821,CHICAGO,IL,Pass,-87.70849248,41.96438753,20160920,Risk 2 (Medium),(41.96438752863507,1679820,Restaurant,4546 N KEDZIE AVE ,Canvass,MCDONALDS,60625
HAMPTON INN,1960815,CHICAGO,IL,Pass,-87.64286161,41.8837372,20160920,Risk 1 (High),(41.88373719653956,2470574,Restaurant,116 N JEFFERSON ST ,License,HAMPTON INN CHICAGO-DOWNTOWN/WEST LOOP,60661
HUCK FINN,1960823,CHICAGO,IL,Pass,-87.72272965,41.77165015,20160920,Risk 1 (High),(41.7716501459201,6476,Restaurant,6650 S PULASKI RD ,Complaint,HUCK FINN,60629
HAMPTON INN,1960814,CHICAGO,IL,Pass,-87.64286161,41.8837372,20160920,Risk 1 (High),(41.88373719653956,2470573,Restaurant,116 N JEFFERSON ST ,License,HAMPTON INN CHICAGO-DOWNTOWN/WEST LOOP,60661
GREEN BEAN,1960818,CHICAGO,IL,Fail,-87.64768921,41.92557912,20160920,Risk 1 (High),(41.925579119724574,2429159,Restaurant,734 W FULLERTON PKWY ,Complaint Re-Inspection,GREEN BEAN,60614
ALL AMERICAN NURSING HOME,1960812,CHICAGO,IL,Pass,-87.66015557,41.98142066,20160920,Risk 1 (High),(41.98142065521809,2204185,Long Term Care,5448 N BROADWAY ,Canvass Re-Inspection,ALL AMERICAN NURSING HOME,60640
TOP DOG,1950616,CHICAGO,IL,Pass w/ Conditions,-87.73299734,41.99026634,20160817,Risk 1 (High),(41.990266341555525,52008,Restaurant,6005 N SAUGANASH AVE ,Canvass,TOP DOG,60646
ST. CONSTANCE ELEMENTARY SCHOOL,1960808,CHICAGO,IL,Pass,-87.77509945,41.97017553,20160920,Risk 1 (High),(41.970175532686525,1878492,School,5841 W STRONG ,Canvass,ST. CONSTANCE ELEMENTARY SCHOOL,60630
LOWCOUNTRY,1960807,CHICAGO,IL,No Entry,-87.6528628,41.94286932,20160919,Risk 1 (High),(41.942869318828365,1042664,Restaurant,3343 N CLARK ST ,Complaint,LOWCOUNTRY,60657
Theater Wit,1960806,CHICAGO,IL,No Entry,-87.66013484,41.93970963,20160919,Risk 3 (Low),(41.939709631139095,2037878,Restaurant,1229 W BELMONT AVE ,Canvass,Theater Wit NFP,60657
2 TWENTY 2 TAVERN,1960805,CHICAGO,IL,Pass,-87.62625212,41.87894998,20160919,Risk 3 (Low),(41.87894997697085,2428956,TAVERN,222 S WABASH AVE ,License Re-Inspection,2 TWENTY 2 TAVERN,60604
NEW CHINA EXPRESS,1960802,CHICAGO,IL,Pass,-87.60641798,41.73673589,20160919,Risk 1 (High),(41.73673588530545,1444085,Restaurant,720 E 87TH ST ,Complaint,NEW CHINA EXPRESS,60619
FADI #3 MINI MART & DELI,1955244,CHICAGO,IL,No Entry,-87.64988625,41.78684574,20160919,Risk 2 (Medium),(41.78684573892464,2360053,Grocery Store,1001 W 59TH ST ,Canvass,FADI #3 MINI MART & DELI,60621
DUNKIN DONUTS,1960798,CHICAGO,IL,Fail,-87.80825276,41.99759826,20160919,Risk 2 (Medium),(41.99759825874489,2003152,Restaurant,7240 W DEVON AVE ,Canvass,DUNKIN  DONUTS,60631
EPIC,1960801,CHICAGO,IL,Fail,-87.6316846,41.89012301,20160919,Risk 1 (High),(41.89012300513693,2246375,Restaurant,112-114 W HUBBARD ST ,Complaint,EPIC,60654
5411 EMPANADAS,1960792,CHICAGO,IL,Pass,-87.64601179,41.9339798,20160919,Risk 1 (High),(41.933979804573255,2158281,Restaurant,2850 N CLARK ST ,Canvass Re-Inspection,5411 EMPANADAS,60657
Chavez Upper Grade Center,1955242,CHICAGO,IL,Pass,-87.66839567,41.80581244,20160919,Risk 1 (High),(41.80581244476081,25152,School,4831 S Hermitage ,Canvass,Chavez Upper Grade Center,60609
JEWEL FOOD STORE #3296,1960753,CHICAGO,IL,Fail,-87.81134688,41.97454295,20160919,Risk 1 (High),(41.97454294770947,1392,Grocery Store,7342 W FOSTER AVE ,Short Form Complaint,JEWEL FOOD STORE #3296,60656
DUNKIN DONUTS INC,1960796,CHICAGO,IL,Fail,-87.66657161,41.96151732,20160919,Risk 2 (Medium),(41.96151731907338,52210,Restaurant,1441 W MONTROSE AVE ,Canvass,DUNKIN DONUTS INC,60613
KFC,1960790,CHICAGO,IL,Out of Business,-87.68420498,41.82651854,20160919,Risk 1 (High),(41.826518542923324,2437717,Restaurant,3696 S ARCHER AVE ,Canvass,KFC,60609
SWAP-O-RAMA FLEA MARKET,1955243,CHICAGO,IL,No Entry,-87.66537554,41.81944143,20160919,Risk 2 (Medium),(41.81944142629576,19765,Restaurant,4100 S ASHLAND AVE ,Canvass,SWAP-O-RAMA FLEA MARKET,60609
APPLE TREE DAY CARE,1960966,CHICAGO,IL,Out of Business,-87.72794266,41.97038297,20160919,Risk 1 (High),(41.97038297003879,2215967,Daycare (2 - 6 Years),4909 N PULASKI RD ,Canvass,APPLE TREE INC.,60630
SUBWAY,1960800,CHICAGO,IL,Pass,-87.62074373,41.8949033,20160919,Risk 1 (High),(41.89490330235543,2488938,Restaurant,251 E HURON ST ,License,SUBWAY,60611
KING BEEFY,1960785,CHICAGO,IL,No Entry,-87.66810945,41.95419279,20160919,Risk 1 (High),(41.95419279485841,2470111,Restaurant,1513 W IRVING PARK RD ,License,KING BEEFY,60613
HON KEE RESTAURANT,1960795,CHICAGO,IL,Fail,-87.65750875,41.97338578,20160919,Risk 1 (High),(41.973385778876285,2751,Restaurant,1064 W ARGYLE ST ,Complaint,HON KEE REST INC,60640
HAPPY FISH & CHICKEN,1960780,CHICAGO,IL,Fail,-87.74512375,41.88031246,20160919,Risk 1 (High),(41.88031245756281,2423223,Restaurant,5-7 S CICERO AVE ,Complaint,HAPPY FISH & CHICKEN,60644
HILTON O'HARE,1960776,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160919,Risk 1 (High),(42.008536400868735,1878675,Restaurant,11601 W TOUHY AVE ,Canvass,HILTON O'HARE,60666
AU BON PAIN,1960782,CHICAGO,IL,Pass w/ Conditions,-87.668753,41.87503334,20160919,Risk 1 (High),(41.87503334144109,1979993,Restaurant,1653 W CONGRESS PKWY ,Short Form Complaint,AU BON PAIN,60612
KINGFISH SEAFOOD INC,1960773,CHICAGO,IL,Pass,-87.614697,41.76561061,20160919,Risk 2 (Medium),(41.765610612413916,78862,Restaurant,413 E 71ST ST ,Short Form Complaint,KINGFISH SEAFOOD INC,60619
JEREZ RESTAURANT SEA FOOD,1960779,CHICAGO,IL,Pass,-87.72788337,41.96833625,20160919,Risk 1 (High),(41.96833625252941,1225507,Restaurant,4803 N PULASKI RD ,Canvass,JEREZ RESTAURANT SEA FOOD,60630
HYDERABAD KABAB CORNER,1960769,CHICAGO,IL,Pass,-87.69123962,41.99733487,20160919,Risk 1 (High),(41.997334872776214,2422813,Restaurant,6348 N ARTESIAN AVE ,Canvass,HYDERABAD KABAB CORNER INC.,60659
HOT WOKS COOL SUSHI,1960774,CHICAGO,IL,Pass,-87.67972197,41.94331271,20160919,Risk 1 (High),(41.943312712450826,2032648,Restaurant,2032 W ROSCOE ST ,Canvass,HOT WOKS COOL SUSHI,60618
WABISABI,1960765,CHICAGO,IL,Pass,-87.70858321,41.96728302,20160919,Risk 1 (High),(41.96728302315077,2423740,Restaurant,4720 N KEDZIE AVE ,Canvass Re-Inspection,WABISABI,60625
SIMPLY SOUPS SALADS & SANDWICHES,1960766,CHICAGO,IL,Pass,-87.6101459,41.80937219,20160919,Risk 1 (High),(41.809372191240705,2222369,Restaurant,635 E 47TH ST ,Complaint,SIMPLY SOUPS SALADS & SANDWICHES,60653
LITTLE QUIAPO RESTAURANT,1960761,CHICAGO,IL,Pass,-87.71270678,41.99563178,20160919,Risk 1 (High),(41.99563177556418,2442730,Restaurant,6259 N MCCORMICK RD ,Short Form Complaint,LITTLE QUIAPO RESTAURANT,60659
MCDONALDS,1950590,CHICAGO,IL,Pass,-87.65514777,41.97628306,20160817,Risk 2 (Medium),(41.97628305591404,11136,Restaurant,5130 N SHERIDAN RD ,Short Form Complaint,KARAVITES REST INC,60640
JIMMY JOHN'S,1960752,CHICAGO,IL,Fail,-87.58831294,41.79508253,20160919,Risk 1 (High),(41.795082532364255,2279570,Restaurant,1519 E 55TH ST ,Canvass,JIMMY JOHN'S STORE # 722,60615
CORRIDOR BREWERY AND PROVISIONS,1960756,CHICAGO,IL,Fail,-87.66410386,41.94484401,20160919,Risk 1 (High),(41.944844005377085,2362719,BREWPUB,3446 N SOUTHPORT AVE FL 1ST,Canvass,CORRIDOR BREWERY AND PROVISIONS,60657
KENTUCTY FRIED CHICKEN,1960751,CHICAGO,IL,Pass,-87.68420498,41.82651854,20160919,Risk 1 (High),(41.826518542923324,2483758,Restaurant,3696 S ARCHER AVE ,License,KENTUCKY FRIED CHICKEN,60609
JELLYBEAN LEARNING CENTER,1960749,CHICAGO,IL,Pass,-87.60528236,41.75980649,20160919,Risk 1 (High),(41.75980648559773,2289930,Daycare (2 - 6 Years),7419 S COTTAGE GROVE AVE ,License,JELLYBEAN LEARNING CENTER VI,60619
JIMMY G'S,1960747,CHICAGO,IL,Pass,-87.7058603,41.87707754,20160919,Risk 1 (High),(41.87707753773826,9154,Restaurant,307 S KEDZIE AVE ,Short Form Complaint,JIMMY G'S,60612
HERB RESTAURANT,1960746,CHICAGO,IL,Pass,-87.66013495,41.98068393,20160919,Risk 1 (High),(41.98068392725561,2156804,Restaurant,5422-5424 N BROADWAY ,Canvass,HERB RESTAURANT,60640
HARPER FOODS,1960873,CHICAGO,IL,Pass w/ Conditions,-87.58953263,41.79141057,20160919,Risk 3 (Low),(41.79141056942301,2405501,Grocery Store,1455 E 57TH ST ,Canvass,HARPER FOODS,60637
CENTER FOR SENIORS,1960701,CHICAGO,IL,Pass,-87.70889,41.97824139,20160919,Risk 1 (High),(41.97824139444383,1847484,SENIOR DAY CARE,5320 N KEDZIE AVE ,Canvass,CENTER FOR SENIORS,60625
STARBUCKS,1951242,CHICAGO,IL,Pass,-87.624407,41.88754294,20160919,Risk 2 (Medium),(41.88754294139151,2477157,Restaurant,333 N MICHIGAN AVE ,License Re-Inspection,STARBUCKS COFFEE # 28867,60601
#1 CHOP SUEY,1960742,CHICAGO,IL,Pass,-87.73576333,41.95344345,20160919,Risk 1 (High),(41.953443449987795,1970042,Restaurant,4307 W IRVING PARK RD ,Complaint,#1 CHOP SUEY,60641
MONTESSORI GIFTED PREP LLC.,1960734,CHICAGO,IL,Fail,-87.68418275,41.96850906,20160919,Risk 1 (High),(41.96850906331291,2405576,Children's Services Facility,4754 N LEAVITT ST ,Canvass,MONTESSORI GIFTED PREP LLC.,60625
BIG TOP RESTAURANT,1960728,CHICAGO,IL,Pass,-87.78699375,41.97612328,20160919,Risk 1 (High),(41.976123282812146,3752,Restaurant,6348 W HIGGINS AVE ,Complaint,BIG TOP RESTAURANT,60630
MARISCOS EL KORA,1960727,CHICAGO,IL,Fail,-87.73474014,41.79984493,20160919,Risk 1 (High),(41.79984493066714,2488409,Restaurant,5207-5209 S ARCHER AVE ,License,MARISCOS EL KORA,60632
SERBIAN VILLAGE BAR & GRILL,1960735,CHICAGO,IL,Pass,-87.70732758,41.9540343,20160919,Risk 1 (High),(41.954034303601645,1821836,Restaurant,3142-3144 W IRVING PARK RD ,Canvass,MARKOVIC ENTERTAINMENT PRODUCTION,60618
WAFFLES,1960723,CHICAGO,IL,Pass,-87.62422573,41.86400154,20160919,Risk 1 (High),(41.864001543549804,2488717,Restaurant,1400 S MICHIGAN AVE ,License,WAFFLES CHICAGO,60605
Peace & Ed. Coalition Second Chance High School,1955241,CHICAGO,IL,Pass,,,20160919,Risk 2 (Medium),,67021,School,5114 S Elizabeth (1232W) ST ,Canvass,Peace & Ed. Coalition(SINCLAIR),60609
LITTLE PEOPEL LEARNING,1960722,CHICAGO,IL,Fail,-87.59661167,41.79176183,20160919,Risk 1 (High),(41.791761831643065,2215608,Children's Services Facility,5650 S WOODLAWN AVE ,Canvass,LITTLE PEOPLE LEARNING,60637
PISYANG SNACKS,1960915,CHICAGO,IL,No Entry,-87.72401406,41.96110329,20160919,Risk 1 (High),(41.96110329435208,2397503,Bakery,3824 W MONTROSE AVE ,Canvass,PISYANG SNACKS,60618
COOPER'S,1960720,CHICAGO,IL,Pass,-87.66025188,41.93992587,20160919,Risk 1 (High),(41.93992587298262,1301621,Restaurant,1232 W BELMONT AVE ,Canvass,COOPER'S,60657
RUBY'S FAST FOOD,1960914,CHICAGO,IL,No Entry,-87.72216037,41.9611282,20160919,Risk 1 (High),(41.96112819802538,54030,Restaurant,3740 W MONTROSE AVE ,Canvass,RUBY'S FAST FOOD,60618
JELLYBEAN LEARNING CENTER,1960715,CHICAGO,IL,Pass,-87.60528823,41.76003325,20160919,Risk 1 (High),(41.7600332477471,2289932,Daycare Above and Under 2 Years,7411 S COTTAGE GROVE AVE ,License,JELLYBEAN LEARNING CENTER VI,60619
MCDONALD'S  (T1-C10),1960711,CHICAGO,IL,Pass,-87.91442844,42.0085364,20160919,Risk 1 (High),(42.008536400868735,2013208,Restaurant,11601 W TOUHY AVE ,Canvass Re-Inspection,McDonald's,60666
SUNNYSIDE CENTER,1960716,CHICAGO,IL,Fail,-87.67768911,41.96333911,20160919,Risk 1 (High),(41.96333910684637,2215926,Daycare (Under 2 Years),4500 N WINCHESTER AVE ,Canvass,SUNNYSIDE CENTER,60640
WINDY CITY INN,1960902,CHICAGO,IL,No Entry,-87.6858102,41.95394237,20160919,Risk 2 (Medium),(41.95394237168946,47870,Restaurant,2255-2257 W IRVING PARK RD ,Canvass,WINDY CITY,60618
TAVERN ON LITTLEFORT,1960901,CHICAGO,IL,No Entry,-87.68075734,41.95677163,20160919,Risk 1 (High),(41.95677163177934,1247262,Restaurant,4128 N LINCOLN AVE ,Canvass,TAVERN ON LITTLEFORT,60618
BURGER KING,1953517,CHICAGO,IL,Pass,-87.66338691,41.92510715,20160831,Risk 2 (Medium),(41.92510714850457,2368974,Restaurant,1401 W FULLERTON AVE ,Complaint,BURGER KING #1455,60614
BLUELIGHT,1960709,CHICAGO,IL,Pass,-87.68781207,41.94098081,20160919,Risk 3 (Low),(41.94098081229154,1817238,Restaurant,3251 N WESTERN AVE ,Canvass,BLUELIGHT,60618
ST. ROBERT BELLARMINE,1960704,CHICAGO,IL,Pass,-87.77868958,41.96486566,20160919,Risk 1 (High),(41.96486565617353,2102640,School,6036 W EASTWOOD ,Canvass,ST. ROBERT BELLARMINE,60630
INSOMNIA COOKIES,1960697,CHICAGO,IL,Pass,-87.59951365,41.79492433,20160919,Risk 2 (Medium),(41.794924327756654,2483490,Restaurant,1105 E 55TH ST ,License Re-Inspection,INSOMNIA COOKIES,60615
CHINA WOK,1960695,CHICAGO,IL,Not Ready,-87.6752214,41.83050042,20160916,Risk 1 (High),(41.83050041795062,2488771,Restaurant,1958 W 35TH ST ,License,CHINA WOK,60609
United Employee Cafeteria (T1 C LL),1960694,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160916,Risk 1 (High),(42.008536400868735,1974743,Restaurant,11601 W TOUHY AVE ,Canvass Re-Inspection,ARAMARK AT UNITED AIRLINES,60666
Temple Bar,1960693,CHICAGO,IL,No Entry,-87.66838427,41.93609763,20160916,Risk 1 (High),(41.93609762657588,40374,Restaurant,3001 N ASHLAND AVE ,Canvass,THE TEMPLE BAR,60657
HOE TOY CHOP SUEY,1960690,CHICAGO,IL,Pass,-87.58510297,41.73878213,20160916,Risk 1 (High),(41.738782134570904,2432140,Restaurant,8559 S STONY ISLAND AVE ,Complaint,HOE TOY CHOP SUEY,60617
Q-TINE,1960689,CHICAGO,IL,Pass w/ Conditions,-87.69856983,41.92379232,20160916,Risk 1 (High),(41.92379231815833,2327553,Restaurant,2339 N MILWAUKEE AVE ,Short Form Complaint,Q-TINE,60647
CHICAGO PALM INVESTMENTS INC.,1960688,CHICAGO,IL,Pass,-87.70133537,41.98693345,20160916,Risk 1 (High),(41.9869334505583,2488937,Restaurant,5801 N LINCOLN AVE ,License,CHICAGO PALM INVESTMENTS INC.,60659
ELPICOSITO JIBARO,1960684,CHICAGO,IL,Pass,-87.70920976,41.96855298,20160916,Risk 1 (High),(41.968552976401575,2362721,Restaurant,3216 W LAWRENCE AVE ,Canvass,EL PICOSITO JIBARO INC.,60625
GIORDANO'S ANDERSONVILLE,1960686,CHICAGO,IL,Pass,-87.66826979,41.97643833,20160916,Risk 1 (High),(41.97643832999681,2359565,Restaurant,5207 N CLARK ST ,Canvass,GIORDANO'S ANDERSONVILLE,60640
NINVEH CAFE,1960680,CHICAGO,IL,Out of Business,-87.70133537,41.98693345,20160916,Risk 1 (High),(41.9869334505583,2385624,Restaurant,5801 N LINCOLN AVE ,Canvass,NINVEH CAFE,60659
WHITE CASTLE #27,1955240,CHICAGO,IL,Pass,-87.58656543,41.75160323,20160916,Risk 2 (Medium),(41.75160322593156,28477,Restaurant,1550 E 79TH ST ,Canvass,WHITE CASTLE #27,60619
POPEYES FAMOUS FRIED CHICKEN,1960682,CHICAGO,IL,Pass,-87.68662183,41.88263294,20160916,Risk 1 (High),(41.88263293865735,14897,Restaurant,50 N WESTERN AVE ,Complaint Re-Inspection,POPEYES FAMOUS FRIED CHICKEN,60612
SUBWAY 34028,1746306,CHICAGO,IL,Pass,-87.64443871,41.79442405,20160916,Risk 1 (High),(41.794424047248626,2304675,Restaurant,742 W GARFIELD BLVD ,Complaint,SUBWAY 34028,60609
WOLFGANG PUCK EXPRESS (T3 K12),1960675,CHICAGO,IL,Pass,-87.91442844,42.0085364,20160916,Risk 1 (High),(42.008536400868735,34199,Restaurant,11601 W TOUHY AVE ,Canvass,WOLFGANG EXPRESS,60666
WABISABI,1960672,CHICAGO,IL,Pass w/ Conditions,-87.70858321,41.96728302,20160916,Risk 1 (High),(41.96728302315077,2423740,Restaurant,4720 N KEDZIE AVE ,Canvass,WABISABI,60625
